entry_id,surname,position_order,position_raw,year_first_mentioned,place_mentioned,occupation_categories
L1912-01597,LEAL,4,"lieutenant au 4' bataillon d'Afrique à Gabès, 1891",1891,Gabès,military
L1912-01597,LEAL,5,"officier de renseignements à Aïn-Draham, 1894",1894,Aïn-Draham,
L1912-01597,LEAL,6,"à Matmata, 1895",1895,Matmata,
L1912-01597,LEAL,7,"à Kebili, 1896",1896,Kebili,
L1912-01597,LEAL,8,"chef du Bureau des Affaires indigènes de Médenine, 1S97",,,
L1912-01597,LEAL,9,"de Gabès, 189S",,,
L1912-01597,LEAL,10,"capitaine, 1899",1899,,military
L1912-01597,LEAL,11,"sous-chef du Service des Affaires indigènes et du personnel militaire de la Résidence Générale de France à Tunis, 1906. Membre du Comité directeur de la Section tunisienne de la Société de Géographie commerciale de Paris",1906,Tunis,military
L1912-01597,LEAL,12,correspondant de l'Association des anciens élèves du Prytanée militaire de La Flèche à Tunis.,,Tunis,
L1912-01599,LECA,1,"directeur du «Petit Bônois», uirecieur uu nretu luiusien» et directeur de «la Dépêche Tunisienne». Prés, d'honn. du Syndicat de la Presse tunisienne",,,
L1912-01599,LECA,2,"prés, de la Compagnie des Eaux Thermales et du Domaine de Korbous",,,
L1912-01599,LECA,3,de la- Société des Eaux Naturelles d'Aïn-Garci,,,
L1912-01599,LECA,4,"administrateur délégué de la Société anonyme de l'Imprimerie Rapide de Tunis. """,,,administration
L1912-01600,LEFEBVRE,1,"Professeur à l'Institution du Parangon de Joinville-le-Pont, 1.S90 à 1897",1897,,education_science
L1912-01600,LEFEBVRE,2,professeur à l'Ecole Jules-Ferry (piano et solfège),,,education_science
L1912-01600,LEFEBVRE,3,professeur de piano à l'Ecole de Musique. Compositions diverses pour piano. Membre de l'Association artistique. Concerts et auditions d'élèves.,,,education_science
L1912-01606,LEMAIRE,1,Externe des hôpitaux,,,
L1912-01606,LEMAIRE,2,interne des hôpitaux de Versailles,,,medicine_health
L1912-01606,LEMAIRE,3,"médecin-interne à l'hôpital Sadiki. De mars à juillet 1909. fit un voyage en Tripolilaine, dont il donna le compte rendu dans une conférence faite sous les auspices de la Société de Géographie commerciale de Tunis. Avec MM. Magnier et Amblard, il parcourut la chaîne des djebels tripolitains et recon",1909,Sinaoun,medicine_health
L1912-01610,LEPINEY,1,"propriétaire à Médôa, 1877 à 1.885",1877,Médôa,
L1912-01610,LEPINEY,2,"régisseur du domaine d'Aïn-Schrouna, ferme Altairac, Maison-Carrée (Alger), 1S85 à 1S93",,,
L1912-01610,LEPINEY,3,"professeur d'agriculture et de viticulture à l'Ecole de Rouiba, 1891 a 1901",1891,,education_science
L1912-01610,LEPINEY,4,"directeur de l'Ecole coloniale d'agriculture de Tunis, 1"" mai 1901. A créé le domaine de Tibharine, près de Médéa (Algérie)",1901,,
L1912-01610,LEPINEY,5,"vignoble, verger, aspergière, prairie, céréales, reboisement (500 hect.). Conseiller municipal de Maison-Carrée, 1898-1901. A obtenu : Médaille d'argent (vins). Exposition universelle Paris 1S78",1898,,politics_native_admin
L1912-01610,LEPINEY,6,"Médaille d'or nu concours de la prime d'honneur, Concours général agricole d'Alger, 1.881",,,military
L1912-01610,LEPINEY,7,"Médaille d'argent, (volailles), Concours d'Alger, 1881",1881,,
L1912-01610,LEPINEY,8,membre de la mission phylloxerique envoyée par le Gouvernement général de l'Algérie dans l'Aude et l'Hérault pour l'élude des vignobles envahis par le phylloxéra. Nommé expert communal du Service philloxerique de l'Algérie par arrêté préfectoral de sept. 1883,1883,,military
L1912-01610,LEPINEY,9,"Médaille d'argent (vins) et de bronze (eaux-de-vie) Concours de Bel-Abbôs, 1885",1885,,
L1912-01610,LEPINEY,10,"diplôme de mérite. Ligue du Reboisement d'Algérie, 1883",1883,,
L1912-01610,LEPINEY,11,"diplôme d'honneur (vin blanc), Exposition universelle d'Amsterdam, 1883",1883,,
L1912-01610,LEPINEY,12,"rappel de diplôme d'honn. (Exposition des vins nouveaux), Société d'Agriculture d'Alger, membre du jury, 1.884",,,
L1912-01610,LEPINEY,13,"Médaille d'argent (aména.gemcnt de forêt), Concours agricole de Blida (Algérie), 1SS4",,,
L1912-01610,LEPINEY,14,membre du jury de ce Concours,,,
L1912-01610,LEPINEY,15,"membre du jury du Concours agricole de Boufarik (Algérie), 1887",1887,,
L1912-01610,LEPINEY,16,"délégué régional à. l'Exposition universelle de Paris, 18S9",,,
L1912-01610,LEPINEY,17,commissaire (section des machines) Concours agricole de Mascara (Algérie): commissaire organisateur du concours des charrues indigènes à Maison-Carrée,,Maison-Carrée,
L1912-01610,LEPINEY,18,"commissaire (section des machines) Concours général agricole d'Alger, 1.899",,,military
L1912-01610,LEPINEY,19,"membre du jury au Concours général agricole de Paris, 1902",1902,,military
L1912-01610,LEPINEY,20,"Médaille d'argent ""(collaboration) à l'Exposition universelle de Liège, 1905",1905,,
L1912-01610,LEPINEY,21,"Médaille d'or (collaboration) à l'Exposition Coloniale Nationale de Marseille, 1906",1906,,
L1912-01610,LEPINEY,22,"diplôme d'honneur avec félicitntions du jury pour collections de raisins conservés Exposition de la Société d'Horticulture de Tunisie, oct. 1.907",,,
L1912-01610,LEPINEY,23,"membre du jury nu Concours général agricole de Tunis, avril 1907",1907,,military
L1912-01610,LEPINEY,24,"membre dujury nu Concours agricole de Bizerle, avril 1908.",1908,,
L1912-01614,LESCURE,1,"surnuméraire de l'Enregistrement en 1.890, receveur en 1.894, sous-inspecienr de 1.902 à. 190S",,,administration
L1912-01614,LESCURE,2,"rédacteur aux Finances tunisiennes : stagiaire 1892, titulaire 1.895, sous-chef 1.899, chef 1903 el sous-direeleur 1911.",1892,,
L1912-01615,LESSEPS,1,avocat à la Cour d'appel de Rennes,,,justice_law
L1912-01615,LESSEPS,2,"rédacteur, puis rédacteur principal à la Préfecture de la Semé, trésorier des Bleus de Bretagne. A publié : «L'Histoire de la Bourse du 'Travail de Paris».",,,
L1912-01616,LETOURNEUR,1,"Souschef de cabinet du Ministre de l'Agriculture, 1905-191.0",1905,,
L1912-01616,LETOURNEUR,2,"professeur de droit à l'Institut commercial de Paris. 1"" v.-pr. de l'Association générale de la Presse technique",,,military;education_science
L1912-01616,LETOURNEUR,3,"prés, du Comité d'organisation du 1"" Congrès international de Moto-Culture, Amiens, 1909",1909,,
L1912-01616,LETOURNEUR,4,"commissaire général de l'Exposition d'hygiène de Tunis, 1911",1911,,military
L1912-01616,LETOURNEUR,5,"Fondateur et rédacteur en chef du «Monde agricole», revue technique bi-mensuelle. Médaille d'or à l'Exposition internationale de Quito (Equateur)",,,press_letters_arts
L1912-01616,LETOURNEUR,6,"grand prix à l'Exposition franco-britannique, Londres, 1908.",1908,,
L1912-01617,LEVI,1,chef de clinique et aide-professeur à la Maternité de l'Université de Padoue,,,education_science
L1912-01617,LEVI,2,chirurgien gynécologue titulaire à l'hôpital italien de Tunis,,,medicine_health
L1912-01617,LEVI,3,directeur de cet hôpital,,,
L1912-01617,LEVI,4,.directeur de l'hôpital israélite. Auteur de plusieurs monographies de gynécologie publiées dans le «Bulletin de la Société des Sciences médicales de Tunis».,,,
L1912-01620,LEYGONIE,1,"clerc d'avoué, professeur, commissaire de police à Paris pendant trente-deux ans. «Libéral (Le)». Journal quotidien socialiste indépendant, 65, riie de Naples. Tunis (2° année). Télôph. : 598. Dir. pol.: M. O. Rutily",,Paris,justice_law;education_science
L1912-01620,LEYGONIE,2,"réd. en chef : M. René Bouyac. Abonn"" : un an, 1.8 fr. Le numéro, 5 centimes. NLiberté (La)». 1.906. Premier org. politique bi-hebdoniadaire des revendications des israélites tunisiens rédigé en judéo-arabe. 1, rue I-Iannon, Tunis. Correspondants clans les principaux centres de la Tunisie. Directeur",1911,,
L1912-01626,LIOTIER,1,"avocat à Montpellier, puis à Paris",,Montpellier,justice_law
L1912-01626,LIOTIER,2,suppléant du juge de paix à Collo (Algérie),,Collo,justice_law
L1912-01626,LIOTIER,3,"juge de paix à Gabès, à Sfax, à Tunis (canton Nord), à Tunis (canton Sud)",,Gabès,justice_law
L1912-01626,LIOTIER,4,"substitut à Sousse le 13 oct. 1906. A prononcé les réquisitoires dans les affaires de Kasserine et Argaut. ,",1906,Sousse,justice_law
L1912-01628,LIVET,1,"secrétaire de Contrôle, attaché à la Résidence Générale, sous-chef de cabinet du Résident Général, contrôleur civil suppléant à Tala, Bizerte, Tunis, Sousse, chef d'annexé à Medjez-el-Bab el Teboursouk, contrôleur civil à Gabès. .",,Tala,military;administration
L1912-01629,LOCHE,1,"Substitut à Briançon (I-l.-Alpes), juge au tribunal civil dé Bourgoin (Isère) de 1869 à 1.SS3. A fait, comme capitaine dans la. légion des Hautes-Alpes, la campagne de 1870. Médaille de bronze au Concours agricole de Paris 1891. el à l'Exposition universelle de 1900",1869,Briançon,justice_law;military
L1912-01629,LOCHE,2,Médaille d'or au Concours agricole de Sfa.x 1904,1904,,
L1912-01629,LOCHE,3,Médaille de bronze à l'Exposition coloniale de Marseille 1906.,1906,,
L1912-01630,LOCHE,1,"instituteur public à Tunis. Monastir, Sousse, 'Tébourba et Zaghounn. En 1.S95, secrétaire do contrôle civil à Zahghouan",,Tunis,education_science
L1912-01630,LOCHE,2,"en 1896, secrétaire faisant fonctions de contrôleur civil suppléant à Tala, Gafsa et Kairouan",1896,Tala,administration
L1912-01630,LOCHE,3,"en 1904, nommé receveur municipal à Sousse. Memb. fond, de la Bibliothèque populaire de Kairouan: membre et prés, de la Ligue de l'Enseignement à Kairouan",1904,Sousse,administration
L1912-01630,LOCHE,4,"memb. de la Ligue de l'Enseignement et de la Ligue des Droits de l'Homme à Sousse. Médaille de bronze à l'Exposition de Tunis 1895. Gérant le contrôle civil de Gafsa et juge de paix suppléant au moment de la. catastrophe de Metlaoui, en 1900, il réussit à établir l'identité des victimes européennes ",1895,Sousse,justice_law
L1912-01630,LOCHE,5,il fut félicité par le Résident Général pour sa belle conduite en cette circonstance.,,,military
L1912-01631,LOCHET,1,"entrepreneur de travaux publics. Services militaires : 20 ans, maréchal des logis, maréchal des logis chef, adjudant",,,military;industry_crafts
L1912-01631,LOCHET,2,comptable à l'Armée tunisienne,,,finance_banking
L1912-01631,LOCHET,3,secrétaire à la Chancellerie du NichanIftikhar. Membre de la. société «les Médaillés militaires» de France.,,,
L1912-01635,LOGOTHETTI,1,Secrétaire de légation à Constantinople,,Constantinople,
L1912-01635,LOGOTHETTI,2,juge au Tribunal mixte d'Alexandrie (Egypte),,,justice_law
L1912-01635,LOGOTHETTI,3,"délégué de l'Autriche-Hongrie à la Commission européenne du Danube, à Galalz",,Galalz,
L1912-01635,LOGOTHETTI,4,"consul général à Barcelone, à Milan, à Hambourg et à Tunis, avec rang de ministre plénipotentiaire.",,Barcelone,military;diplomacy
L1912-01640,LOTH,1,"Répétiteur aux lycées de Cou tances el de Rennes, professeur au collège de Vannes et aux lycées d'Aurillac, de Cherbourg, d'AVlençon el de Tunis. Anc. secr. gén. de la Ligue de l'Enseign., prés, de la Mission laïque, anc. prés, de l'Institut de Carthage. Articles dans «le Journal des Débats», «la Dé",,,military;education_science
L1912-01640,LOTH,2,"«Arnoldo Soler, consul d'Espagne à Tunis (1808-1812)»",1808,Tunis,diplomacy
L1912-01640,LOTH,3,«Histoire de la. Tunisie»,,,
L1912-01640,LOTH,4,«La Tunisie el VCEuvre du Protectorat»,,,
L1912-01640,LOTH,5,"«Petite histoire de France el de l'Afrique du Nord» (2 vol., en collaboration avec M. Aurôs). Médailles d'or aux Expositions de Liège, Marseille et Nogenl-sur-Marne.",,,
L1912-01656,MACCOTTA,1,externe des hôpitaux de Pise,,,
L1912-01656,MACCOTTA,2,aicle de la clinique dermosiphilopa.tbique de Pise,,,
L1912-01656,MACCOTTA,3,directeur de l'hôpital italien de Tunis,,,
L1912-01656,MACCOTTA,4,médecin delà Société italienne ouvrière de Tunis. Médecin de plusieurs Compagnies d'assurances.,,,medicine_health;finance_banking
L1912-01667,MAGUY,1,"chef de fanfare fondateur de la musique du 4"" tirailleurs de 1885 à 1896, fondateur de la «Philharmonique» de Sousse",1885,,
L1912-01667,MAGUY,2,professeur de chant dans les écoles de 1SS5 à. 1.896,,,education_science
L1912-01667,MAGUY,3,directeur de «l'Harmonie Sfaxienne»,,,
L1912-01667,MAGUY,4,"fondateur el, directeur de la. section orchestrale de «l'Adelphie musicale et littéraire»",,,
L1912-01667,MAGUY,5,directeur do la section «Esludianlina» de la même société.,,,
L1912-01684,MALINAS,1,médecin aide-major de 2' cl. aux hôpitaux de la division d'Alger (Miliana-Teniet-el-Haad),,,medicine_health
L1912-01684,MALINAS,2,médecin aide-major de 2° cl. au 7° hussards,,,medicine_health
L1912-01684,MALINAS,3,médecinmajor de 2' cl. au 11* cuirass. et au 7' bataillon d'artillerie de forteresse,,,medicine_health
L1912-01684,MALINAS,4,"médecin-major de 2' cl. des hôpitaux en . Tunisie, 18S6-88 (Gafsa, Sousse, AïnDraham)",,,medicine_health
L1912-01684,MALINAS,5,"médecin-major de 1"" cl. du 4' zouaves. 1889-92, puis au 97"" d'infanterie",1889,,medicine_health
L1912-01684,MALINAS,6,"médecin chef du sanatorium deNosi-Comba pendant l'expédition de Madagascar 1S95, et de l'hôpital de Fianaranlson. 1896, puis, à sa rentrée, hôpital militaire de Versailles comme médecin principal de 2' cl.",1896,,medicine_health
L1912-01684,MALINAS,7,"médecin chef de l'hôpital mixte de Nantes et de l'hôpital militaire de Chambéry comme médecin principal de 1"" cl.",,,medicine_health
L1912-01684,MALINAS,8,"médecin chef de l'hôpital militaire de Lille, 1901-02, el directeur du Service de Santé de la Division d'occupation de Tunisie, 1963-08. Admis à faire valoir ses droits à la retraite le 29 janv. 1908. Memb. de l'Association française de Chirurgie",1901,,medicine_health
L1912-01684,MALINAS,9,viceprésident de la Section Scientifique de l'Institut de Carthage,,,
L1912-01684,MALINAS,10,"memb. du Comité directeur de la Société de Géographie commerciale (section tunisienne). Nombreuses publications parues' dans divers journaux, el, recueils scientifiques ayant mérité soit des félicitations du Ministre de la. Guerre, soil la citation nu «Bulletin Officiel», parmi lesquels ont été surt",,,
L1912-01684,MALINAS,11,« De l'orchite paludéenne primitive comme ninnilestai-ion hâtive de l'impnludisme »,,,
L1912-01684,MALINAS,12,« Péritonite aiguë d'origine blennorrhagique»,,,
L1912-01684,MALINAS,13,"«Le sanatorium de Nosi-Conibn» (campagne de Madagascar, 1895)",1895,,
L1912-01684,MALINAS,14,"«L'hôpital provisoire de Finnnrnnlson et, le sud Belsilco» (Madagascar, 1896)",1896,,
L1912-01684,MALINAS,15,"«Fracture du sinus frontal par contusion de la région teinporo-soiircillière droite pur coup de pied de cheval, emphysème progressif, suffocation imminente, trachéotomie, guérison»",,,
L1912-01684,MALINAS,16,«Tuberculose nùliaire aiguë phnrynjo-laryngie » (maladie d'isàinberl),,,
L1912-01684,MALINAS,17,"«Rapport"" à M. le Résident Général de France à Tunis, au nom de la Commission des Etablissements pénitentiaires», 1.903, à la suite (le l'épidémie de typhus el, de In. mort du D' MoIhen.u, qui décida le Ministre des Affaires F. Iran gères à la. construction de la nouvelle prison civile. «.Mutualité ",,Tunis,military
L1912-01684,MALINAS,18,"«Projet, d'assistance médicale indigène en 'Tunisie», in «Revue Tunisienne» et tirage à part, aux frais du Gouvernement du Protectorat, (avec In collaboration du D' Toslivint, niédecinmajor de. 2' cl. attaché à la Direction du Service de Santé militaire)",,,
L1912-01684,MALINAS,19,"«Statistique médicale indigène clans le territoire soumis à. l'autorité militaire depuis 1904» (statistique de 1903), avec la collaboration du médecin-major attaché à la Direction du Service (le Santé el, des médecins des postes du Sud 'Tunisien. Campagnes : contre l'Allemagne (siège de Strasbourg)",1904,,medicine_health
L1912-01684,MALINAS,20,ambulances des postés et avant-postes),,,
L1912-01684,MALINAS,21,ambulances de l'armée de la Loire,,,
L1912-01684,MALINAS,22,"contre la Commune, Paris, hôpital du Gros-Caillou",,,
L1912-01684,MALINAS,23,"en Algérie (1.872-74), deux camp.: en Tunisie (188692), six camp.",1886,,
L1912-01684,MALINAS,24,"à Madagascar (1.895-96), deux camp.",,Madagascar,
L1912-01684,MALINAS,25,"en Tunisie (1905-08), cinq camp.",1905,,
L1912-01684,MALINAS,26,soil dix-sept campagnes. Entré au. service le 7 oct. 1867 comme élève du Service de Santé à l'Ecole de Strasbourg,1867,,
L1912-01684,MALINAS,27,"en cette qualité, pendant le siège, a été proposé avec un certain nomlire de ses camarades pour la. Médaille militaire [qui n'a pu leur être accordée, ses élèves ayant été nommés officiers (médecins s'ous-aides-majors) à litre provisoire]. Une épée d'honneur lui a élé offerte par la. commune de Teni",1874,Madagascar,medicine_health;military
L1912-01692,MARCHIONI,1,Commis à la Direction rie VOflice postal. Tunis,,,administration
L1912-01692,MARCHIONI,2,"receveur des Postes, Mahdia. Prés. fond, de l'Assistance mutuelle tunisienne du groupe de Mahdia",,,administration
L1912-01692,MARCHIONI,3,secr. gén. bon. de celle Société,,,
L1912-01692,MARCHIONI,4,"Prés, du Comité de patronage de la Bibliothèque populaire de Mahdia",,,
L1912-01692,MARCHIONI,5,"viceprés, de In Société de Bienfaisance de Mahdia",,,
L1912-01692,MARCHIONI,6,délégué de l'Amicale des Postes. Rapports et causeries divers sur des questions de mutualité.,,,
L1912-01696,MARINI,1,aide-major de 2' cl. de réserve,,,
L1912-01696,MARINI,2,"interne à l'hôpital civil français de Tunis, 19021906. Médecin cie toutes les sociétés fraternelles de secours des diverses administrations. Médecin de l'Office postal, de la Compagnie des chemins de fer, de la gendarmerie. Thèse sur « la Népbropexie» par un procédé nouveau.",1902,,medicine_health;military;transport_maritime
L1912-01698,MAROT,1,"quartier - maître fourrier des Equipages de la flotte, officier de port à Tunis pendant environ seize ans. Prés, fond, de la sectëon des vétérans des armées de terre el de mer 70-7:1. Dix années de navigation au long cours et n l'Etat. Sénégal, fleuves de La Platn,mer des Indes, îles Marcareignes, e",,Tunis,
L1912-01699,MARQUET,1,"Instituteur en France, puis au collège Alaoui. 'Instituteur-receveur des Postes et Télégraphes.",,,education_science;administration
L1912-01702,MARTEL,1,"journaliste, clerc d'avocat. A fondé avec Prax «le Messager Tunisien», à Tunis",,Tunis,justice_law;press_letters_arts
L1912-01702,MARTEL,2,"a. fondé «le Progrès de Sfax» et a collaboré, à la fondation de «la Dépêche Sfaxienne», qu'il n dirigée seul pendant deux ans.",,,
L1912-01703,MARTIN,1,instituteur clans le Lot-et-Garonne. 1877-92,1877,,education_science
L1912-01703,MARTIN,2,"instituteur à. Tunis, 1.892",,,education_science
L1912-01703,MARTIN,3,"maître adioinl chargé du cours d'histoire et de littérature au collège Alaoui (école normale), 1892-93",1892,,
L1912-01703,MARTIN,4,"directeur de l'école et receveur des postes à Medjez-el-Bab, 1893- 96",1893,Medjez-el-Bab,administration
L1912-01703,MARTIN,5,"directeur de l'Internat primaire de Maxula-Radôs, 1897-191.0. Prés, de la loge «La Volonté»",1897,,
L1912-01703,MARTIN,6,"vice-prés, de la Société «Les Cadets de Gascogne».- A créé le premier internat primaire en Tuni- sie, à Maxula-Ra.dès, 1897.",1897,Maxula-Ra,
L1912-01705,MARTINEAU,1,avocat à. la. Cour de Paris. 1883,1883,,justice_law
L1912-01705,MARTINEAU,2,"avocat au barreau de Tunis, 18S5",,,justice_law
L1912-01705,MARTINEAU,3,"juge de paix suppléant à. La Goulette, 8 mars 1.890: juge de paix suppléant à Souk-el-Arba, 22 sept. 1890",1890,Souk-el-Arba,justice_law
L1912-01705,MARTINEAU,4,"juge de paix suppléant Tunis-Nord, 18 octobre 1892",1892,,justice_law
L1912-01705,MARTINEAU,5,"juge de paix titulaire TunisNord, 3 déc. 1894",1894,,justice_law
L1912-01705,MARTINEAU,6,"juge rapporteur au Tribunal mixle, 3 avril 1.897",,,justice_law
L1912-01705,MARTINEAU,7,"passa le 26 oct. 1.908 juge au Tribunal civil pour siéger à la 3"" Chambre.",,,justice_law
L1912-01707,MARZAG,1,professeur à l'Ecole française de Commerce de Snlonique (Turquie) de 1899 à. 1902,1899,,education_science
L1912-01707,MARZAG,2,secrétaire de l'Association des professeurs français de Salonique de 1.900 à 1.902.,,,education_science
L1912-01710,MASSÉ,1,"conseiller de préfecture honoraire, chef adjoint du secrétariat du Ministre de l'Agriculture, juge de paix à Nogent. Membre de l'Association syndicale des secrétaires .de rédaction des journaux et revues. Explorations et campagnes au Sénégal et au Dahomey (en guerre), 1892-93. Lieutenant d'infanteri",1892,Nogent,justice_law;military;education_science
L1912-01711,MASSÉ,1,avocat à. Montpellier,,,justice_law
L1912-01711,MASSÉ,2,"juge suppl. à Reli/.nne (Algérie), mars 1890",1890,Reli,justice_law
L1912-01711,MASSÉ,3,juge de paix à Djelfa et à Arzew,,Djelfa,justice_law
L1912-01711,MASSÉ,4,"juge suppléant et juge d'instruction à Conslnnline, 12 oct. 1.895: substitut à Moslaganem. 22 juillet 1.899: juge à Sninl-Cluacle. 20 mars 1900: juge d'instruction, 29 murs 1901: procureur, 14 oct. 1.902",1900,Conslnnline,justice_law;religion
L1912-01711,MASSÉ,5,"juge au Tribunal mixte de 'Tunis. 1"" nov. 1908: juge rapporteur, 24 juillet 1909.",1908,,justice_law
L1912-01712,MASSELOT,1,"secrétaire de Contrôle à. Sfax el, Souk-el-Arba",,,
L1912-01712,MASSELOT,2,"contrôleur suppléant, n Kairouan, Sousse, Grombalia",,,administration
L1912-01712,MASSELOT,3,chef de l'annexe de Tozeur,,,
L1912-01712,MASSELOT,4,"contrôleur civil suppléant à Tunis. Etude, publiée en 1903, sur «Les palmiers clans les oasis du Djerid».",1903,Tunis,administration
L1912-01717,MATHIEU,1,ing- MAT — M AU titufeur a. Gremifontaine (Vosges),,,
L1912-01717,MATHIEU,2,instituteur adjoint à Bizerte,,Bizerte,education_science
L1912-01717,MATHIEU,3,"instituteur à Djemmal, au collège Alaoui, à Enfidavijle et directeur de l'école de Mateur. Anc. v.-prés. du Cercle de Mateur de la Ligue de l'Enseignement-",,Djemmal,education_science
L1912-01717,MATHIEU,4,"prés, du Cercle de l'Union.",,,
L1912-01718,MATHIEU,1,"juge de paix à Saïda, mars 1884",1884,Saïda,justice_law
L1912-01718,MATHIEU,2,à Aïn-Temouchent,,Aïn-Temouchent,
L1912-01718,MATHIEU,3,"suppléant rétribué à Oran, 1.885",,Oran,
L1912-01718,MATHIEU,4,"substitut à. Bain a, 1887, et à Tlemcen, 1888. Nommé substitut à Sousse en 1890, procureur en 1.S97, retraité en 1908. Décédé le 27 avril 1908.",1887,Tlemcen,justice_law;religion
L1912-01724,MAUBACQ,1,commis-greffier à la création du Tribunal de Sousse,,,justice_law;administration
L1912-01724,MAUBACQ,2,"greffier à Nabeul, Gronibalia,Tunis (canton Sud) et Sousse (Tribunal civil).",,Nabeul,justice_law
L1912-01728,MAURIN,1,"surnuméraire de l'Enregistrement, des Domaines el du Timbre d'Angouléme et d'Aix-en-Provence",,,
L1912-01728,MAURIN,2,"receveur de l'Enregistrement, des Domaines et du Timbre à Vezzani (Corse)-et à Montlieu (Charente-Inférieure)",,Vezzani,administration
L1912-01728,MAURIN,3,receveur de l'Enregistrement et des Contributions diverses à Kairouan (Tunisie),,Kairouan,administration
L1912-01728,MAURIN,4,"sous-inspecteur de l'Enregistrement, des Domaines el du Timbre",,,administration
L1912-01728,MAURIN,5,sous-chef de bureau à la Direction générale des Finances.,,,military;administration
L1912-01731,MAZET,1,"principal clerc d'avocat- cléfens., greffier de paix, huissier à Sousse.",,Sousse,justice_law
L1912-01733,MAZIËRES,1,"Attaché au Parquet, du Tribunal d'Alger, 1896-98. Nommé avocat-défenseur à Suint-Louis du Sénégal en 1905, n'a pas rejoint pour raison privée. Agent du contentieux du P.-L.- M. à Alger de 1890 à 1906, agent commercial des chemins de fer P.-L.-M. à M'unis de 1.906 à 1909 el ensuite à. Alger. Secr. gé",1896,Suint-Louis,justice_law;transport_maritime
L1912-01733,MAZIËRES,2,membre du Comité de la Société d'Horticulture de Tunisie,,,
L1912-01733,MAZIËRES,3,"memb. du Comité de la Ligue maritime française, section tunisienne",,,
L1912-01733,MAZIËRES,4,memb. correspondant de l'Action coloniale et maritime française,,,
L1912-01733,MAZIËRES,5,memb. de la Société d'Apiculture de Tunisie,,,
L1912-01733,MAZIËRES,6,corresp. de l'Association Agricole de Tunisie,,,
L1912-01733,MAZIËRES,7,"memb. fond, de l'Association amicale et de prévoyance des employés civils d'Algérie. TIÙVAUX : Notices diverses sur le commerce et l'agriculture en 'Tunisie, notamment : «L'exportation des produits agricoles tunisiens en Allemagne», ((Le commerce d'exportation des produits agricoles tunisiens en Sui",,,
L1912-01733,MAZIËRES,8,«Les emballages et les débouchés des raisins de table»,,,
L1912-01733,MAZIËRES,9,"«Le raisin de taille, sa conservation, son, commerce», etc. Voyages en Suisse en :l'907 et à Londres eh 1908 au sujet des débouchés que pourraient trouver dans ce pays les produits tunisiens. Avocat (prestation ' de serment en 1.906). Diplôme-de collaborateur au Concours général agricole de Paris 19",1908,Londres,justice_law;military
L1912-01733,MAZIËRES,10,"Médaille d'argent de la Société de Géographie commerciale, seclion tunisienne, concours annuel de 1907 :'. «Le Djerid».",1907,,
L1912-01736,MEARY,1,"instituteur à Gabès, à Sousse el à M'unis. Anc. membre cl, secrétaire (lu Conseil d'mlminislr. de l'Amicale primaire. A l'ail partie on 1900 du peloton des officiers do réserve de la. 28"" division, en est sorti avec le n° 1 sur 85.",1900,Gabès,education_science
L1912-01774,MERCIER,1,agent général des compagnies d'assurances «Aigle» (incendie et v i e) et <(Zurich» (accidents),,,military;finance_banking
L1912-01774,MERCIER,2,"administrateur des mines de iviienana, près criM-Arouça",,,administration;mining
L1912-01774,MERCIER,3,"anc. près, de la soc. provençale «Lou Mistraou»",,,
L1912-01774,MERCIER,4,ancien syndic-expert près les tribunaux de Sousse el de Tunis.,,,
L1912-01784,METLAOUI-GARE,1,directeur de divers réseaux de tramways en France,,,
L1912-01784,METLAOUI-GARE,2,en dernier lieu directeur du réseau des tramways de Nancy. 'TUAVAUX : a été pendant son séjour à Nancy membre de la Commission de réception à l'Exposition internationale de l'Est de la France,,Nancy,
L1912-01784,METLAOUI-GARE,3,membre du Conseil de la Société Industrielle de l'Est (section Trans- ports),,,industry_crafts
L1912-01784,METLAOUI-GARE,4,membre du Comité des Fêtes de la ville de Nancy. ' Electrification des Tramways de Saint-Quentin,,,
L1912-01784,METLAOUI-GARE,5,"création de nouvelles lignes de tramways à Nancy el dans sa banlieue. Diplôme et.médaille de collaborateur à. l'Exposition de l'Est de la France, Nancy, 1909.",1909,Nancy,
L1912-01790,MICHAUX,1,"ingénieur à Mayence, Chartres et Nancy. Prés"", de la Société des Alsaciens-Lorrains de Tunisie.",,Mayence,engineering_architecture
L1912-01791,MICHAUX,1,": élève-secrétaire de police (15 avril 1901), secrétaire titulaire (15 oct. 1906), commissaire de police (1"" juin 190S).",1901,,
L1912-01792,MICHEL,1,Membre correspondant de la société de Statistique de Paris,,,
L1912-01792,MICHEL,2,délégué des Normands de Paris,,,
L1912-01792,MICHEL,3,"percepteur surnuméraire, vérificateur, rédacteur au Crédit Foncier de France. Auteur d'éludés statistiques, 3 vol. «Les habitants, la propriété», édité chez Rorger-Levrault. Ouvrages couronnés par l'Académie des Sciences morales et politiques. Diverses communications dans les Congrès de l'Associatio",,,administration;agriculture
L1912-01792,MICHEL,4,Médaille de vermeil de l'Association Normande.,,,
L1912-01798,MILLOUD,1,"maître auxiliaire au lycée de . Lyon, répétiteur, puis censeur à Tunis.",,Tunis,education_science
L1912-01799,MINANGOIN,1,agriculteur à Esnon (Yonne) de 1875 à 1892,1875,Esnon,agriculture
L1912-01799,MINANGOIN,2,professeur d'agriculture à Beaune (Côted'Or) de 1892 à 1895,1892,Beaune,education_science
