entry_id,surname,position_order,position_raw,year_first_mentioned,place_mentioned,occupation_categories
L1912-00405,BOST,5,anc. v.-prés. de la Société fraternelle des Anciens Sous-Officiers cies armées cle terre et de mer,,,military
L1912-00405,BOST,6,"prés, de l'Association amicale des Fonctionnaires de la. Direction cle l'Agriculture, du Commerce el de la. Colonisation, à Tunis",,Tunis,administration
L1912-00405,BOST,7,"]irôs. cle «La Truffe», société amicale des Périgoudins en Tunisie.",,,
L1912-00406,BOTTESINI,1,"élève-consul et. viceconsul au'Caire, à Bukaresl, à Bône, à Toulon, à Belgrade",,Bukaresl,diplomacy
L1912-00406,BOTTESINI,2,"Consul général à Smyrne, puis à Tunis.",,Smyrne,military;diplomacy
L1912-00410,BOUBES,1,"avocat à la Cour d'appel cle Paris, attaché au Parquet cle la Seine, attaché au Ministère de la. Justice",,,justice_law
L1912-00410,BOUBES,2,juge suppléant nu Tribunal do Conslunfine et au Tribunal cle Tunis en 1908.,1908,,justice_law
L1912-00416,BOUDET,1,"adjudant au 9° cle ligne et au 4"" tirailleurs. Secr. de la. Société des Afédaillés Militaires (28"" section cle Tunisie)",,,military
L1912-00416,BOUDET,2,"membre fondateur cle la Bibliothèque des sousofficiers au 9"" cle ligne",,,
L1912-00416,BOUDET,3,ancien président de la Bibliothèque des sous-officiers au 4* tirailleurs. Adjudant de territoriale. Médaille d'argent' de l'Alliance françai- - se,,,military
L1912-00416,BOUDET,4,médaille de bronze de la Ligue Nationale contre l'alcoolisme.,,,
L1912-00424,BOUHAGEB,1,médecin cle la Colonie agricole indigène d'El-Ansarine,,,medicine_health
L1912-00424,BOUHAGEB,2,"médecin ,acljoint à. l'hôpital Sadiki",,,medicine_health
L1912-00424,BOUHAGEB,3,.méd e ci n municipal,,,
L1912-00424,BOUHAGEB,4,"médecin de la fékia et dos aliénés. Prés, de la Société sportive «La Musulmane»",,,medicine_health
L1912-00424,BOUHAGEB,5,v.-prés. du Cercle Tunisien,,,
L1912-00424,BOUHAGEB,6,-membre-du Comité cle la Société musicale «La Naceuria»,,,
L1912-00424,BOUHAGEB,7,membre correspondant de la «Revue cle l'Hypnotisme et de la Psychologie physiologique.,,,
L1912-00432,BOUNIN,1,avocat à Bône (1S83),,Bône,justice_law
L1912-00432,BOUNIN,2,juge de paix en Algérie (iSSS),,,justice_law
L1912-00432,BOUNIN,3,avocat à. Bizerte depuis 1892,1892,,justice_law
L1912-00432,BOUNIN,4,"membre de la Conférence Consultative de 1896 à 1904, réélu on 1906 pour quatre ans",1896,,politics_native_admin;diplomacy
L1912-00432,BOUNIN,5,"conseiller municipal cle Bizerte depuis 1893. Prés, de «l'Amicale mutuelle Tunisienne»",1893,,politics_native_admin
L1912-00432,BOUNIN,6,"anc. prés., fondateur, cle «l'Avenir du Prolétariat» el de la «Sociôlê des Anciens sous-officiers en Tunisie»",,,military
L1912-00432,BOUNIN,7,"anc. prés, et membre du Conseil d'administration de diverses sociélés locales",,,
L1912-00432,BOUNIN,8,ancien rédacteur a-u«Pelils Bônois» et au «Courrier de Bône»,,,
L1912-00432,BOUNIN,9,rédacteur de «la Dépêche Tunisienne» à Bizerle (1892-1904),1892,Bizerle,
L1912-00432,BOUNIN,10,"correspondant, cle l'Agence Havas depuis 1899 et de plusieurs journaux de Paris. Médaille d'argent, Alger, 1882.",1899,,
L1912-00443,BOURGEON,1,avocat à la. Cour d'Appel de Dijon (1SS3),,,justice_law
L1912-00443,BOURGEON,2,secrétaire cle la Conférence (18S4),,,
L1912-00443,BOURGEON,3,juge suppléant au Tribunal civil de Dijon (18S5),,,justice_law
L1912-00443,BOURGEON,4,substitut à. Beaime (18S6),,,justice_law
L1912-00443,BOURGEON,5,substitut à. Chalons-surSaône (18S8),,,justice_law
L1912-00443,BOURGEON,6,procureur à Charolles (1890),1890,Charolles,justice_law;religion
L1912-00443,BOURGEON,7,procureur à Beaune (1893),1893,Beaune,justice_law;religion
L1912-00443,BOURGEON,8,procureur à Vienne (1894),1894,Vienne,justice_law;religion
L1912-00443,BOURGEON,9,avocat général à la. Cour d'appel cle Poitiers (1S98),,,justice_law;military
L1912-00443,BOURGEON,10,"procureur à Tunis (1"" cl.) (1904)",1904,Tunis,justice_law;religion
L1912-00443,BOURGEON,11,procureur -général à Poitiers (1911) .Alembre cle plusieurs sociétés savantes el. de plusieurs associations mutuelles ou philanthropiques.,1911,Poitiers,justice_law;military;education_science;religion
L1912-00444,BOURGET,1,"instituteur en France, puis maîlre-adjoint d'écolo normale à Villefranche (Rhône), puis à Alger",,Villefranche,education_science
L1912-00444,BOURGET,2,"chargé de l'économat clans ce dernier établissement, puis au collège Alaoui ù. Tunis à partir de la fondation de col établissement en .1884",1884,,
L1912-00444,BOURGET,3,"fondateur de la Société chorale «La Cigale», qui devint «la Chorale cle Tunis», dont il est aujourd'hui directeur honoraire",,,
L1912-00444,BOURGET,4,"membre de la Société des Auteurs et Compositeurs dramatiques. 'IRAVAUX : a. composé plusieurs oeuvres musicales, un solfège, cle nombreux choeurs d'orphéon : Rhodanus, exécuté par la musique clu 1"" zouaves",,,
L1912-00444,BOURGET,5,des morceaux pour fanfare : « A l'Algérie ! »,,,
L1912-00444,BOURGET,6,des romances et dos choeurs pour les écoles : «LnAluse enfantine »,,,
L1912-00444,BOURGET,7,"trois partitions d'opéra, dont une a été interprétée avec succès au théâtre : «La Sultane», avec Emile Arbinet pour le poème",,,
L1912-00444,BOURGET,8,"«La fêle des myrtes », poésie d'Emile Toubin",,,
L1912-00444,BOURGET,9,"«La Belle .Tu an a », poème. Alédailles d'argent et cle bronze aux expositions cle Tunis 1887 et cle Bône 1890 pour des compositions musicales.",1887,,
L1912-00448,BOUSSEN,1,"Sous-lieulenant à l'Ecole d'application de l'art et du génie (189698), lieutenant d'artillerie au 14°' à Tarbes (1898-1900), lieutenant d'instruction à. Fontainebleau (1900 à 1901), lieutenant au 18' à Toulouse cle 1903-1907.",1896,Tarbes,military
L1912-00461,BRISSE,1,"engagé voiontaire le 20 mai 1873 au 64""",1873,,
L1912-00461,BRISSE,2,caporal le 27 rtov. 1873,1873,,
L1912-00461,BRISSE,3,"sergent lé 1"" juin 1874",1874,,
L1912-00461,BRISSE,4,sergent-major le 9 juillet 1875,1875,,
L1912-00461,BRISSE,5,"sortit n"" 1 de l'Ecole de tir du Ruchard et n° 1 de l'Ecole du camp d'Avor",,,
L1912-00461,BRISSE,6,sous-lieuténant au 138* le 18 déc. 1S77,,,
L1912-00461,BRISSE,7,"suivit, de 1882 àl884, les cours de l'Ecole supérieure de Guerre",1882,,
L1912-00461,BRISSE,8,breveté d'ôtat-major,,,
L1912-00461,BRISSE,9,mention «bien»,,,
L1912-00461,BRISSE,10,lieutenant le 9 juillet 1883,1883,,military
L1912-00461,BRISSE,11,officier d'ordonnance du général commandant la 23° division d'infanterie,,,military
L1912-00461,BRISSE,12,"capitaine au 78"" le 30 nov.",,,military
L1912-00461,BRISSE,13,"àofflcier d'ordonnance du général commandant la 9"" division d'infanterie",,,military
L1912-00461,BRISSE,14,"chef a ._^_^_^. de bataillon le 8, oct. 1899",1899,,
L1912-00461,BRISSE,15,",attaché à. l'étal-major de l'armée (2° bureau)",,,
L1912-00461,BRISSE,16,lieutenant-colonel le 22 déc. 1906,1906,,military
L1912-00461,BRISSE,17,"nommé en 1907 chef ""d'état-major cle la Division d'occupation",1907,,
L1912-00461,BRISSE,18,"a reçu un témoignage de satisfaction (1S96) et trois lettres de satisfaction clu ministre (1891, 1892, 1897).",1891,,
L1912-00463,BROIDO,1,externe des hôpitaux de Paris,,,
L1912-00463,BROIDO,2,médecin sanitaire maritime à bord des Touache,,,medicine_health
L1912-00463,BROIDO,3,directrice de l'infirmerie li our femmes et enfants à Constnntine (A 1 (Telle),,Constnntine,
L1912-00463,BROIDO,4,médecin de l'état civil à Tunis,,Tunis,medicine_health
L1912-00463,BROIDO,5,méI dècin municipal à Maxula-Radès. A Conslanline,,Maxula-Radès,
L1912-00463,BROIDO,6,médecin légiste (première femme chargée cle cet emploi),,,medicine_health
L1912-00463,BROIDO,7,"à Tunis, médecin de l'Amicale des Travaux publics el. de l'Amicale des Postes et Télégraphes",,Tunis,medicine_health
L1912-00463,BROIDO,8,médecin du Bureau de Bienfaisance,,,medicine_health
L1912-00463,BROIDO,9,secrétaire adjointe de la Sociétés des Sciences médicales de Tunis,,,
L1912-00463,BROIDO,10,collaboratrice à un grand nombre de journaux de médecine,,,medicine_health
L1912-00463,BROIDO,11,"a traduit plusieurs ouvrages de médecine. Diplôme d'épidémie : variole, 1906, Gonstantine.",1906,,medicine_health
L1912-00465,BROUTIER DU PAVILLON,1,régisseur du haras de Sidi-Tabet,,,
L1912-00465,BROUTIER DU PAVILLON,2,intendant au domaine de l'Enfida,,,
L1912-00465,BROUTIER DU PAVILLON,3,attaché aux plantations des Ponts et Chaussées. Membre cle la Société d'Horticulture tunisienne et de l'Association des Ancien Elèves des Ecoles d'Agriculture de. Tunis.,,,
L1912-00467,BRULE,1,"institutrice ù Sousse, Kairouan, Tunis (Ecole secondaire Jules-Ferry), Béja et TunisTunis. Ex-cléléguée clu Conseil cle l'Instruction • publique.",,,education_science
L1912-00472,BUISSON,1,professeur de philosophie au gymnase cle Strasbourg (1S681870),1870,,education_science
L1912-00472,BUISSON,2,correspondant du-«Temps» à Londres,,Londres,
L1912-00472,BUISSON,3,"examinateur, à l'Université de Lon- drès",,,
L1912-00472,BUISSON,4,professeur au Bedford-College et à Charleshouse (Angleterre),,Charleshouse,education_science
L1912-00472,BUISSON,5,"chargé de mission comme commissaire français pour organiser la section française à l'Exnosilion d'Hygiène et d'Education de Londres (18S4) et aux. Expositions universelles de la Ville d'Orléans (1885), de Melbroune (1888)",1885,,
L1912-00472,BUISSON,6,rapporteur du jury international pour l'Enseignement primaire à l'Exposition universelle de Paris (1889),1889,,
L1912-00472,BUISSON,7,délégué du Ministère de l'Instruction publique aux Expositions cle Chicago (1.S93) et cle Saint-Louis (1904),1904,,
L1912-00472,BUISSON,8,"anc. prés, de l'Institut de Carthage",,,
L1912-00472,BUISSON,9,v.-prés. de la Société de Géographie commerciale (section tunisienne),,,
L1912-00472,BUISSON,10,v.-prés. cle l'Alliance française à Tunis el cle la Alission laïque.,,Tunis,
L1912-00477,BUSACCA Eugène,1,"interne des hôpitaux de Palerme,médecin et chirurgien de la municipalité de Tavignana, chirurgien en chef de l'hôpital italien Garibaldi depuis 1891. A été directeur de l'hôpital italien G. Garibaldi et président de la Société internationale des sciences médicales de Tunis, membre du Conseil d'admin",1891,,medicine_health
L1912-00479,CABANTOUS,1,"pasteur à Saint-Affrique (Aveyron) et au Bourg-du-Bost (Dordogne). juge cle paix, avocat et juge cle paix",,Saint-Affrique,justice_law;religion
L1912-00479,CABANTOUS,2,viceprésident de la Ligue de l'Enseignement.,,,
L1912-00504,CANAL,1,"1865-1872, agent el conducteur des Ponts et Chaussées à Oran",1865,Oran,engineering_architecture
L1912-00504,CANAL,2,"1872-1900, agent voyer d'arrondissement au Service Vicinal du département d'Oran",1872,,
L1912-00504,CANAL,3,"1901-1908, travaux publics en Tunisie",1901,,
L1912-00504,CANAL,4,attaché aux Travaux de la Marine (construction de la BaePonty et de l'arsenal de Sidi-Abdallah) en qualité cle cher cle service subdivjsionnaire des Travaux hydrauliques de la Marine à la Baie Ponty (Bizerte),,,
L1912-00504,CANAL,5,ancien secrétaire correspondant de la Société de Géographie d'Oran,,,
L1912-00504,CANAL,6,membre de l'Institut de Carthage,,,
L1912-00504,CANAL,7,anciennemeni viceprésident de la Société «l'Algérienne» à. Bizerte: pr. de la Société «L'Algérienne» cle Tunis,,,
L1912-00504,CANAL,8,"v.-prés. de la Ligue Alaritime . française, Section de Bizerte.",,,
L1912-00505,CANAVAGGIO,1,instituteuradjoint à Tunis en 1897,1897,Tunis,education_science
L1912-00505,CANAVAGGIO,2,directeur de l'école franco-n.rbe de la Smala-des-Souassi cle 1897 à 1900.,1897,,
L1912-00572,CHAILLEY,1,pre- - mier clerc d'avoué à Lyon,,Lyon,justice_law
L1912-00572,CHAILLEY,2,"ancien avoué et avocat des contibutions indirectes à Lunéville, de 1903 à 1909",1903,Lunéville,justice_law
L1912-00572,CHAILLEY,3,"avocat à Tunis. Neveu de M. Chailley, rapporteur du budaet. et du général de division Chailley.",,Tunis,justice_law;military
L1912-00573,CHAIX,1,"chef de service aux travaux du port du"" Havre, chef de service à la construction des quais de Saïgon (Cochincbine) et chef de service à la Compagnie des Ports de T.- S.-S.",,,administration
L1912-00596,CHARLËTY,1,"professeur de lycée, professeur âla Faculté des T .étires de Lyon, directeur général de l'Enseignement en Tunisie. Principaux travaux publiés : «Histoire du Saint-Simonisme» (1896)",1896,,military;education_science;administration
L1912-00596,CHARLËTY,2,"«Bibliographie critique de l'histoire de Lyon, 2 vol. (1900)",1900,,
L1912-00596,CHARLËTY,3,«L'enseignement secondaire dans le Rhône-dé 1789 à 1900» (en collaboration avec M. Chabot) (1901),1789,,
L1912-00596,CHARLËTY,4,«Histoire de Lyon» (1903),1903,,
L1912-00596,CHARLËTY,5,«Documents relatifs à la vente des biens nationaux (1907),1907,,
L1912-00596,CHARLËTY,6,direction de la «Revue d'histoire de Lyon»,,,
L1912-00596,CHARLËTY,7,"collaboration à la «Revue de Paris», à la «Revue d'histoire moderne», a la «Révolution française», au «Journal des savants», etc. Membre de la Commission des Documents économiques de la Révolution Française, instituée au Ministère de l'Instruction publique",,,education_science
L1912-00596,CHARLËTY,8,membre du Comité des Travaux historiques,,,
L1912-00596,CHARLËTY,9,correspondant du Ministère de ^Instruction publique et des Beaux-Arts.,,,
L1912-00608,CHAVIGNY,1,"surnuméraire de l'Enregistrement el des Domaines à Quiniper (Finistère), receveur des Domaines à Campile (Corse)",,Quiniper,administration
L1912-00608,CHAVIGNY,2,détaché par le Ministère des Finances et mis à la disposition du Gouvernement tunisien,,,
L1912-00608,CHAVIGNY,3,sous-inspecteur de l'Enregistrement et des Domaines,,,administration
L1912-00608,CHAVIGNY,4,"rédacteur"" au Service des Domaines à la Direction de l'Agriculture à 'l'unis (.1.900)",,,
L1912-00608,CHAVIGNY,5,"rédacteur, puis sons-chef au secrétariat de la même Direction (1901-1904)",1901,,
L1912-00608,CHAVIGNY,6,chef du bureau des Affaires commerciales et industrielles (1905),1905,,industry_crafts
L1912-00608,CHAVIGNY,7,"inspecteur du Service des Domaines (1906). Doux diplômes d'honneur de la «Société nationale des Conférences populaires» pour conférences faites au 4"" zouaves et au 4"" chasseurs. Trois diplômes de collaboration (médailles d'argent) aux Expositions de Hanoï (1905), Liège (1905), Marseille (1906). CHEE",1906,,administration
L1912-00652,CIRIER,1,"uierc Q""avoue a raris, secrétaire d'agréé à Paris, avocat â la Cour' d'Alger, avocat au barreau de Tunis. Membre de la Conférence Consultative",,Paris,justice_law;politics_native_admin;diplomacy
L1912-00652,CIRIER,2,"secrétaire élu de cette assemblée (session de 1910). Ancien bâtonnier à Tunis. Suppléant du Juge de Paix de Tunis (canton Nord). Ancien président de la «Betterave». Censeur de la Banque de l'Algérie. GIROU (Louis-Léon-Joseph), 13 juillet 1873, Villers-Cotterets (Aisne). Avocat au barreau de Tunis, r",1910,Tunis,justice_law;education_science;finance_banking
L1912-00656,CLÉMENT,1,Dans l'armée de 1870 à 18S7,1870,,
L1912-00656,CLÉMENT,2,"attaché au Secrétariat général du Gouvernement tunisien de janvier 1890 au 1"" avril 1904",1890,,military
L1912-00656,CLÉMENT,3,"à la. Direction des Travaux de la. Ville et capitaine commandant les sapeurs-pompiers de Tunis, de mars 1904 à ce jour. Membre actif et commissaire de la. Société de Tir du 110° territorial à Valence: membre fondateur et commissaire de la Société de Secours mutuels des Officiers résidant en Tunisie ",1904,Valence,military
L1912-00656,CLÉMENT,4,membre de l'Union des Sociétés de Gymnastique de France,,,
L1912-00656,CLÉMENT,5,vice-président d'honneur du Club de Gymnastique français â Tunis,,,
L1912-00656,CLÉMENT,6,"membre actif de la Fédération nationale des sapeurs-pompiers italiens. Envoyé comme chef de mission par le Gouvernement Tunisien au Congrès-Concours international de Milan, en 1906, pour y étudier les moyens propres à assurer à Tunis un service de secours et profiter des plus récents perfectionnemen",1906,Tunis,
L1912-00656,CLÉMENT,7,rapport fourni dans ce sens à l'autorité supérieure.,,,
L1912-00659,CLERMONT,1,"répétiteur à Tunis, à Toulouse, professeur à Tunis.",,Tunis,education_science
L1912-00660,CLEYET,1,"Instituteur au collège Alaoui, directeur à Rades, à Kelibia et Tebourba.",,Rades,education_science
L1912-00661,CLIDAT,1,chef de section du ■chemin de fer de Cavignac à Bordeaux de 1S82 à 1892,1892,Bordeaux,administration;transport_maritime
L1912-00661,CLIDAT,2,"membre du Touring-Club, des groupes A, B, et C de l'Assistance Mutuelle Tunisienne», de la «Vincennoise», de la Société des conducteurs, et de l'Association des anciens élèves de l'Ecole supérieure de Commerce et d'Industrie de Bordeaux.",,,
