source,target,edge_type,role,weight,tie_source,resolution,page,page_url
L1912-01882,ORG:societe des anc,affiliation,founder,1,person_entry_statement,resolved,301,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f325.item
L1912-01898,ORG:chambre de commerce du sud,affiliation,member,1,person_entry_statement,resolved,303,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f327.item
L1912-01898,L1912-00583,affiliation,member,1,person_entry_statement,resolved,303,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f327.item
L1912-01898,L1912-00721,affiliation,member,1,person_entry_statement,resolved,303,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f327.item
L1912-01902,ORG:alliance francaise a,affiliation,secretary,1,person_entry_statement,resolved,304,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f328.item
L1912-01906,ORG:institut pasteur,affiliation,director,1,person_entry_statement,resolved,306,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f330.item
L1912-01908,ORG:societe d instruction populaire superieure,affiliation,vice_president,1,person_entry_statement,resolved,306,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f330.item
L1912-01923,ORG:controle civil ffons de greffier huissier a mactar,affiliation,secretary,1,person_entry_statement,resolved,311,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f335.item
L1912-01925,L1912-00721,affiliation,member,1,person_entry_statement,resolved,312,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f336.item
L1912-01929,ORG:conseil superieur des colonies,affiliation,member,1,person_entry_statement,resolved,313,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f337.item
L1912-01933,ORG:societe de geographie italienne de rome,affiliation,president,1,person_entry_statement,resolved,314,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f338.item
L1912-01936,ORG:chambre de commerce de bizerte,affiliation,member,1,person_entry_statement,resolved,314,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f338.item
L1912-01985,L1912-00084,affiliation,director,1,person_entry_statement,resolved,317,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f341.item
L1912-01991,ORG:association mutuelle tunisienne,affiliation,member,1,person_entry_statement,resolved,318,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f342.item
L1912-02010,ORG:amicale se condaire,affiliation,vice_president,1,person_entry_statement,resolved,321,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f345.item
L1912-02018,ORG:comite de la federation des cercles tunisiens et du cercle de tunis,affiliation,vice_president,1,person_entry_statement,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02021,ORG:societe pour la defense clu commerce des grains et derives a m unis,affiliation,vice_president,1,person_entry_statement,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02021,ORG:societe des travailleurs francais,affiliation,vice_president,1,person_entry_statement,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02022,ORG:association des colons francais de la region de mateur,affiliation,president,1,person_entry_statement,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02022,ORG:conference cnnsultive,affiliation,member,1,person_entry_statement,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02022,ORG:chambre d agriculture de m unis,affiliation,vice_president,1,person_entry_statement,resolved,322,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f346.item
L1912-02024,ORG:societe pour la defense clu commerce des grains et derives a m unis,affiliation,member,1,person_entry_statement,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02027,ORG:commission municipale de m ebourba,affiliation,vice_president,1,person_entry_statement,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02031,ORG:conseil d administration et caissier de l hopital colonial italien,affiliation,member,1,person_entry_statement,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02031,ORG:conseil de l instruction publique en m unisie,affiliation,member,1,person_entry_statement,resolved,323,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f347.item
L1912-02033,ORG:conseil d administration,affiliation,secretary,1,person_entry_statement,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02034,ORG:confe 3 rence consultative,affiliation,member,1,person_entry_statement,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02037,ORG:societe pour la defense clu commerce des grains et derives a m unis,affiliation,member,1,person_entry_statement,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02040,ORG:societe des anciens combattants,affiliation,member,1,person_entry_statement,resolved,324,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f348.item
L1912-02056,ORG:touring club,affiliation,delegate,1,person_entry_statement,resolved,327,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f351.item
L1912-02060,ORG:comite permanent des fetes de m unis,affiliation,member,1,person_entry_statement,resolved,328,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f352.item
L1912-02077,ORG:societe des an oiens chasseurs d afrique residant en m unisie,affiliation,secretary,1,person_entry_statement,resolved,330,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f354.item
L1912-02084,ORG:congres republicain radical socialiste et socialiste de bizerte,affiliation,secretary_general,1,person_entry_statement,resolved,332,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f356.item
L1912-02098,L1912-02406,affiliation,member,1,person_entry_statement,resolved,333,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f357.item
L1912-02104,L1912-00721,affiliation,member,1,person_entry_statement,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02105,ORG:amicale des employes francais des postes et telegraphes,affiliation,president,1,person_entry_statement,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02107,ORG:syndicat des chemins de fer tunisiens et secretaire de ce syndicat,affiliation,founder,1,person_entry_statement,resolved,334,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f358.item
L1912-02114,ORG:chambre d agriculture,affiliation,member,1,person_entry_statement,resolved,335,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f359.item
L1912-02114,ORG:caisse locale de credit mutuel de souk el khemis,affiliation,director,1,person_entry_statement,resolved,335,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f359.item
L1912-02121,ORG:comite directeur de l institut de carthage,affiliation,member,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02121,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,secretary,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02122,L1912-00701,affiliation,director,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02122,ORG:comptoir national d escompte de paris en tunisie,affiliation,director,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02122,ORG:municipalite de tunis,affiliation,vice_president,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02122,ORG:comptoir national d escompte de paris en tunisie,affiliation,president,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02122,L1912-00224,affiliation,director,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02122,ORG:harmonie francaise,affiliation,president,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02124,ORG:syndical de la presse tunisienne,affiliation,member,1,person_entry_statement,resolved,336,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f360.item
L1912-02126,ORG:syndicat des colons francais de la,affiliation,president,1,person_entry_statement,resolved,337,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f361.item
L1912-02131,ORG:internat de garcons de beja,affiliation,director,1,person_entry_statement,resolved,338,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f362.item
L1912-02133,ORG:societe des grands moulins de m unis,affiliation,delegate,1,person_entry_statement,resolved,339,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f363.item
L1912-02133,ORG:societe pour la defense clu commerce des grains et derives a m unis,affiliation,secretary,1,person_entry_statement,resolved,339,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f363.item
L1912-02137,ORG:banque de tunisie il est defendu,affiliation,director,1,person_entry_statement,resolved,339,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f363.item
L1912-02140,ORG:societe regionale,affiliation,vice_president,1,person_entry_statement,resolved,340,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f364.item
L1912-02148,ORG:comite des l etes de m unis,affiliation,member,1,person_entry_statement,resolved,340,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f364.item
L1912-02160,ORG:cercle de beja de la ligue francaise de l enseignement,affiliation,vice_president,1,person_entry_statement,resolved,342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f366.item
L1912-02160,ORG:section de beja des amis des arbres en tunisie,affiliation,vice_president,1,person_entry_statement,resolved,342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f366.item
L1912-02162,ORG:conseil des ministres du gouvernement tunisien,affiliation,president,1,person_entry_statement,resolved,342,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f366.item
L1912-02163,ORG:comite des fetes de tunis,affiliation,president,1,person_entry_statement,resolved,343,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f367.item
L1912-02164,ORG:alliance francaise en annam,affiliation,delegate,1,person_entry_statement,resolved,343,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f367.item
L1912-02164,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,secretary_general,1,person_entry_statement,resolved,343,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f367.item
L1912-02168,ORG:association des journalistes francais de m unisie,affiliation,vice_president,1,person_entry_statement,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02171,ORG:chambre de gommer ce italienne,affiliation,vice_president,1,person_entry_statement,resolved,344,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f368.item
L1912-02172,ORG:municipalite a gafsa,affiliation,president,1,person_entry_statement,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02172,ORG:chambre mixte de commerce et d agriculture du centre,affiliation,member,1,person_entry_statement,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02173,ORG:esl m unisien,affiliation,director,1,person_entry_statement,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02173,ORG:comite de,affiliation,member,1,person_entry_statement,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02174,ORG:ligne de l enseignement et de la ligue des droits de l homme et du cito,affiliation,member,1,person_entry_statement,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02181,ORG:comite des enfants traduits en justice,affiliation,member,1,person_entry_statement,resolved,345,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f369.item
L1912-02182,ORG:comptoir national d escompte de paris en tunisie,affiliation,director,1,person_entry_statement,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02184,ORG:societe coloniale bordelaise de madagascar,affiliation,director,1,person_entry_statement,resolved,346,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f370.item
L1912-02192,ORG:etat a l interieur,affiliation,secretary,1,person_entry_statement,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02192,ORG:municipalite de la goulette de 1,affiliation,delegate,1,person_entry_statement,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02192,ORG:societe de secours mutuels des anciens militaires cle la marine,affiliation,president,1,person_entry_statement,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02193,ORG:service de sante de la division de constantine,affiliation,director,1,person_entry_statement,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02193,ORG:societe de medecine de nancy,affiliation,member,1,person_entry_statement,resolved,347,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f371.item
L1912-02205,ORG:cercl e international de mahdia,affiliation,vice_president,1,person_entry_statement,resolved,349,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f373.item
L1912-02205,ORG:compagnie des eaux thermales et du domaine de korbous,affiliation,director,1,person_entry_statement,resolved,349,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f373.item
L1912-02207,ORG:comice agricole et de la societe d elevage des cantons de vienne et rou,affiliation,secretary_general,1,person_entry_statement,resolved,350,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f374.item
L1912-02207,ORG:cercle de la ligue de l enseignement de kairouan,affiliation,vice_president,1,person_entry_statement,resolved,350,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f374.item
L1912-02208,ORG:chambre des avoues,affiliation,president,1,person_entry_statement,resolved,350,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f374.item
L1912-02208,ORG:controle civil ffons de greffier huissier a mactar,affiliation,secretary,1,person_entry_statement,resolved,350,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f374.item
L1912-02223,ORG:municipalite de nabeul,affiliation,vice_president,1,person_entry_statement,resolved,353,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f377.item
L1912-02223,ORG:societe de tir du capbon,affiliation,vice_president,1,person_entry_statement,resolved,353,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f377.item
L1912-02225,ORG:syndicat des entrepreneurs francais,affiliation,president,1,person_entry_statement,resolved,353,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f377.item
L1912-02226,ORG:gouvernement pres la caisse de bienfaisance israelite,affiliation,delegate,1,person_entry_statement,resolved,354,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f378.item
L1912-02228,ORG:conseil d administration de l hopital israelite,affiliation,member,1,person_entry_statement,resolved,354,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f378.item
L1912-02233,ORG:comite de propagande de la societe mutuelle ouvriere israelite,affiliation,member,1,person_entry_statement,resolved,354,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f378.item
L1912-02233,ORG:chambre italienne de commerce et membre de l association des anciens el,affiliation,member,1,person_entry_statement,resolved,354,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f378.item
L1912-02257,ORG:comite de la khaldounia,affiliation,member,1,person_entry_statement,resolved,357,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f381.item
L1912-02257,L1912-00556,affiliation,member,1,person_entry_statement,resolved,357,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f381.item
L1912-02261,ORG:conseil de l ordre,affiliation,member,1,person_entry_statement,resolved,358,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f382.item
L1912-02262,ORG:societe sportive,affiliation,member,1,person_entry_statement,resolved,358,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f382.item
L1912-02267,ORG:societe des anciens eleves des ecoles italiennes de tunis,affiliation,treasurer,1,person_entry_statement,resolved,358,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f382.item
L1912-02269,ORG:conseil d administration de l hopital israelite,affiliation,vice_president,1,person_entry_statement,resolved,358,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f382.item
L1912-02271,ORG:societe vaudoise des sciences naturelles,affiliation,member,1,person_entry_statement,resolved,359,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f383.item
L1912-02273,ORG:societe hippique du sahel,affiliation,vice_president,1,person_entry_statement,resolved,359,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f383.item
L1912-02279,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,member,1,person_entry_statement,resolved,360,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f384.item
L1912-02285,ORG:comite du cercle republicain,affiliation,member,1,person_entry_statement,resolved,361,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f385.item
L1912-02288,ORG:conseil superieur de l assistance mutuelle tunisienne,affiliation,member,1,person_entry_statement,resolved,361,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f385.item
L1912-02289,L1912-00721,affiliation,member,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02289,ORG:syndicat des entrepreneurs francais de tunisie,affiliation,vice_president,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02289,ORG:conseil d administration de l action republicaine,affiliation,member,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02291,ORG:societe tropicale de paris,affiliation,member,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02291,ORG:comite de la societe de secours mutuels et de la section esperantisle d,affiliation,member,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02292,ORG:conseil de l ordre a la conference des avocats stagiaires,affiliation,member,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02292,ORG:conseil de l ordre a la conference des avocats stagiaires,affiliation,delegate,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02292,ORG:conseil de surveillance cle l hopital israelite de tunis et de l associ,affiliation,president,1,person_entry_statement,resolved,362,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f386.item
L1912-02323,L1912-01459,affiliation,president,1,person_entry_statement,resolved,365,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f389.item
L1912-02332,ORG:conseil d administration des i labous,affiliation,president,1,person_entry_statement,resolved,366,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f390.item
L1912-02332,L1912-01459,affiliation,member,1,person_entry_statement,resolved,366,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f390.item
L1912-02338,ORG:controles civils de souk el arba et de bizerle,affiliation,secretary,1,person_entry_statement,resolved,369,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item
L1912-02339,ORG:chambre d agriculture de l ile de la reunion,affiliation,president,1,person_entry_statement,resolved,369,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f393.item
L1912-02387,ORG:chambre cle commerce de tunis,affiliation,member,1,person_entry_statement,resolved,372,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f396.item
L1912-02390,ORG:comite de defense republicaine aux colonies,affiliation,treasurer,1,person_entry_statement,resolved,372,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f396.item
L1912-02391,ORG:libre pensee de tunis,affiliation,founder,1,person_entry_statement,resolved,372,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f396.item
L1912-02391,ORG:societe de bienfaisance de tunis,affiliation,member,1,person_entry_statement,resolved,372,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f396.item
L1912-02391,ORG:cercle republicain democratique cle chalons sur marne,affiliation,member,1,person_entry_statement,resolved,372,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f396.item
L1912-02445,ORG:chambre d agriculture,affiliation,member,1,person_entry_statement,resolved,381,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f405.item
L1912-02447,ORG:association des journalistes francais,affiliation,member,1,person_entry_statement,resolved,381,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f405.item
L1912-02455,ORG:chambre d agriculture,affiliation,member,1,person_entry_statement,resolved,381,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f405.item
L1912-02477,ORG:conseil de l ordre a la conference des avocats stagiaires,affiliation,member,1,person_entry_statement,resolved,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
L1912-02483,ORG:commission municipale des logements insalubres,affiliation,member,1,person_entry_statement,resolved,386,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f410.item
L1912-02485,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,member,1,person_entry_statement,resolved,386,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f410.item
L1912-02487,ORG:bibliotheque populaire de kairouan et,affiliation,founder,1,person_entry_statement,resolved,386,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f410.item
L1912-02489,ORG:societe de bienfaisance,affiliation,member,1,person_entry_statement,resolved,387,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f411.item
L1912-02490,ORG:service municipal des pompes funebres,affiliation,director,1,person_entry_statement,resolved,387,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f411.item
L1912-02553,ORG:societe civile miniere de la mohammedia,affiliation,director,1,person_entry_statement,resolved,396,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f420.item
L1912-02557,ORG:cercle tunisien de lu,affiliation,vice_president,1,person_entry_statement,resolved,396,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f420.item
L1912-02557,ORG:conseil de perfectionnement de l ecole emile loubet el du conseil centr,affiliation,member,1,person_entry_statement,resolved,396,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f420.item
L1912-02557,ORG:commission chargee d etudier,affiliation,member,1,person_entry_statement,resolved,396,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f420.item
L1912-02560,ORG:comite de la societe francaise de bienfaisance,affiliation,member,1,person_entry_statement,resolved,400,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f424.item
L1912-02566,ORG:monopoles a tunis,affiliation,director,1,person_entry_statement,resolved,402,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f426.item
L1912-02570,ORG:cercle republicain de tunis,affiliation,member,1,person_entry_statement,resolved,402,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f426.item
L1912-02576,ORG:syndicat de la presse periodique du sud ouest,affiliation,secretary,1,person_entry_statement,resolved,402,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f426.item
L1912-02576,ORG:sauveteurs me tou tra dailles du gouvernement,affiliation,secretary_general,1,person_entry_statement,resolved,402,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f426.item
L1912-02576,ORG:association des publicistes,affiliation,member,1,person_entry_statement,resolved,402,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f426.item
L1912-02576,ORG:amicale de la presse a sousse,affiliation,founder,1,person_entry_statement,resolved,402,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f426.item
L1912-02581,ORG:syndicat general obligatoire des viticulteurs de la regence de tunis,affiliation,treasurer,1,person_entry_statement,resolved,403,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f427.item
L1912-02587,ORG:section de tunis de l alliance francaise,affiliation,vice_president,1,person_entry_statement,resolved,406,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f430.item
L1912-02602,ORG:societe de bienfaisance et de la bibliotheque populaire,affiliation,president,1,person_entry_statement,resolved,408,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f432.item
L1912-02604,ORG:abattoirs de tunis,affiliation,director,1,person_entry_statement,resolved,409,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f433.item
L1912-02604,ORG:comite cle la ligue de l enseignement,affiliation,member,1,person_entry_statement,resolved,409,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f433.item
L1912-02617,ORG:societe regionale,affiliation,vice_president,1,person_entry_statement,resolved,416,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f440.item
L1912-02629,ORG:services administratifs de la municipajite de tunis dep,affiliation,director,1,person_entry_statement,resolved,419,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f443.item
L1912-02632,ORG:conseil de l ordre,affiliation,member,1,person_entry_statement,resolved,420,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f444.item
L1912-02634,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,secretary,1,person_entry_statement,resolved,420,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f444.item
L1912-02634,ORG:section tunisienne au congres de geographie de saint etienne,affiliation,delegate,1,person_entry_statement,resolved,420,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f444.item
L1912-02635,ORG:association generale des etudiants de tunis,affiliation,founder,1,person_entry_statement,resolved,420,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f444.item
L1912-02639,L1912-00139,affiliation,treasurer,1,person_entry_statement,resolved,421,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f445.item
L1912-02644,ORG:tribunal mixte a tunis,affiliation,rapporteur,1,person_entry_statement,resolved,422,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f446.item
L1912-02647,ORG:salon tunisien de 1,affiliation,vice_president,1,person_entry_statement,resolved,422,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f446.item
L1912-02647,ORG:salon tunisien do 1,affiliation,president,1,person_entry_statement,resolved,422,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f446.item
L1912-02647,L1912-02495,affiliation,member,1,person_entry_statement,resolved,422,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f446.item
L1912-02649,ORG:societe d assistance mutuelle en cas cle deces outre les fonctionnaires,affiliation,president,1,person_entry_statement,resolved,423,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f447.item
L1912-02649,ORG:comite local cle l orphelinat de l enseignement primaire,affiliation,vice_president,1,person_entry_statement,resolved,423,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f447.item
L1912-02649,ORG:chambre alixte de commerce et d agriculture du centre,affiliation,member,1,person_entry_statement,resolved,423,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f447.item
L1912-02649,L1912-00721,affiliation,member,1,person_entry_statement,resolved,423,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f447.item
L1912-02651,ORG:syndicat pour la defense du comm,affiliation,president,1,person_entry_statement,resolved,423,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f447.item
L1912-02657,L1912-01459,affiliation,member,1,person_entry_statement,resolved,424,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f448.item
L1912-02659,ORG:comite local cle l orphelinat de l enseignement primaire,affiliation,treasurer,1,person_entry_statement,resolved,424,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f448.item
L1912-02659,ORG:conseil d administration de la cooperative l epargne tunisienne,affiliation,member,1,person_entry_statement,resolved,424,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f448.item
L1912-02661,ORG:ecole primaire super,affiliation,director,1,person_entry_statement,resolved,425,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f449.item
L1912-02661,ORG:cercle de la ligue de l enseignement a sousse,affiliation,founder,1,person_entry_statement,resolved,425,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f449.item
L1912-02666,ORG:societes suivantes gauloise,affiliation,member,1,person_entry_statement,resolved,426,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f450.item
L1912-02675,ORG:societe de l asile garibaldi,affiliation,founder,1,person_entry_statement,resolved,428,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f452.item
