mention_id,source_entry_id,source_entry_type,name_raw,name_key,role,person_entry_id,resolution,n_candidates,page,page_url,evidence
M000117,L1912-00152,organisation,Luciani Paul,LUCIANI PAUL,councillor,L1912-01645,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000118,L1912-00152,organisation,Borsini,BORSINI,councillor,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000119,L1912-00152,organisation,Nessim Haddad,NESSIM HADDAD,councillor,L1912-01350,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000120,L1912-00152,organisation,Lavaux,LAVAUX,councillor,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000121,L1912-00152,organisation,Enriquez,ENRIQUEZ,councillor,,ambiguous,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Benzimra, Bodineau, Boulier, Couderc, Duprey, Germonneau,Martz, Luciani Paul, Borsini, Nessim Haddad el El Fourrali Mohamed, Lavaux, Enriquez, Colliard, Colombe, Caen, A. Bensasson"
M000122,L1912-00152,organisation,René Lavau,RENE LAVAU,president,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"BUREAUX DES GROUPES PROFESSIONNELS ALIMENTATION : MM. René Lavau, prés."
M000123,L1912-00152,organisation,Enriquez,ENRIQUEZ,vice_president,,ambiguous,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Enriquez, v.-prés."
M000124,L1912-00152,organisation,Jean Colliard,JEAN COLLIARD,secretary,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Jean Colliard, secr"
M000125,L1912-00152,organisation,Magasin Général,MAGASIN GENERAL,director,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"COMMERCE URBAIN : MM. Colombe, directeur du Magasin Général, prés."
M000126,L1912-00152,organisation,Palais,PALAIS,director,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"A. Coen, directeur du Palais Arabe,v.-prés."
M000127,L1912-00152,organisation,Bloeh,BLOEH,secretary,,unmatched,0,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Bloeh, pharmacien, secr"
M000128,L1912-00152,organisation,Marcel Plessix,MARCEL PLESSIX,president,L1912-02073,resolved,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"SPÉCIALITÉS DIVERSES : Marcel Plessix, prés."
M000129,L1912-00152,organisation,V Bensasson,V BENSASSON,vice_president,,ambiguous,2,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"V. Bensasson, v.-prés."
M000130,L1912-00152,organisation,Ducros,DUCROS,secretary,L1912-00961,resolved_fuzzy,1,36,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f60.item,"Ducros, secr"
M000131,L1912-00153,organisation,Depuis,DEPUIS,member,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Depuis, constituée sous forme de société coopérative ayant un but agricole plus spécialement déterminé. 52 membres"
M000132,L1912-00153,organisation,Médaille,MEDAILLE,president,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Médaille d'argent au Concours agricole de Tunis 1907. M. G. Houde, prés."
M000133,L1912-00153,organisation,Casinlère,CASINLERE,vice_president,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"M. de la Casinlère, v.-prés."
M000134,L1912-00153,organisation,Jean,JEAN,secretary,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"M. Jean cle la Casinière, secr."
M000135,L1912-00153,organisation,Oberl,OBERL,delegate,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"MM. Oberl, Mabillant, Muzart, délégués"
M000136,L1912-00153,organisation,Mabillant,MABILLANT,delegate,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"MM. Oberl, Mabillant, Muzart, délégués"
M000137,L1912-00153,organisation,Muzart,MUZART,delegate,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"MM. Oberl, Mabillant, Muzart, délégués"
M000138,L1912-00153,organisation,Houde,HOUDE,president,L1912-01423,resolved,1,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ane. prés. : • MM. 'P. Teulère, J. de Morry et Houde"
M000139,L1912-00154,organisation,Kliairaîlah,KLIAIRAILAH,president,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,Bureau : MM'. Kliairaîlah. prés.
M000140,L1912-00154,organisation,Amor Bouhageb,AMOR BOUHAGEB,vice_president,,ambiguous,2,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Amor Bouhageb, v.- prés."
M000141,L1912-00154,organisation,Hadi Tahar,HADI TAHAR,deputy_secretary,,ambiguous,2,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Hadi Tahar, secr.-adj."
M000142,L1912-00154,organisation,Ali Bnch-i-Iamba,ALI BNCH I IAMBA,member,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000143,L1912-00154,organisation,Mohamed,MOHAMED,member,,ambiguous,2,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000144,L1912-00154,organisation,Aziz Hayounni,AZIZ HAYOUNNI,member,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000145,L1912-00154,organisation,Chadli Okbi,CHADLI OKBI,member,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000146,L1912-00154,organisation,Recliid,RECLIID,member,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000147,L1912-00154,organisation,Mohamed Bacli-Hamba,MOHAMED BACLI HAMBA,member,,ambiguous,2,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000148,L1912-00154,organisation,Mohamed Châbini,MOHAMED CHABINI,member,,ambiguous,2,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000149,L1912-00154,organisation,Ahmed Châtias,AHMED CHATIAS,member,L1912-00031,resolved,1,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Ali Bnch-i-Iamba, très.: Mohamed enna.di, Aziz Hayounni, Chadli Okbi, Recliid ben Moustefa, Mohamed Bacli-Hamba, Mohamed Châbini, .Ahmed Châtias, membres"
M000150,L1912-00155,organisation,Fnure-Dère,FNURE DERE,president,L1912-01124,resolved_fuzzy,1,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"MM. Fnure-Dère, prés."
M000151,L1912-00155,organisation,A Boutet,A BOUTET,vice_president,,ambiguous_fuzzy,2,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,A. Boutet. v.-prés.
M000152,L1912-00155,organisation,F Fabre,F FABRE,secretary,,ambiguous_fuzzy,2,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"F. Fabre, secr."
M000153,L1912-00155,organisation,Clary,CLARY,assessor,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,Clary et Ga.bet. assess
M000154,L1912-00155,organisation,J Leclerc,J LECLERC,president,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,Ane. prés.: M. J. Leclerc et C. Carrier .
M000155,L1912-00155,organisation,C Carrier,C CARRIER,president,L1912-00524,resolved,1,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,Ane. prés.: M. J. Leclerc et C. Carrier .
M000156,L1912-00156,organisation,Douté,DOUTE,member,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,Association des colons français de lardin-Miliane. 25 oc. 1909. But : défense des intérêts professionnels de ses membres et des intérêts généraux de la localité. Président : M. Dou
M000157,L1912-00156,organisation,Roubaud,ROUBAUD,vice_president,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"vice-président : M. Roubaud, père"
M000158,L1912-00156,organisation,Walcb,WALCB,assessor,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"assesseurs : MM. Walcb, Roubaud, fils."
M000159,L1912-00156,organisation,Roubaud,ROUBAUD,assessor,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"assesseurs : MM. Walcb, Roubaud, fils."
M000160,L1912-00157,organisation,Gilles,GILLES,president,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"MM. Gilles, prés."
M000161,L1912-00157,organisation,Martinier,MARTINIER,vice_president,L1912-01706,resolved,1,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Martinier, v.-prés."
M000162,L1912-00157,organisation,Mesclou,MESCLOU,assessor,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Mesclou et Charrion, assesseurs."
M000163,L1912-00157,organisation,Charrion,CHARRION,assessor,,unmatched,0,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Mesclou et Charrion, assesseurs."
M000164,L1912-00158,organisation,Faure-Dère,FAURE DERE,president,L1912-01124,resolved,1,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"MM. Faure-Dère, prés."
M000165,L1912-00158,organisation,Leroy,LEROY,secretary,L1912-01611,resolved,1,37,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f61.item,"Leroy, secr"
M000166,L1912-00159,organisation,F.-J Relier,F J RELIER,president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"MM. F.-J. Relier, prés."
M000167,L1912-00159,organisation,Battesti,BATTESTI,president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Battesti el Scialom, vi-prés."
M000168,L1912-00159,organisation,E Bouden,E BOUDEN,deputy_secretary,L1912-00416,resolved_fuzzy,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"E. Bouden, secr.-adj."
M000169,L1912-00159,organisation,J Bonan,J BONAN,assessor,,ambiguous,2,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Dianottx, Bonan J., assess., MM. J. Bonan et Grosrenaud, prés, honor"
M000170,L1912-00159,organisation,Grosrenaud,GROSRENAUD,assessor,L1912-01313,resolved,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Dianottx, Bonan J., assess., MM. J. Bonan et Grosrenaud, prés, honor"
M000171,L1912-00160,organisation,Barrion,BARRION,vice_president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"v.-prés., M. Barrion"
M000172,L1912-00160,organisation,Boeuf,BOEUF,secretary_general,,ambiguous,2,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"secr. gén., M. Boeuf"
M000173,L1912-00160,organisation,Laverdet,LAVERDET,deputy_secretary,L1912-01594,resolved,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"secr.- adj., M. Laverdet"
M000174,L1912-00160,organisation,Roy,ROY,president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Prés., M. Roy"
M000175,L1912-00160,organisation,Chausse,CHAUSSE,vice_president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"v.-prés., M. Chausse"
M000176,L1912-00160,organisation,Lamorre,LAMORRE,secretary,,ambiguous_fuzzy,2,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"secr., M. Lamorre"
M000177,L1912-00160,organisation,Section,SECTION,member,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"TRAVAUX : indépendamment cle voeux divers tendant à. obtenir une amélioration de la situation matérielle et morale de ses membres, la Section a collaboré avec l'Amicale de Tunisie "
M000178,L1912-00160,organisation,Aï Houette,AI HOUETTE,past_president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,Ancien président : Aï. Houette
M000179,L1912-00160,organisation,Pagano,PAGANO,member,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Nombre de membres : 215. CONSEIL D'ADMINISTRATION : MM. Pagano, chef cle gare à Djebel-Djelloud, prés."
M000180,L1912-00160,organisation,Klentz,KLENTZ,secretary_general,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"secr. général, Klentz el Touyan, rédacteurs"
M000181,L1912-00160,organisation,Grégoire,GREGOIRE,member,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Grégoire, employé au service cle Traction à Tunis, Nicollet, Dessanlî et Imberl, membres."
M000182,L1912-00160,organisation,Nicollet,NICOLLET,member,L1912-01904,resolved_fuzzy,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Grégoire, employé au service cle Traction à Tunis, Nicollet, Dessanlî et Imberl, membres."
M000183,L1912-00160,organisation,Dessanlî,DESSANLI,member,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Grégoire, employé au service cle Traction à Tunis, Nicollet, Dessanlî et Imberl, membres."
M000184,L1912-00160,organisation,Imberl,IMBERL,member,L1912-01443,resolved_fuzzy,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Grégoire, employé au service cle Traction à Tunis, Nicollet, Dessanlî et Imberl, membres."
M000185,L1912-00161,organisation,Allia,ALLIA,president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Bureau : MM. Allia, président"
M000186,L1912-00161,organisation,Impariale,IMPARIALE,vice_president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Marquis Impariale et Paternoslro, vice-président"
M000187,L1912-00161,organisation,Bonura,BONURA,secretary_general,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Bonura, secrétaire gén."
M000188,L1912-00161,organisation,Angelotli,ANGELOTLI,councillor,L1912-00098,resolved_fuzzy,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"G. Muccio el Montelene, conseillers, Angelotli, Socldu et de Benedelli, syndics."
M000189,L1912-00161,organisation,Socldu,SOCLDU,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"G. Muccio el Montelene, conseillers, Angelotli, Socldu et de Benedelli, syndics."
M000190,L1912-00161,organisation,Benedelli,BENEDELLI,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"G. Muccio el Montelene, conseillers, Angelotli, Socldu et de Benedelli, syndics."
M000191,L1912-00162,organisation,A1M,A M,vice_president,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"v.-prés., A1M. le prof"
M000192,L1912-00162,organisation,F Bauselli,F BAUSELLI,secretary,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"secr., M. F. Bauselli"
M000193,L1912-00162,organisation,Maurizio Lumbroso,MAURIZIO LUMBROSO,secretary,,ambiguous,5,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,vice - secrétaire : Maurizio Lumbroso
M000194,L1912-00162,organisation,MAL A Gagliardo,MAL A GAGLIARDO,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000195,L1912-00162,organisation,Alario Vais,ALARIO VAIS,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000196,L1912-00162,organisation,Werlemberg,WERLEMBERG,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000197,L1912-00162,organisation,A Ramelïa,A RAMELIA,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000198,L1912-00162,organisation,C Sauges,C SAUGES,councillor,L1912-02265,resolved_fuzzy,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000199,L1912-00162,organisation,P Soria,P SORIA,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000200,L1912-00162,organisation,E Parienle,E PARIENLE,councillor,L1912-01994,resolved_fuzzy,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000201,L1912-00162,organisation,Cappellano,CAPPELLANO,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000202,L1912-00162,organisation,A Nunez,A NUNEZ,councillor,,unmatched,0,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"conseillers: MAL A. Gagliardo, Alario Vais, Werlemberg, A. Ramelïa, C. Sauges, P. Soria, E. Parienle, Cappellano, A. Nunez"
M000203,L1912-00162,organisation,Cesare Ortona,CESARE ORTONA,president,L1912-01931,resolved,1,38,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f62.item,"Ane. prés., Dr Cesare Ortona"
M000204,L1912-00163,organisation,Léonce Daliot,LEONCE DALIOT,member,L1912-00768,resolved,1,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item,"Membres act.: 75. Memb. honor.: 100. Membres d'honn: .15. Memb. fond.: 10. Membres donat.: 10. Prés., M. Léonce Daliot"
M000205,L1912-00163,organisation,Charles Piétra,CHARLES PIETRA,vice_president,,ambiguous,2,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item,"v.-prés., MAI. Charles Piétra, Edmond Delordç secr.- gén. fond.. M. Théodore Va.lensi"
M000206,L1912-00163,organisation,Edmond Delordç,EDMOND DELORDC,vice_president,L1912-00823,resolved_fuzzy,1,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item,"v.-prés., MAI. Charles Piétra, Edmond Delordç secr.- gén. fond.. M. Théodore Va.lensi"
M000207,L1912-00163,organisation,Edmond Boccara,EDMOND BOCCARA,deputy_treasurer,,unmatched,0,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item,"trés.-adj., M. Edmond Boccara"
