entry_id,surname,forenames,positionality,position_detail,position_basis,confidence,birth_context,community,evidence,birth_year,settled_tunisia_year,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits
L1912-00820,DELMAS,,native,native_muslim,institutional,medium,unrecorded,tunisian_muslim,islamic_school,1854,,education_science,2,1,0,217,0
L1912-00821,DELMOLINO,Alfred,unknown,unknown,,,unrecorded,unknown,,1861,1892,,3,0,1,324,0
L1912-00822,DELMON,Pierre-Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1893,religion,1,0,1,585,0
L1912-00823,DELORD,Jean-Camille,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1853,1878,administration,1,0,1,602,0
L1912-00824,DEMARCQ,Henri-Clément,unknown,unknown,,,unrecorded,unknown,,1869,1893,industry_crafts,1,0,0,489,0
L1912-00825,DEMAY,Jules-Joseph-Pierre,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1876,1888,administration,1,0,1,329,0
L1912-00826,DEMELLE,André,unknown,unknown,,,unrecorded,unknown,,1706,1908,medicine_health,0,0,0,692,0
L1912-00827,DEMOULIN,René-Lucien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1898,,1,0,1,1071,1
L1912-00828,DENCAUSE,Jean,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1850,,military,2,1,1,740,0
L1912-00829,DENJEAN-NAVAILLES,Maurice,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1890,,1,0,0,2101,1
L1912-00830,DEPIENNE,Pierre-Marie,unknown,unknown,,,unrecorded,unknown,,,,administration,1,1,0,7974,0
L1912-00832,DEPLANCHE,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1838,1890,commerce,1,0,1,499,0
L1912-00834,DERIVAUX,Charles-Hubert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1845,,military,4,1,1,794,0
L1912-00835,DESANTI,Dominique-François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1886,education_science,0,0,0,177,0
L1912-00836,DESFONTAINE,Renô-Louicbe,unknown,unknown,,,unrecorded,unknown,,,,education_science,1,0,0,400,0
L1912-00837,DESTRÉES,Albert-Charles-Ferdinand,unknown,unknown,,,algeria,tunisian_muslim,birth_algeria;islamic_school;merged_entry,1852,,education_science,2,0,1,1745,1
L1912-00838,DESTREES,Auguste - Albert - Emile,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1875,,justice_law,3,0,0,1646,2
L1912-00839,DEVAUX,Jules-Jean,unknown,unknown,,,unrecorded,unknown,,1859,,,0,0,0,167,0
L1912-00840,DEVOIZE,Jacques-Philippe,unknown,unknown,,,unrecorded,unknown,,,1832,military,0,0,0,805,1
L1912-00841,DHAINE,Henri-Désire-Michel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,1901,administration,3,0,1,1889,0
L1912-00842,DIACONO,Albin - Herménégilde,unknown,unknown,,,tunisia,unknown,birth_tunisia,1883,,medicine_health,0,0,0,479,1
L1912-00843,DIACONO,Carmelo,unknown,unknown,,,unrecorded,unknown,,1884,,commerce,0,0,0,192,0
L1912-00844,DIACONO,Paolo,unknown,unknown,,,unrecorded,unknown,,1867,,commerce,0,0,0,68,0
L1912-00845,DIACONO,Salvalore,colonist,metropolitan_colonist,birthplace,high,europe,european_maltese,birth_malta,1858,,industry_crafts,0,0,0,202,0
L1912-00846,DIANOUS,Paul DE,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,1891,administration,3,1,1,406,0
L1912-00847,DINGUIZLI,Moustapha,native,native_muslim,institutional,high,tunisia,tunisian_muslim,birth_tunisia;islamic_school;muslim_office,1865,,politics_native_admin,4,1,1,757,1
L1912-00856,DIRSSINE,,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,islamic_school;member_of:muslim_body;muslim_office,,,justice_law,0,0,0,251,0
L1912-00857,DISEGNI,A.,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution;member_of:italian_body,1863,,administration,5,0,1,582,0
L1912-00862,DJAIBI,Mohamed,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1878,,press_letters_arts,0,0,0,229,0
L1912-00863,DJAIT,Youcef,unknown,unknown,,,unrecorded,unknown,,,,politics_native_admin,2,1,1,142,0
L1912-00865,DJAMAL,Ahmed,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1853,,commerce,1,0,1,325,1
L1912-00866,DJAMAL,Salah,unknown,unknown,,,tunisia,unknown,birth_tunisia,1886,,,1,0,0,162,0
L1912-00902,DJEHANE,,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school;member_of:muslim_body,1870,,education_science,3,0,1,289,0
L1912-00907,DJELLOULI,Sadok,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,muslim_office,,,politics_native_admin,4,1,1,280,0
L1912-00908,DJELLOULI,Taïeb,native,native_muslim,institutional,medium,unrecorded,tunisian_muslim,islamic_school,,,politics_native_admin,3,1,1,218,0
L1912-00925,DJILANI,I-Iadi,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,muslim_office,1890,,politics_native_admin,2,0,0,967,0
L1912-00928,DOLCEMASCOLO,Giacomo,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1880,1905,medicine_health,0,0,0,298,0
L1912-00929,DOLLIN DU FRESNEL,Frôdéric-Jules-Ernest,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_belgium,1855,,administration,4,0,1,1334,1
L1912-00930,DOLOT,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1847,,military,3,1,1,836,1
L1912-00931,DOMELA,Théodore,unknown,unknown,,,unrecorded,unknown,,1872,1901,medicine_health,0,0,0,1004,0
L1912-00936,DOUBLEDENT,Félix,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1881,1888,engineering_architecture,0,0,0,503,0
L1912-00940,DOUGNAC,François-Jean,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1903,,3,0,1,594,0
L1912-00945,DOZEVILLE,Elisée-Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,1881,administration,2,0,1,402,0
L1912-00946,DRAGUT,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,419,0
L1912-00947,DRAMARD,Pierre-Marie,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,1886,justice_law,2,0,1,554,0
L1912-00951,DRIB,Salah,native,native_muslim,institutional,medium,unrecorded,tunisian_muslim,member_of:muslim_body,,,justice_law,0,0,0,174,0
L1912-00956,DROUILLARD,Françoîs-Alexis-Prosper- Marcel,unknown,unknown,,,unrecorded,unknown,,1872,1898,medicine_health,0,0,0,929,0
L1912-00957,DUBOS,Henri,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1829,1877,engineering_architecture,3,1,1,940,0
L1912-00959,DUBOURDIEU,Gaslon-Louis-CharlesClément,unknown,unknown,,,unrecorded,unknown,,1854,1885,military,4,0,1,680,1
L1912-00960,DUBOURDIEU,Lucien,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1860,1885,administration,3,1,1,553,0
L1912-00961,DUCLOS,Bibiano,unknown,unknown,,,unrecorded,unknown,,1855,,engineering_architecture,0,0,0,505,0
L1912-00962,DUCROQUET,P,unknown,unknown,,,unrecorded,unknown,,,,military,3,1,1,205,0
L1912-00963,DUCROQUET,Louis-Paul-Marie,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,,justice_law,0,0,0,433,0
L1912-00964,DUFFAU,Augustin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,1888,administration,2,0,1,291,0
L1912-00965,DUFFO,Louis,unknown,unknown,,,unrecorded,unknown,,1853,,military,2,0,0,360,1
L1912-00966,DUFRÊNE,César-Elisêe-Marc,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1890,education_science,1,0,1,717,0
L1912-00967,DUGLIN,William-Louis-Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1892,education_science,1,0,0,332,0
L1912-00968,DULIMON,Charles-Gaston,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1907,administration,0,0,0,171,0
L1912-00969,DUMAS,Paul-Antoine-Marcel,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,,1892,justice_law,2,0,1,1146,0
L1912-00970,DUMERGUE,,unknown,unknown,,,unrecorded,unknown,,1840,1866,industry_crafts,3,1,1,357,0
L1912-00971,DUMONT,Ernest,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1883,education_science,0,0,0,676,0
L1912-00972,DUMONT,Pierre-Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1881,1885,administration,0,0,0,339,0
L1912-00973,DUPLA,Jean,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1878,1905,justice_law,0,0,0,960,1
L1912-00974,DUPLAV,Jacques-Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1840,1886,engineering_architecture,2,0,1,668,0
L1912-00975,DUPONT,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,1901,,0,0,0,263,0
L1912-00976,DUPOUX,,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1865,1883,industry_crafts,3,0,1,619,0
L1912-00977,DUPRÊ,Emile,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1835,1889,administration,3,1,1,711,1
L1912-00978,DURAN,André,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1905,justice_law,3,0,1,707,1
L1912-00979,DURAN,Vincent,unknown,unknown,,,unrecorded,unknown,,1865,1882,commerce,0,0,0,105,1
L1912-00980,DUREL,Alphonse,unknown,unknown,,,unrecorded,unknown,,1856,,military,3,0,1,302,0
L1912-00981,DUREL,Auguste,unknown,unknown,,,unrecorded,unknown,,1851,,military,1,0,0,226,0
L1912-00982,DUREL,Joachim-Cliristian,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1878,1898,education_science,3,0,1,255,0
L1912-00983,DURIEUX,Eugène,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,1881,industry_crafts,0,0,0,129,0
L1912-00984,DURMEYER,Georges-Jacques,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1827,,religion,1,0,1,232,0
L1912-00985,DURMEYER,Louis-Gustavc-Alexis,unknown,unknown,,,unrecorded,unknown,,1876,1881,education_science,0,0,0,229,0
L1912-00986,DURMEYER,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,,justice_law,1,0,1,403,0
L1912-00987,DUSSOUILLEZ,Ferdinand-VictorLouis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1878,1903,,1,0,1,1110,1
L1912-00988,DUVAL,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,1886,education_science,3,0,1,320,0
L1912-00989,DUVAU,Albert,unknown,unknown,,,unrecorded,unknown,,1851,1884,agriculture,2,0,1,1165,1
L1912-00999,EICHMULER,Georges,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,,medicine_health,1,0,0,190,0
L1912-01000,EIGENSCHENCK,Henri- Kilien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1851,1886,military,2,0,1,415,0
L1912-01001,EIGENSCHENCK,Charlotte,unknown,unknown,,,unrecorded,unknown,,,1886,military,2,0,1,1417,1
L1912-01012,EL ANNABI,Béchir,native,native_muslim,institutional,medium,unrecorded,tunisian_muslim,islamic_school;nasab_particle,1871,,administration,2,0,1,477,0
L1912-01013,EL ANNABI,Sadok,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school;nasab_particle,1875,,administration,1,0,0,332,0
L1912-01029,ELES,Emilio,colonist,colonist_unspecified,institutional,high,unrecorded,european_italian,italian_institution,1874,1907,diplomacy,0,0,0,369,0
L1912-01031,EL FOURATI,Mohammed,native,native_muslim,name,medium,unrecorded,tunisian_muslim,nasab_particle,,,politics_native_admin,3,1,1,261,0
L1912-01032,EL FOURTI,Béchir,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school;nasab_particle,1884,,press_letters_arts,0,0,0,181,0
L1912-01046,EL KAROUI,Mohammed,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school;nasab_particle,1847,,military,3,1,1,693,0
L1912-01049,EL-KHALSI,M'hamed,native,native_muslim,birthplace,medium,tunisia,tunisian_muslim,birth_tunisia;nasab_particle,1873,,commerce,0,0,0,127,0
L1912-01052,EL LEZZAM,Abderrahmane,native,native_muslim,name,medium,unrecorded,tunisian_muslim,nasab_particle,,,politics_native_admin,0,0,0,103,0
L1912-01065,ELZEAR,,unknown,unknown,,,unrecorded,unknown,,,,diplomacy,0,0,0,674,1
L1912-01066,EMONTS,Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,1907,engineering_architecture,2,0,1,792,0
L1912-01072,ENDIGNOUX,Auguste-Philippe-Adolphe-Marie,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1859,1882,agriculture,3,0,1,870,0
L1912-01078,ENGERER,William,colonist,metropolitan_colonist,birthplace,high,europe,european_maltese,birth_malta,1850,1880,commerce,1,0,1,171,0
L1912-01079,ENNOURI,M'hamed,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1828,,politics_native_admin,1,0,1,185,0
L1912-01081,ENRIQUEZ,Daniel,unknown,unknown,,,tunisia,unknown,birth_tunisia,1886,,education_science,0,0,0,260,0
L1912-01082,ENRIQUEZ,Guillaume,unknown,unknown,,,tunisia,unknown,birth_tunisia,1875,,justice_law,3,0,1,918,0
L1912-01091,Epargne Tunisienne,L',unknown,unknown,,,unrecorded,unknown,,,,,1,0,0,1757,0
L1912-01093,EPINAT,Alexandre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1850,1851,industry_crafts,3,0,1,584,0
L1912-01094,EPINAT,Charles,unknown,unknown,,,tunisia,unknown,birth_tunisia,1868,,industry_crafts,3,0,1,741,0
L1912-01097,ERRAIS,,unknown,unknown,,,unrecorded,unknown,,,,,1,0,0,169,0
L1912-01098,ERRERA,Giuseppe,colonist,colonist_unspecified,institutional,medium,unrecorded,european_italian,member_of:italian_body,1859,1901,medicine_health,1,0,1,320,0
L1912-01099,ESCANO,Ernest,colonist,colony_born_colonist,institutional,medium,tunisia,european_italian,birth_tunisia;member_of:italian_body,1860,,commerce,1,0,1,380,0
L1912-01101,ESPIAUT,Henri-Edmond,unknown,unknown,,,unrecorded,unknown,,1862,1900,,3,0,1,493,0
L1912-01102,ESPITALIER,Jules,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1900,,1,0,1,688,0
L1912-01104,ESSALMI,,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,islamic_school;muslim_office,,,justice_law,0,0,0,196,0
L1912-01105,Essor,L',unknown,unknown,,,unrecorded,unknown,,,1905,,0,0,0,1195,0
L1912-01106,ESTIBAL,Jean-Romain.-Camille,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,,administration,2,0,1,764,0
L1912-01107,ESTRAGNAT,Jules,unknown,unknown,,,unrecorded,unknown,,1875,,,0,0,0,34,0
L1912-01108,ETTIJANNI,Mohamed Cherif,unknown,unknown,,,unrecorded,unknown,,1884,,,0,0,0,557,1
L1912-01110,EXIGA-KAYSER,Charles-Jacques,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1859,1881,,2,0,1,1423,1
L1912-01111,EYMON,Louis,unknown,unknown,,,unrecorded,european_italian,italian_institution;merged_entry,1840,,hospitality_services,2,1,0,1374,0
L1912-01112,FABRY,Paul-Auguste,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1855,,justice_law,2,1,0,822,0
L1912-01113,FAGES DE LATOUR,Eugène DE,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,military,5,1,1,1015,3
L1912-01114,FAGOT,Charles-Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,1908,,1,0,0,337,1
L1912-01116,FARGEON,Jacques-Raoul,unknown,unknown,,,tunisia,unknown,birth_tunisia,1889,,,1,0,1,726,0
L1912-01117,FARHAT,Chadly,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,islamic_school;muslim_office,,,politics_native_admin,2,1,1,302,0
L1912-01119,FATH,Charles,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1859,,administration,2,0,1,443,1
L1912-01121,FATTACIOLI,Jean-Martin,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1870,,medicine_health,0,0,0,192,0
L1912-01122,FAUCHE,Antoine-Victor,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1882,,education_science,0,0,0,340,0
L1912-01124,FAURE-DÈRE,François,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1877,,politics_native_admin,1,0,0,387,0
L1912-01131,FËLICI,Noël,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1878,1901,justice_law,1,0,1,221,0
L1912-01133,FENECH,,colonist,metropolitan_colonist,birthplace,high,europe,european_maltese,birth_malta,1848,1869,diplomacy,0,0,0,177,0
L1912-01143,FERRAND,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,1887,,2,0,0,390,0
L1912-01144,FERRY,Jules-François-Camille,unknown,unknown,,,unrecorded,unknown,,,,justice_law,1,0,0,2183,0
L1912-01145,FERRY,Oscar-Joseph,unknown,unknown,,,unrecorded,unknown,,1706,,medicine_health,4,1,1,626,0
L1912-01147,FESLER,,unknown,unknown,,,tunisia,unknown,birth_tunisia,1870,,,1,0,1,3008,2
L1912-01148,FESQUET,Adrien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,1893,,1,0,1,465,0
L1912-01149,FESQUET,Mathilde,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,1898,,0,0,0,331,0
L1912-01151,FEUILLE,Henri,unknown,unknown,,,unrecorded,unknown,,,,justice_law,3,0,1,191,0
L1912-01154,FIESCHI,Mariano,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1892,education_science,1,0,1,200,0
L1912-01155,FIGRE,Auguste,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1857,1884,administration,2,0,1,224,0
L1912-01157,FILIPFI,Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1890,administration,1,0,1,714,0
L1912-01160,FINOCCHI,Jules-Dominique,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1884,,administration,0,0,0,343,0
L1912-01161,FINOCCHI,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1882,1900,administration,1,0,1,580,0
L1912-01162,FINZI,Joseph,unknown,unknown,,,unrecorded,unknown,,1865,,finance_banking,1,0,1,135,0
L1912-01163,FISCHEL,Félix,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1868,,industry_crafts,1,0,1,436,0
L1912-01164,FISGHEL,Maurice,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1873,,commerce,2,0,1,369,0
L1912-01165,FITOUSSI,Elle,native,native_jewish,institutional,medium,unrecorded,tunisian_jewish,member_of:jewish_body,1872,,justice_law,3,1,1,911,2
L1912-01166,FLACK,Félix,unknown,unknown,,,unrecorded,unknown,,,,,0,0,0,865,0
L1912-01168,FLAMANT,Albert,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_russia,1875,1888,administration,1,0,1,435,0
L1912-01169,FLAMANT,,unknown,unknown,,,unrecorded,unknown,,,1892,,1,0,0,603,0
L1912-01170,FLEURETTE,,unknown,unknown,,,unrecorded,unknown,,1858,,,2,0,1,168,0
L1912-01171,FLEURY,,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1864,,industry_crafts,4,1,1,1134,0
L1912-01172,FLOT,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1904,education_science,2,0,1,438,0
L1912-01181,FORETS,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,1893,0
L1912-01182,FORESTIER,Georges,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,,commerce,3,0,1,879,0
L1912-01184,FORGEMOL DE BOSTQUÉNARD,Léonard-Léopold,unknown,unknown,,,unrecorded,unknown,,,,military,1,0,0,695,0
L1912-01185,FORTIN,Jules,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1844,1904,administration,1,0,0,264,0
L1912-01186,FOUCAUD,Léon,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1880,1905,press_letters_arts,0,0,0,568,0
L1912-01187,FOUCHER,Louis-Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1853,1871,military,5,1,1,1527,1
L1912-01188,FOUESNEL,Julien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1840,1895,military,0,0,0,242,1
L1912-01189,FOULQUIER,Edisle,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1844,1893,medicine_health,1,0,0,213,0
L1912-01191,FOURNIER,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1854,1910,,1,1,0,353,1
L1912-01192,"• FRADET""",Martial,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,hospitality_services,0,0,0,331,0
L1912-01196,FRANK,Louis,unknown,unknown,,,unrecorded,unknown,,,,medicine_health,0,0,0,1339,0
L1912-01197,FRANZINI DTSSONCOURT,Fernand,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,agriculture,1,0,1,667,1
L1912-01198,FRÊMAUX,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1858,1895,press_letters_arts,2,0,1,560,0
L1912-01199,FROMONT DE BOUAILLE,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1897,agriculture,1,0,1,345,0
L1912-01201,FUNARO,Guillaume,native,native_jewish,institutional,low,unrecorded,tunisian_jewish,italian_institution;jewish_institution,1842,,medicine_health,2,0,0,2165,0
L1912-01203,GABÈS,Oasis,unknown,unknown,,,unrecorded,unknown,,,,,0,0,0,1984,0
L1912-01204,GADRAT,Jean-Guillaume,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,1903,military,2,0,1,333,0
L1912-01208,GAGEY,René,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_united_kingdom,1875,1898,education_science,3,0,1,583,0
L1912-01209,GAIJI,Mohamed,unknown,unknown,,,tunisia,unknown,birth_tunisia,1818,,military,1,0,1,953,0
L1912-01210,GAILLARD,Jacques,unknown,unknown,,,unrecorded,unknown,,1876,,diplomacy,3,0,1,1170,0
L1912-01213,GALEA,William,unknown,unknown,,,unrecorded,unknown,,,,diplomacy,0,0,0,168,0
L1912-01215,GALLICO,Raffaelo,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1880,1907,press_letters_arts,1,0,0,751,1
L1912-01216,GALLINI,Jean-François,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1861,1888,justice_law,3,1,0,764,0
L1912-01217,GALLUT,Armand,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1885,,engineering_architecture,0,0,0,948,2
L1912-01219,GAMET,Lucien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,1891,administration,1,0,1,602,0
L1912-01221,GANDOLFO,R.,unknown,unknown,,,tunisia,unknown,birth_tunisia,1882,,medicine_health,0,0,0,673,0
L1912-01223,GANDOLPHE,,unknown,unknown,,,unrecorded,unknown,,1839,,military,3,0,1,1149,0
L1912-01224,GANDOLPHE,Alfred,unknown,unknown,,,tunisia,unknown,birth_tunisia,1849,,justice_law,1,1,0,313,0
L1912-01225,GANDOLPHE,Georges - Edouard,unknown,unknown,,,tunisia,unknown,birth_tunisia,1838,,administration,1,1,0,198,0
L1912-01226,GANDOLPHE,Pascal,unknown,unknown,,,unrecorded,unknown,,,,commerce,0,0,0,342,0
L1912-01227,GANDOLPHE,Pascal,unknown,unknown,,,unrecorded,unknown,,1814,,military,0,0,0,161,0
L1912-01228,GANDOLPHE,Thomas-Félix,unknown,unknown,,,tunisia,unknown,birth_tunisia,1842,,politics_native_admin,0,0,0,602,0
L1912-01229,GANOUNA,Joseph-Cohen,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution,1881,1889,,2,0,1,445,0
L1912-01232,GAROT,René,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1706,1881,military,3,1,0,485,0
L1912-01233,GASTU,,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1859,,,3,0,1,348,1
L1912-01234,GAU,Jules,colonist,metropolitan_colonist,institutional,low,europe,european_italian,birth_france;italian_institution,1841,,politics_native_admin,1,1,0,3835,0
L1912-01235,GAUDENS-RAVOTTI,,unknown,unknown,,,unrecorded,unknown,,1845,1877,industry_crafts,3,0,1,3267,1
L1912-01236,GAUDIANI,Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,justice_law,1,0,1,477,0
L1912-01237,GAUDIANI,Dominique,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1877,1907,military,2,0,1,242,0
L1912-01238,GAULT,,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,,,military,0,0,0,307,0
L1912-01240,GAUTIER,Raymond,unknown,unknown,,,unrecorded,unknown,,1865,,justice_law,1,0,1,685,2
L1912-01241,GAVER,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1855,,medicine_health,0,0,0,696,0
L1912-01242,GAVER,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1797,,military,0,0,0,856,0
L1912-01243,GAVIOLI,Marc-Lucien,unknown,unknown,,,unrecorded,unknown,,,,medicine_health,1,0,1,435,1
L1912-01244,GAZANIOL,Jules-Etienne,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1845,1891,religion,0,0,0,199,0
L1912-01245,GELLÉ,Célestin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,,education_science,1,0,1,313,0
L1912-01246,GENET,,unknown,unknown,,,unrecorded,unknown,,1861,,justice_law,2,0,0,410,0
L1912-01247,GENILLON,François-Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1891,,2,0,1,349,0
L1912-01248,GENNATAS,Charles,unknown,unknown,,,unrecorded,unknown,,1872,,medicine_health,0,0,0,464,1
L1912-01249,GENTHON,Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,1903,administration,2,0,0,447,0
L1912-01250,GENTIL,Maurice,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,,justice_law,0,0,0,368,0
