entry_id,surname,forenames,positionality,position_detail,position_basis,confidence,birth_context,community,evidence,birth_year,settled_tunisia_year,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits
L1912-01640,LOTH,Gaston,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1894,administration,4,0,1,1242,0
L1912-01644,LOVY,F.,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,,medicine_health,1,1,0,683,0
L1912-01645,LUCIANI,Pierre-Paul,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:italian_body,1867,1894,medicine_health,2,0,1,751,2
L1912-01646,LUMBROSO,Abramino,unknown,unknown,,,tunisia,unknown,birth_tunisia,1869,,commerce,0,0,0,278,0
L1912-01647,LUMBROSO,Achille,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution,1858,,commerce,2,0,1,661,0
L1912-01648,LUMBROSO,Alexandre,unknown,unknown,,,tunisia,unknown,birth_tunisia,1859,,medicine_health,0,0,0,81,0
L1912-01649,LUMBROSO,Eugène,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution,1853,,industry_crafts,1,0,0,189,0
L1912-01650,LUMBROSO,Giacomo,unknown,unknown,,,tunisia,unknown,birth_tunisia,1847,,diplomacy,0,0,0,103,0
L1912-01651,LURIE,Jules-Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1904,education_science,1,0,0,363,0
L1912-01656,MACCOTTA,Giuseppe,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;italian_institution,1864,1864,medicine_health,2,0,0,618,0
L1912-01657,MACHUEL,Louis-Pierre,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1848,,military,5,1,1,1195,1
L1912-01658,MACHWITZ,,unknown,unknown,,,unrecorded,unknown,,,1886,administration,0,0,0,285,0
L1912-01659,MACLER,,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1849,1893,engineering_architecture,1,0,1,605,1
L1912-01665,MAGNANI,Henry,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1876,1893,,0,0,0,182,0
L1912-01666,MAGUEUR,Pierre,unknown,unknown,,,unrecorded,unknown,,1856,,,1,0,1,202,0
L1912-01667,MAGUY,J.-B.,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1854,1885,education_science,3,0,1,549,0
L1912-01671,MAHMOUD-BEY,,native,native_muslim,name,medium,unrecorded,tunisian_muslim,honorific,,,,0,0,0,351,0
L1912-01674,MAI,René,unknown,unknown,,,unrecorded,unknown,,,,engineering_architecture,0,0,0,247,0
L1912-01675,MAIRE,Charles-Aristide,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,transport_maritime,2,0,1,773,1
L1912-01681,MALET,François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,,,3,0,1,439,1
L1912-01682,MALFILATRE,Henri,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,,1890,finance_banking,1,0,1,209,0
L1912-01684,MALINAS,Albert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1848,1903,medicine_health,5,1,1,4713,1
L1912-01687,MANISCALCO,Joseph,unknown,unknown,,,unrecorded,unknown,,1858,1878,industry_crafts,1,0,1,688,0
L1912-01690,MARCESCHEAU,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,397,0
L1912-01692,MARCHIONI,Louis,unknown,unknown,,,unrecorded,unknown,,1871,,administration,1,0,1,671,0
L1912-01695,MARINI,Félix,unknown,unknown,,,unrecorded,unknown,,,1905,military,1,0,1,193,0
L1912-01696,MARINI,Germain-Françojis-Scipion- Léon-Philippe,unknown,unknown,,,unrecorded,unknown,,1876,1902,medicine_health,0,0,0,728,0
L1912-01698,MAROT,Raymond-Emmanuel,unknown,unknown,,,unrecorded,unknown,,1857,,military,1,0,1,512,0
L1912-01699,MARQUET,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1898,,2,0,1,425,0
L1912-01701,MARSAL,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,1898,agriculture,1,0,1,96,0
L1912-01702,MARTEL,François-Joannès,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1854,1891,justice_law,0,0,0,684,0
L1912-01703,MARTIN,Joseph,unknown,unknown,,,unrecorded,unknown,,1858,,,3,0,0,755,1
L1912-01704,MARTIN,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1881,1905,,0,0,0,180,0
L1912-01705,MARTINEAU,Charles-Pierre-V.ictor.loseph-Louis,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1861,,justice_law,1,0,1,911,0
L1912-01706,MARTINIER,A.,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1888,1888,administration,0,0,0,296,0
L1912-01707,MARZAG,Louis-Marcel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1902,,2,0,1,489,0
L1912-01709,MASSARI,Emile,unknown,unknown,,,unrecorded,unknown,,1850,,,0,0,0,710,0
L1912-01710,MASSÉ,Jean-Daniel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,,justice_law,3,0,1,1642,2
L1912-01711,MASSÉ,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,,justice_law,1,0,0,495,0
L1912-01712,MASSELOT,,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1867,1891,administration,2,0,1,555,0
L1912-01713,MASSIGAULT,Justin,unknown,unknown,,,unrecorded,unknown,,,,education_science,0,0,0,4244,0
L1912-01717,MATHIEU,Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1898,,2,0,1,533,0
L1912-01718,MATHIEU,Gustave,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1842,1890,justice_law,1,0,1,347,0
L1912-01720,MATTEI,Aétius,unknown,unknown,,,tunisia,unknown,birth_tunisia,1861,,,3,0,1,665,0
L1912-01721,MATTÉI,César,unknown,unknown,,,unrecorded,unknown,,1860,1889,,1,0,1,191,0
L1912-01722,MATTEI,Paul,unknown,unknown,,,unrecorded,unknown,,1854,,finance_banking,1,0,0,199,0
L1912-01723,MATTEIS,Albert DE,unknown,unknown,,,tunisia,unknown,birth_tunisia,1869,,justice_law,2,0,1,289,0
L1912-01724,MAUBACQ,Henri-Ernëst-Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1852,,justice_law,1,0,1,360,2
L1912-01725,MAUGER,Félicien-Henri,unknown,unknown,,,unrecorded,unknown,,1870,1908,education_science,0,0,0,182,0
L1912-01726,M AURAS,Félix,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1858,,,3,0,1,287,0
L1912-01728,MAURIN,Georges-ConstanHoachim,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1897,military,2,0,1,768,0
L1912-01729,M A U R Y,Armand-Pierre-Louis-JeanBaptisle,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,,agriculture,1,0,1,488,0
L1912-01731,MAZET,Antoine-Antonin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,justice_law,1,0,1,230,0
L1912-01732,MAZET,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,justice_law,1,0,1,396,2
L1912-01733,MAZIËRES,Marc-Alfred DE,unknown,unknown,,,unrecorded,unknown,,1875,,transport_maritime,3,0,1,2121,1
L1912-01734,MAZOYER,Emile,colonist,metropolitan_colonist,institutional,low,europe,european_italian,birth_france;italian_institution,1863,,military,2,1,0,614,0
L1912-01736,MEARY,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1901,,0,0,0,493,0
L1912-01738,MECHIRKI,Mohamed,native,native_muslim,institutional,medium,unrecorded,tunisian_muslim,islamic_school;member_of:muslim_body,1885,,administration,0,0,0,944,2
L1912-01743,MÉDINA,,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution,1860,,diplomacy,1,0,0,1313,0
L1912-01750,MEINIER,Marius-Emile-Louis,unknown,unknown,,,tunisia,unknown,birth_tunisia,1870,,finance_banking,1,0,1,184,0
L1912-01757,MÊME,René,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1864,,administration,0,0,0,317,0
L1912-01758,MÉNAGE,,unknown,unknown,,,unrecorded,unknown,,,,,1,0,1,145,0
L1912-01759,MENATTI,Atlilio,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;italian_institution,1861,1888,medicine_health,2,0,1,285,0
L1912-01762,MENOTTI,Antoine,unknown,unknown,,,unrecorded,unknown,,1847,1888,,1,0,1,221,1
L1912-01763,MENSOUR,,unknown,unknown,,,tunisia,unknown,birth_tunisia,1833,,commerce,0,0,0,83,0
L1912-01764,MENSOUR,,unknown,unknown,,,tunisia,unknown,birth_tunisia,1863,,commerce,0,0,0,71,0
L1912-01765,MENVIELLE,Jean,unknown,unknown,,,unrecorded,unknown,,1872,,medicine_health,2,0,1,585,0
L1912-01773,MERCIER,François,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1871,1885,administration,1,0,1,403,0
L1912-01774,MERCIER,Norbert,unknown,unknown,,,unrecorded,unknown,,,,commerce,2,0,1,459,0
L1912-01775,MERLIN,Alfred-Maurice-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,,,2,0,1,535,1
L1912-01784,METLAOUI-GARE,V. Philippe - Thomas.,unknown,unknown,,,unrecorded,unknown,,,1910,engineering_architecture,0,0,0,805,0
L1912-01788,MICHAUD,,unknown,unknown,,,unrecorded,unknown,,,,engineering_architecture,0,0,0,220,0
L1912-01790,MICHAUX,Lucien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,,military,4,1,1,576,0
L1912-01791,MICHAUX,René,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1898,,1,0,1,356,0
L1912-01792,MICHEL,Edmond - François-Richard,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,,administration,2,0,0,875,0
L1912-01795,MIFSUD,Hector,unknown,unknown,,,tunisia,unknown,birth_tunisia,1878,,justice_law,0,0,0,314,0
L1912-01797,MILLET,René,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,3818,0
L1912-01798,MILLOUD,Henry-Claudius,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,,education_science,1,0,0,352,1
L1912-01799,MINANGOIN,Narcisse,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1848,,administration,2,0,0,1201,0
L1912-01800,MINCK,Olto-Henrik,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_sweden,1871,,diplomacy,1,1,0,291,0
L1912-01802,MINICONI,Jérôme-Henry,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1888,justice_law,2,0,1,389,0
L1912-01806,MIRANDE,,unknown,unknown,,,unrecorded,unknown,,1861,,,2,0,1,645,1
L1912-01807,MIRANDE,Jules,unknown,unknown,,,unrecorded,unknown,,,,military,1,0,1,203,0
L1912-01808,MOATTI,,unknown,unknown,,,tunisia,unknown,birth_tunisia,1865,,commerce,1,0,1,289,0
L1912-01809,MOATTI,Siméon,unknown,unknown,,,tunisia,unknown,birth_tunisia,1860,,commerce,0,0,0,64,0
L1912-01810,MOCQOERIS,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1893,engineering_architecture,3,0,1,479,0
L1912-01811,MOCQUERYS,Georges,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,,medicine_health,1,0,1,975,2
L1912-01812,MODIGLIANI,,colonist,colonist_unspecified,institutional,medium,unrecorded,european_italian,member_of:italian_body,1877,,commerce,1,0,1,558,0
L1912-01814,MOHAMED-BEY,,native,native_muslim,name,medium,unrecorded,tunisian_muslim,honorific,,,,0,0,0,281,0
L1912-01815,MOHAMED EL HADI-BEY,,native,native_muslim,name,medium,unrecorded,tunisian_muslim,honorific;nasab_particle,,,,4,1,1,666,0
L1912-01820,MOLCO,Emile,native,native_jewish,institutional,low,unrecorded,tunisian_jewish,italian_institution;jewish_institution;member_of:italian_body;member_of:jewish_body,,1887,,1,0,0,753,0
L1912-01821,MOLINARI,César,unknown,unknown,,,unrecorded,unknown,,1852,1895,administration,1,0,1,196,0
L1912-01822,MOLINARI,Philippe-Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,1898,administration,1,0,1,325,0
L1912-01823,MOLINIER,Joseph,unknown,unknown,,,unrecorded,unknown,,1873,,religion,1,0,1,455,0
L1912-01825,MONCHICOURT,Charles-Félix,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,1898,administration,3,0,1,754,0
L1912-01828,MONTEFIORE,Lucien,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution;member_of:italian_body,1881,,medicine_health,1,0,1,409,0
L1912-01830,MONTIGNANT,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1906,,2,0,0,1292,0
L1912-01831,MONT-LOUIS,Paul-Louis-Mars,unknown,unknown,,,unrecorded,unknown,,,1894,agriculture,0,0,0,1513,0
L1912-01833,MORALY,,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1879,,press_letters_arts,0,0,0,353,0
L1912-01834,MOREL,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1886,education_science,0,0,0,131,0
L1912-01835,MORELLI,Alphonse,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,,military,0,0,0,390,1
L1912-01836,MORELLI,Joseph,unknown,unknown,,,unrecorded,unknown,,1863,1886,politics_native_admin,1,0,1,156,0
L1912-01837,MORENO,Raffaelo,native,native_jewish,institutional,low,tunisia,tunisian_jewish,birth_tunisia;italian_institution;jewish_institution;member_of:italian_body;member_of:jewish_body,1844,,commerce,1,0,0,612,0
L1912-01838,MORENO,Ugo,native,native_jewish,institutional,low,unrecorded,tunisian_jewish,italian_institution;jewish_institution;member_of:italian_body;member_of:jewish_body,1875,,justice_law,2,0,1,602,0
L1912-01839,MORIN,Maurice,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1856,1881,administration,4,1,1,420,0
L1912-01840,MORIN,René-Alfred,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,engineering_architecture,0,0,0,944,1
L1912-01841,MORIZOT,Albert-Henri,unknown,unknown,,,unrecorded,unknown,,1868,1898,justice_law,1,0,1,823,0
L1912-01842,MORNAG,HAUT-,unknown,unknown,,,unrecorded,unknown,,,,,0,0,0,563,0
L1912-01844,MORPURGO,Léonidas,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;italian_institution;member_of:italian_body,1863,,medicine_health,2,0,0,1494,1
L1912-01846,MOSTAFA,,unknown,unknown,,,tunisia,unknown,birth_tunisia,1833,,commerce,0,0,0,85,0
L1912-01847,MOTTE-DARIÉS,DE LA,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,173,0
L1912-01849,MOUCHARD,Louis-Marie-Lucien-Vicor,unknown,unknown,,,unrecorded,unknown,,1871,1896,,3,0,1,456,0
L1912-01851,MOULARD,Eugène,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1883,justice_law,0,0,0,330,0
L1912-01854,MOURGNOT,Paul,unknown,unknown,,,unrecorded,unknown,,1873,,engineering_architecture,2,0,1,246,0
L1912-01855,MOUSSARD,Georges,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1868,1903,justice_law,2,0,1,284,0
L1912-01857,MOUTET,Louis-Victor-Maxime,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,medicine_health,2,1,0,1025,0
L1912-01862,MUCCHIELI,Félix-Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1882,administration,1,0,1,538,0
L1912-01865,MULGEY,Benoît,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,1894,administration,0,0,0,655,0
L1912-01868,MURACCIOLE,Valentin,unknown,unknown,,,unrecorded,unknown,,1865,1893,administration,1,0,1,248,0
L1912-01869,MURACCIOLI,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1892,,1,0,1,345,0
L1912-01870,MUSCAT fils,C,unknown,unknown,,,tunisia,unknown,birth_tunisia,1866,,industry_crafts,0,0,0,454,0
L1912-01872,MUSSALI,,unknown,unknown,,,unrecorded,unknown,,1857,,administration,2,1,0,320,0
L1912-01875,MUSY,Jean-Elisée,unknown,unknown,,,unrecorded,unknown,,1854,,education_science,0,0,0,407,1
L1912-01878,NABETH,Sauveur,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1871,1900,military,0,0,0,413,0
L1912-01880,NADAL,Paul-Georges,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,1888,military,1,0,1,690,0
L1912-01882,NAIAC,Gustave-Pierre-Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1897,education_science,1,0,1,501,0
L1912-01885,NATAF,Elie,unknown,unknown,,,tunisia,unknown,birth_tunisia,1888,,justice_law,0,0,0,173,0
L1912-01892,NÈGRE,CAP-,unknown,unknown,,,unrecorded,unknown,,,,mining,1,0,1,570,0
L1912-01893,NEGRONI,Vital,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,,1,0,1,505,0
L1912-01896,NESTLER,Charles-Herniann,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_germany,1852,,military,0,0,0,963,0
L1912-01899,NICHAN-EL-AHIÏD-EL-AMAN,,native,native_muslim,name,medium,unrecorded,tunisian_muslim,nasab_particle,,,military,3,0,1,3499,0
L1912-01900,NICOLAS,Alfred,unknown,unknown,,,tunisia,unknown,birth_tunisia,1807,,,2,0,1,868,0
L1912-01901,NICOLAS,Armand,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,,2,0,1,143,0
L1912-01902,NICOLAS,Louis-Emile-Lazare,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1849,,,1,0,0,6278,0
L1912-01903,NICOLE,Gustave,unknown,unknown,,,unrecorded,unknown,,1866,1898,finance_banking,2,0,1,1025,0
L1912-01904,NICOLLE,Charles-Jules-Henri,unknown,unknown,,,unrecorded,unknown,,1861,1903,religion,0,0,0,230,0
L1912-01905,NICOUD,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1881,,education_science,1,0,0,503,0
L1912-01906,NIEWENGLOWSKI,Gaston-Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1907,,3,0,0,2805,1
L1912-01907,NISARD,Sion,unknown,unknown,,,unrecorded,unknown,,1868,,justice_law,0,0,0,152,0
L1912-01909,NORO,Jean,unknown,unknown,,,unrecorded,unknown,,,,press_letters_arts,3,0,1,1241,0
L1912-01912,NOVAK,Nicolo,unknown,unknown,,,unrecorded,unknown,,1853,1871,diplomacy,3,0,1,662,0
L1912-01921,OLIVIER,Paul-Louis-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,military,3,0,1,1124,0
L1912-01923,OMESSA,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,,military,4,0,1,704,0
L1912-01927,ORDINAIRE,Maurice,unknown,unknown,,,unrecorded,unknown,,1862,,military,2,1,1,738,0
L1912-01930,ORLIAC,Jean,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1861,,military,3,1,1,489,1
L1912-01931,ORTONA,Cesare,colonist,colonist_unspecified,institutional,medium,unrecorded,european_italian,member_of:italian_body,1906,1900,medicine_health,0,0,0,206,0
L1912-01932,OSMAN,Mustapha,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,islamic_school;muslim_office,1861,,politics_native_admin,2,0,1,686,0
L1912-01933,OSTROWSKI,Wladyslas-Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_poland,1864,1895,industry_crafts,0,0,0,314,0
L1912-01934,OTTAVY,Octave,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,1902,industry_crafts,3,0,1,886,0
L1912-01983,OUZIEL,Clément,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution;member_of:jewish_body,1867,1900,,2,0,1,461,1
L1912-01985,PACE,Mario,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1863,1886,diplomacy,1,0,1,309,0
L1912-01987,PACHIS,Evangelos,unknown,unknown,,,unrecorded,unknown,,1875,1905,medicine_health,1,0,1,291,0
L1912-01989,PADOVANI,Pierre,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1869,,transport_maritime,0,0,0,956,0
L1912-01990,PAILHÉ,Jules,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1873,1902,justice_law,1,0,1,440,0
L1912-01993,PAOLI,Jean,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:italian_body,1865,,justice_law,3,1,1,829,0
L1912-01994,PARIENTE,Seintob,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution;member_of:italian_body,1869,,administration,0,0,0,742,0
L1912-01995,PASCAL,,unknown,unknown,,,unrecorded,unknown,,,,agriculture,0,0,0,153,0
L1912-01996,PASQUIER,Maurice,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,,administration,3,0,1,544,0
L1912-01997,PASSEZ,Arnold,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1871,,,1,0,0,388,0
L1912-01998,PASTORET,,unknown,unknown,,,unrecorded,unknown,,1852,,administration,1,0,1,209,0
L1912-01999,PASTOUR,,unknown,unknown,,,unrecorded,unknown,,,1908,medicine_health,0,0,0,545,0
L1912-02000,PATEL,Hermann,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1853,,justice_law,1,0,1,300,0
L1912-02002,PATOU,Louis-Frédéric-Juies,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1895,education_science,1,0,0,881,1
L1912-02003,PATRIARCHE,Albert,unknown,unknown,,,unrecorded,unknown,,1865,,,3,0,1,468,0
L1912-02004,PATRICOT,,unknown,unknown,,,unrecorded,unknown,,,,medicine_health,0,0,0,1106,1
L1912-02007,PAULIN,Félix-Gabriel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,,,2,0,1,897,1
L1912-02008,PAUTHIER,Joseph-Charles-Lucien,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1865,1892,education_science,1,0,0,208,0
L1912-02009,PAVARD,,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1850,1889,religion,2,0,1,231,0
L1912-02010,PAVILLIER,,unknown,unknown,,,unrecorded,unknown,,,,military,2,1,1,277,0
L1912-02013,PEAN,Baptiste,unknown,unknown,,,unrecorded,unknown,,1864,1900,military,4,0,1,629,0
L1912-02016,PEIRON,Eugène,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,1890,justice_law,1,0,1,635,0
L1912-02019,PELLET,,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,,,commerce,1,0,0,765,1
L1912-02020,PELLETIER,Louis-J.,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1857,,politics_native_admin,2,0,0,388,0
L1912-02021,PËLONI,Jean-Martin,unknown,unknown,,,unrecorded,unknown,,,,,2,0,1,1021,2
L1912-02022,PËLONI,Jean-Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1852,1885,industry_crafts,2,0,1,1261,0
L1912-02024,PÉPIN,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,justice_law,1,0,0,445,0
L1912-02025,PERCIE DU SERT,Fleury,unknown,unknown,,,unrecorded,unknown,,1869,,industry_crafts,2,0,1,246,0
L1912-02026,PEREZ,Ernest,unknown,unknown,,,tunisia,unknown,birth_tunisia,1861,,commerce,0,0,0,127,0
L1912-02027,PERGOLA,Julien,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1869,,justice_law,2,0,1,743,0
L1912-02028,PERNOT,Armand,unknown,unknown,,,unrecorded,unknown,,1865,1896,administration,1,0,1,230,0
L1912-02029,PERPETUA,Giulio,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;italian_institution;member_of:italian_body,1848,,,5,0,1,1406,1
L1912-02030,PERREAU,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,,administration,1,0,0,525,0
L1912-02031,PERRET,Jules,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,1893,administration,3,0,1,622,0
L1912-02032,PERRIER,Fernand,unknown,unknown,,,unrecorded,unknown,,1854,,medicine_health,2,0,1,924,0
L1912-02033,PERRIN,Antoine,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,,,0,0,0,233,0
L1912-02034,PERRIN,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,,justice_law,1,0,1,591,0
L1912-02035,PERROCHON,Henri-Auguste,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,1892,industry_crafts,1,0,0,638,0
L1912-02036,PERROUD,André,unknown,unknown,,,unrecorded,unknown,,1879,,administration,0,0,0,173,0
L1912-02037,PERRUT,Henri-Charles-Alfred,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,1885,engineering_architecture,3,0,1,552,0
L1912-02038,PETIT,Régis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1852,1884,industry_crafts,2,0,1,1067,0
L1912-02039,PETITDIDIER,Marie-Léon,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1902,education_science,3,0,1,634,0
L1912-02041,PET-ITJEAN,,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1873,,,1,1,0,289,0
L1912-02043,PEUFAILLIT,Louis,unknown,unknown,,,unrecorded,unknown,,1871,1893,engineering_architecture,0,0,0,146,0
L1912-02047,PHEMOLANT,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,industry_crafts,0,0,0,280,0
L1912-02049,PHILIPPE-THOMAS,V. Thomas.,unknown,unknown,,,unrecorded,unknown,,,,mining,0,0,0,657,0
L1912-02050,PHILIPPEAU,Simon-François,unknown,unknown,,,unrecorded,unknown,,1802,1884,,2,0,1,563,0
L1912-02053,PIAZZA,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1857,,,2,0,1,529,0
L1912-02054,PICARD,François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,1895,engineering_architecture,5,1,1,3808,1
L1912-02056,PICUT,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1883,1889,,0,0,0,231,0
L1912-02057,PIERRINI,Pierre,unknown,unknown,,,unrecorded,unknown,,1888,1905,commerce,0,0,0,351,0
L1912-02058,PIETRA,Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1882,,justice_law,0,0,0,521,0
