entry_id,surname,institution,institution_kind,degrees
L1912-01798,MILLOUD,Faculté des Lettres de Lyon,university_faculty,
L1912-01798,MILLOUD,lycée Carnot,secondary_lycee,
L1912-01802,MINICONI,collège d'Ajaccio,secondary_college,baccalaureat
L1912-01808,MOATTI,collège italien,secondary_college,
L1912-01811,MOCQUERYS,lycée d'Evreux,secondary_lycee,
L1912-01812,MODIGLIANI,lycée italien,secondary_lycee,
L1912-01820,MOLCO,lycée Dante,secondary_lycee,diplome_superieur
L1912-01820,MOLCO,Institut des,institute,diplome_superieur
L1912-01825,MONCHICOURT,lycée Louis-Ie-Grand,secondary_lycee,licence_droit;diplome_superieur
L1912-01825,MONCHICOURT,Ecole de droit,other,licence_droit;diplome_superieur
L1912-01828,MONTEFIORE,Faculté de médecine de Bologna (Italie),university_faculty,
L1912-01831,MONT-LOUIS,lycée BiaisePascal,secondary_lycee,baccalaureat
L1912-01831,MONT-LOUIS,lycée Janson-de-Sailly,secondary_lycee,baccalaureat
L1912-01833,MORALY,Ecole normale,teacher_training,
L1912-01833,MORALY,collège Sadiki,secondary_college,
L1912-01837,MORENO,collège de l'abbé,secondary_college,
L1912-01838,MORENO,lycée italien,secondary_lycee,doctorat_droit
L1912-01838,MORENO,Faculté de droit de Rome,university_faculty,doctorat_droit
L1912-01840,MORIN,lycée d'Orléans,secondary_lycee,baccalaureat
L1912-01840,MORIN,lycée S'-Louis,secondary_lycee,baccalaureat
L1912-01840,MORIN,Ecole centrale,grande_ecole,baccalaureat
L1912-01841,MORIZOT,lycée d'Avignon,secondary_lycee,licence_droit;baccalaureat
L1912-01841,MORIZOT,Faculté de droit d'Aix,university_faculty,licence_droit;baccalaureat
L1912-01844,MORPURGO,lycée à,secondary_lycee,
L1912-01844,MORPURGO,Ecole supérieure de médecine do Florence,grande_ecole,
L1912-01849,MOUCHARD,Ecole Polytechnique,grande_ecole,
L1912-01854,MOURGNOT,Ecole Polytechnique,grande_ecole,
L1912-01855,MOUSSARD,lycée d'Oran,secondary_lycee,
L1912-01855,MOUSSARD,Ecole de droit,other,
L1912-01857,MOUTET,Ecole de Médecine,other,
L1912-01870,MUSCAT fils,lycée de Marseille,secondary_lycee,
L1912-01875,MUSY,Ecole normale,teacher_training,
L1912-01878,NABETH,collège de Pliilippeville,secondary_college,
L1912-01882,NAIAC,Ecole normale,teacher_training,brevet_superieur
L1912-01885,NATAF,"Faculté de droit""d'Aix",university_faculty,licence_droit;baccalaureat
L1912-01893,NEGRONI,Collège Paoli,secondary_college,
L1912-01900,NICOLAS,collège Saint-Louis,secondary_college,brevet_superieur;diplome_superieur;certificat
L1912-01900,NICOLAS,collège Saint-Charles,secondary_college,brevet_superieur;diplome_superieur;certificat
L1912-01900,NICOLAS,lycée Carnot,secondary_lycee,brevet_superieur;diplome_superieur;certificat
L1912-01904,NICOLLE,Institut Pasteur,institute,
L1912-01904,NICOLLE,Ecole de Médecine,other,
L1912-01905,NICOUD,collège Alaoui,secondary_college,brevet_superieur;certificat
L1912-01905,NICOUD,Ecole normale,teacher_training,brevet_superieur;certificat
L1912-01906,NIEWENGLOWSKI,collège Rollin,secondary_college,doctorat_medecine;baccalaureat
L1912-01906,NIEWENGLOWSKI,lycée Louis-le-Grand,secondary_lycee,doctorat_medecine;baccalaureat
L1912-01906,NIEWENGLOWSKI,Faculté des Sciences et Faculté de Médecine de l'Université,university_faculty,doctorat_medecine;baccalaureat
L1912-01906,NIEWENGLOWSKI,Ecole normale,teacher_training,doctorat_medecine;baccalaureat
L1912-01906,NIEWENGLOWSKI,lycée Carnot,secondary_lycee,doctorat_medecine;baccalaureat
L1912-01909,NORO,Ecole des Beaux,other,
L1912-01923,OMESSA,collège au,secondary_college,
L1912-01931,ORTONA,"Faculté de Médecine de Rome, docteur en médecine",university_faculty,doctorat_medecine
L1912-01932,OSMAN,collège Sadiki,secondary_college,
L1912-01985,PACE,Institut teclmolo,institute,
L1912-01989,PADOVANI,lycée de Baslia,secondary_lycee,
L1912-01990,PAILHÉ,lycée de Montpellier,secondary_lycee,licence_droit
L1912-01990,PAILHÉ,Faculté de droit de Montpellier,university_faculty,licence_droit
L1912-01994,PARIENTE,école de garçons,other,
L1912-01996,PASQUIER,lycée de Bordeaux,secondary_lycee,baccalaureat
L1912-01999,PASTOUR,lycée de Constantine,secondary_lycee,
L1912-02000,PATEL,Ecole normale,teacher_training,
L1912-02002,PATOU,collège de Privas,secondary_college,agregation
L1912-02002,PATOU,lycée de Grenoble,secondary_lycee,agregation
L1912-02002,PATOU,Faculté des Sciences de l'Université de Grenoble,university_faculty,agregation
L1912-02002,PATOU,lycée Carnot,secondary_lycee,agregation
L1912-02004,PATRICOT,Faculté de médecine de Lyon et Ecole dentaire de Genève,university_faculty,baccalaureat;diplome_superieur
L1912-02007,PAULIN,Ecole normale,teacher_training,brevet_superieur;certificat
L1912-02007,PAULIN,Ecole des Beaux-Arts,other,brevet_superieur;certificat
L1912-02008,PAUTHIER,lycée Carnot,secondary_lycee,
L1912-02009,PAVARD,lycée Carnot,secondary_lycee,
L1912-02013,PEAN,lycée du,secondary_lycee,licence_droit;baccalaureat
L1912-02013,PEAN,Faculté de Droit de Paris,university_faculty,licence_droit;baccalaureat
L1912-02016,PEIRON,lycée de Lyon,secondary_lycee,
L1912-02016,PEIRON,"Facultés de Droit el, des Lettres de Lyon",university_faculty,
L1912-02021,PËLONI,Collège F,secondary_college,
L1912-02022,PËLONI,école normale,teacher_training,brevet_superieur
L1912-02027,PERGOLA,lycée Sainl-Louis,secondary_lycee,licence_droit
L1912-02029,PERPETUA,lycée de Torre-Pellue,secondary_lycee,licence_droit;brevet_superieur
L1912-02029,PERPETUA,Institut de,institute,licence_droit;brevet_superieur
L1912-02032,PERRIER,Ecole de Nantes,other,
L1912-02034,PERRIN,lycée de Besançon,secondary_lycee,licence_droit;baccalaureat;diplome_superieur
L1912-02034,PERRIN,"Faculté de droit de Dijon, Ecole de droit d'Alger",university_faculty,licence_droit;baccalaureat;diplome_superieur
L1912-02035,PERROCHON,lycée de Châléauroux,secondary_lycee,
L1912-02038,PETIT,Ecole des BeauxArts,other,
L1912-02039,PETITDIDIER,lycée Carnot,secondary_lycee,agregation
L1912-02041,PET-ITJEAN,Ecole de Saint-Cyr,other,
L1912-02053,PIAZZA,lycée de Bastia,secondary_lycee,licence_droit
L1912-02053,PIAZZA,Facultés de droit d'Aix et de Paris,university_faculty,licence_droit
L1912-02054,PICARD,Ecole Polytechnique,grande_ecole,
L1912-02056,PICUT,lycée Carnot,secondary_lycee,
L1912-02057,PIERRINI,lycée de Bastia,secondary_lycee,
L1912-02058,PIETRA,lycée de Toulon,secondary_lycee,licence_droit;baccalaureat
L1912-02058,PIETRA,lycée Carnot,secondary_lycee,licence_droit;baccalaureat
L1912-02058,PIETRA,Faculté de droit de Paris,university_faculty,licence_droit;baccalaureat
L1912-02063,PINHËDE,lycée Jânson-de-Sailly,secondary_lycee,
L1912-02065,PIQJJOT,Institut médical,institute,diplome_superieur
L1912-02066,PISANI,lycée de Montpellier,secondary_lycee,licence_droit
L1912-02066,PISANI,Faculté de droit de Paris,university_faculty,licence_droit
L1912-02068,PLACE,Institut 'Technologique,institute,
L1912-02073,PLESSIX,Ecole Polytechnique,grande_ecole,licence_droit
L1912-02078,POINSSOT,Ecole de Borne,other,licence_droit;diplome_superieur
L1912-02078,POINSSOT,Ecole des hautes,other,licence_droit;diplome_superieur
L1912-02079,POINT,lycée de Saint-Etienne,secondary_lycee,
L1912-02080,POIRSON,Facultés de Médecine de Nancy et de Paris,university_faculty,
L1912-02081,POIRSON,collège de Lunéville,secondary_college,
L1912-02081,POIRSON,Faculté de Médecine de Nancy,university_faculty,
L1912-02082,POIVRE,collège de Bône,secondary_college,baccalaureat
L1912-02082,POIVRE,lycée Henri,secondary_lycee,baccalaureat
L1912-02093,PORTE,collège Fesch,secondary_college,
L1912-02102,POTERIE,lycée d'Angers,secondary_lycee,licence_droit;baccalaureat
L1912-02102,POTERIE,Faculté de Droit de ' Paris,university_faculty,licence_droit;baccalaureat
L1912-02104,POULY,Ecole normale,teacher_training,certificat
L1912-02107,PRADIER,collège de Lorient,secondary_college,
L1912-02112,PRËVERAUD DE VAUMAS,Institut national agronomique,institute,diplome_superieur
L1912-02119,PROUST,collège de Chartres,secondary_college,
L1912-02120,PROUST,lycée de Toulouse,secondary_lycee,baccalaureat
L1912-02122,PROVENCE,Lycée du,secondary_lycee,
L1912-02123,PUAUX,Faculté des Lettres de l'Université de Paris,university_faculty,licence_droit;diplome_superieur
L1912-02123,PUAUX,Ecole des Sciences,other,licence_droit;diplome_superieur
L1912-02124,PUCH,Ecole de S,other,
L1912-02128,QUILLIÉ,collège de Clermonl,secondary_college,
L1912-02129,QUINEL,école normale,teacher_training,brevet_superieur;certificat
L1912-02130,QUINEL,lycée Carnot,secondary_lycee,
L1912-02130,QUINEL,collège Alaoui,secondary_college,
L1912-02130,QUINEL,collège Sadiki,secondary_college,
L1912-02131,RACINE,Ecole supérieure de Commerce de Marseille,grande_ecole,baccalaureat;diplome_superieur
L1912-02131,RACINE,Ecole de Commerce,other,baccalaureat;diplome_superieur
L1912-02132,RADET,lycée de Reims,secondary_lycee,baccalaureat
L1912-02134,RAGOUNEAU,lycée de Nevers,secondary_lycee,licence_droit;diplome_superieur
L1912-02134,RAGOUNEAU,"Faculté de droit de Paris, Ecole coloniale (breveté), Ec",university_faculty,licence_droit;diplome_superieur
L1912-02136,RAMONET,Lycée de M'arbes,secondary_lycee,certificat
L1912-02138,RANDET,lycée el,secondary_lycee,licence_droit
L1912-02139,RANDON,lycée Carnot,secondary_lycee,
L1912-02147,RAVEL,école supérieure de Marseille,grande_ecole,brevet_superieur;certificat
L1912-02153,RECLUS,collège de Libourne,secondary_college,diplome_superieur
L1912-02155,REFALO,école des Frères,other,
L1912-02157,REIBELL,école de guerre,other,
L1912-02158,REIX,collège de Saint-l'riex,secondary_college,certificat
L1912-02158,REIX,école normale,teacher_training,certificat
L1912-02159,REMY,Faculté de Droit de Paris,university_faculty,licence_droit;baccalaureat
L1912-02160,RENAULT,Ecole des Arts,other,
L1912-02161,RESFLANDY,Ecole des Beaux-Arts,other,
L1912-02164,REVERTEGAT,lycée de M'oulon,secondary_lycee,
L1912-02166,REVOL,lycée de Lyon,secondary_lycee,
L1912-02166,REVOL,collège Sa,secondary_college,
L1912-02169,REY,école des Frères,other,diplome_superieur
L1912-02170,REY,lycée de Conlantine,secondary_lycee,
L1912-02175,RIBET,lycée Louis-le-Grand,secondary_lycee,licence_droit;diplome_superieur
L1912-02175,RIBET,"Faculté de Droit, École libre des Sciences politiques",university_faculty,licence_droit;diplome_superieur
L1912-02175,RIBET,Ecole des Langues,other,licence_droit;diplome_superieur
L1912-02177,RICHARD-NICOLAS,"Faculté de Droit de Paris, 1",university_faculty,
L1912-02178,RICHARD-NICOLAS,lycée de Tunis,secondary_lycee,licence_droit;baccalaureat
L1912-02179,RICHARD,Faculté de théologie de Montauban,university_faculty,licence_droit;baccalaureat
L1912-02179,RICHARD,Faculté de droit de Lille,university_faculty,licence_droit;baccalaureat
L1912-02180,RICHARD,Lycée de Marseille,secondary_lycee,licence_droit
L1912-02180,RICHARD,Faculté de droit d'Aix-e'n-Provence,university_faculty,licence_droit
L1912-02181,RICKLIN,collège à,secondary_college,licence_droit
L1912-02182,RIETMANN,lycée de Bordeaux,secondary_lycee,
L1912-02182,RIETMANN,Institut industriel,institute,
L1912-02185,RIOLS DE FONCLARE,collège de Pézenas,secondary_college,baccalaureat
L1912-02186,RIOU,lycée d'Agen,secondary_lycee,baccalaureat
L1912-02186,RIOU,collège de Mo'issac,secondary_college,baccalaureat
L1912-02190,ROBAGLIA,collège Fesch,secondary_college,
L1912-02191,ROBERT,"Faculté de Médecine de Strasbourg, Faculté de Médecine de P",university_faculty,baccalaureat
L1912-02199,ROLLAND,Ecole Polytechnique,grande_ecole,
L1912-02200,ROLLAND,collège Alaoui,secondary_college,
L1912-02200,ROLLAND,école normale,teacher_training,
L1912-02206,ROQUES,collège de Millau,secondary_college,
L1912-02209,ROTALIER,Ecole Centrale,grande_ecole,
L1912-02211,ROUDY,Ecole centrale,grande_ecole,
L1912-02213,ROUQUIE,lycée de Toulouse,secondary_lycee,doctorat_medecine;baccalaureat
L1912-02213,ROUQUIE,"Faculté des Sciences de Toulouse, Faculté de Médecine de Tou",university_faculty,doctorat_medecine;baccalaureat
L1912-02219,ROYER,Collège de Saint-Girons,secondary_college,
L1912-02221,RUPRICH-ROBERT,lycée Louis-le-Grand,secondary_lycee,baccalaureat
L1912-02221,RUPRICH-ROBERT,Ecole des Beaux-Arts,other,baccalaureat
L1912-02221,RUPRICH-ROBERT,Ecole des BeauxArts,other,baccalaureat
L1912-02222,RUTILY,lycée cle Toulon,secondary_lycee,
L1912-02222,RUTILY,collège Alaoui,secondary_college,
L1912-02226,SAADA,Ecole de l,other,licence_droit;baccalaureat
L1912-02226,SAADA,Faculté de droit d'Aix,university_faculty,licence_droit;baccalaureat
L1912-02246,SAINT-ROMAS,lycée d'Alger,secondary_lycee,
L1912-02251,SAKKA,collège Sadiki,secondary_college,certificat
L1912-02251,SAKKA,lycée Carnot,secondary_lycee,certificat
L1912-02252,SAKKA,Grande Mosquée,islamic_institution,
L1912-02253,SAKKA,Grande mosquée,islamic_institution,
L1912-02255,SAKKAT,collège Sadiki,secondary_college,
L1912-02255,SAKKAT,lycée Carnot,secondary_lycee,
L1912-02255,SAKKAT,Khaldounia,islamic_institution,
L1912-02258,SALIBA,lycée de Marseille,secondary_lycee,
L1912-02259,SALIÉGE,Ecole de Droit,other,
L1912-02263,SAMAMA,Lycée Saint-Charles,secondary_lycee,diplome_superieur
L1912-02264,SAMPERI,lycée italien,secondary_lycee,doctorat_droit;diplome_superieur
L1912-02267,SANTILLANA,école supérieure de Médecine de Florence,grande_ecole,
L1912-02268,SANTONI,lycée cle Tunis,secondary_lycee,certificat
L1912-02268,SANTONI,lycée Carnot,secondary_lycee,certificat
L1912-02270,SARABUSI,lycée de Constantine,secondary_lycee,licence_droit
L1912-02270,SARABUSI,Faculté de droit d'Aix,university_faculty,licence_droit
L1912-02272,SAURIN,collège d'Aixen,secondary_college,
L1912-02272,SAURIN,Faculté de Droit et des Lettres de Lyon,university_faculty,
L1912-02272,SAURIN,Lycée Carnot,secondary_lycee,
L1912-02275,SAVARIAU,Ecole normale,teacher_training,
L1912-02275,SAVARIAU,Institut agronomique,institute,
L1912-02275,SAVARIAU,Ecole coloniale,grande_ecole,
L1912-02277,SAYAH,Grande Mosquée,islamic_institution,diplome_superieur
L1912-02277,SAYAH,collège Sadiki,secondary_college,diplome_superieur
L1912-02277,SAYAH,lycée cle Tunis,secondary_lycee,diplome_superieur
L1912-02277,SAYAH,lycée Carnot,secondary_lycee,diplome_superieur
L1912-02281,SBRANA,Lycée et,secondary_lycee,doctorat_medecine
L1912-02282,SBRANA,Ecole supérieure de Médecine vétérinaire,grande_ecole,doctorat_droit;baccalaureat
L1912-02282,SBRANA,Lycée Carnot,secondary_lycee,doctorat_droit;baccalaureat
L1912-02282,SBRANA,Faculté des Lettres d'Aix-en-Provence,university_faculty,doctorat_droit;baccalaureat
L1912-02282,SBRANA,Faculté de Droit d'Aix (un premier el un deuxième prix),university_faculty,doctorat_droit;baccalaureat
L1912-02282,SBRANA,Lycée cle Tunis,secondary_lycee,doctorat_droit;baccalaureat
L1912-02283,SCHEMBRI,collège Alaoui,secondary_college,
L1912-02285,SCHILLING,collège de Bône,secondary_college,
L1912-02286,SCHLUMBERGER,lycée de Colmar,secondary_lycee,baccalaureat
L1912-02286,SCHLUMBERGER,lycée Louis-leGrand,secondary_lycee,baccalaureat
L1912-02286,SCHLUMBERGER,lycée cle Besançon,secondary_lycee,baccalaureat
L1912-02289,SCIALOM,Ecole de l,other,diplome_superieur
L1912-02289,SCIALOM,Lycée Carnot,secondary_lycee,diplome_superieur
L1912-02289,SCIALOM,Institut de,institute,diplome_superieur
L1912-02290,SCIALOM,Collège royal,secondary_college,licence_droit;baccalaureat
L1912-02290,SCIALOM,Collège Rolhn,secondary_college,licence_droit;baccalaureat
L1912-02295,SEBAG,Lycée de Tunis,secondary_lycee,licence_droit;baccalaureat
L1912-02295,SEBAG,"Faculté de droit, de l'Université de Paris",university_faculty,licence_droit;baccalaureat
L1912-02299,SÉCHERESSE,collège de Bergerac,secondary_college,agregation
L1912-02299,SÉCHERESSE,lycée cle Borde,secondary_lycee,agregation
L1912-02299,SÉCHERESSE,lycée Louis-le-Grand,secondary_lycee,agregation
L1912-02299,SÉCHERESSE,Faculté des Lettres de Bordeaux el de Paris,university_faculty,agregation
L1912-02299,SÉCHERESSE,lycée Carnot,secondary_lycee,agregation
L1912-02309,SEGUIN,Lycée Charlemagne,secondary_lycee,
L1912-02309,SEGUIN,Collège de Saint-Mihiel,secondary_college,
L1912-02319,SÉRE,collège Saint-Louis,secondary_college,
L1912-02321,SERRES,lycée Louis-le-Grand,secondary_lycee,baccalaureat;diplome_superieur
L1912-02321,SERRES,Faculté des Lettres (Paris),university_faculty,baccalaureat;diplome_superieur
L1912-02321,SERRES,Faculté des Lettres de Paris,university_faculty,baccalaureat;diplome_superieur
L1912-02321,SERRES,Institut de,institute,baccalaureat;diplome_superieur
L1912-02327,SESSELEGO,collège Vanzo,secondary_college,agregation
L1912-02327,SESSELEGO,lycée Becca,secondary_lycee,agregation
L1912-02327,SESSELEGO,Facultés de Médecine cle Pise,university_faculty,agregation
L1912-02330,SFAR,collège Sadiki,secondary_college,
L1912-02330,SFAR,lycée SaintLouis,secondary_lycee,
L1912-02331,SFAR,Grande mosquée,islamic_institution,
L1912-02331,SFAR,école normale,teacher_training,
L1912-02336,SICAULT,lycée Louis-le-Grand,secondary_lycee,licence_droit;diplome_superieur;certificat
L1912-02336,SICAULT,Faculté de Droit de Paris,university_faculty,licence_droit;diplome_superieur;certificat
L1912-02336,SICAULT,Ecole des Langues,other,licence_droit;diplome_superieur;certificat
L1912-02336,SICAULT,lycée Carnot,secondary_lycee,licence_droit;diplome_superieur;certificat
L1912-02337,SICRE DE FONTBRUNE,lycée Sainte-Barbe,secondary_lycee,
L1912-02388,SIMIER,Ecole supérieure indusli'ielle el commerciale,grande_ecole,diplome_superieur
L1912-02389,SIMONNET,collège de Vitrj'-le-Français,secondary_college,baccalaureat
L1912-02389,SIMONNET,collège de Provins,secondary_college,baccalaureat
L1912-02389,SIMONNET,collège de Château-Thierry,secondary_college,baccalaureat
L1912-02392,SIVAN,Faculté de Droit d'Aix - en - Provence,university_faculty,licence_droit
L1912-02397,SMADJA,lycée d'Alger,secondary_lycee,brevet_superieur;diplome_superieur
L1912-02398,SMAJA,lycée Carnot,secondary_lycee,licence_droit;baccalaureat;diplome_superieur
L1912-02398,SMAJA,Faculté de Droit de Paris,university_faculty,licence_droit;baccalaureat;diplome_superieur
L1912-02445,SOLAL,Lycée Oarnot,secondary_lycee,
L1912-02453,SOUCIET,Lycée Fontanes,secondary_lycee,baccalaureat
L1912-02461,SOULIER,collège Sainte-Bar,secondary_college,baccalaureat
L1912-02461,SOULIER,Ecole Polytechnique,grande_ecole,baccalaureat
L1912-02464,SOUTEYRAN,lycée du,secondary_lycee,
L1912-02468,SPEZZAFUMO,collège Saint-Charles,secondary_college,
L1912-02468,SPEZZAFUMO,lycée italien,secondary_lycee,
L1912-02475,STALLA-BOURDILLON,lycée cle Marseille,secondary_lycee,licence_droit;diplome_superieur
L1912-02475,STALLA-BOURDILLON,"école supérieure de Commerce de Marseille, Fac",grande_ecole,licence_droit;diplome_superieur
L1912-02475,STALLA-BOURDILLON,Ecole supérieure de Commerce de Marseille»,grande_ecole,licence_droit;diplome_superieur
L1912-02477,STELLA-COSTA,Ecole normale,teacher_training,
L1912-02478,STOFATI,collège et,secondary_college,
L1912-02480,STRESINO,lycée Andréa,secondary_lycee,
L1912-02481,STRESINO,lycée de Marseille,secondary_lycee,
L1912-02482,STUREL,lycée de Toulouse,secondary_lycee,baccalaureat
L1912-02482,STUREL,lycée de Tunis,secondary_lycee,baccalaureat
L1912-02483,SUCH,Ecole de Pharmacie,other,diplome_superieur
L1912-02483,SUCH,Institut cic,institute,diplome_superieur
L1912-02485,SURDON,Ecole normale,teacher_training,brevet_superieur
L1912-02485,SURDON,Collège Sadiki,secondary_college,brevet_superieur
L1912-02488,SUSINI,lycée cle Bastia,secondary_lycee,
L1912-02503,TAHAR,Collège arabe-français,secondary_college,
L1912-02503,TAHAR,collège Sadiki,secondary_college,
L1912-02504,TAHAR-BEY,Collège Sadiki,secondary_college,
L1912-02523,TAYEB,lycée cle Tunis,secondary_lycee,baccalaureat
L1912-02523,TAYEB,Faculté de Droit d'Aix et de Paris,university_faculty,baccalaureat
L1912-02539,TERRAILLON,collège de Millau,secondary_college,baccalaureat
L1912-02539,TERRAILLON,Ecole centrale,grande_ecole,baccalaureat
L1912-02542,TERRYN,Ecole coloniale,grande_ecole,
L1912-02550,THELLER,lycée de Constantine,secondary_lycee,
L1912-02551,THERMES,lycée d'Albi,secondary_lycee,certificat
L1912-02553,THIBAUDET,lycée de SaintQuentin,secondary_lycee,
L1912-02553,THIBAUDET,lycée Saint-Louis,secondary_lycee,
L1912-02553,THIBAUDET,Ecole centrale,grande_ecole,
L1912-02556,THOMAS,"Faculté des Sciences, à l'Ecole cle Médecine et de Pharmacie",university_faculty,
L1912-02562,TIBI,lycée Carnot,secondary_lycee,
L1912-02562,TIBI,Faculté de Droit d'Aix,university_faculty,
L1912-02564,TIPHAINE,lycée de Lyon,secondary_lycee,
L1912-02567,TIRET,lycée Carnot,secondary_lycee,baccalaureat;certificat
L1912-02567,TIRET,lycée Carnôt,secondary_lycee,baccalaureat;certificat
L1912-02569,TIXIER,Ecole de Pharmacie,other,
L1912-02571,TLILI,collège Sadiki,secondary_college,
L1912-02574,TOUCON,lycée de Lyon,secondary_lycee,licence_droit;baccalaureat
L1912-02585,TREMSAL,lycée de Chaumont,secondary_lycee,
L1912-02585,TREMSAL,lycée Janson-de-Sailly,secondary_lycee,
L1912-02587,TRIBAUDEAU,Faculté de Médecine de Paris,university_faculty,
L1912-02595,TRIDON,Collège Sainte-i,secondary_college,baccalaureat
L1912-02595,TRIDON,Lycée LouisJe-Grand,secondary_lycee,baccalaureat
L1912-02596,TRIOLO,Institut d'hygiène,institute,certificat
L1912-02600,TROUILLET,lycée de Grenoble,secondary_lycee,
L1912-02602,TULLIER,collège de Blois,secondary_college,baccalaureat;diplome_superieur
L1912-02602,TULLIER,lycée cle Toulouse,secondary_lycee,baccalaureat;diplome_superieur
L1912-02602,TULLIER,lycée Saint-Louis,secondary_lycee,baccalaureat;diplome_superieur
L1912-02615,USANNAZ-JORIS,Faculté de Droit de Paris,university_faculty,doctorat_droit;baccalaureat;diplome_superieur
L1912-02618,UZAN,lycée Nicolini,secondary_lycee,
L1912-02620,UZAN,lycée Carnot,secondary_lycee,baccalaureat;certificat
L1912-02620,UZAN,lycée SaintLouis,secondary_lycee,baccalaureat;certificat
L1912-02620,UZAN,Institut national agronomique,institute,baccalaureat;certificat
L1912-02620,UZAN,Institut de,institute,baccalaureat;certificat
L1912-02621,VACHEROT,lycée Carnot,secondary_lycee,agregation
L1912-02625,VALENSI,Collège Suint-Charles,secondary_college,doctorat_droit
L1912-02625,VALENSI,lycée Carnot,secondary_lycee,doctorat_droit
L1912-02625,VALENSI,Faculté de droit de Montpellier (1900),university_faculty,doctorat_droit
L1912-02626,VALENSI,collège Saint-Louis,secondary_college,
L1912-02627,VALENSI,Faculté de Droit de Pa ris,university_faculty,certificat
L1912-02630,VALENSI,lycée de Marseille,secondary_lycee,licence_droit
L1912-02630,VALENSI,Faculté de Droit d'Aix-en-Provence,university_faculty,licence_droit
L1912-02631,VALENSI,lycée Carnot,secondary_lycee,baccalaureat
L1912-02631,VALENSI,Faculté de Médecine de Montpellier,university_faculty,baccalaureat
L1912-02633,VALENSI,lycée Carnot,secondary_lycee,licence_droit;doctorat_droit;baccalaureat
L1912-02633,VALENSI,lycée de Marseille,secondary_lycee,licence_droit;doctorat_droit;baccalaureat
L1912-02633,VALENSI,Ecole de Droit,other,licence_droit;doctorat_droit;baccalaureat
L1912-02633,VALENSI,Faculté de Droit et des Lettres d'Aix-en-Provence,university_faculty,licence_droit;doctorat_droit;baccalaureat
L1912-02634,VALENTIN,lycée de Tunis,secondary_lycee,diplome_superieur
L1912-02635,VALENTINI,collège Paoli,secondary_college,
L1912-02638,VALLETTA,Lycée et,secondary_lycee,
L1912-02639,VALOIS,lycée Carnot,secondary_lycee,licence_droit
L1912-02639,VALOIS,lycée Thiers,secondary_lycee,licence_droit
L1912-02639,VALOIS,Faculté de Droit d'Aix,university_faculty,licence_droit
L1912-02643,VAQUIER,lycée de Toulouse,secondary_lycee,
L1912-02643,VAQUIER,Faculté des Sciences et de Médecine de Toulouse,university_faculty,
L1912-02647,VENDEL,lycée cle Caen,secondary_lycee,baccalaureat;diplome_superieur
L1912-02647,VENDEL,Ecole normale,teacher_training,baccalaureat;diplome_superieur
L1912-02649,VENTRE,lycée de Marseille,secondary_lycee,baccalaureat
L1912-02652,VERRIER,lycée Carnot,secondary_lycee,
L1912-02655,VERSINI,Faculté de Droit de Paris,university_faculty,licence_droit;baccalaureat
L1912-02659,VIDAL,Collège de Montélimnr,secondary_college,brevet_superieur;certificat
L1912-02659,VIDAL,école normale,teacher_training,brevet_superieur;certificat
L1912-02660,VIEU,Ecole Normale,teacher_training,brevet_superieur;certificat
L1912-02660,VIEU,collège Alaoui,secondary_college,brevet_superieur;certificat
L1912-02660,VIEU,Ecole de la,other,brevet_superieur;certificat
L1912-02661,VIGIER,collège de La,secondary_college,
L1912-02663,VILLATTE,lycée d'Angoulême,secondary_lycee,licence_droit;baccalaureat
L1912-02663,VILLATTE,Faculté de droit de Poitiers,university_faculty,licence_droit;baccalaureat
L1912-02663,VILLATTE,Faculté de droit de Paris,university_faculty,licence_droit;baccalaureat
L1912-02669,VINCENT,lycée Carnot,secondary_lycee,
L1912-02671,VIOLANTE,lycée de Marseille,secondary_lycee,
L1912-02672,VIQUIER,Ecole des Mines,grande_ecole,
L1912-02679,VULLIEN,collège d'Epinal,secondary_college,
L1912-02679,VULLIEN,Faculté des Sciences de Nancy,university_faculty,
L1912-02679,VULLIEN,Faculté de Médecine de Bordeaux,university_faculty,
L1912-02685,WATRIN,Faculté de Droit de Nancy,university_faculty,licence_droit
L1912-02686,WEBER,collège de Strasbourg,secondary_college,
L1912-02686,WEBER,école normale,teacher_training,
L1912-02687,WEISSEN-SZUMLANSKI,lycée de Poitiers,secondary_lycee,baccalaureat
L1912-02687,WEISSEN-SZUMLANSKI,lycée de Guéret,secondary_lycee,baccalaureat
L1912-02689,WISSEMANS,Lycée de Troyes,secondary_lycee,
L1912-02690,WITASSE,collège de Dreux,secondary_college,diplome_superieur
L1912-02690,WITASSE,Ecole des Sciences,other,diplome_superieur
L1912-02700,ZAKARIA,collège Sadiki,secondary_college,
L1912-02701,ZAKARIA,collège Sadiki,secondary_college,certificat
L1912-02701,ZAKARIA,lycée Carnot,secondary_lycee,certificat
L1912-02704,ZAMMIT,lycée et,secondary_lycee,certificat
L1912-02706,ZAOUCHE,collège SaintCharles,secondary_college,diplome_superieur
L1912-02706,ZAOUCHE,lycée Carnot,secondary_lycee,diplome_superieur
L1912-02707,ZAOUCHE,collège SaintCharles,secondary_college,licence_droit
L1912-02707,ZAOUCHE,lycée Carnot,secondary_lycee,licence_droit
L1912-02707,ZAOUCHE,Faculté de Droit de Paris,university_faculty,licence_droit
L1912-02708,ZAOUCHE,lycée Carnot,secondary_lycee,
L1912-02709,ZAOUCHE,lycée Carnot,secondary_lycee,
