person_node,person_name,person_entry_id,resolution,organisation_node,organisation_name,role,tie_source,organisation_founded_year,page,page_url,evidence,organisation_name_raw
L1912-00035,AIGROT Charles,L1912-00035,resolved,ORG:harmonie kairouannaise,Harmonie Kairouannaise,president,person_entry_statement,,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,", industriel à Kairouan. 20 janv. 1902. Président de l'Harmonie Kairouannaise; président de la Société Sportive « l'U",Harmonie Kairouannaise
L1912-00035,AIGROT Charles,L1912-00035,resolved,ORG:societe sportive,Société Sportive,president,person_entry_statement,,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item, Président de l'Harmonie Kairouannaise; président de la Société Sportive « l'Union de la Jeunesse Kairouannaise»;,Société Sportive
L1912-00035,AIGROT Charles,L1912-00035,resolved,ORG:cercle francais,Cercle Français,treasurer,person_entry_statement,,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item, l'Union de la Jeunesse Kairouannaise»; trésorier du Cercle Français; président du Comité de la foire de Kai,Cercle Français
L1912-00035,AIGROT Charles,L1912-00035,resolved,ORG:comite de la foire de kairouan,Comité de la foire de Kairouan,president,person_entry_statement,,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,annaise»; trésorier du Cercle Français; président du Comité de la foire de Kairouan en 1908; secrétaire de la rédaction de « l'Unio,Comité de la foire de Kairouan
L1912-00067,ALBERT Léon-Auguste,L1912-00067,resolved,L1912-00548,Cercle civil français de Gabès,vice_president,person_entry_statement,1897,7,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item,pédition militaire; engagé volontaire); vice-président du Cercle civil français de Gabès; vice-président de l'Union des Services,Cercle civil français de Gabès
L1912-00067,ALBERT Léon-Auguste,L1912-00067,resolved,ORG:union des services financiers a gabes,Union des Services Financiers à Gabès,vice_president,person_entry_statement,,7,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item,dent du Cercle civil français de Gabès; vice-président de l'Union des Services Financiers à Gabès.,Union des Services Financiers à Gabès
L1912-00071,ALESSANDRI Pierre,L1912-00071,resolved,ORG:association amicale du personnel des postes et telegraphes,Association amicale du personnel des Postes et Télégraphes,president,person_entry_statement,,7,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item,à Ferryville. 1889. Fondateur et ancien président de l'Association amicale du personnel des Postes et Télégraphes. Diplôme d'honneur de n L'Assistance Mu,Association amicale du personnel des Postes et Télégraphes
L1912-00074,Algérienne L',L1912-00074,resolved,ORG:municipalite cle bizerte,Municipalité cle Bizerte,vice_president,person_entry_statement,,8,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f32.item,"ien et premier présidelnt"" : M. Arnoux, vice-président de la Municipalité de Bizerte.",Municipalité de Bizerte
L1912-00081,ALIX Ernest-Adolphe,L1912-00081,resolved,ORG:comite regional de l amicale de l enseignement primaire,Comité régional de l'Amicale de l'Enseignement primaire,president,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item,l'école primaire supérieure de Sousse ; président du Comité régional de l'Amicale de l'Enseignement primaire; ancien trésorier du Cercle sousslen de,Comité régional de l'Amicale de l'Enseignement primaire
L1912-00081,ALIX Ernest-Adolphe,L1912-00081,resolved,ORG:cercle sousslen de la ligue de l enseignement,Cercle sousslen de la Ligue de l'Enseignement,treasurer,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item,cale de l'Enseignement primaire; ancien trésorier du Cercle sousslen de la Ligue de l'Enseignement.,Cercle sousslen de la Ligue de l'Enseignement
L1912-00083,ALLEMAND Antoine,L1912-00083,resolved,ORG:laboratoire de biologie marine de sfax,Laboratoire de Biologie marine de Sfax,director,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item,". Professeur au collège de Blois sous - directeur du Laboratoire de Biologie marine de Sfax. Nov. 1900. ETUDES : lycée Ampère, de L",Laboratoire de Biologie marine de Sfax
L1912-00083,ALLEMAND Antoine,L1912-00083,resolved,ORG:institut de carthage et la societe de geographie commerciale de paris,Institut de Carthage et la Société de Géographie commerciale de Paris,member,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item,fesseur au collège de Mauriac (Cantal); membre de l'Institut de Carthage et la Société de Géographie commerciale de Paris. TRAVAUX : élude sur les jardins royaux,Institut de Carthage et la Société de Géographie commerciale de Paris
L1912-00083,ALLEMAND Antoine,L1912-00083,resolved,ORG:gouvernement tunisien pour la justice,Gouvernement-tunisien pour la Justice,secretary_general,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item,"r : MM. Roy, Ministre plénipotentiaire, secrétaire général du Gouvernement-tunisien pour la Justice, Blanc, secrétaire .général du Gouverne",Gouvernement-tunisien pour la Justice
L1912-00083,ALLEMAND Antoine,L1912-00083,resolved,ORG:municipalite,Municipalité,president,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item,"l'Enseignement public; Si Sadok Ghileb, président de la Municipalité; Proust et Dumergue, viceprésidents de ",Municipalité
L1912-00083,ALLEMAND Antoine,L1912-00083,resolved,ORG:tribunal de premiere instance,Tribunal de Première instance,president,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item," la Municipalité. Président : M. Dumas, président du Tribunal de Première instance. Vice-présidents : M"" Roy, directrice 1",Tribunal de Première instance
L1912-00083,ALLEMAND Antoine,L1912-00083,resolved,ORG:liste civile de s,Liste civile de S,director,person_entry_statement,,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item," de cabinet du Résident général; Rénxy, administrateur de la Liste civile de S. • A. le Bey; Sitruck Victor, secrétair",Liste civile de S
L1912-00083,ALLEMAND Antoine,L1912-00083,resolved,L1912-00721,Conférence' Consultative,member,person_entry_statement,1891,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item,"k Victor, secrétaire d'avocat; Zuretti, membre de la Conférence' Consultative. Anciens présidents : MM. Paul Cambon, ",Conférence' Consultative
L1912-00089,AMAT J.-C.) 1856,L1912-00089,resolved,ORG:societe francaise de bienfaisance,Société française de bienfaisance,president,person_entry_statement,,11,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f35.item,"oids et Mesures à . Constantine, vice - président de la Société française de bienfaisance. TRAVAUX : a créé le Service de la Véri",Société française de bienfaisance
L1912-00094,ANCONA Ginseppe D',L1912-00094,resolved,ORG:societe filodrnmatique,Société filodrnmatique,president,person_entry_statement,,11,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f35.item,aturelles (1892) et. pharmacien (1896). Président de la Société filodrnmatique «L'Avvenire. »,Société filodrnmatique
L1912-00099,ANGLADE Louis-Guillaume,L1912-00099,resolved,ORG:societe musulmane de bienfaisance a bizerte,Société musulmane de Bienfaisance à Bizerte,vice_president,person_entry_statement,,12,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f36.item,ent des Ponts el Chaussées de Bizerte ; vice-président de la Société de Bienfaisance de Bizerte. TRAVAUX de chemins de fer en France el,Société de Bienfaisance de Bizerte
L1912-00104,ANSELME Philippe D',L1912-00104,resolved,ORG:ecole francaise de rome,Ecole française de Rome,member,person_entry_statement,,12,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f36.item," d'histoire, docteur es lettres, ancien membre de l'Ecole française de Rome, directeur ; Poinssot, pecleur; Drappie",Ecole française de Rome
L1912-00105,ANTERRIEU Auguste,L1912-00105,resolved,ORG:tribunal mixte a tunis,Tribunal mixte à Tunis,vice_president,person_entry_statement,,14,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f38.item," juge président à Vinli-I-long, mai 96; vice-président du Tribunal mixte à Tunis, 11 juin 1896; juge à Tunis, 17 mars 18",Tribunal mixte à Tunis
L1912-00120,ARÈNE Félicien-César-Calixte,L1912-00120,resolved,L1912-00146,Association Amicale des Employés français de l'Office Postal Tunisien,honorary_president,person_entry_statement,1904,26,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f50.item," Télégraphes, inspecteur à. Tunis. Vice-président d'honneur de l'Association Amicale des Employés français de l'Office Postal Tunisien. Membre clu Conseil d'administration de",Association Amicale des Employés français de l'Office Postal Tunisien
L1912-00129,ARNOUX Jules,L1912-00129,resolved,ORG:municipalite cle bizerte,Municipalité cle Bizerte,delegate,person_entry_statement,,31,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f55.item,oule de Mateur. Bizerle. Vice-président délégué de la Municipalité cle Bizerte.,Municipalité cle Bizerte
L1912-00130,ARRAGON Henri,L1912-00130,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,31,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f55.item,"ronze de la Mutualité, docteur-médecin, membre de la Conférence Consultative (2° cire, 3eColl.). Dar-el-Louisa-, av. ",Conférence Consultative
L1912-00130,ARRAGON Henri,L1912-00130,resolved,ORG:association francaise de chirurgie,Association française de chirurgie,founder,person_entry_statement,,31,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f55.item,"té, la défense des intérêts da Bizerte; membre fondateur de l'Association française de chirurgie; 1° étude sur les agiomes des muqueuses",Association française de chirurgie
L1912-00134,ASPERGÉS Pierre,L1912-00134,resolved,ORG:comites de socieles diverses,Comités de sociélés diverses,member,person_entry_statement,,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item,er 1893. Coiffeur du théâtre municipal. Membre de Comités de sociélés diverses; médailles aux concours cle coiffure.,Comités de sociélés diverses
L1912-00171,ATHENOSY Lucien-Henri,L1912-00171,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item," la Alunicipalité de Kairouan el ancien membre de la Conférence Consultative. Propagation de la pharmacie, des soins",Conférence Consultative
L1912-00172,ATTIA G.,L1912-00172,resolved,L1912-00581,Chambre de Commerce Italienne,president,person_entry_statement,1884,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item,ndant six ans (démissionnaire en 1902); président de la Chambre de Commerce Italienne; président du conseil d'administration ,Chambre de Commerce Italienne
L1912-00172,ATTIA G.,L1912-00172,resolved,ORG:comite d hivernage de tunis et cle la tunisie,Comité d'Hivernage de Tunis et cle la Tunisie,vice_president,person_entry_statement,,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item,r cle la Banque Commerciale Tunisienne; vice-président du Comité d'Hivernage de Tunis et cle la Tunisie; inspecteur et directeur pour la Tunisi,Comité d'Hivernage de Tunis et cle la Tunisie
L1912-00172,ATTIA G.,L1912-00172,resolved,ORG:compagnie des thermes et clu domaine de korbous,Compagnie des Thermes et clu Domaine de Korbous,director,person_entry_statement,,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item,"a Compagnie «Le Patrimoine», accidents; administrateur de la Compagnie des Thermes et clu Domaine de Korbous; administrateur cle la. Société cle l'I",Compagnie des Thermes et clu Domaine de Korbous
L1912-00172,ATTIA G.,L1912-00172,resolved,ORG:compagnie des phosphates a ain taga et bou gamouche,Compagnie des Phosphates â'Aïn-Taga et Bou-Gamouche,president,person_entry_statement,,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item,iété cle l'Imprimerie Rapide cle Tunis; président de la Compagnie des Phosphates â'Aïn-Taga et Bou-Gamouche.,Compagnie des Phosphates â'Aïn-Taga et Bou-Gamouche
L1912-00173,AUBERT Godefroy,L1912-00173,resolved,ORG:section tunisienne de la ligue des droits de l homme et du citoyen,Section tunisienne de la Ligue des Droits de l'Homme et du Citoyen,member,person_entry_statement,,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item, la Compagnie Générale Transatlantique; membre du Comité de la Ligue des Droits cle l'Homme el du Citoyen (section de Tunis); engagé volontaire pe,Comité de la Ligue des Droits cle l'Homme el du Citoyen
L1912-00178,AUGIAS Lôon-Tliéoplijile-AQexandre,L1912-00178,resolved,ORG:association amicale des anciens eleves du college alaoui cle tunis,Association amicale des Anciens Elèves du Collège Alaoui cle Tunis,president,person_entry_statement,,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item, du Directeur des Services Judiciaires. Président de l'Association amicale des Anciens Elèves du Collège Alaoui cle Tunis. TRAVAUX : traduction du « Lamyet el Dj,Association amicale des Anciens Elèves du Collège Alaoui cle Tunis
L1912-00186,AUVIN Pierre,L1912-00186,resolved,ORG:sainthubert club,SaintHubert-Club,member,person_entry_statement,,41,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f65.item,merce.Vice-pré- sident du Photo-Cercle; membre du SaintHubert-Club ; ancien rédacteur et administrateur du ,SaintHubert-Club
L1912-00191,Avenir du Prolétariat L',L1912-00191,resolved,ORG:chambre de commerce do tunis,Chambre de Commerce do Tunis,president,person_entry_statement,,42,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f66.item,"f d'étatmajor; feu M. Homberger, ancien président de la Chambre de Commerce do Tunis; commandant Benoît, chef d'élatmajor ; ",Chambre de Commerce do Tunis
L1912-00191,Avenir du Prolétariat L',L1912-00191,resolved,ORG:compagnie du port,Compagnie du Port,delegate,person_entry_statement,,42,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f66.item,". Municipalité; Hersent, administrateur délégué de la Compagnie du Port; Couvreux. Membr. d'honneur : MM. Moham",Compagnie du Port
L1912-00191,Avenir du Prolétariat L',L1912-00191,resolved,ORG:municipalite,Municipalité,vice_president,person_entry_statement,,42,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f66.item,"illes d'argent à A1A1. Moncelon, ancien vice-président de la Municipalité; San'- zô, chef d'exploitation à. la Co",Municipalité
L1912-00193,AVIGDOR Samuel,L1912-00193,resolved,ORG:fernie ecole de djedeida,Fernie-Ecole de Djedeïda,director,person_entry_statement,,43,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f67.item,"rite agricole, off. du Nichan-Iftikhar, Directeur de la Fernie-Ecole de Djedeïda. Octobre 1894. ETUDES : Ecole Normale O",Fernie-Ecole de Djedeïda
L1912-00207,BACH-HAMBA Ali,L1912-00207,resolved,ORG:conseil de perfectionnement du college sadiki,Conseil de perfectionnement du collège Sadiki,member,person_entry_statement,,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item,"ums a partir du i"" février 1907. Ancien membre du Conseil de perfectionnement du collège Sadiki; membre du Comité de la Khaldounia; tré",Conseil de perfectionnement du collège Sadiki
L1912-00207,BACH-HAMBA Ali,L1912-00207,resolved,ORG:comite de la khaldounia,Comité de la Khaldounia,member,person_entry_statement,,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item, de perfectionnement du collège Sadiki; membre du Comité de la Khaldounia; trésorier de l'Association des Anciens,Comité de la Khaldounia
L1912-00207,BACH-HAMBA Ali,L1912-00207,resolved,ORG:association amicale des anciens eleves du college alaoui cle tunis,Association amicale des Anciens Elèves du Collège Alaoui cle Tunis,treasurer,person_entry_statement,,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item,iki; membre du Comité de la Khaldounia; trésorier de l'Association des Anciens Elèves du Collège Alaoui; membre fondateur clu Cercle Tunisien.,Association des Anciens Elèves du Collège Alaoui
L1912-00217,BAILLE Marie-Alexandre-Désiré,L1912-00217,resolved,ORG:assistance mutuefle entre les fonctionnaires cle l enseignement cle,Assistance mutuefle entre les fonctionnaires cle l'Enseignement cle,treasurer,person_entry_statement,,46,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f70.item," cle l'Enseignement primaire à. Tunis, 'trésorier de l'Assistance mutuefle entre les fonctionnaires cle l'Enseignement cle la Régence jusqu'en 1907; président du Comi",Assistance mutuefle entre les fonctionnaires cle l'Enseignement cle
L1912-00217,BAILLE Marie-Alexandre-Désiré,L1912-00217,resolved,ORG:comite local cle l orphelinat de l enseignement primaire,Comité tunisien de l'Orphelinat de l'enseignement primaire,president,person_entry_statement,,46,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f70.item,eignement cle la Régence jusqu'en 1907; président du Comité local cle l'Orphelinat de l'Enseignement primaire.,Comité local cle l'Orphelinat de l'Enseignement primaire
L1912-00228,BARBAIS Georges-Ferdinand,L1912-00228,resolved,ORG:societe de gymnastique,Société de Gymnastique,president,person_entry_statement,,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item,iène Générale et Industrielle (Lille) ; président de la Société de Gymnastique «L'Orientale»; représentant de la Sociét,Société de Gymnastique
L1912-00228,BARBAIS Georges-Ferdinand,L1912-00228,resolved,L1912-00582,Chambre de Commerce de Tunis,member,person_entry_statement,1885,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item,"des Pieux «Simplex», annexe de Tunisie; membre de la Chambre de Commerce de Tunis. T u A v AUX : nombreuses constructions",Chambre de Commerce de Tunis
L1912-00229,BARBARAT Aimé-Eugène,L1912-00229,resolved,ORG:materiel et de la construction an sous secretariat des postes et telegr,Matériel et de la Construction an Sous^Secrétariat des Postes et Télégr,director,person_entry_statement,,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item," des Câbles sous-marins, 1"" nov. 1899 ; directeur du Matériel et de la Construction an Sous^Secrétariat des Postes et Télégraphes, T"" mai 1900; Inspecteur général, ",Matériel et de la Construction an Sous^Secrétariat des Postes et Télégr
L1912-00231,BARBOT Hippolyle-Pierre,L1912-00231,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item,"ue moderne agréé par l'administra lion. Membre de la Conférence Consultative, pour la. 7* circonscription, de 1905 à",Conférence Consultative
L1912-00231,BARBOT Hippolyle-Pierre,L1912-00231,resolved,ORG:chambre mixte du sud,Chambre mixte du Sud,member,person_entry_statement,,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item,"on de l'eau potable à Sfax; élu en 1906 membre de la Chambre mixte du Sud; a créé el. encouragé de nombreux, grou",Chambre mixte du Sud
L1912-00235,BARET Emmanuel,L1912-00235,resolved,ORG:parquet a tunis,Parquet à Tunis,secretary,person_entry_statement,,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item," un an employé au Greffe à Tunis; un an secrétaire du Parquet à Tunis; huissier depuis le 3 mars 1907, d'abor",Parquet à Tunis
L1912-00238,BARNAY Henri,L1912-00238,resolved,ORG:conseil du proletaire prevoyant a tunis,Conseil du Prolétaire prévoyant à Tunis,member,person_entry_statement,,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item,D de la Alutuelle Tunisienne; assesseur-membre du Conseil du Prolétaire prévoyant à Tunis; ancien secr. de l'Amicale des Postes e,Conseil du Prolétaire prévoyant à Tunis
L1912-00238,BARNAY Henri,L1912-00238,resolved,ORG:commission de voirie a thala,Commission de Voirie à Thala,member,person_entry_statement,,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item,e des Postes et des Télégraphes; ancien membre de la Commission de Voirie à Thala. Diplômé de la Mutualité; médaille de p,Commission de Voirie à Thala
L1912-00239,BAROGHE Jean-Jules-Léon,L1912-00239,resolved,ORG:conseil d administraton du syndicat professionnel des hommes d affaires,Conseil d'administraton du Syndicat professionnel des Hommes d'Affaires,member,person_entry_statement,,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item,"consulat de France à Tunis (1892-1896); Membre du Conseil d'administraton du Syndicat professionnel des Hommes d'Affaires de France et des Colonies, 22, boul. Po",Conseil d'administraton du Syndicat professionnel des Hommes d'Affaires
L1912-00247,BASTIDE,L1912-00247,resolved,ORG:sanle et de l hygiene publique de la regence de tunis,Sanlé et de l'Hygiène publique de la Régence de Tunis,director,person_entry_statement,,50,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f74.item,"u Nichan-Iftikhar. Docteur en médecine; directeur de la Sanlé et de l'Hygiène publique de la Régence de Tunis. Villa Charmeuse, Belvédère, Tunis. 15 ",Sanlé et de l'Hygiène publique de la Régence de Tunis
L1912-00248,BASTIEN Emilien,L1912-00248,resolved,ORG:administration des forets d oliviers du nord de la regence,Administration des Forêts d'oliviers du Nord de la Régence,director,person_entry_statement,,50,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f74.item,"Bénin. Conservateur des Eaux et Forêts, directeur des Forêts de la Régence, 12, rue d'Angle terre,Tunis. 6 nov. 18",Forêts de la Régence
L1912-00259,BEC Henri-Auguste,L1912-00259,resolved,ORG:ligue de l enseignement,Ligue de l'Enseignement,secretary_general,person_entry_statement,,51,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f75.item,e»). Ancien professeur au lycée Carnot; secrétaire général de la Ligue de l'Enseignement.,Ligue de l'Enseignement
L1912-00267,BELAISCH Samuel,L1912-00267,resolved,ORG:gouvernement pres la caisse de bienfaisance israelite,Gouvernement près la Caisse de Bienfaisance Israélite,member,person_entry_statement,,52,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f76.item,"rnot. Conseiller municipal de L'Ariana, membre du Comité de Bienfaisance israélite..",Comité de Bienfaisance israélite
L1912-00271,BELLAICH Adolphe,L1912-00271,resolved,ORG:conseil d administration de la societe israelite de secours matrimoniau,Conseil d'administration de la Société Israélite de secours matrimoniau,member,person_entry_statement,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item,n employé de compagnies de navigation ; membre du Conseil d'administration de la Société Israélite de secours matrimoniaux et mutuels; membre consultatif du Comi,Conseil d'administration de la Société Israélite de secours matrimoniau
L1912-00274,BELLOT Jean-Ernest,L1912-00274,resolved,ORG:conference consultative de 1s94 a 1905,Conférence Consultative de 1S94 à 1905,member,person_entry_statement,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item, jusqu'en- 19 0 6. el depuis président; membre de la Conférence Consultative de 1S94 à 1905; fondateur de la Société d'exploitation,Conférence Consultative de 1S94 à 1905
L1912-00274,BELLOT Jean-Ernest,L1912-00274,resolved,ORG:societe d exploitation des phosphates cle kalaa djerda,Société d'exploitation des Phosphates cle Kalaâ-Djerda,founder,person_entry_statement,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item,Conférence Consultative de 1S94 à 1905; fondateur de la Société d'exploitation des Phosphates cle Kalaâ-Djerda; créateur d'une industrie-fabrique d'ox,Société d'exploitation des Phosphates cle Kalaâ-Djerda
L1912-00281,BENAZET Aristide,L1912-00281,resolved,ORG:amicale de l eniseignement primaire,Amicale de l'Eniséignement primaire,secretary,person_entry_statement,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item,n de la Ligue de l'Enseignement; ancien secrétaire de l'Amicale de l'Eniséignement primaire; président de la Société «Les Enfants d,Amicale de l'Eniséignement primaire
L1912-00281,BENAZET Aristide,L1912-00281,resolved,ORG:societe,Société,president,person_entry_statement,,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item, l'Amicale de l'Eniséignement primaire; président de la Société «Les Enfants de l'Aude». Diplôme de la. ,Société
L1912-00306,BENSASSON,L1912-00306,resolved,ORG:conseil d administration de la societe de bienfaisance italienne de m u,Conseil d'administration de la Société de Bienfaisance italienne de M'u,vice_president,person_entry_statement,,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item,"., de la Chambre de Commerce italienne; v.-prés. de la Société de Bienfaisance italienne; v.-prôsident cle la Soc. pour la Défen",Société de Bienfaisance italienne
L1912-00307,BENSASSON Umberto,L1912-00307,resolved,ORG:societe de gymnastique,Société de Gymnastique,vice_president,person_entry_statement,,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item,a d'assicurazioni generali di Trieste». V.-prés. de la Société de Gymnastique «l'Italia»; v.-prés. de la Société des a,Société de Gymnastique
L1912-00307,BENSASSON Umberto,L1912-00307,resolved,ORG:societe des anciens eleves des ecoles italiennes de tunis,Société des anciens Elèves des Ecoles italiennes de Tunis,vice_president,person_entry_statement,,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item,e la Société de Gymnastique «l'Italia»; v.-prés. de la Société des anciens Elèves des Ecoles italiennes de Tunis; assesseur dans plusieurs autres sociét,Société des anciens Elèves des Ecoles italiennes de Tunis
L1912-00308,BÉRARD Antonïn,L1912-00308,resolved,ORG:comite local cle l orphelinat de l enseignement primaire,Comité tunisien de l'Orphelinat de l'enseignement primaire,president,person_entry_statement,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item,e du collège Sadiki (18931904). Premier président de l'Amicale de l'Enseignement primaire; co-auleur d'un cours de devoirs de vac,Amicale de l'Enseignement primaire
L1912-00309,BERGE Stéphane,L1912-00309,resolved,ORG:services judiciaires au gouvernement tunisien,Services judiciaires au Gouvernement tunisien,director,person_entry_statement,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item, (1888); vice-président à Tunis (1890); directeur des Services judiciaires au Gouvernement tunisien (1896); président du Tribunal mixte (190,Services judiciaires au Gouvernement tunisien
L1912-00309,BERGE Stéphane,L1912-00309,resolved,ORG:tribunal mixte a tunis,Tribunal mixte à Tunis,president,person_entry_statement,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item,iaires au Gouvernement tunisien (1896); président du Tribunal mixte (1903); président du Tribunal de Tunis (,Tribunal mixte
L1912-00309,BERGE Stéphane,L1912-00309,resolved,ORG:tribunal de tunis,Tribunal de Tunis,president,person_entry_statement,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item,6); président du Tribunal mixte (1903); président du Tribunal de Tunis (1904). Président de l'Alliance français,Tribunal de Tunis
L1912-00309,BERGE Stéphane,L1912-00309,resolved,ORG:alliance francaise a tunis,Alliance française à Tunis,president,person_entry_statement,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item, président du Tribunal de Tunis (1904). Président de l'Alliance française à Tunis de 1900 à 1910. TRAVAUX : nombreuses publications d'éc,Alliance française à Tunis
L1912-00311,BERHAULT Jean,L1912-00311,resolved,ORG:amical des travaux publics,Amical des Travaux publics,vice_president,person_entry_statement,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item,de réserve; capitaine du port de Tunis. V.-prés. de l'Amical des Travaux publics ; membre du Comité Tunisien cle la Ligue,Amical des Travaux publics
L1912-00311,BERHAULT Jean,L1912-00311,resolved,ORG:comite tunisien cle la ligue maritime francaise,Comité Tunisien cle la Ligue Maritime française,member,person_entry_statement,,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item,prés. de l'Amical des Travaux publics ; membre du Comité Tunisien cle la Ligue Maritime française.,Comité Tunisien cle la Ligue Maritime française
L1912-00319,BERTAINCHAND Ernest,L1912-00319,resolved,ORG:laboratoire cle chimie agricole et industrielle,Laboratoire cle Chimie agricole et industrielle,director,person_entry_statement,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item,"Christ de Portugal.Ingénieur agronome ; directeur du Laboratoire cle Chimie agricole et industrielle, 17, rue EsSadikia, Tunis. 13 juin 1887",Laboratoire cle Chimie agricole et industrielle
L1912-00319,BERTAINCHAND Ernest,L1912-00319,resolved,L1912-00149,Association amicale des Ingénieurs agronomes,president,person_entry_statement,1879,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item, essayeur de la Monnaie à Paris; ancien président de l'Association amicale des Ingénieurs agronomes. TRAVAUX : carte agronomique du bassin ,Association amicale des Ingénieurs agronomes
