person_node,person_name,person_entry_id,resolution,organisation_node,organisation_name,role,tie_source,organisation_founded_year,page,page_url,evidence,organisation_name_raw
L1912-01169,FLAMANT,L1912-01169,resolved,ORG:conseil d administration de l amicale primaire en tunisie,Conseil d'administration de l'Amicale primaire tunisienne,member,person_entry_statement,,192,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f216.item,e du Conseil de l'Instruction publique; membre du Conseil d'administration de l'Amicale primaire en Tunisie.,Conseil d'administration de l'Amicale primaire en Tunisie
L1912-01171,FLEURY,L1912-01171,resolved,ORG:comite d hivernage de la tunisie,"Comité d'Hivernage de la ""Tunisie",member,person_entry_statement,,193,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f217.item,"omité des fêles de Tunis jusqu'en 1907; membre du Comité d'Hivernage de la ""Tunisie. TRAVAUX : Création (lu service de dili","Comité d'Hivernage de la ""Tunisie"
L1912-01181,FORETS,L1912-01181,resolved,ORG:forets est m,Forêts est M,director,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,"des français et 60 gardes indigènes. Le directeur des Forêts est M. Bastien, conservateur des Eaux et, For",Forêts est M
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:union nationale du commerce exterieur,Union nationale du Commerce extérieur,councillor,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,"r. Négociant, 75, boni. Pereire, Paris. Conseiller du Commerce extérieur de la. France; président du Comité d'action r",Commerce extérieur de
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:comite d action republicaine radicale el radicale socialiste,Comité d'action républicaine radicale el radicale-socialiste,president,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,er du Commerce extérieur de la. France; président du Comité d'action républicaine radicale el radicale-socialiste; président de l'Association des officie,Comité d'action républicaine radicale el radicale-socialiste
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:association des officiers de l instruction publique et d academie,Association des officiers de l'Instruction publique et d'Académie,president,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,icaine radicale el radicale-socialiste; président de l'Association des officiers de l'Instruction publique et d'Académie; membre de la Chambre de commerce franç,Association des officiers de l'Instruction publique et d'Académie
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:chambre de commerce francaise de milan,Chambre de commerce française de Milan,member,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,e l'Instruction publique et d'Académie; membre de la Chambre de commerce française de Milan; administrateur de la Société toulousai,Chambre de commerce française de Milan
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:societe toulousaine de paris,Société toulousaine de Paris,director,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,Chambre de commerce française de Milan; administrateur de la Société toulousaine de Paris; président de l'CEuvre des Enfants du p,Société toulousaine de Paris
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:ceuvre des enfants du premier age,CEuvre des Enfants du premier âge,president,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,eur de la Société toulousaine de Paris; président de l'CEuvre des Enfants du premier âge; membre de la Commission executive du p,CEuvre des Enfants du premier âge
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:commission executive du parti radical,Commission executive du parti radical,member,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,"de l'CEuvre des Enfants du premier âge; membre de la Commission executive du parti radical, etc. Président du Comité républicain d",Commission executive du parti radical
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:comite republicain du 2e arrondissement de paris,Comité républicain du 2e arrondissement de Paris,president,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,"ission executive du parti radical, etc. Président du Comité républicain du 2e arrondissement de Paris. Plusieurs nouvelles parues dans «le Ra",Comité républicain du 2e arrondissement de Paris
L1912-01182,FORESTIER Georges,L1912-01182,resolved,ORG:jury aux expositions internationales,Jury aux Expositions internationales,member,person_entry_statement,,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item,"u Bien; Médaille d'or et hors concours, membre du Jury aux Expositions internationales de 1902 à. 1906, etc. A fait de nombreuses confér",Jury aux Expositions internationales
L1912-01189,FOULQUIER Edisle,L1912-01189,resolved,L1912-02418,Société française de Bienfaisance de Bizerte,president,person_entry_statement,1901,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item, ETUDES : Faculté de médecine de Paris. Président de la Société française de Bienfaisance de Bizerte.,Société française de Bienfaisance de Bizerte
L1912-01198,FRÊMAUX Paul,L1912-01198,resolved,ORG:societe des concerts du conservatoire,Société des concerts du Conservatoire,member,person_entry_statement,,197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f221.item,"CESS 1 : Orchestre de l'Opéra de Paris, membre de la Société des concerts du Conservatoire, chef d'orchestre du théâtre et des con",Société des concerts du Conservatoire
L1912-01198,FRÊMAUX Paul,L1912-01198,resolved,ORG:ecole de musique de tunis,Ecole de Musique de Tunis,director,person_entry_statement,,197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f221.item,"gers, du Havre, de Tunis; actuellement, directeur de l'Ecole de Musique de Tunis. A publié diverses compositions pour ch",Ecole de Musique de Tunis
L1912-01201,FUNARO Guillaume,L1912-01201,resolved,ORG:commission nomme par la residence generale pour la redaction de la loi,Commission nommé par la Résidence Générale pour la rédaction de la loi,member,person_entry_statement,,198,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f222.item,tionale des médecins de Tunis en 1.890; membre de la Commission nommé par la Résidence Générale pour la rédaction de la loi sur l'exercice de la médecine dans la Ré,Commission nommé par la Résidence Générale pour la rédaction de la loi
L1912-01208,GAGEY René,L1912-01208,resolved,ORG:amicale des fonctionnaires de la direction de l agriculture,Amicale des fonctionnaires de la Direction de l'Agriculture,vice_president,person_entry_statement,,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item,"Sous-officier de réserve au 4"" zouaves. V.-prés. de l'Amicale des fonctionnaires de la Direction de l'Agriculture, du Commerce et de la Colonisation. A p",Amicale des fonctionnaires de la Direction de l'Agriculture
L1912-01209,GAIJI Mohamed,L1912-01209,resolved,ORG:sociele de geographie,Sociélé de Géographie,member,person_entry_statement,,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item,inistère de S. Exe. El Aziz bon Aftour. Membre de la Sociélé de Géographie. Premier aide de camp du premier minist,Sociélé de Géographie
L1912-01210,GAILLARD Jacques,L1912-01210,resolved,L1912-02493,Syndicat de la presse tunisienne,secretary,person_entry_statement,1905,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item,"de Constantine, collège de Bône. Ancien secrétaire du Syndicat de la presse tunisienne; délégué général pour l'Algérie de la S",Syndicat de la presse tunisienne
L1912-01210,GAILLARD Jacques,L1912-01210,resolved,L1912-02433,Société protectrice des Animaux,founder,person_entry_statement,1910,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item," principe de la loi Gramonl en Tunisie; fondateur de la Société protectrice des Animaux, de la. Régence; campagne d'Algérie; co",Société protectrice des Animaux
L1912-01210,GAILLARD Jacques,L1912-01210,resolved,ORG:syndical de la presse tunisienne,Syndical de la Presse tunisienne,founder,person_entry_statement,,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item, de la. Régence; campagne d'Algérie; co-fondateur du Syndical de la Presse tunisienne; fondateur de la Section tunisienne de ,Syndical de la Presse tunisienne
L1912-01210,GAILLARD Jacques,L1912-01210,resolved,ORG:section tunisienne de la s,Section tunisienne de la S,founder,person_entry_statement,,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item,ur du Syndical de la Presse tunisienne; fondateur de la Section tunisienne de la S. R. du C. P. Médaille d'or de la Sociét,Section tunisienne de la S
L1912-01215,GALLICO Raffaelo,L1912-01215,resolved,ORG:ligue francoilalienne de paris a tunis,Ligue FrancoIlalienne de Paris à Tunis,delegate,person_entry_statement,,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item,"nt ou Syndicat de la Presse tunisienne, délégué de la Ligue FrancoIlalienne de Paris à Tunis depuis 1896. A été rédacteur à l'«Unione» jusqu'à. ",Ligue FrancoIlalienne de Paris à Tunis
L1912-01216,GALLINI Jean-François,L1912-01216,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item,"helier es lettres et licencié en droit. Membre de la Conférence Consultative (3"" coll., Sousse) depuis 1891, élu en 1",Conférence Consultative
L1912-01216,GALLINI Jean-François,L1912-01216,resolved,ORG:municipalite de sousse,Municipalité de Sousse,delegate,person_entry_statement,,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item," élu de celte assemblée; vice-président délégué de la Municipalité de Sousse; président, de la Société française de ",Municipalité de Sousse
L1912-01217,GALLUT Armand,L1912-01217,resolved,ORG:conseil d administration de la cie b,Conseil d'administration de la Cie B,secretary,person_entry_statement,,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item,"r à la Cie du Canal de Suez, en Egypte; secrétaire du Conseil d'administration de la Cie B.-G. et Prolongements à Paris, inspecteu",Conseil d'administration de la Cie B
L1912-01219,GAMET Lucien,L1912-01219,resolved,ORG:association amicale des fonctionnaires de l administration centrale,Association amicale des Fonctionnaires de l'Administration centrale,president,person_entry_statement,,202,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f226.item,ntrôle de Bizerte 1.905 et 1906. Ancien président de l'Association amicale des fonctionnaires de l'Administration Centrale de l'Arée tunisienne.,Association amicale des fonctionnaires de l'Administration Centrale
L1912-01221,GANDOLFO R.,L1912-01221,resolved,ORG:societe dauphinoise d ethnologie et d anthropologie,Société dauphinoise d'Ethnologie et d'anthropologie,corresponding_member,person_entry_statement,,202,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f226.item,"r interne des hôpitaux (concours 1904). Membre correspondant de la Société dauphinoise d'Ethnologie et d'anthropologie, membre de la Société d'horticulture tu",Société dauphinoise d'Ethnologie et d'anthropologie
L1912-01221,GANDOLFO R.,L1912-01221,resolved,ORG:societe d horticulture tunisienne,Société d'horticulture tunisienne,member,person_entry_statement,,202,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f226.item,"inoise d'Ethnologie et d'anthropologie, membre de la Société d'horticulture tunisienne, membre de la société des Sciences médi",Société d'horticulture tunisienne
L1912-01223,GANDOLPHE,L1912-01223,resolved,ORG:societe africaine de france,Société Africaine de France,member,person_entry_statement,,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item,"les archéologiques, un envoi au Louvre. Membre de la Société Africaine de France; membre de la Société académique IndoCh",Société Africaine de France
L1912-01223,GANDOLPHE,L1912-01223,resolved,ORG:societe academique indochinoise,Société académique IndoChinoise,member,person_entry_statement,,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item,"mbre de la Société Africaine de France; membre de la Société académique IndoChinoise; de 1.8SS à 1.897, délégué de la Réside",Société académique IndoChinoise
L1912-01223,GANDOLPHE,L1912-01223,resolved,ORG:residence generale a,Résidence Générale à,delegate,person_entry_statement,,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item,"démique IndoChinoise; de 1.8SS à 1.897, délégué de la Résidence Générale à, l'Assistance Judiciaire de Sousse; en ",Résidence Générale à
L1912-01223,GANDOLPHE,L1912-01223,resolved,ORG:administration des revenus concedes de sousse,Administration des Revenus Concédés de Sousse,director,person_entry_statement,,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item,"de Sousse; en 1870, il fut chargé comme directeur de l'Administration des Revenus Concédés de Sousse, Monaslir, Mahdia et des 57 villages du",Administration des Revenus Concédés de Sousse
L1912-01223,GANDOLPHE,L1912-01223,resolved,ORG:societe de secours aux blesses des armees de ferre et de mer pour le ce,Société de Secours aux blessés des armées de ferre et de mer pour le Ce,president,person_entry_statement,,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item,"n 1892, vice-consul d'Autriche-Hongrie. Président de la Société de Secours aux blessés des armées de ferre et de mer pour le Centre et le Sud de la Tunisie; prête son ",Société de Secours aux blessés des armées de ferre et de mer pour le Ce
L1912-01228,GANDOLPHE Thomas-Félix,L1912-01228,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item,"e, trois fois vfice-présictent délégué. Membre de la Conférence Consultative (1891); président de la Chambre de Comme",Conférence Consultative
L1912-01228,GANDOLPHE Thomas-Félix,L1912-01228,resolved,ORG:chambre de commerce a sousse,Chambre de Commerce à Sousse,president,person_entry_statement,,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item,"e de la Conférence Consultative (1891); président de la Chambre de Commerce à Sousse (1893): Le 23 novembre 1S88, il coopère ",Chambre de Commerce à Sousse
L1912-01234,GAU Jules,L1912-01234,resolved,ORG:municipalite,Municipalité,president,person_entry_statement,,204,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f228.item,"u fui nommé conseiller municipal et viceprésident de la Municipalité, poste qu'il a conservé jusqu'à ses der",Municipalité
L1912-01234,GAU Jules,L1912-01234,resolved,ORG:mu nicipalite de sfax que m,Mu- nicipalité de Sfax que M,vice_president,person_entry_statement,,204,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f228.item,"squ'à ses derniers moments. C'est comme vice-président de la Mu- nicipalité de Sfax que M. Gau s'est fait connaître, apprécier et",Mu- nicipalité de Sfax que M
L1912-01234,GAU Jules,L1912-01234,resolved,ORG:municipalite,Municipalité,president,person_entry_statement,,204,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f228.item,"ux. Tous ses subordonnés,soif comme viceprésident de la Municipalité, soit comme receveur des Postes, lui re",Municipalité
L1912-01235,GAUDENS-RAVOTTI,L1912-01235,resolved,ORG:municipalite,Municipalité,vice_president,person_entry_statement,,205,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f229.item,8 pour fêler son 25* anniversaire comme vice-président de la Municipalité. Ils avaient compté sans la modestie de,Municipalité
L1912-01235,GAUDENS-RAVOTTI,L1912-01235,resolved,ORG:maison veuve l,Maison Veuve L,director,person_entry_statement,,205,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f229.item,"-Saint-Louis (Sénégal). Propriétaire et directeur de la Maison Veuve L. ViSAINT-RAPHAEL Son patriotisme, éclai",Maison Veuve L
L1912-01236,GAUDIANI Antoine,L1912-01236,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item," l'Ordre des avocats, 1901-1903; ancien membre de la Conférence Consultative (3° coll. Soukel-Arba), élu en 1S96, 190",Conférence Consultative
L1912-01248,GENNATAS Charles,L1912-01248,resolved,ORG:conference consultative fl coll,"Conférence Consultative fl"" coll",member,person_entry_statement,,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item,"'Algérie 1894-1900 (Oran, Constantine). Membre de la Conférence Consultative fl"" coll. Le Kef. Mactar el Tala.1905-1909. Méda","Conférence Consultative fl"" coll"
L1912-01251,GENTILE Raoul-Victor DE,L1912-01251,resolved,ORG:conseil de l ordre des avocate de tunis,Conseil de l'Ordre des avocate de Tunis,member,person_entry_statement,,207,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f231.item," SaintPierre (Martinique), actuellement membre du Conseil de l'Ordre des avocate de Tunis. Conférencier aux Antilles et en Tunisi",Conseil de l'Ordre des avocate de Tunis
L1912-01256,GÉRARD Joseph,L1912-01256,resolved,ORG:municipalite,Municipalité,president,person_entry_statement,,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item,"anlftikhar. Négociant à Sfax. 1892. Viceprésident de la Municipalité. Délégué à. Conférence Consultative (1""",Municipalité
L1912-01257,GERINI Dante,L1912-01257,resolved,ORG:societe civile des mines de safsaf,Société civile des mines de Safsaf,director,person_entry_statement,,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item,ens combattants et militaires en congé. Directeur de la Société civile des mines de Safsaf; directeur de la Compagnie minière fran,Société civile des mines de Safsaf
L1912-01257,GERINI Dante,L1912-01257,resolved,ORG:compagnie miniere franco tunisienne,Compagnie minière franco-tunisienne,director,person_entry_statement,,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item, la Société civile des mines de Safsaf; directeur de la Compagnie minière franco-tunisienne; directeur et propriétaire de mines en ,Compagnie minière franco-tunisienne
L1912-01257,GERINI Dante,L1912-01257,resolved,ORG:societe de geographie commerciale de paris et de la societe de geograph,Société de géographie commerciale de Paris et de la Société de géograph,founder,person_entry_statement,,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item,"mines en Tunisie, Algérie et Sardaigne. Membre fondateur de la Société de géographie commerciale de Paris et de la Société de géographie italienne de Rome. V.-prés. du Cercle",Société de géographie commerciale de Paris et de la Société de géograph
L1912-01257,GERINI Dante,L1912-01257,resolved,ORG:cercle d escrime italien,Cercle d'escrime italien,vice_president,person_entry_statement,,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item,ociété de géographie italienne de Rome. V.-prés. du Cercle d'escrime italien; administrateur de la Société anonyme d,Cercle d'escrime italien
L1912-01257,GERINI Dante,L1912-01257,resolved,ORG:societe anonyme du journal italien,Société anonyme du journal italien,director,person_entry_statement,,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item,. V.-prés. du Cercle d'escrime italien; administrateur de la Société anonyme du journal italien «L'Unione»; membre fondateur et actif de,Société anonyme du journal italien
L1912-01258,GERMONNEAU Damase-François,L1912-01258,resolved,ORG:comite permanent des feles au benefice des hopitaux de marseille traite,Comité permanent des fêles au bénéfice des hôpitaux de Marseille Traite,member,person_entry_statement,,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item," métallurgie, 'J'unis. 31 octobre 1894. Membre du Comité permanent des Fêles de Tunis, Conseiller municipal de la commune de ",Comité permanent des Fêles de Tunis
L1912-01262,GHILEB,L1912-01262,resolved,ORG:municipalite,Municipalité,president,person_entry_statement,,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item," e de FrançoisJoseph. Cheikh El-Medina. Président de la Municipalité, Tunis. ETUDES: Université de la Grande",Municipalité
L1912-01262,GHILEB,L1912-01262,resolved,ORG:municipalite de l unis,Municipalité de 'l'unis,vice_president,person_entry_statement,,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item,"camp de ieu Sadok-Bey de 18(34 à, 1877, vice-président de la Municipalité de 'l'unis en 1877, délégué tunisien à la Commission inter",Municipalité de 'l'unis
L1912-01262,GHILEB,L1912-01262,resolved,ORG:municipalite de tunis,Municipalité de Tunis,president,person_entry_statement,,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item, de Nabeul en 1890. Cheikh El-Medina el président de la Municipalité de Tunis depuis le 2S juillet 1902.,Municipalité de Tunis
L1912-01274,GIRAUD Charles-Hippolyte,L1912-01274,resolved,ORG:comile directeur de la societe de geographie commerciale,Comité directeur de la Section tunisienne de la Société de Géographie c,member,person_entry_statement,,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item,"on Coopérative des Jardiniers français; membre du Comilé directeur de la Société de Géographie Commerciale, de l'Institut de Carthage et de la Soc",Comilé directeur de la Société de Géographie Commerciale
L1912-01276,GIROUD Joseph,L1912-01276,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item,"cole nationale dèsBeaux - Arts à Paris. Membre de la Conférence Consultative (8'circ.,3'coll.), élu en 1905 et 1909. ",Conférence Consultative
L1912-01276,GIROUD Joseph,L1912-01276,resolved,ORG:comite de la societe de bienfaisance el du comite des fetes,Comité de la Société de Bienfaisance el du Comité des fêtes,member,person_entry_statement,,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item,"re du bureau de la Région L y o nnaise, membre du Comité de la Société de Bienfaisance el du Comité des fêtes. TRAVAUX: Villns dp In Rn. ciété de pré",Comité de la Société de Bienfaisance el du Comité des fêtes
L1912-01276,GIROUD Joseph,L1912-01276,resolved,ORG:conseil de perfectionnement de l ecole emile loubet el du conseil centr,Conseil de perfectionnement de l'Ecole Emile-Loubet el du Conseil centr,member,person_entry_statement,,210,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f234.item,ca; la Tekia; école de la rue d'Italie. Membre du Conseil de perfectionnement de l'Ecole Emile-Loubet el du Conseil central d'hygiène. Expert près les tribunaux;,Conseil de perfectionnement de l'Ecole Emile-Loubet el du Conseil centr
L1912-01281,GLUCK André-Robert,L1912-01281,resolved,ORG:societe d horticulture,Société d'Horticulture,member,person_entry_statement,,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item,"de pouvoirs de M.Laraque, propriétaire. Membre de la Société d'Horticulture, de celle d'Apiculture de Tunisie; memb",Société d'Horticulture
L1912-01281,GLUCK André-Robert,L1912-01281,resolved,ORG:association des anciens eleves des ecoles d agriculture en tunisie el d,Association des anciens élèves des écoles d'agriculture en Tunisie el d,member,person_entry_statement,,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item,"ture, de celle d'Apiculture de Tunisie; membre de l'Association des anciens élèves des écoles d'agriculture en Tunisie el de celles des anciens élèves de l'Ecole C",Association des anciens élèves des écoles d'agriculture en Tunisie el d
L1912-01281,GLUCK André-Robert,L1912-01281,resolved,L1912-01457,Institut de Carthage,member,person_entry_statement,1893,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item,"s élèves de l'Ecole Coloniale de Tunis; membre de l'Institut de Carthage, de la France hippique, etc. Gérant de ",Institut de Carthage
L1912-01291,GOUNOT André,L1912-01291,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item,"gé les publications de l'A. A. E. E. T. Membre de la Conférence Consultative (1"" collège, 4"" circonscription). Vice-p",Conférence Consultative
L1912-01291,GOUNOT André,L1912-01291,resolved,ORG:municipalite de souk elkhemis,Municipalité de Souk-elKhemis,vice_president,person_entry_statement,,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item,"ative (1"" collège, 4"" circonscription). Vice-président de la Municipalité de Souk-elKhemis. Médailles d'or et d'argent aux Exposit",Municipalité de Souk-elKhemis
L1912-01291,GOUNOT André,L1912-01291,resolved,ORG:caisse rurale et de la bibliotheque populaire de souk el khemis,Caisse rurale et de la Bibliothèque populaire de Souk-el-Khemis,founder,person_entry_statement,,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item,"ricoles de Béja, Mateur et Tunis, 1907. Fondateur de la Caisse rurale et de la Bibliothèque populaire de Souk-el-Khemis.",Caisse rurale et de la Bibliothèque populaire de Souk-el-Khemis
L1912-01294,GOUTTENOIRE Jean,L1912-01294,resolved,ORG:societe generale des huileries du sahel tunisien,Société générale des Huileries du Sahel Tunisien,director,person_entry_statement,,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item,"IRE (Jean), 17 juin 1879, -Lay (Loire). Directeur de la Société générale des Huileries du Sahel Tunisien, Sousse. 24 déc. 1900.",Société générale des Huileries du Sahel Tunisien
L1912-01302,GRÉBAUVAL Lôonidas-Adolphe,L1912-01302,resolved,ORG:conseil de l ordre a la conference des avocats stagiaires,Conseil de l'ordre à la Conférence des avocats stagiaires,member,person_entry_statement,,213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f237.item,Paris; ancien magistrat à Tunis; ancien membre du Conseil de l'Ordre des avocats de Tunis.,Conseil de l'Ordre des avocats de Tunis
L1912-01319,GUËGAN Jules-Fortuné,L1912-01319,resolved,ORG:service de sante de la division d occupation cle tunisie,Service de Santé de la Division d'occupation cle Tunisie,director,person_entry_statement,,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item," Kef. En 1.901, a. fait l'intérim comme directeur du Service de Santé de la Division d'Occupation de Tunisie. Actuellement en retraite par anticipat",Service de Santé de la Division d'Occupation de Tunisie
L1912-01319,GUËGAN Jules-Fortuné,L1912-01319,resolved,ORG:service de sante maritime,Service de Santé maritime,director,person_entry_statement,,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item,t de l'Hygiène publique de la. Régence; directeur du Service de Santé maritime. Campagne de guerre 1882-83. Tunisie. N,Service de Santé maritime
L1912-01319,GUËGAN Jules-Fortuné,L1912-01319,resolved,ORG:commission d examen des inventions interessant l armee,Commission d'examen des inventions intéressant l'armée,member,person_entry_statement,,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item,(archéologie romaine et punique). A été membre de la Commission d'examen des inventions intéressant l'armée en 1890 (Ministère de la Guerre). Décoré de la M,Commission d'examen des inventions intéressant l'armée
L1912-01320,GUELLATY,L1912-01320,resolved,L1912-00556,Cercle Tunisien,secretary,person_entry_statement,1908,215,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f239.item,"té sportive « La Musulma-, ne »; ancien secrétaire du Cercle Tunisien. Collaboration au journal «Le Tunisien»",Cercle Tunisien
L1912-01321,GUELLATY Omar,L1912-01321,resolved,ORG:colonie agricole indigene de lansarine d e p u i s sa creation,Colonie agricole indigène de Lansarine d e p u i s sa création,director,person_entry_statement,,215,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f239.item,". du Cambodge, off. du Nichan-lftikhar. Directeur de la Colonie agricole indigène de Lansarine d e p u i s sa création, en 1903. 1"" déce m b r e 1900. ETUDES ",Colonie agricole indigène de Lansarine d e p u i s sa création
L1912-01321,GUELLATY Omar,L1912-01321,resolved,L1912-00556,Cercle Tunisien,member,person_entry_statement,1908,215,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f239.item,aintCyr. Chef de bataillon en retraite. Membre du Cercle Tunisien. Campagne de 1870-71; insurrection algé,Cercle Tunisien
L1912-01325,GUÉNIER Henri-Eugène,L1912-01325,resolved,ORG:comile de l unis,Comilé de 'l'unis,member,person_entry_statement,,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item,"e la Ligue française de l'Enseignement, membre du Comilé de 'l'unis pendant un an; membre du Comité des fêtes organisées ",Comilé de 'l'unis
L1912-01325,GUÉNIER Henri-Eugène,L1912-01325,resolved,ORG:comile des fetes organisees a l occasion de la visite de m,Comilé des fêtes organisées à l'occasion de la visite de M,member,person_entry_statement,,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item,bre du Comilé de 'l'unis pendant un an; membre du Comité des fêtes organisées à. l'occasion de l'inauguration du port d,Comité des fêtes organisées à
L1912-01325,GUÉNIER Henri-Eugène,L1912-01325,resolved,ORG:societe,Société,president,person_entry_statement,,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item,ion de l'inauguration du port de Tunis; président de la Société. «L'Harmonie de Bizerle»; membre fondat,Société
L1912-01325,GUÉNIER Henri-Eugène,L1912-01325,resolved,ORG:comile des fetes organisees a l occasion de la visite de m,Comilé des fêtes organisées à l'occasion de la visite de M,member,person_entry_statement,,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item,ans; membre corr. de la Mission laïque; membre du Comilé des fêtes organisées à l'occasion de la visite de M. Loubel. président de la République; a ,Comilé des fêtes organisées à l'occasion de la visite de M
