entry_id,headword,sort_key,entry_type,classification_rule,segmentation_rule,page_first,page_last,view_first,view_last,n_chars,n_paragraphs,n_portraits,ocr_confidence,page_url,image_url,text
L1912-00036,Aïn,AIN,topic,residual,alphabetical_window,5,5,29,29,58,1,0,0.995,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"Aïn. Mot arabe qui signifie source, point d'eau, fontaine."
L1912-00037,AIN-ALLËGA,AINALLEGA,place,administrative_unit,anchor_surname,5,5,29,29,301,1,0,0.9275,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-ALLËGA. C. c. de Souk-el-Arba, a.nn. de Tabarca, caïdat d'Aïn-Draham. Mine de plomb et zinc, 427 hectares. A :I2- kilom. du port de Tabarca. Concession du 3 sept. 1904. Compagnie des Minerais de fer magnétique du Mokta-elHadid, représentée par M. Petit, ingénieur, 35 bis, rue Es-Sadikia, à Tunis."
L1912-00038,AIN-BEIA,AINBEIA,place,administrative_unit,anchor_surname,5,5,29,29,83,1,0,0.933,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,AIN-BEIA. C. c. et caïdat de Souk-elArba. Poste forestier. A 24 kilom. d'AïnDraham.
L1912-00039,AIN-BIT.TAR,AINBITTAR,place,administrative_unit,anchor_surname,5,5,29,29,72,1,0,0.8765,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-BIT.TAR. C. c. et caïdat de Bl zerle, village à 5 kilom. de Bizerte."
L1912-00040,AIN-BOU-DEROUA,AINBOUDEROUA,place,administrative_unit,anchor_surname,5,5,29,29,68,1,0,0.955,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-BOU-DEROUA. C. c. du Kef, annexe de Teboursouk. Mine de calamine"
L1912-00041,AIN-DJENANE,AINDJENANE,place,administrative_unit,anchor_surname,5,5,29,29,139,1,0,0.9197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-DJENANE (Domaine d'). C. c. e caïdat de Béja. Propr. de 70 hecl., dam le Bled-Béja, à 1 kilom. de Béja, ap partenant à M. Jean Leclerc."
L1912-00042,AIN-DRAHAM,AINDRAHAM,place,administrative_unit,anchor_surname,5,5,29,29,753,1,0,0.9172,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-DRAHAM. C. c. de Souk-el-Arba, annexe et caïdat de Tabarca,à 27 kilom. de Tabarca, à 37 de La Calle (Algérie), à 4-0 de Souk-el-Arba et à 195 de Tunis. Situé en pleine forêt de la Kroumiric, site très pittoresque. Centre d'excursions et de promenades ravissantes; alli. : 800™. Municipalité; audience foraine de Justice de Paix le 1"" el 2' jeudi de chaque mois: brigade de gendarmerie; poste de police; recette municipale; inspection des Eaux et Forêts; conducteur des Ponts et. Chaussées; médecin militaire; dispensaire; internats de garçons et de filles: école; église catholique: huissier. Marché le. lundi. Poput. : 600 habitants, dont 2-50 Français. Sources abondantes. Hôtels. Exploitation de liège' et de tanin. Elevage de porc. [3 -1JP iragB"
L1912-00043,AIN-EL-ASKER,AINELASKER,place,administrative_unit,anchor_surname,5,5,29,29,486,1,0,0.9261,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-EL-ASKER. C. c. de Tunis; caïdat de la Banlieue. Centre de colonisation sur la route de Pont-du-Fahs, à 35 kilom. de Tunis et à 8 kilom. de la station de Chcylus (Djebel-Oust) sur la ligne B.-G. de Tunis à Zaghouan ; poste de police; médecin; infirmerie-dispensaire: école. Les principaux propriétaires sont MM. E.Machuel. Rousseau. Krayenbûhl, Houde, de Vibaye. Dulfô, Obert, Teulière. Guenardeau, de Fonclare. etc. Marché le lundi; dans le marché, fontaine avec abreuvoir, [x] If?"
L1912-00044,AIN-FADDA,AINFADDA,place,administrative_unit,anchor_surname,5,5,29,29,148,1,0,0.9153,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-FADDA (Domaine d'). C. c. el, caïdat de Béja. dans la région des BledBéja. 100 hecl... à 6 kilom. de Bôjà; appartenant à M. de Witte — Rebahine."
L1912-00045,AIN-GARCI,AINGARCI,cross_reference,see_also_only,anchor_surname,5,5,29,29,21,1,0,0.847,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,AIN-GARCI (V. Garci).
L1912-00046,AIN-GHRASESiA,AINGHRASESIA,place,administrative_unit,anchor_surname,5,5,29,29,167,1,0,0.8997,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-GHRASESiA. C. c. el caïdat de Kairouan. 4^^(1-1) sur la ligne B.-G., à 49 kilom. de Sousse et à 9 kilom. de Kairouan. Bifurcation de la ligne d'I-lencliir-Souatir."
L1912-00047,AIN-GUERIT-EL-FOUL,AINGUERITELFOUL,place,administrative_unit,anchor_surname,5,5,29,29,123,1,0,0.8628,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-GUERIT-EL-FOUL ('Domaine d'). C. c. et caïdat de Béja. Propr. de 30 hect., dans le Bled-Béja, appartenant û M. Parneix."
L1912-00048,AIN-HALLOUF,AINHALLOUF,place,administrative_unit,anchor_surname,5,5,29,29,142,1,0,0.9152,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-HALLOUF. C. c. et caïdat de Sousse. ftê (A), sur la ligne B.-G., à 87 kilom. de Tunis, 63 de Sousse, 13 d'Enfidaville el à S de Bou-Ficha."
L1912-00049,AIN-HEDJA,AINHEDJA,place,administrative_unit,anchor_surname,5,5,29,29,357,1,0,0.9579,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,"AIN-HEDJA. C. c. du Kef, ami. el caïdat de Teboursouk. L'antique Agbia. Ruines d'une petite cité située près de Dougga et à 10 kilom, de Teboursouk. Remarquable forteresse byzantine encore utilisée comme fondouk et bâtie sur une belle et abondante source. Vestiges de monuments .notamment d'un amphi; théâtre. La. voie de Carthage à Thevesle la. traversait."
L1912-00050,AIN-JEFNA,AINJEFNA,place,administrative_unit,anchor_surname,5,5,29,29,135,1,0,0.9512,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f29/full/full/0/native.jpg,AIN-JEFNA. C. c. de Bizerte et caïdat de. Moteur. Village a 27 kilom. de Mateur. ## (S) sur la ligne B.-G. de Mateur à Aïn-Jefna. D. A.
L1912-00051,AIN-KHEMOUDA,AINKHEMOUDA,place,administrative_unit,anchor_surname,6,6,30,30,248,1,0,0.909,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-KHEMOUDA. C. c. de Thala, caïdat des Fraichiches. Mine de plomb et de zinc, à 18 kilom. de Kasserine et à 33 kilom. de Thala, 6S0 hect. Conc. du 22 nov. 1908. M. Auguste Galtier, à Bône, représenté par M. Balelraud, 28. rue Es-Sadikia, à Tunis."
L1912-00052,AIN-MESRIA,AINMESRIA,place,administrative_unit,anchor_surname,6,6,30,30,196,1,0,0.9142,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-MESRIA. C. c. et caïdat du Kef. ^4 (S) sur la ligne B.-G. de Tunis, à Kalaâ-Djerda, à 37 k. de Pont-du-Fahs, 200 k.à 14 du Ksour, à 80 de Gaffour, à 200 de Tunis et à 34 de Kalaâ-Djerda. D. A."
L1912-00053,AIN-MOULARÈS,AINMOULARES,place,administrative_unit,anchor_surname,6,6,30,30,245,1,0,0.9177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-MOULARÈS. C. c. et caïdat de Gafsa. Gisements de phosphates, découverts par la Société « La Floridienne » et rachetés par la Compagnie de Gafsa. 'M^L (S) sur la ligne de Sousse à HenchirSouatir, à 40 k. ouest de Gafsa et à 35 k. de Metlaoui."
L1912-00054,AIN-REKOUB,AINREKOUB,place,administrative_unit,anchor_surname,6,6,30,30,215,1,0,0.9183,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-REKOUB. C. c. de Bizerte et caïdat de Mateur. Centre de colonisation. s^È (S) sur la ligne B.-G. de Tunis à Bizerte, à 50 k. de Tunis et à 48 de Bi.zerte. A. P. W . Propr.: MM. de Bazignan, Boissonnas, Wartelle."
L1912-00055,AIN-ROUMI,AINROUMI,place,administrative_unit,anchor_surname,6,6,30,30,77,1,0,0.9697,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-ROUMI. C. c. et caïdat de Béja. Mines, à S k. de Khanguet-Kef-Tout. D. A."
L1912-00056,AIN-SAIDEN,AINSAIDEN,place,administrative_unit,anchor_surname,6,6,30,30,54,1,0,0.8495,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-SAIDEN. C. c. de Gabès. à 40 k. de Kebili. D. A. ,"
L1912-00057,AIN-SBAA,AINSBAA,place,administrative_unit,anchor_surname,6,6,30,30,87,1,0,0.965,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-SBAA. C. c. de Souk-el-Arba, annexe et caïdat de Tabarca, à 17 k. de Tabarca. D. A."
L1912-00058,AIN-SELLAM,AINSELLAM,place,administrative_unit,anchor_surname,6,6,30,30,59,1,0,0.9435,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-SELLAM. C. c. et caïdat de Béja, à 12 k. de Béja. D. A."
L1912-00059,AIN-SLIMAN,AINSLIMAN,place,administrative_unit,anchor_surname,6,6,30,30,109,1,0,0.8933,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-SLIMAN. C. c. de Sousse, caïdat de Mahdia. 4&&(A) sur la ligne B.-G., à 58 k. de Sousse et à 5 de Mahdia."
L1912-00060,AIN-TOUNGA,AINTOUNGA,place,administrative_unit,anchor_surname,6,6,30,30,796,1,0,0.9751,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-TOUNGA. C. c. de Béja, annexe et caïdat de Medjez-el-Bab. Source située sur la route de Tunis au Kef, entre Testour et Teboursouk; ancien camp militaire au moment de l'occupation. ARCHÉOL. : ruines de l'antique Thingnica, belle forteresse byzantine flanquée de tours; portes; grand temple orné de belles sculptures; bases d'un arc de triomphe; amphithéâtre; santuaire de Saturne (emplacement effacé), édifice demicirculaire et monument à deux absides se faisant face, qu'une fouille n'a pu déterminer. Sur une colline voisine restes d'un poste avec porté. Dans le voisinage, la pittoresque vallée de l'oued Khalled; ruines de Ben-Ergueïa, l'antique Sustri, et d'El-Goléa, sur la voie de Cartilage à Theveste, bordée de bornes militaires; ruines d'Enchir-Dermoul eja. Propr. :1e colonel Dunal."
L1912-00061,AIN-ZANNQUCB,AINZANNQUCB,place,administrative_markers,anchor_surname,6,6,30,30,105,1,0,0.9283,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AIN-ZANNQUCB, C. ç, et .caïdat de Gafsa. -^. (A) sur la ligne S.-G. de Sfax à Metlaoui. A 27 k. de Gafsa."
L1912-00062,AISSAOUA,AISSAOUA,topic,residual,anchor_surname,6,6,30,30,552,1,0,0.9779,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AISSAOUA (littéralement : jésuite) ordre religieux fondé en 830 de l'hégire par le chérif Si Mohamed ben Aïssa, d'origine marocaine,et dont le tombeau est à Fez. Un des cinq ordres les plus répandus. Les adeptes se livrent à des pratiques étranges, telles que l'absorption de charbons incandescents, de verre pilé, de clous, de reptiles et de scorpions. Ces exercices, que les musulmans considèrent encore comme des miracles, se font heureusement de plus en plus plus rares en Tunisie. Les Aïssaoua les plus réputés de la Régence sont ceux de Kairouan."
L1912-00063,AKOUDA,AKOUDA,place,administrative_unit,anchor_surname,6,6,30,30,179,1,0,0.8916,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"AKOUDA. C. c. et caïdat de Sousse «SBà (A) sur la ligne B.-G. de Tunis à Sousse, à 4 k. de Kalaâ-Kebira et à 9 de Sousse. POPUL. : 2.800 hah. Elevage de bestiaux; huileries. D. A."
L1912-00064,Alaoui,ALAOUI,person,forenames_and_life_dates,alphabetical_window,6,6,30,30,726,2,0,0.9699,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"Alaoui (Collège). Etablissement d'enseignement situé place aux Chevaux avec annexe rue d'Arles, à Tunis. Fondé en 1884, sur l'initiative du bey Ali et avec les encouragements du Gouvernements français, en vue de la coéducation de la jeunesse indigène et de la jeunesse européenne. Le collège Alaoui comprend : une école primaire élémen- ■ taire servant d'école d'application, une école primaire supérieure, une école normale qui assure le recrutement des maîtres français et indigèneôs pour les écoles primaires et franco-arabes de la Régence. Le collège Alaoui est fréquenté par 650 élèves environ, français, musulmans, italiens, mal lais, israélites, etc. Directeur : M. le professeur Loth, inspecteur d'Académie hors cadre."
L1912-00065,Alaoui,ALAOUI,person,forenames_and_life_dates,alphabetical_window,6,6,30,30,834,3,0,0.9277,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"Alaoui (Musée). Le musée Alaoui, inauguré le 7 mai 1888 et définitivement ouvert au public le 9 avril 1891, a été installé dans l'ancien harem du bey Mohamed, au palais du Bardo. Il comprend : Au premier étage, un Igrand patio couvert, fort beau avec ses colonnades de marbre et ses pendentifs sculptés, une grande salle des mosaïques dont le plafond est formé par une coupole à caissons dorés de plus pur style arabe, la salle des femmes dont les voûtes sont en plâtre ajouré, d'un travail admirable et du style arabe le plus exquis. Le musée Alaoui est ouvert tous les jours, lundi excepté : le matin de 8 h. J à 11 h. J; le soir, du 16 octobre au 15 février, de 1 heure à 4 4heures, et du 16 février au 15 octobre, de 2- h. à 5 h. . L'entrée est gratuite le dimanche. Les autres jours il est perçu un droit delfr. . par personne. '"
L1912-00066,ALAPETITE,ALAPETITE,person,caps_headword_with_forenames,anchor_surname,6,6,30,30,48,1,0,0.9965,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f30/full/full/0/native.jpg,"ALAPETITE (Gabriel), voir au début de l'ouvrage,"
L1912-00067,ALBERT,ALBERT,person,forenames_and_life_dates,anchor_surname,7,7,31,31,307,1,0,0.969,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f31/full/full/0/native.jpg,"ALBERT (Léon-Auguste), 25 déc.1860, Alger, off. du Nichan-Iftikhar, Médaille coloniale, agrafe «Tunisie». Entreposeur des Monopoles à Gabès. 1881 (pendant l'expédition militaire; engagé volontaire); vice-président du Cercle civil français de Gabès; vice-président de l'Union des Services Financiers à Gabès."
L1912-00068,ALBERTINI,ALBERTINI,person,caps_headword_with_date,anchor_surname,7,7,31,31,558,3,1,0.9176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f31/full/full/0/native.jpg,"ALBERTINI (Cl au de-François) ,15 déc. 1858, Vescovato (Corse), chev. de la Légion d'honneur, Médaille miltaire, Médaille coloniale, off. du Nichan-Iftikhar, Lieutenant des Douanes à Sfax. 27 juillet 1881 (pour l'expédition, comme volontaire). Lieutenant de réserve au 4° zouaves. Arrivé en Tunisie en 1881, en qualité de sousofficier du 55"" de ligne, a pris part à toute l'expédition (colonne Logerol); en 1892, est passé aux compagnies mixtes ; a pris part à la pacification du Sud tunisien el a. contribué comme adjudant à la. formation du 4° tirailleurs."
L1912-00069,ALBERTINI,ALBERTINI,person,forenames_and_life_dates,anchor_surname,7,7,31,31,203,1,0,0.897,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f31/full/full/0/native.jpg,"ALBERTINI (Paul), 14 déc. 1865, Casa.glione, OIT. d'Aja.ccio (Corse) off. d'Académie, off. du Nichan-Iftikhar. Commissaire de police (au titre français) à Tunis. 16 mars 1908. ETUDES : Collège d'Aiuccio."
