entry_id,headword,sort_key,entry_type,classification_rule,segmentation_rule,page_first,page_last,view_first,view_last,n_chars,n_paragraphs,n_portraits,ocr_confidence,page_url,image_url,text
L1912-00105,ANTERRIEU,ANTERRIEU,person,forenames_and_life_dates,anchor_surname,14,14,38,38,508,1,0,0.8558,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f38.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f38/full/full/0/native.jpg,"ANTERRIEU (Auguste), 14 mai 1862, Gigean (Hérault), conseiller à la Cour d'appel de Riom. SUCCESS' : avocat,18S4; attaché à. Saigon, 24 nov. 93;4 juge suppléant, 17 mai 1S95; substitut à Saigon, août 1S95; juge président à Beutré, nov. 1895; lieutenant-juge à Mytho, 20 fêv. 1896; juge à Saigon, mars 96; juge président à Vinli-I-long, mai 96; vice-président du Tribunal mixte à Tunis, 11 juin 1896; juge à Tunis, 17 mars 1899; jirésiclent du Tribunal mixte, avril 1896. Conseiller à la Cour d'appel de Riom."
L1912-00106,ANTOINE,ANTOINE,person,caps_headword_with_date,anchor_surname,14,14,38,38,163,1,0,0.9194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f38.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f38/full/full/0/native.jpg,"ANTOINE. 1857, chev. de la Légion d'honneur, Médaille militaire, off. du Nichan-Iftikhar,Médaille coloniale. Contrôleur principal des Monopoles à Tunis. Déc. 1890."
L1912-00107,ANTONINI,ANTONINI,person,forenames_and_life_dates,anchor_surname,14,14,38,38,546,2,0,0.9209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f38.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f38/full/full/0/native.jpg,"ANTONINI (César), 25 juin 1870, Caggia (Corse). Commissaire de police chargé de la banlieue, 3S, rue de Colniar, Tunis. 22 sept. 1894. Brevet de capacité pour l'enseignement primaire. .SUCCÈS' : agent de police le 1"" oct. 1894; secrétaire, inspecteur, enfin commissaire le 1"" avril 1900. AOUINA (L'). C. c. de Tunis, caïdat de la banlieue. Halte sur la ligne Tunis-La Gouletle. Lieu de la bataille où fut défait Régulus lorsqu'il vint attaquer Cartilage. A 5 kilom. de la Soukra. Princ. propr. : Bouillet, Cassignaud, David, Ricklin, comte Raffo."
L1912-00108,AOUDSIA,AOUDSIA,place,administrative_markers,anchor_surname,14,14,38,38,129,1,0,0.8985,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f38.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f38/full/full/0/native.jpg,"AOUDSIA. Ce. et caïdat de Bizerte, dans la plaine d'Utique, à 10 kilom. de Porto-Farina. POPUL. : 700 hab. Marché le jeudi. D. A."
L1912-00109,Apiculture,APICULTURE,topic,residual,alphabetical_window,14,16,38,40,10354,38,0,0.9626,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f38.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f38/full/full/0/native.jpg,"Apiculture. L'origine de l'apiculture tunisienne remonte aux premiers habitants de ce pays; de tout temps les Arabes ont été de grands amateurs de miel; encore de nos jours, ils regardent le miel comme une fée devant guérir tous les maux ""et procurer tous les plaisirs. MIEL ET CROYANCES ARAEES. Le miel était pour l'Arabe comme la réunion de la magnificence et de la somptuosité du paradis, comme la nourriture céleste la plus pure. Aussi joue-t-il dans la vie de ce peuple, depuis les temps les plus reculés, un rôle historique. « Mange du miel, mon fils, dit Mahomet dans le Coran, car le miel n'est pas seulement une bonne nourriture, mais encore un remède très utile contre maintes maladies. » On trouve dans le Code l'Islam qu'un homme vint un jour à Mahomet et lui raconta que son frère était atteint de violentes douleurs dans le corps et était sur le point de mourir. Le Prophète alors lui conseilla de lui donner du miel; l'homme suivit ce conseil. A quelque temps de là, il revint vers Mahomet et lui raconta que la médecine ordonnée avait semblé augmenter le mal. Le Prophète lui répondit :« Retourne, et donne à ton frère du miel, encore du miel, toujours du miel, car Dieu dit la vérité et le corps de ton frère a menti». Et le malade, après avoir suivi les conseils du Prophète, sentit bientôt renaître en lui force et santé. D'après la croyance des mahoniétans, les justes, après la résurrection, se rafraîchiront avec du miel dans le paradis. La croyance des musulmans a aussi placé les abeilles dans le paradis, car sans abeilles point de miel et sans miel point de paradis. L'APICULTURE ARABE. AU point de vue apicole, les Arabes sont très adroits et beaucoup plus expérimentés qu'un grand nombre de nos campagnards français. Leurs ruches sont en osier tressé, en ôcorce de chêne-liège, en férules et rarement en poterie. Les ruches sont placées horizontalement, côte à côte, généralement sur terre et sur deux rangées superposées, le tout recouvert de diss ou d'herbes; elles mesurent, environ 0""' 20 de diamètre sur i.'"" 20 de long; les deux extrémités du cylindre sont fermées par une rondelle en paille tressée ou en liège; les rayons sont établis tous « à bâtisses chaudes ». Pour obenir cette disposition, l'Arabe a. soin, en logeant son essaim, d'y placer auparavant, clans la direction choisie, un rayon de couvain pris à une autre «djeba» (ruche) qu'il fait tenir au moyen de chevilles en bois. Pour récolter, il retire la rondelle d'arrière et taille les rayons, puis celle de devant, il emporte le tout à son gourbi. Quand la saison est bonne, il retire trois à quatre litres de miel par djeba qu'il va vendre au marché voisin. La cire, provenant du pressurage à la main du miel, est mise en houles et vendue, ou du moins échangée, contre de petits bibelots à un colporteur juif. L'Arabe est très gourmand de miel; aux noces et aux fêtes de sa religion, il en consomme de grandes quantités, en nature, en sirops parfumés ou en gâteaux «zlabia». Les riches font une boisson miellée composée de jus de citrons et de miel liquide. Quand un Arabe de la lente veut régaler un «roumi» ou ses amis, il leur sert du beurre et du miel fondus ensemble, et chaque convive, accroupi sur la natte, trempe son morceau de galette dans la sauce. Les Arabes ont un moyen fort ingénieux de voler les ruches aux Européens : ils se rendent de nuit au rucher, attachent une longue corde à la caisse convoitée, puis l'autre bout de la corde au barda (selle) d'un âne ou d'un mulet; ils vont ainsi à l'oued, y noient les pauvres abeilles et prennent le miel. Les Arabes ne connaissent pas l'étouffage au soufre; pour toutes leurs opérations, ils se servent d'une sorte de sabot en terre garni de charbons ardents et de graines de thuyas ou autres brindilles; ils ne prennent pas de voile et n'ont souvent même pas de pantalon, ce qui ne les empêche pas de n'être piqués que très rarement. La ruche « Régence » peut remplacer avantageusement la djeba des Arabes, par sa construction simple, son bas prix (environ 1 fr. 50) et par les beaux produuifs en miel en rayons qu'elle donne. Beaucoup de colons, qui n'ont ni le temps ni le goût de l'apiculture mobiliste feraient bien de l'employer comme début. La ruche «Régence» est très recommandable dans le système d'apiculture en métayage entre Français et Arabes. INSTALLATION MODERNE D'UN RUCHER EN TUNISIE. Quand on veut faire de l'apiculture par agrément ou par spéculation, il n'y a. pas à hésiter, il faut accepter de suite la ruche à cadres, la seule qui donne des satisfactions et permette de faire une culture moderne intensive. De nos jours, les modèles de ruches à cadres sont nombreux; il y en a pour tous les goûts et toutes les bourses. Pour éviter à nos lecteurs des re- . cherches et des expériences coûteuses, nous recommandons la ruche cadres moderne dite «Coloniale» ci-jointe. Depuis plus de quinze ans, elle a fait ses preuves en Tunisie; sa construction et ses principes sont adaptés au climat tunisien et à l'abeille punique; elle permet la production des essaims et des reines sélectionnés. A titre d'indication, nous donnons cidessous un croquis de l'organisation d'un rucher moderne chez le colon. Le colon fait généralement de l'apiculture sédentaire ; en faisant de l'apiculture pastorale, les produits pourront être doublés et triplés. Les personnes qui s'intéressent à l'apiculture pastorale trouveront d'uiles conseils dans le «Bulletin d'Horticulture, d'Apiculture et d'Aviculture » (année 1908) de la Société d'Horticulture tunisienne. FRAIS D'INSTALLATION : Construction de 100 ruches «Coloniales» à 10 fr. pièce. 1.000 » Achat de 100 djeba à 6 fr. l'une . 600 » Extracteur, outillage 'd'apiculture et de menuiserie.. 200 » TOTAL FR. 1.800 » Production annuelle : 100 ruches à 12 kilos par ruche et à 1 fr. le 1Q1O....FR. 1.200 » 20 essaims à 5 fr 100 » .12 kilos de cire à 3 fr. 30.... 42. » TOTAL FR. 1.342' » Frais annuels d'exploitation : Intérêts du capital FR. 108 » Travaux d'apiculture ': dix journées à 5 fr 50 » TOTAL FR. 158' » Balance : Produits annuels Fn. 1.342 » Frais annuels d'exploitation. 15S » Bénéfices nets annuels..FR. 1.184 » Soif plus de 60 % du capital engagé, 1.184 fr. représentant le loyer d'une grosse ferme payé par les abeilles. L'ABEILLE PUNIQUE. L'abeille punique est excessivement laborieuse ; elle sait buliner par les temps chauds et froids; elle est un peu plus petite que les abeilles d'Europe, qualité qui lui permet de butiner avec succès sur les fleurs à corolles étroites et profondes. Sélectionnée et conduite selon son tempérament, elle est,très maniable et surtout peu essaimeuse si l'on sait la tenir en activité de travail nouveau. L'essaimage commencé se continue jusqu'à épuisement de la souche, si l'apiculteur ne sait y mettre un frein. La même ruche essaime sept à huit fois et plus. Elle élève par centaines des cellules royales; pour ce fait, elle est recherchée des éleveurs de reines et d'essaims; elle se conserve et prospère même en nucléi, ce qui fait l'affaire du débutant et du marchand. Le producteur de miel n'a aucun intérêt de la changer : c'est la reine du climat; elle n'est surpassé pour le travail que par l'abeille chypriote. LA MIELLÉE EN TUNISIE. La miellée est très variable en Tunisie; elle est absolument subordonnée aux pluies. En automne, si les pluies sont tôt et fortes, il y a essaimage et de la miellée vers la fin novembre sur les caroubiers, les bruyères, les romarins et les arbousiers. Si.le temps est doux, elle se prolongera tout l'hiver. Au printemps, il y a une miellée sur les arbres fruitiers, sur les plantes sauvages et fourragères. En juin-juillet, il y a du miel sur les eucalyptus, sur le thym el sur les faux-poivriers. En règle générale, la miellée est longue, mais rarement bien forte. L'APICULTURE MOBILISTE EN TUNISIE. M. Piller, le marchand de machines bien connu, paraît être l'introducteur de l'apiculture mobiliste en Tunisie. Il créa, il y a déjà longtemps, sur son vaste domaine de Ksar-Tyr, un grand rucher de rapport en ruches « Anglaises ». M. Térisse, à La Manouba, fit connaître les ruches à cadres «Dadant Suisse», qu'il céda depuis à la ferme-école de Djedeïda. M. Crevât, à son tour, fit l'introduction des ruches «Dadant Blatt», de son invention; son rucher est actuellement exploité par M. Genillon, à Sans-Souci, près de Tunis. Entre temps, plusieurs essais eurent lieu à l'Ecole Coloniale d'Agriculture de Tunis, ruches «Coloniale», «Dadant», « de Layens », etc. Vers 1900-1901, le commandant Défiance fonda la Société d'Apiculture de Tunisie, avec M. Ducroquet fils; il propagea la ruche «Algérienne», du regretté docteur Reisser, fondateur et président de la Société des Apiculteurs Algériens à Alger. M. Mecker, puis M.. Ducroquet présentèrent chacun une nouvelle ruche à cadres; ils modifièrent avantageusement l'ancienne r u-c h e d'observation de « Abott ». Pour noire part, vers 1899-1900-1901, nous fîmes connaître la ruche renversable, lu. ruche à bâtisses chaudes, la ruche pour ruchers couverts, la ruche italienne, la ruche diagonale; la plane à désoperculer; le chocolat au miel; l'abeille française, l'abeille belge, l'abeille itajhenne, l'abeille chypriote, l'abeille carniolienne, l'abeille du Caucase, etc., etc. Au concours de Nabeul 1904, nous exposions les ruches américaines de «Root», l'apiculture italienne, l'apiculture allemande, llapiculture américaine, etc., etc. L'élevage des mères sélectionnées (Pratt). Depuis, l'apiculture mobiliste a fait son chemin en Tunisie; elle progresse lentement, mais sûrement; elle gagne chaque année quelques échelons. Au Concours agricole de Tunis de 1907, on pouvait remarquer de nombreuses ruches de tous systèmes, de beaux produits en miel et en cire. M. Georges, le dévoué secrétaire'de la Société d'Apiculture de Tunisie, exposait sa. nouvelle ruche «Alpine», de construction solide, et sur des principes inconnus jusqu'alors en Tunisie. Le cadre de la ruche «Alpine» est plus étroit en bas qu'en haut, ce qui facilite son introduction, évites les moisissures et procure ' un hivernage rationnel des abeilles. Au même Concours, on a remarqué les tableaux et cahiers apicoles de M. Georges, ainsi que les ruches d'observation de M. Genillon, et particulièrement celle de M. Ducroquet; cette dernière, pour l'étude et robservation,tient le record du monde, dans son genre. BOURGEOIS."
L1912-00110,Araba,ARABA,topic,residual,alphabetical_window,16,17,40,41,651,1,0,0.9585,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f40.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f40/full/full/0/native.jpg,"Araba. (Ce mot; masculin d'après le «Nouveau Larousse», est mis d'habitude au féminin en Tunisie, on l'orthographie souvent arabat.) Charrette empruntée, dit-on, à Malte et très appropriée aux pistes tunisiennes; elle est sans ridelles et reçoit au besoin une caisse mobile.Traînée par un seul cheval qui supporte une partie de la charge, ce véhicule, du prix de 120 à 150.francs a Tunis, porte entre 600 et 1.000 kilos, suivant l'état du chemin; il est universellement adopté pour les charrois, et notre corps d'occupation lui-même en fait usage. L'araba est presque toujours dé- t coré de figures magiques contre « le ; mauvais oeil». EUSÈBE VASSEL."
L1912-00111,Arabatier,ARABATIER,topic,residual,alphabetical_window,17,17,41,41,33,1,0,0.992,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,Arabatier. Conducteur d'un araba.
L1912-00112,Arabe,ARABE,topic,residual,alphabetical_window,17,17,41,41,483,1,0,0.9635,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,"Arabe. Nom donné aux indigènes devenus musulmans et peuplant la Tunisie depuis la domination musulmane (698). De 700 à 1600 cinq dynasties arabes, les Aghlebites, les Fathémides, les Zirides, les Almohades et les Hafsides, se succédèrent jusqu'à l'avènement de la dynastie turcque husseinite (1740) qui règne actuellement. On désigne donc sous le nom d'arabes tous les indigènes (sauf les israélites) peuplant la Tunisie. Il y a environ dans la Régence 1.800.000 arabes ou musulmans."
L1912-00113,Arabesque,ARABESQUE,topic,residual,alphabetical_window,17,17,41,41,216,1,0,0.9967,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,"Arabesque. Ornement de sculpture,de peinture, d'architecture particulièrement employé par les arabes; ils sont formés de feuillages et de fruits, de draperies el de rubans, de contrastes, groupés ou enlacés avec art."
L1912-00114,Arabisant,ARABISANT,topic,residual,alphabetical_window,17,17,41,41,119,1,0,0.9965,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,Arabisant. Nom donné à' celui qui possède complètement la langue arabe et qui a consacré à son étude de longues années.
L1912-00115,Arabophile,ARABOPHILE,topic,residual,alphabetical_window,17,17,41,41,474,2,0,0.9797,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,"Arabophile. « Qui a un engouement pour les Arabes»; néologisme très usité en Afrique. L'arabophilie, assez fréquente chez le touriste, est l'exception chez nos compatriotes sédentaires. Plus nombreux sont ceux qui donnent clans l'excès opposé, l'«arabophobie» ; mais la masse garde un juste milieu, et loin de nourrir de l'hostilité contre l'Arabe, comme on l'a prétendu naguère en France, déplore qu'il s'obstine en général à nous rester totalement étranger. EUSÈBE VASSEL."
L1912-00116,Arabophobe,ARABOPHOBE,place,administrative_markers,alphabetical_window,17,17,41,41,244,2,0,0.976,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,"Arabophobe. « Qui a une haine irraisonnée des Arabes. L'arabophobie, véritable idée fixe, hante en Afrique un certain nombre d'Européens. Voir «Bicot». E. V. ARMAND-COLIN. C. c. de Tunis, caïdat de la banlieue. Domaine près d'Aïnel-Asker. D. A."
L1912-00117,ARAD,ARAD,place,administrative_unit,anchor_surname,17,17,41,41,1725,5,0,0.9423,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,"ARAD. C. c. de Gabès, caïdat du sud de la Régence, chef-lieu Gabès. Ressort de la Recette des Contributions diverses et droits de mutations de Gabès et de l'Entrepôt des Monopoles de la même localité. Justice de paix à compétence étendue et tribunal régional indigène à Gabès. Le caïdat se divise en trois khalifaliks : Gabès, El-I-Iamma et Djerba, qui comprennent eux-mêmes 60 cheïkhats. Le caïdat se compose de deux régions distinctes : 1"" Région conlinentale,population de 45.000 habitants environ; 12.000 inscrits à la medjba. Habitants sédentaires à Gabès et dans les oasis. Dans les villages, les Hamerna, les Alega, les Gheraïria, les Beni-Zid d'El-Hamma sont en partie nomades et en partie sédentaires. Ressources économiques : oliviers 60.000, palmiers 770.000 ; élevage du mouton et du chameau. Les colons européens sont assez-rares dans la région. 2° Ile de Djerba, population 63.000 habitants environ, 8.000 inscrits à l'impôt medjba. Annexe de Contrôle civil dépendant de Gabès. Recette des Contributions diverses et droits de mutation. La création d'une justice de paix est décidée. Population adonnée au rite kharedjile, secte dissidente de l'Islam. Les Djerbiens émigrent dans les villes du nord, où ils exercent le métier d'épiciers. Ils n'emmènent jamais leurs enfants.L'îie renferme de nombreux puits. (Fruits renommés. Industrie : couvertures en laine dites «ferrachia», burnous et poteries; pêche abondante et variée. Ressources agricoles : 315.000, palmiers 400.000,vigne 500.000 pieds.arbres fruitiers 150.000; terres irrigables 12.000 hectares. Au point de vue fiscal, l'Ile de Djerba est placée sous le régime spécial d'un impôt foncier unique (khodor) dont le montant annuel est de 120.000 fr. C. V."
L1912-00118,Arbi,ARBI,place,administrative_markers,alphabetical_window,17,17,41,41,609,4,0,0.9644,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f41.item,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5505300s/f41/full/full/0/native.jpg,"Arbi. Qualité de tabac à fumer qui se vend 4 fr. le kilo. — E. V. . Arch (terres). 11 existe dans plusieurs caïdats de la Régence des territoires collectifs de tribus ou de fractions de tribu appelé «arradi arch» ou terres de tribus. Ces territoires sont inaliénables ; les membres de la tribu n'ont sur eux qu'un droit de jouissance. En vue de la sécurité des transactions et dans l'intérêt des populations, le décret beylical du 14 janvier 1901 a déterminé l'étendue de ces territoires et en a défini la situation juridique, ainsi que les conditions auxquelles peut y être constituée la propriété privative."
