entry_id,place_name,controle_civil,caidat,annexe,distance_km,distance_from,population,altitude_m,tribe_mentioned,owners_raw,has_railway_station,has_school,has_post_office,has_market,has_roman_ruins,archaeology_raw,n_chars,page_first,ocr_confidence
L1912-01770,MENZEL-BOU-ZELFA,Grombalia,,,36,Nabeul et à 9 k,2500,60,,,0,0,0,1,0,,402,287,0.8845
L1912-01771,MENZEL-DAR-BEL-OUAR,Sousse,Sousse,,13,Enfidaville,,,,,1,0,0,0,1,,222,287,0.9413
L1912-01772,MENZEL-DJEMIL,Bizerte,Bizerte,,6,Bi- zorle,0,,,,0,1,0,0,0,,595,287,0.9437
L1912-01773,MENZEL-KAMEL,Sousse,Monastir,,9,Djennnal et desservi 'par la st,1800,,,,1,0,0,0,0,,209,288,0.9367
L1912-01774,MENZEL-TEMIME,Grombalia,Cap-Bon,,50,Nabeul el à 13 le,5000,70,,,0,1,0,1,0,,351,288,0.9295
L1912-01778,MERRAZIG,,Bizerte,,,,,,,,0,0,0,0,0,,86,288,0.7983
L1912-01779,MESDOUR,Sousse,Monastir,,,,,,,,0,0,0,0,0,,71,288,0.9355
L1912-01781,MESSADINE,,Sousse,,6,Sousse,780,50,,,0,1,0,0,0,,197,288,0.9276
L1912-01782,METAMEUR,,Nefzaouu,,7,Médenine,,,,,0,0,0,0,0,,86,288,0.9447
L1912-01783,METHOUIA,Gabès,l'Arad,,,,,,,,0,0,0,0,0,,80,288,0.955
L1912-01784,METIR,Souk-el-Arba,,,,,,,,,0,0,0,1,0,,116,288,0.873
L1912-01785,METLAOUI,,,,,,,,,,0,1,0,0,0,,677,288,0.9396
L1912-01787,METLINE,Bizerte,Bizerte,,10,El-Alia,1000,,,,0,0,0,0,0,,201,289,0.895
L1912-01788,MEZZOUNA,Sfax,Sfax,,,,,,,,1,0,0,1,0,,163,289,0.9156
L1912-01791,MICHAUD,Bizerte,Mateur â,,,,,,,,1,0,0,0,0,,256,289,0.807
L1912-01795,MIDÊS,Gafsa,Djerid,,6,Ta,300,,,,0,0,0,0,0,,194,289,0.9278
L1912-01796,MIDOUN,Gabès,l'Arad,,,,,,,,0,1,0,1,0,,297,289,0.9501
L1912-01815,MOGHRANE,M'unis,,,,,,,,,1,0,1,0,0,,276,293,0.8426
L1912-01818,MOHAMMEDIA,Tunis,In banlieue,,,,,,,,0,0,0,0,0,,396,293,0.9479
L1912-01820,MOKNINE,Sousse,,,42,Sousse et à,8000,55,,,0,1,0,0,0,,247,293,0.8731
L1912-01821,MOKNINE,Sousse,Monastir,,,,,,,,0,0,0,0,0,,153,293,0.9313
L1912-01826,MONASTIR,Sousse,Monastir,,172,Tunis et à 22 kil au sud de Sou,8000,25,,,0,1,0,0,0,,733,293,0.9562
L1912-01845,MORNAGHIA,,la banlieue,,,,,,,,0,1,0,0,0,,237,296,0.9112
L1912-01850,MOUADGEN,Souk-elArba,la Regba,,22,Ghardiniaou,,,,,0,0,0,1,0,,97,297,0.9457
L1912-01855,MOUREDDINE,Sousse,Sousse,,,,400,30,,,0,0,0,0,0,,188,297,0.9342
L1912-01861,Mradja,,,,,,,,,,0,0,0,0,0,,249,298,0.8954
L1912-01863,MSAKEN,,Sousse,,,,0000,50,,,1,1,0,0,0,,261,298,0.8779
L1912-01868,MUNCHAR,Béja,Béja,,,,20,,,,0,1,0,0,0,,194,299,0.884
L1912-01881,NABEUL,,Cap-Bon,,76,M'unis,,13,,,0,1,0,0,1,,1346,301,0.9163
L1912-01885,NAS'R-ALLAH,Kairouan,Djela,,12,Pavillier el,,,,,0,0,0,0,0,,133,301,0.9603
L1912-01886,NASSEN,Tunis,la banlieue 4&,,,,,,,,0,1,0,0,0,,157,301,0.8645
L1912-01889,NECTA,,,,,,,,,,0,0,0,0,0,,99,302,0.927
L1912-01891,NEFTA,Gafsa,Djerid,,25,Tozeur,12000,,,,1,1,0,0,0,,625,302,0.826
L1912-01892,NEFZA,Béja,Béja,,,,16000,,,,0,0,0,0,0,,284,302,0.9628
L1912-01893,NEFZAOUA,,,,,,,,,,1,0,0,0,0,,1227,302,0.8766
L1912-01896,NEMGHA,Kef,Teboursouk,,,,,,,,0,0,0,1,0,,87,302,0.9383
L1912-01897,NEMLET,Gafsa,Tozeur,,,,,,,,0,0,0,0,0,,146,302,0.9334
L1912-01899,NIANOU,,Cap-Bon,,6,Grombalia,345,,,,0,0,0,1,0,,188,303,0.9416
L1912-01913,NOUYDIR,Souk,Aïn-Draham,,26,Tabarca,,,,,0,0,0,1,0,,105,307,0.9537
L1912-01937,OUARDENINE,Sousse,Sousse,,,,2400,,,,1,0,0,0,0,,354,314,0.9118
L1912-01938,OUARTANE,Kef,Tadjerouine,,,,7000,,,,0,0,0,0,1,,343,314,0.9373
L1912-01939,Ouchtata,,La Regba,,,,,,,,0,0,0,0,0,,220,315,0.995
L1912-01940,OUDERNA,,Ourghamma et comptant 25,,,,,,Sud,,0,0,0,0,0,,755,315,0.9589
L1912-01942,OUDNA,Tunis,la banlieue,,6,Oudna,,,,,1,0,0,0,1,,229,315,0.8802
L1912-01943,OUDREF,Gabès,l'Arad,,,,1300,,,,0,0,0,1,0,,182,315,0.9626
L1912-01945,OUED-BESBÈS,,la banlieue,,5,Tunis,,,,,0,0,0,0,0,,69,315,0.924
L1912-01946,OUED-CEDRA,Souk-el-Arba,Aïn-Draham et de La Regba,,,,,,,,0,0,0,1,0,,189,315,0.9518
L1912-01948,OUED-EL-ABID,Grombalia,,,26,Menzelbou-Zelfa,,,,,0,0,0,0,0,,138,315,0.9335
L1912-01949,OUED-EL-KEBIR,Souk-el-Arba,Aïn-Draham,,,,,,,,0,0,0,1,0,,135,315,0.9688
L1912-01950,OUED-GUERMOUL,Bizerte,Mateur,,,,,,,,0,0,0,0,0,,84,315,0.9327
L1912-01951,OUED-KOHOL,,Kef,,,,,,,,0,0,0,0,0,,208,315,0.9245
L1912-01952,OUED-LAYA,,Kairouan,,,,,,,,1,0,0,0,0,,144,315,0.924
L1912-01953,OUED-MADEN,Béja,Béja,,,,,,,,0,0,0,0,0,,79,315,0.9505
L1912-01954,OUED-MAHIBEUS,Bizerte,Mateur,,,,,,,,0,0,0,0,0,,96,315,0.98
L1912-01955,OUED-MELAH,Gabès,l'Arad,,,,,,,,0,0,0,1,0,,185,315,0.9638
L1912-01956,OUED-MELIZ,Souk-el-Arba,La Regba,,,,,,,,1,0,0,1,0,,212,315,0.9108
L1912-01957,OUED-MILIANE,,la banlieue,,,,,,,"Mm* v"" d'Espaigne et M",0,0,0,0,0,,116,316,0.959
L1912-01958,OUED-RAMEL,Tunis,Zaghouan,,17,Zaghouan,,,,,0,0,0,0,0,,150,316,0.9713
L1912-01959,OUED-SARRATH,Tala,Fraichiches,,12,Djerissa,,,,,1,0,0,0,0,,202,316,0.8692
L1912-01962,OUED-ZARGUA,Béja,Medjez-el-Bab,,22,Béja et à 19 k,150,98,,,1,1,0,1,0,,612,316,0.8941
L1912-01963,OUED-ZÉEN,Souk-el-Arba,Aïn-Draham,,,,,,,,0,0,0,1,0,,199,316,0.9795
L1912-01964,OUERGHAMMA,,,,,,,,,,0,0,0,0,0,,402,316,0.9689
L1912-01966,OULAD-AOUN,,Oulad-Aoun et occupant le nord,,,,,,,,0,0,0,0,0,,269,316,0.9799
L1912-01967,OULAD-AYÂR,,Oulad-Ayar,,,,18000,,,,0,0,0,0,0,,187,316,0.9466
L1912-01968,OULAD-BOU-SALEM,,Oulad-bou-Salem et Chiahia,,,,2000,,Chiahia le caïdat des Oulad-bou,,0,0,0,1,0,,288,316,0.9526
L1912-01969,OULAD-EL-KASSEM,,,,,,,,,,0,0,0,0,0,,88,316,0.988
L1912-01970,OULAD-MADJEB,Gafsa,Djerid,,3,Deggach,600,,,,0,0,0,0,0,,102,316,0.8307
L1912-01971,OULAD-SEDIRA,,la Regba,,,,,,,,0,0,0,0,0,,161,316,0.9516
L1912-01972,OULAD-YANEG,Sfax,Sfax,,,,,,,,0,0,0,0,0,,77,316,0.98
L1912-01973,OULED-BEN-ABID,Souk-elArba,Oulad-bou-Salem et Chiahia,,3,Souk-el-Khemis,,,,,0,0,0,1,0,,109,316,0.945
L1912-01975,OULED-GASSEM,Béja,Béja,,,,,,,,0,0,0,0,0,,104,316,0.951
L1912-01977,OULED-MESKINE,Souk-elArba,Oulad-bou-Salem et Chiahia,,,,,,,,0,0,0,1,0,,117,316,0.9553
L1912-01978,OULED-SLIMAN,,Matmata,,6,Matmata et à 42 k,,,,,0,0,0,0,0,,93,316,0.9363
L1912-01980,OUM-DJEDDOUR,Tala,Madjeurs,,,,,,,,0,0,0,0,0,,80,317,0.9843
L1912-01981,OUM-DOUIL,Grombalia,Cap-Bon,,18,Menzel-M'emime,490,200,,,0,0,0,0,0,,218,317,0.9148
L1912-01982,OUM-EL-KSOB,Gafsa,Hamama,,,,,,,,0,0,0,0,0,,123,317,0.9345
L1912-01983,OUSSELTIA,Kairouan,Djelass,,,,,,,,0,0,0,0,0,,87,317,0.9757
L1912-02013,PAVILLIER,Kairouan,Djelass,,30,Hadjeb-el-Aïoun,,,,,1,0,0,0,0,,271,321,0.8984
L1912-02019,PEISEY,Béja,Medjez-el-Bab,,6,Gou'bellut,,,,,0,0,0,0,0,,141,322,0.8518
L1912-02042,PETIT-DJARA,Gabès,l'Arad,,,,,,,,0,0,0,0,0,,123,325,0.9752
L1912-02050,Phéniciens,,,,,,,,,,0,0,0,0,0,,342,326,0.9403
L1912-02057,PICHON,Kairouan,Zlass,,55,Kairouan,,,,,0,1,0,1,0,,443,328,0.9466
L1912-02089,PONT-DE-TRAJAN,Béja,Béja,,,,,,,,1,0,0,0,1,,875,332,0.9332
L1912-02090,PONT-DU-FAHS,Tunis,Zaghouan,,4,Bir-M'cherga,,,,,1,1,0,0,1,,622,332,0.9298
L1912-02092,Population,,,contrôle civil: Béja 4-2,,,1896207,,,,0,0,0,1,0,,1338,332,0.8814
L1912-02099,PORTO-FARINA,Bizerte,Bizerte,,36,Bizerte et à 4S kil,1400,,,,0,1,0,1,1,,2089,333,0.9565
L1912-02100,PORTO-FARINA,,,,2,Porto-Farina,,,,,0,0,0,0,0,,86,334,0.6917
L1912-02113,PREUILLY - LÈS - MORNAG,M'unis,,,,,,,,,1,0,0,0,0,,645,335,0.8624
L1912-02120,PROTVILLE,Bizerte,Bizerte,,25,Tunis,,,,,0,1,0,0,0,,302,336,0.9209
L1912-02135,RAF-RAF,Bizerte,Bizerte,,,,,,,,0,0,0,0,0,,434,339,0.9535
L1912-02143,RAS-EL-AIOUN,,,,,,,,,,0,0,0,0,0,,109,340,0.8467
L1912-02144,RAS-EL-DJEBEL,,Bizerte,,20,Bizerte el à,2200,,,,0,1,0,1,0,,740,340,0.9127
L1912-02145,RAS-ENGELAH,,,,15,Bizerte,,,,,0,0,0,0,0,,88,340,0.951
L1912-02146,RAS-ER-RADJEL,Souk-el-Arba,,,,,,,,,0,0,0,1,0,,318,340,0.8494
L1912-02147,RAS-TABIA,M'unis,,,,,,,,,0,0,0,0,0,,136,340,0.9575
L1912-02151,REBAHINE,Béja,Béja,,,,,,,: M,0,0,0,0,0,,540,341,0.8998
L1912-02156,REDEYEF,,Gafsa,,80,Gafsa,,,,,1,0,0,0,0,,248,341,0.9277
L1912-02175,REYVILLE,,,,3,Bou-Ficha,500,,,,0,1,0,0,0,,145,345,0.9283
L1912-02176,RHEDIR-ES-SOLTANE,M'unis,la banlieue,,4,Aïn-el-Asker et près de Bir-M'c,,,,,1,0,0,1,0,,303,345,0.8964
L1912-02185,RIHANA,Kef,Teboursouk,,,,,,,M. le capitaine Gondouin,0,0,0,1,0,,124,346,0.9587
L1912-02200,ROHïA,Mnclar,Ouled-Ayar,,,,15,,,"""MM",1,0,0,0,0,,315,348,0.889
L1912-02204,ROMANI,Soukel-Arba,,,,,,,,M. le conilo de Cbaba,0,0,0,1,0,,256,349,0.8683
L1912-02230,SADAGUIA,Gafsa,I-lamama,,8,Sidi-bou-Zid,,,,,0,0,0,0,0,,100,354,0.945
L1912-02234,SAF-SAF,Bizerle,,,8,Michaud),,,,,0,0,0,0,0,,295,354,0.9051
L1912-02236,SAHALI,Sousse,Sousse,,,,,,,,1,0,0,0,0,,128,355,0.969
L1912-02238,SAHLINE ou SAHALINE,,,,,,1500,,,,0,0,0,0,0,,165,355,0.9382
L1912-02239,SAIADA,,Monastir,,34,Sousse,1300,,,,0,0,0,0,0,,238,355,0.884
L1912-02240,SAIDA,Souk-el-Arba,Aïn-Draham,,,,,,,,0,0,0,1,0,,114,355,0.8843
L1912-02242,SAINT-CYPRIEN,Tunis,la banlieue,,18,Tunis et à 8 kil,,,,,0,1,0,0,0,,255,355,0.8856
L1912-02244,SAINT-GERMAIN,Tunis,la banlieue,,,,,,,,1,0,0,0,0,,352,355,0.9538
L1912-02245,SAINT-HENRI,Tunis,la banlieue,,2,Tunis,,,,,0,0,0,0,0,,267,355,0.9557
L1912-02246,SAINT-MARC,Béja Domaine,Béja Domaine,,4,Béja,,,,,0,0,0,0,0,,109,356,0.9717
L1912-02247,SAINT-MARIN-DE-THISAR,Kef,Teboursouk,el caïdat de Teboursouk,5,Thibar et à 23 de Souk-el-Khein,,,,,0,0,0,1,0,,133,356,0.9103
L1912-02249,SAINT-SERNIN,Béja,Béja,,29,Sfax,,,,"située dans la région du Munchar, à 1",1,0,0,0,1,,1335,356,0.9462
L1912-02251,SAKIET-EZ-ZIT,Sfax,Sfax,,,,,,,,1,0,0,0,0,,129,356,0.8638
L1912-02252,SAKIET-SIDI-YOUSSEF,,Kef,,45,Souk-Ahras,,,,,0,0,0,1,0,,357,356,0.8679
L1912-02258,SAKKET,Gafsa,Gafsa,,,,500,,,,0,0,0,0,0,,144,358,0.9445
L1912-02264,SALINES,Kef,Kef,,36,Fedj-et-Ta,,,,,1,0,0,0,0,,194,358,0.9342
L1912-02280,SBEITLA,Ta,Madjeur,,,,,,,,1,1,0,0,1,,926,360,0.937
L1912-02281,SBIBA,,Madjeur,,,,500,,,,0,0,0,1,1,,425,360,0.9402
L1912-02282,SBIKHA,Kairouan,Kairouan,,,,,,,,0,0,0,1,0,,228,360,0.9713
L1912-02290,SCHUIGGUI,Tunis,la banlieue,,7,Tôbourba et à 35 kil,,100,,,0,1,0,0,0,,299,362,0.8327
L1912-02298,SEBALA,Tunis,,,6,Sidi-Tabel,,,,,0,0,0,0,0,,356,363,0.9509
L1912-02300,SEBGUINE,Tunis,,,3,SidiAthman et à 8 kil,,,,,0,0,0,0,0,,184,363,0.8983
L1912-02307,SEDJOUMI,Tunis,la banlieue,,,,,,,,0,1,0,0,0,,301,364,0.9254
L1912-02308,SEDJNANE,Bizerte,Mateur,,45,Michaud,,,,,0,0,0,0,0,,99,364,0.952
L1912-02309,SEDOUIKEH,Gabès,l'Arad,,8,El-Kantara,,,,,0,0,0,0,0,,150,364,0.9463
L1912-02310,SEGERMÈS,,Sousse,,20,Zaghouan,,,,,0,0,0,0,0,,325,364,0.9129
L1912-02315,SELLEM,,Aïn-Draham,,15,AïnDraham,,,,,0,0,0,1,0,,118,364,0.9043
L1912-02317,SEMBAT,Gabès,,,3,EI-Hamma,,,,,0,0,0,0,0,,74,364,0.9295
L1912-02318,SENED,,,,30,Maknassv,300,,,,1,0,0,0,0,,160,364,0.9323
L1912-02319,SENED,,,,47,Gafsa,,,,,1,0,0,0,0,,197,364,0.902
L1912-02322,SEROUIA,,Aïn-Draham,,,,,,,,0,0,0,1,0,,123,365,0.9272
L1912-02325,SERS,Kef,Kef,,,,,,,,0,0,0,1,0,,275,365,0.9133
L1912-02334,SFAX,,,,133,Sousse,111350,,,,1,1,1,1,1,,9662,366,0.9583
L1912-02343,SIDI-ABDALLAH,,,,,,,,,,0,0,0,0,0,,600,369,0.9694
L1912-02344,SIDI- ABD - EL - AZIZ,Béja,Medjez-el-Bab,,,,,,,,0,0,0,0,0,,100,369,0.933
L1912-02345,SIDI-AHMED,Bizerle,Bizerle,,6,La Pêcherie,,,,,1,0,0,0,0,,211,369,0.9295
L1912-02346,SIDI-AHMED,Béja,Béja,,38,Béja et à 6 kil,,,,,0,0,0,0,0,,302,369,0.859
L1912-02348,SIDI-ALI-BOU-LIFA,Gafsa,Tozeur,,4,Tozeur,150,,,,0,0,0,0,0,,524,370,0.9531
L1912-02349,SIDI-ALOUANE,Sousse,Mahdia,,8,Ksour-Essaf,,,,,0,0,0,0,0,,101,370,0.947
L1912-02350,SIDI-AMEUR,Béja,Béja,,10,Munchar,,,,,0,0,0,0,0,,64,370,0.9435
L1912-02351,SIDI-AMOR-BEN-SALEM,Kef,Tadjerouine,,3,Salsala et à 8 kil,,,,,0,0,0,0,0,,255,370,0.922
L1912-02352,SIDI-AOTJN,Bizerte et caïdat de Mateur,Mateur,,3,Michaud,,,,,0,0,0,0,0,,78,370,0.926
L1912-02353,SIDI-ATHMANE,Tunis,la banlieue,,9,Chaouat,,,,,1,0,0,0,0,,201,370,0.8854
L1912-02354,SIDI-AYED,Béja,Medjez-el-Bab,,12,Gaffour et 6 d'El-Aroussa,,,,,1,0,0,0,0,,258,370,0.9063
L1912-02355,SIDI-BEL-HASSEN,Tunis et caïdat de la banlieue,la banlieue,,,,,,,,0,0,0,0,0,,384,370,0.9811
L1912-02357,SIDI-BOU-ALI,Sousse,Sousse,,27,Sousse et à 14 kil,,,,,1,0,0,0,0,,255,370,0.9356
L1912-02358,SIDI-BOU-AOUANE,Souk-elArba,Ouled-bou-Saleni,,10,Souk-el-Khemis,,,,,0,0,0,1,0,,225,370,0.9433
L1912-02359,SIDI-BOU-HADID,,,,,,,,,,0,0,0,0,0,,154,370,0.9308
L1912-02360,SIDI-BOULBABA,Gabès,l'Arad,,3,Gabès,,,,,0,0,0,0,0,,73,370,0.952
L1912-02361,SIDI-BOU-ROUIS,,Kef,,25,Gaffour et à 11 kil,,,,,1,0,0,0,0,,159,370,0.859
L1912-02363,SIDI-BOTJ-SAID,Tunis,la banlieue,,19,Tunis el à 3 kil,,,,,0,1,0,0,1,,822,370,0.9049
L1912-02366,SIDI-BOU-ZID,Gafsa,Hamama,,,,,,,,0,0,0,1,0,,675,371,0.9583
L1912-02367,SIDI-DAOUD,Grombalia,Cap-Bon,,18,Cap-Bon,,,,,0,0,0,0,1,,373,371,0.9282
L1912-02368,SIDI-EL-HANI,Sousse,Sousse,,118,Tunis,,,,,1,0,0,0,0,,331,371,0.9539
L1912-02369,SIDI-HAMMADA,Mactar,Ouled-Aoun,,19,Siliana,,,,,0,0,0,0,0,,151,371,0.9307
L1912-02370,SIDII,Kef,Kef,,15,Ebba-Ksôur,,,,,0,0,0,0,0,,174,371,0.7722
L1912-02371,SIDI-MABROUK,Tala,Fraichiches,,,,,,,,0,0,0,0,0,,216,371,0.941
L1912-02372,SIDI-MANÇOUR,,,,,,200,,,,0,0,0,0,0,,120,371,0.9007
L1912-02373,SIDI-MANSOUR,,,,20,Sfax,,,,,0,0,0,0,0,,76,371,0.9415
L1912-02374,SIDI-MESKINE,Souk-el-Arba,Djendouba,,12,Souk-el-Arba et à 11 kil,,,,,1,0,0,1,0,,278,371,0.9129
L1912-02375,SIDI-NACEUR,Béja,Medjez-el-Bab,,,,,,,,0,0,0,0,0,,203,371,0.9502
L1912-02377,SIDI-NASSEUR,,Souassi,,,,,,,,0,0,0,0,0,,90,371,0.849
L1912-02378,SIDI-SAAD,Kairouan,Djelass,,13,Pavillier et à 23 kil,,,,,1,0,0,0,0,,196,371,0.9192
L1912-02379,SIDI-SAID-EL-HARATH,Mactar,Ouled-Aoun,,12,Sidi-Zid,,,,,0,0,0,0,0,,260,371,0.9463
L1912-02380,SIDI-SALAH,Sfax,Sfax,,16,Sfax,,,,,0,0,0,0,0,,69,371,0.904
L1912-02381,SIDI-SALAH,Tunis,Zaghouan,,3,Depienne (Smindja),,,,"1 immatriculée de 353 hectares, à 3 kil",1,0,0,0,0,,938,371,0.9556
L1912-02382,SIDI-SALEM,Bizerte,Mateur,,,,,,,,0,0,0,0,0,,84,372,0.954
L1912-02383,SIDI-TABET,Tunis,,,,,,,,,0,1,0,0,0,,395,372,0.9165
L1912-02384,SIDI-ZEHILI,Kef,Teboursouk,,13,Thibaref à 34 kil,,,,,1,0,0,1,0,,200,372,0.884
L1912-02386,SIDI-ZIT,,Bizerle,,,,,,,,0,0,0,0,0,,67,372,0.9235
L1912-02388,SILIANA,Mactar,,,33,Mactar,,,,,0,0,0,1,0,,332,372,0.9824
L1912-02395,SKALBA,Grombalia,Cap-Bon,,,,,,,,0,0,0,0,0,,83,373,0.8997
L1912-02396,SKHIRA,Sfax,La Skhira,,86,Sfax,50,,,,0,0,0,1,0,,397,373,0.9358
L1912-02397,SLATA,Kef,Tadjerouine,,59,Kalâa-Djerda,,,,,1,0,0,0,0,,469,373,0.912
L1912-02398,SLOTJGUIA,Béja,,,6,Testour,,,,,0,0,0,0,1,,198,373,0.9706
L1912-02402,SMALA-DES-SOTJASSI,Sousse,,,60,Kairouan,,,,,0,1,0,1,0,,602,373,0.9001
L1912-02410,Société des Anciens Elèves de l'Ai- - liance Israélite Universelle,,,,,,,,,,0,0,0,0,0,,551,374,0.9364
L1912-02413,Société de Bienfaisance musulmane du Caïdat de Sousse,,,,,,,,,,0,1,0,0,0,,1188,375,0.9275
L1912-02436,Sociétés Républicaine des Conférences Populaires,,,,,,,,,,0,0,0,0,0,,1257,379,0.8905
L1912-02444,SODGA,Mactar,Oulud-Aoun,,,,,,,,0,0,0,0,0,,88,381,0.8767
L1912-02449,SOLIMAN,Grombalia,Cap-Bon,,,,2200,40,,,1,1,0,1,0,,498,381,0.8981
L1912-02450,SOLTHANE,Souk-elArba,La Begba,,24,Ghardimaou,,,,,0,0,0,1,0,,99,381,0.9473
L1912-02451,SOMAA,Grombalia,Cap-Bon,,,,1300,80,,,0,0,0,0,0,,218,381,0.9383
L1912-02452,SOMECH,Grombalia,Cap-Bon,,6,Grombalia,,,,,1,0,0,0,0,,146,381,0.9638
L1912-02459,SOUK-EL-ARBA,,Djendouba,,49,Pont-de-Trajan et à 23 kil,1500,150,,,1,1,0,1,1,,1059,382,0.9188
L1912-02460,SOUK-EL-DJEMAA,Mactar,Ouled-Ayar,,,,,1,,,0,0,0,1,1,,382,383,0.9636
L1912-02461,SOUK-EL-KHEMIS,Souk-elArba,Ou'led-bou-SaJem et Chiahia,,24,Pont-de-Trajan et à 22 kil,5700,,,,1,1,0,1,0,,581,383,0.9166
L1912-02462,SOUKRA,Tunis,la Banlieue,,,,,,,,0,1,0,1,0,,241,383,0.8719
L1912-02465,SOUSSE,,,,,,25000,,,,1,1,0,1,1,,5252,383,0.9574
L1912-02491,SUTTER,,,,,,,,,,0,1,0,0,0,,547,387,0.9219
L1912-02497,TABARKA,Souk-el-Arba,Aïn-Draham,,,,,,,,0,0,0,1,0,,671,389,0.9605
L1912-02498,Tabarka,,,,28,Aïn-Draham,,,,,0,0,0,1,1,,852,389,0.9141
L1912-02500,Tabeditt,Gafsa 3&- (S) sur la ligne S,Gafsa 3&- (S) sur la ligne S,,27,PhilippeThomas,,,,,1,0,0,0,0,,166,389,0.877
L1912-02503,TABOUBA,,Béja,,,,,,,,0,0,0,0,0,,114,389,0.9067
L1912-02504,TADJEROUINE,Kef,,,,,,,,,1,0,0,0,0,,320,389,0.9038
L1912-02507,TAHENT,Béja,Béja,,,,,,,,0,0,0,0,0,,89,390,0.951
L1912-02510,TAKELSA,Grombalia,,,,,,,,,0,0,0,0,0,,321,390,0.9782
L1912-02511,TAKROUNA,,Sousse,,6,Enfiduville,,,,,0,0,0,0,0,,195,390,0.9402
L1912-02512,TAMERZA,,,,,,900,,,,1,0,0,0,0,,495,390,0.8585
L1912-02513,TAMEZRED,,Matmala,,,,,,,,0,0,0,0,0,,99,390,0.846
L1912-02514,TAOUJOUD,,Malmata,,67,Gabès et à 22 kil,,,,,0,0,0,0,0,,98,390,0.9373
L1912-02517,TARF-ECH-CHENA,Tunis,,,,,,,,,1,0,0,0,1,"Ancienne Apisa majus. A signaler un beau mausolée, une grande construction avec portes et une vaste enceinte byzantine. D' L. C.",317,391,0.9263
L1912-02521,Taulierville,Tunis,la banlieue,,8,Tebourba),,,,,1,0,0,0,0,,213,392,0.9397
L1912-02526,TAZERKA,Grombalia,Cap-Bon,,17,Nabeul,500,,,,0,0,0,0,0,,108,392,0.9403
L1912-02527,TAZOGHRANE,Grombalia,Cap-Bon,,18,Menzel-Temime et à l'ouest cle,,,,,0,0,0,0,0,,117,392,0.9173
L1912-02529,TEBOULBA,,,,45,Sousse et à 6 k,3000,45,,,1,1,0,0,0,,385,392,0.8913
L1912-02530,TEBOULBOU,Gabès,l'Arad,,6,Gabès,250,,,,0,0,0,0,0,,135,392,0.968
L1912-02531,TEBOURBA,Tunis,la banlieue,,,,2500,,,,1,1,0,1,1,,714,392,0.9411
L1912-02532,TEBOURSOUK,,Teboursouk-,et clu caïdat de ce nom,20,Ponl-de-Trajan,3000,,,,0,1,0,1,1,,2610,392,0.9555
L1912-02533,TECHIA,,,,57,Gabès el à 12 k,,,,,0,0,0,0,0,,106,393,0.9533
L1912-02534,TEKHILA,Sousse,,,8,Monastir,,,,,0,0,0,0,0,,93,393,0.971
L1912-02536,TELEPTE,,Fraichiches,,,,,,,,1,0,0,0,0,,255,393,0.8979
L1912-02546,TESKRAIA,Bizerle,Mateur,,31,Bizerte et à 28 k,,,,,0,0,0,0,0,,92,394,0.9483
L1912-02548,TESTOUR,Béja,Medjez-el-Bab,,75,Tunis,,,,,0,1,0,1,0,,831,395,0.9671
L1912-02551,THALA,,Fruichiehes,,,,,,,,0,1,0,1,1,,1441,395,0.9267
L1912-02554,THIBAR,,,,22,Teboursouk,,,,,0,0,0,1,0,,270,396,0.8971
L1912-02561,THUBURNIC,Souk-el-Arba,La Regba,,12,Ghardimaou,,,,,0,0,0,1,1,,366,400,0.9667
L1912-02563,THYNA,Sfax,Sfax,,,,,,,,0,0,0,0,1,,4568,401,0.9619
L1912-02565,TINDJA,,Bizerte,,15,Mateur et à 4 kil,300,,,,1,1,0,0,0,,511,401,0.8511
L1912-02572,TLEMINE,,Nefzaoua,,5,Kebili,,,,,0,0,0,0,0,,100,402,0.9667
L1912-02574,TOUABA,,,,25,Kef,,,,,0,0,0,0,0,,208,402,0.9348
L1912-02575,TOUAZINE,,Ourghamnia,BenGardane,,,,,,,0,0,0,0,0,,294,402,0.9491
L1912-02577,TOUJANE,,Matmata,,,,,,,,0,0,0,0,0,,127,403,0.9695
L1912-02578,TOUKABEUR,Béja,Medjez-el-Bab,,13,Medjez-elBab,,,,,0,0,0,0,0,,168,403,0.9712
L1912-02579,TOUNKETT,,Ourghamma,,,,,,,,0,0,0,0,0,,93,403,0.964
L1912-02582,TOUZA,,Monastir,,5,Ksar-Ellal et à 6 kil,1000,,,,0,0,0,0,0,,238,403,0.9093
L1912-02583,TOZEUR,,Djerid,Contrôle civil de Gafsa et du c,86,Gafsa et à 52 k,10000,,,,0,0,0,0,0,,431,403,0.9356
L1912-02588,TRIAGA,,Sfax,ce nom,,,,,,,0,1,0,0,0,,459,406,0.9633
L1912-02613,TURKI,Grombalia,Cap-Bon,,3,Grombalia,400,,,,0,0,0,0,0,,449,414,0.9455
L1912-02693,YAKOUBIA,,Sfax,,16,Triaga,,,,,0,0,0,0,0,,76,432,0.895
L1912-02696,YVERDONNOISE,,,,,,,,,,0,0,0,0,0,,104,432,0.8165
L1912-02697,ZAAFRANE,,Nefzaoua,,,,,,,,0,0,0,0,0,,88,433,0.8247
L1912-02698,ZABOUZ,,Bizerte,,,,,,,,0,0,0,0,0,,78,433,0.919
L1912-02699,ZAFRANE,Kef,Kef,,,,,,,,1,0,0,0,0,,134,433,0.9232
