entry_id,person,order,order_country,grade,position,context
L1912-01338,GUIOT,palmes_academiques,France,officier,44,"GUIOT (Charles). 20 mai 1866, Halle, off. d'Académie. Substitut, du p"
L1912-01340,GUNG'L,palmes_academiques,France,officier,67,"llet 1852, Versailles (S.""-et-0.), off. de l'Instruction pu- bliuue, c"
L1912-01340,GUNG'L,merite_agricole,France,chevalier,100,", off. de l'Instruction pu- bliuue, chev. du Mérite agricole, off. de"
L1912-01340,GUNG'L,nichan_iftikhar,Tunisia,commandeur,163,"ff. de l'Ordre royal du Cambodge, comm. du . Nichan - Iftikhar. Avocat"
L1912-01341,GUTTIERES,palmes_academiques,France,officier,27,"GUTTIERES, 1844, off. de l'Instruction publique, gr."
L1912-01341,GUTTIERES,nichan_iftikhar,Tunisia,grand_officier,61,"off. de l'Instruction publique, gr. off. du Nichan-lftikhar, chev. de"
L1912-01341,GUTTIERES,couronne_italie,Italy,chevalier,90,"ue, gr. off. du Nichan-lftikhar, chev. de la Couronne d'Italie. Inspec"
L1912-01343,GUY,merite_agricole,France,chevalier,65,"yr. 1869, Rennes (llle-el-Vilaine), chev. du Mérite agricole, officier"
L1912-01343,GUY,nichan_iftikhar,Tunisia,officier,94,"aine), chev. du Mérite agricole, officier du Nichan-lftikhar. Architec"
L1912-01349,HACKSPILL,nichan_iftikhar,Tunisia,chevalier,78,"1.878, Aumale, S.-Inf.). Chev. de l"" cl. du Nichan-lftikhar. Chef de"
L1912-01354,HADJOUJ,nichan_iftikhar,Tunisia,commandeur,46,"ADJOUJ (Younès), 1.860, Tunis, commandeur du Nichan-lftikhar, chev. du"
L1912-01354,HADJOUJ,merite_agricole,France,chevalier,72,"nis, commandeur du Nichan-lftikhar, chev. du Mérite agricole. Caïl-gou"
L1912-01383,HANOUN,palmes_academiques,France,officier,43,"HANOUN (Léon), 29 mars 1856, Alger, off. d'Académie, off. du Nichan-"
L1912-01383,HANOUN,nichan_iftikhar,Tunisia,officier,61,"9 mars 1856, Alger, off. d'Académie, off. du Nichan-lftikhar, Représen"
L1912-01384,HANRIOT,legion_honneur,France,chevalier,77,"1856, Corny (Lorraine annexée), chev. de la Légion d'honn., off. de l"
L1912-01384,HANRIOT,palmes_academiques,France,officier,103,"exée), chev. de la Légion d'honn., off. de l'Instruction publique, com"
L1912-01384,HANRIOT,nichan_iftikhar,Tunisia,commandeur,136,", off. de l'Instruction publique, comm. un i\ichan - Iftikhar, off. de"
L1912-01390,HARTMAYÉR,legion_honneur,France,chevalier,53,"R (Jacob-Emile), 11. janv. 1834, chev. de la Légion d'honneur, Médaill"
L1912-01390,HARTMAYÉR,medaille_coloniale,France,chevalier,71,"1. janv. 1834, chev. de la Légion d'honneur, Médaille coloniale, off."
L1912-01390,HARTMAYÉR,palmes_academiques,France,officier,98,"Légion d'honneur, Médaille coloniale, off. d'Académie, chev. du Mérite"
L1912-01390,HARTMAYÉR,merite_agricole,France,chevalier,117,"édaille coloniale, off. d'Académie, chev. du Mérite Agricole, gr. cord"
L1912-01394,HAUT,nichan_iftikhar,Tunisia,officier,38,"HAUT (Paul DE ), 1882, Paris. Off. du Nichan-Iftikhar. Ingénieu"
L1912-01396,HAYDAR,legion_honneur,France,,44,"HAYDAR (Rachid), 1873, La Marsa, oIT. de la Lésion d'honneur, off. du"
L1912-01398,HEBRARD,nichan_iftikhar,Tunisia,officier,50,"RD (Gabriel), 1"" février 1870, Agen. Off. du Nichan-Iftikhar. Commis d"
L1912-01403,HENRY,nichan_iftikhar,Tunisia,,85,"74, Charmois-l'Orgueilleux (Vosges), oiï. du Nichan-Iftikhar. Médecin"
L1912-01405,HENRY,legion_honneur,France,chevalier,28,"HENRY (Eugène), chev. de la Légion d'honneur. Vétérin"
L1912-01406,HENRY,nichan_iftikhar,Tunisia,officier,73,", 22 juillet 1881, Arzew (Oran), officier du Nichan - Iftikhar. Vétéri"
L1912-01407,HERCULAIS,legion_honneur,France,,85,", 10 fév. 1754, Grenoble (Isère), ou', de la Légion d'honneur. Chargé"
L1912-01409,HERSON,legion_honneur,France,grand_officier,60,"harles), 20 juin 1843, Alger, gr. off. de la Légion d'honneur, Médaill"
L1912-01409,HERSON,medaille_coloniale,France,grand_officier,78,"843, Alger, gr. off. de la Légion d'honneur, Médaille coloniale, off."
L1912-01409,HERSON,palmes_academiques,France,officier,108,"ion d'honneur, Médaille coloniale, off. de l'Instruction publique, '■•"
L1912-01409,HERSON,merite_agricole,France,officier,141,", off. de l'Instruction publique, '■•hev. du Mérite agricole, comm. de"
L1912-01409,HERSON,nichan_iftikhar,Tunisia,grand_officier,200,"e, comm. de l'Ordre des Comores, gr. off. du Nicban-el-Anouar, gr. cro"
L1912-01413,HJALMAR,nichan_iftikhar,Tunisia,commandeur,53,"(Sigurd),!"" juin 18C5, Christiania, comm. du Nichan-Iftikhar. Consul d"
L1912-01420,HOQUETIS,nichan_iftikhar,Tunisia,officier,81,"é), .10 mars 1870, Mazères (Ariège), off. du Nichan-Iftikhar. Aumônier"
L1912-01427,HSIN,nichan_iftikhar,Tunisia,officier,52,"en Othman),' 27 mai 1875, Kerkennah, off. du Nichan-Iftikhar. Directeu"
L1912-01428,HUARD,palmes_academiques,France,officier,74,"mars 1854. Landes (Loir-et-Cher), off. de l'Instruction publique, com"
L1912-01428,HUARD,nichan_iftikhar,Tunisia,commandeur,105,"r), off. de l'Instruction publique, comm. du Nichan-Ifii kh n r_ Recev"
L1912-01431,HUGUENET,legion_honneur,France,chevalier,58,"is-Michel), 31 oct. 1852, Paris, chev. de la Légion d'honneur, comm. d"
L1912-01431,HUGUENET,nichan_iftikhar,Tunisia,commandeur,85,"aris, chev. de la Légion d'honneur, comm. du Nichan-Iftikhar, Médaille"
L1912-01435,HUMBERT,palmes_academiques,France,officier,32,"HUMBERT (Charles), 1862, off. d'Académie, comm. du Nichan"
L1912-01435,HUMBERT,nichan_iftikhar,Tunisia,commandeur,51,"T (Charles), 1862, off. d'Académie, comm. du Nichan-Iftikhar. Receveur"
L1912-01435,HUMBERT,merite_agricole,France,chevalier,295,"Boulogne-sur-Mer, off. d'Académie, chev. du Mérite agricole, comm. du"
L1912-01436,HURSTEL,legion_honneur,France,commandeur,63,"mile), 22 fév.1846, Strasbourg, comm. de la. Légion d'honneur, Paris."
L1912-01439,IGOLEN,merite_agricole,France,officier,60,"), 25 oct. 1.867. Pernes (Vaucluse), off. du Mérite agricole, comm. du"
L1912-01439,IGOLEN,nichan_iftikhar,Tunisia,commandeur,86,"Vaucluse), off. du Mérite agricole, comm. du Nichan-Iftikhar. ETUDES :"
L1912-01443,IMBERT,legion_honneur,France,,72,", Clermonl-Fcrrand (Puy-de-Dôme), olf. de la Légion d'honneur, Médaill"
L1912-01443,IMBERT,medaille_coloniale,France,,90,"(Puy-de-Dôme), olf. de la Légion d'honneur, Médaille coloniale, agraf"
L1912-01443,IMBERT,palmes_academiques,France,officier,150,"ale, agrafes « Algérie» et «Tunisie», off. d'Académie, comm. du Nichan"
L1912-01443,IMBERT,nichan_iftikhar,Tunisia,commandeur,169,"rie» et «Tunisie», off. d'Académie, comm. du Nichan-Iftikhar, off. du"
L1912-01443,IMBERT,medjidie,Ottoman Empire,officier,194,"'Académie, comm. du Nichan-Iftikhar, off. du Medjidié. Commandant en r"
L1912-01456,INGRAND,palmes_academiques,France,officier,58,"rd), 11 avril 1872, Asques (Gironde), off. d'Académie, off. du Nichan-"
L1912-01456,INGRAND,nichan_iftikhar,Tunisia,officier,76,", Asques (Gironde), off. d'Académie, off. du Nichan-Iftikhar. Juge d'i"
L1912-01463,INVERSIN,nichan_iftikhar,Tunisia,,64,"février 1875, Annecy (Haute-Savoie). OU. du Nichan-Iftikhar. Surveill"
L1912-01463,INVERSIN,ouissam_alaouite,Morocco,,192,"4, Tunis. 24 décembre 1884. ETUDES : collège Alaoui et lycée Carnot. B"
L1912-01464,INVERSIN,merite_agricole,France,chevalier,24,"INVERSIN (H.), chev. du Mérite agricole. Viticult"
L1912-01465,ISAAC,palmes_academiques,France,officier,79,"tobre 1879, Basse-Terre (Guadeloupe), off. d'Académie, médaille de bro"
L1912-01466,ISNACK,merite_agricole,France,chevalier,63,"juillet 1870, Vaucouleurs (Meuse), chev. du Mérite agricole, off. du"
L1912-01466,ISNACK,nichan_iftikhar,Tunisia,officier,88,"s (Meuse), chev. du Mérite agricole, off. du Nichan-Iftikhar. Colon, d"
L1912-01470,JACQUIER,legion_honneur,France,chevalier,95,"Saulnier (Jura). Titre de baron, chev. de la Légion d'honneur, comm. d"
L1912-01470,JACQUIER,nichan_iftikhar,Tunisia,commandeur,122,"aron, chev. de la Légion d'honneur, comm. du Nichan-Iftikhar. Lieutena"
L1912-01470,JACQUIER,saint_stanislas,Russia,,206,1' d'infanterie. Mars 1906. ETUDES : Collège Stanislas de Paris et Eco
L1912-01471,JACQUIER,legion_honneur,France,chevalier,62,", 3 nov. 1861, Grenoble (Isère), chev. de la Légion d'honneur, Médaill"
L1912-01471,JACQUIER,medaille_militaire,France,chevalier,80,"noble (Isère), chev. de la Légion d'honneur, Médaille militaire, off."
L1912-01475,JAULMES,palmes_academiques,France,officier,48,"LMES (Henri), 26 août 1867, Paris, off. de l'Instruction publique, off"
L1912-01475,JAULMES,nichan_iftikhar,Tunisia,officier,78,"ris, off. de l'Instruction publique, off. du Nichan-Iftikhar. Professe"
L1912-01476,JEANGOLAS,palmes_academiques,France,officier,64,"10 avril 1858, Saint-Cloud (Algérie), off. d'Académie, chev. du Mérite"
L1912-01476,JEANGOLAS,merite_agricole,France,chevalier,83,"t-Cloud (Algérie), off. d'Académie, chev. du Mérite agricole, comm. du"
L1912-01476,JEANGOLAS,nichan_iftikhar,Tunisia,commandeur,109,"Académie, chev. du Mérite agricole, comm. du Nichan-Iftikhar. Inspecte"
L1912-01477,JOUBERT,nichan_iftikhar,Tunisia,officier,171,"iers, médaille d'honneur du travail, off. du Nichan-Iftikhar. Conducte"
L1912-01485,KADDOUR,nichan_iftikhar,Tunisia,officier,39,"KADDOUR (Mohamed), 1882, Sfax, off. du Nichan-Iftikhar. Secrétai"
L1912-01502,KËRAMBRIEG,palmes_academiques,France,officier,70,"Le Prédour de), 10 oct. 1868, Paris, off. d'Académie, comm. du Nichan"
L1912-01502,KËRAMBRIEG,nichan_iftikhar,Tunisia,commandeur,89,"oct. 1868, Paris, off. d'Académie, comm. du Nichan-Iftikhar. Lieutena"
L1912-01506,KHAIRALLAH,legion_honneur,France,chevalier,60,"Moslefa), 23 sept. 1S67, Tunis. Chev. de la Légion d'honneur, off. du"
L1912-01506,KHAIRALLAH,nichan_iftikhar,Tunisia,officier,86,"Tunis. Chev. de la Légion d'honneur, off. du Nichan-Iftikhar. Interprè"
L1912-01506,KHAIRALLAH,ouissam_alaouite,Morocco,,207,"rue Al-Djazira. ETUDES : collèges Sadiki et Alaoui, brevet élémentair"
L1912-01517,KHIAT,nichan_iftikhar,Tunisia,chevalier,50,"(Albert), 16 novembre 1886, Tunis, chev. dû Nichan-Iftikhar. Secrétai"
L1912-01519,KHIAT,ouissam_alaouite,Morocco,,309,"e El-Guera.dba, 1.5, Tunis. ETUDES : Collège Alaoui et Grande Mosquée."
L1912-01526,KLEPPER,palmes_academiques,France,officier,53,"(Georges). 19 janvier 1865. Bordeaux, off. d'Académie, off. du Mérite"
L1912-01526,KLEPPER,merite_agricole,France,officier,71,"ier 1865. Bordeaux, off. d'Académie, off. du Mérite agricole, Médaille"
L1912-01526,KLEPPER,nichan_iftikhar,Tunisia,commandeur,172,"ies, off. de l'Etoile d' An j ouan, comm. du Nichan - Iftikhar. Contrô"
L1912-01526,KLEPPER,croix_rouge,international,,1775,. du Conseil d'administration de la Société «Croix-Rouge»; délégué à B
L1912-01527,KLOTH,nichan_iftikhar,Tunisia,officier,105,"Duchô de Meclclembourg) (Allemagne), off. du Nichan-Iftikhar. Horloger"
L1912-01540,KRAYENBUHL,nichan_iftikhar,Tunisia,officier,75,"8 décembre 1.859. Lausanne (Suisse). Off. du Nichan-Iftikhar, chev. .d"
L1912-01540,KRAYENBUHL,merite_agricole,France,chevalier,102,"(Suisse). Off. du Nichan-Iftikhar, chev. .du Mérite agricole. Agricult"
L1912-01556,LABBASSI,palmes_academiques,France,officier,56,"ohamed Dehmani), juillet 1868, Tunis, off. d'Académie, off. du Nichan-"
L1912-01556,LABBASSI,nichan_iftikhar,Tunisia,officier,74,"uillet 1868, Tunis, off. d'Académie, off. du Nichan-Iftikhar. Directeu"
L1912-01556,LABBASSI,ouissam_alaouite,Morocco,,222,ra. ETUDES : Ecole normale de Tunis (collège Alaoui); brevet élémentai
L1912-01556,LABBASSI,medaille_coloniale,France,,317,e bronze au Concours agricole de Tunis 1907; Médaille d'argent à l'Exp
L1912-01557,LABBÈ,palmes_academiques,France,officier,51,"(Edouard^!enri), 3 sept. 1869, Lille, off. d'Académie. Juge au tribuna"
L1912-01557,LABBÈ,nichan_iftikhar,Tunisia,officier,361,"4 janv. 187S, Colayrac (L.-et-Gar.), off. du Nichan-Iftikhar. Professe"
L1912-01558,LACOMBRADE,palmes_academiques,France,officier,67,"), 27 jany. 1S79, Capdenac (Aveyron), off. d'Académie, off. du Nichan-"
L1912-01558,LACOMBRADE,nichan_iftikhar,Tunisia,officier,85,"Capdenac (Aveyron), off. d'Académie, off. du Nichan-Iftikhar. Ancien c"
L1912-01559,LACORRE,nichan_iftikhar,Tunisia,officier,85,"Saint-Pierre-de-Nogaret (L.-et-G.), off. du Nichan-Iftikhar: Directri"
L1912-01559,LACORRE,medaille_coloniale,France,,553,de 'Toulouse : «La nationale Universitaire». Médaille d'argent à l'Exp
L1912-01560,LACORRE,nichan_iftikhar,Tunisia,officier,62,"23 août 1870, Gontaud (L.-et-Gar.), off. du Nichan-Iftikhar. Directeu"
L1912-01560,LACORRE,ouissam_alaouite,Morocco,,376,"tar, Djemmal, Mateur, instituteur au collège Alaoui, à l'école franco-"
L1912-01561,LACROIX,palmes_academiques,France,officier,52,"(Aimé), 13 nov. 1855, Mar- 1 seille, off. d'Académie, comm. du Nichan"
L1912-01561,LACROIX,nichan_iftikhar,Tunisia,commandeur,71,"55, Mar- 1 seille, off. d'Académie, comm. du Nichan-Iftikhar. Inspecte"
L1912-01561,LACROIX,medaille_coloniale,France,,280,".-G. à Bône, SoukAhras, Tunis et Souk-Ahras. Médaille d'or à. l'Exposi"
L1912-01562,LACROIX,palmes_academiques,France,,49,"OIX (Emile), 30 nov. 1863, Marseille, olf. d'Académie, olT. du NichanI"
L1912-01565,LAFFAGE,palmes_academiques,France,officier,56,"toiûn-Louis), 14 août 1858, Alger, off. de l'Instruction publique, com"
L1912-01565,LAFFAGE,nichan_iftikhar,Tunisia,commandeur,87,"er, off. de l'Instruction publique, comm. du Nichan-Iftikhar, chev de"
L1912-01566,LAFFORGUE,francois_joseph,Austria-Hungary,,11,LAFFORGUE (Francis-François-Emmanuel
L1912-01566,LAFFORGUE,nichan_iftikhar,Tunisia,officier,107,gnères-de-Bigorre (Hautes-Pyrénées). Off. du Nichan-Iftikhar. Professe
L1912-01567,LAFITTE,palmes_academiques,France,officier,69,"andre), 10 nov. 1863, Catus (Lot), off. de l'Instruction nublicme. off"
L1912-01567,LAFITTE,merite_agricole,France,officier,99,"ot), off. de l'Instruction nublicme. off. du Mérite agricole. chevalie"
L1912-01567,LAFITTE,couronne_italie,Italy,chevalier,132,"me. off. du Mérite agricole. chevalier de la Couronne d'Italie, comm."
L1912-01567,LAFITTE,medjidie,Ottoman Empire,officier,184,"e d'Italie, comm. du NichanIftikhar, off. du Medjidié. Chef des servic"
L1912-01570,LAGRANGE,palmes_academiques,France,officier,61,"), 9 octobre 1874, (Loti-et-Garonne). Off. d'Académie,, off. du Nichan"
L1912-01570,LAGRANGE,nichan_iftikhar,Tunisia,officier,80,"(Loti-et-Garonne). Off. d'Académie,, off. du Nichan-Iftikhar. Sous-che"
L1912-01572,LAINE,nichan_iftikhar,Tunisia,officier,81,"uin 1855, Saint-Pierre (Martinique), off. du Nichan-Iftikhar. Docteur"
L1912-01573,LAKBEGHE,nichan_iftikhar,Tunisia,officier,51,"HE (Moslefa Bou), févr. 1880, Tunis, off. du Nichan-Iftikhar. Directeu"
L1912-01574,LAKHOUA,nichan_iftikhar,Tunisia,commandeur,39,"LAKHOUA (Ahmed), 1869, Tunis, comm. du Nichan-Iftikhar, caïd de"
L1912-01575,LAKHOUA,palmes_academiques,France,officier,48,"HOUA (El Hedi), 15 sept. 1872, Tunis, off. d'Académie, off. du NichanI"
L1912-01577,LALLIERMONET,palmes_academiques,France,officier,65,"e), 7 février 1.850, Ajaccio (Corse). Off. d'Académie, comm. du Nichan"
L1912-01577,LALLIERMONET,nichan_iftikhar,Tunisia,commandeur,84,", Ajaccio (Corse). Off. d'Académie, comm. du Nichan-Iftikhar, Médaille"
L1912-01577,LALLIERMONET,legion_honneur,France,,731,"1870, d'une proposition pour la croix de la Légion d'honneur, proposi"
L1912-01577,LALLIERMONET,medaille_militaire,France,,854,"ommune, et en 1871 d'une proposition pour la Médaille mi-, litaire. A"
L1912-01579,LAMBERT,merite_agricole,France,chevalier,72,"décembre 1861, Laquarte, (II.-S.), chev. du Mérite affricole. Médecin"
L1912-01584,LANÇON,merite_agricole,France,officier,46,"ANÇON (Emile), 14 août 1843, Lyon, ! off. du Mérite agricole, off. du"
L1912-01584,LANÇON,nichan_iftikhar,Tunisia,officier,71,"43, Lyon, ! off. du Mérite agricole, off. du Nichan- ! Iftikhar. Colon"
L1912-01585,LANDEROIN,palmes_academiques,France,officier,91,"bre 1.865, Pou'illé (Loiret-Cher), off. de l'Instruction publique, off"
L1912-01585,LANDEROIN,ouissam_alaouite,Morocco,,372,"teur d'école à Mazangé professeur au collège Alaoui, directeur d'école"
L1912-01587,LANGLOIS,palmes_academiques,France,officier,76,"15 juillet 1848, Heippes (Meuse), off. de l'Instruction publique, off"
L1912-01587,LANGLOIS,nichan_iftikhar,Tunisia,officier,106,"se), off. de l'Instruction publique, off. du Nichan-Iftikhar. Oct. 189"
L1912-01591,LARGUÈGHE,nichan_iftikhar,Tunisia,officier,54,"(Khlil), 1.4 juillet 1.874, 'Tunis, off. du Nichan-Iftikhar. Institut"
L1912-01591,LARGUÈGHE,ouissam_alaouite,Morocco,,95,du Nichan-Iftikhar. Instituteur au collôire Alaoui. av. Bab-DiecVkl.
L1912-01591,LARGUÈGHE,palmes_academiques,France,officier,956,"né), 4 déc. 1870, Libourne (Gironde), off. d'Académie, off. du Nichan-"
L1912-01592,LARROUYAT,legion_honneur,France,chevalier,468,"LASRAM (Mohammed), 23 nov. 1S66, chev. de la Légion d'honn., comm. du"
L1912-01592,LARROUYAT,nichan_iftikhar,Tunisia,commandeur,493,". 1S66, chev. de la Légion d'honn., comm. du Nichan-Iftikhar, off. d'A"
L1912-01592,LARROUYAT,palmes_academiques,France,officier,517,"on d'honn., comm. du Nichan-Iftikhar, off. d'Académie, chev. du Mérite"
L1912-01592,LARROUYAT,ouissam_alaouite,Morocco,,798,ngues vivantes. Ancien professeur au Collège Alaoui. Ancien directeur
L1912-01593,LAURET,nichan_iftikhar,Tunisia,officier,57,"nuel-Joseph), 2 janvier 1865, Alger, off. du Nichan-Iftikhar, chev. du"
L1912-01593,LAURET,merite_agricole,France,chevalier,83,"65, Alger, off. du Nichan-Iftikhar, chev. du Mérite agricole. Contrôle"
L1912-01594,LAVERDET,merite_agricole,France,chevalier,72,"9 fév. 1878, Dun-sur-Auron (Cher), chev. du Mérite agricole, off. du"
L1912-01594,LAVERDET,nichan_iftikhar,Tunisia,officier,97,"on (Cher), chev. du Mérite agricole, off. du Nichan-Iftikhar. Ingénieu"
L1912-01597,LEAL,legion_honneur,France,chevalier,90,"le, arr. de Nancy (M.-et-Mos.), chev. de la. Légion d'honneur, off. d'"
L1912-01597,LEAL,palmes_academiques,France,officier,115,"Mos.), chev. de la. Légion d'honneur, off. d'Académie, off. de l'Etoil"
L1912-01597,LEAL,nichan_iftikhar,Tunisia,commandeur,217,"actes de courage et de dévouement), comm. du Nichan-Iftikhar, off. de"
L1912-01597,LEAL,couronne_italie,Italy,officier,245,"ement), comm. du Nichan-Iftikhar, off. de la Couronne d'Italie, off. d"
L1912-01597,LEAL,osmanie,Ottoman Empire,officier,274,"har, off. de la Couronne d'Italie, off. de l'Osmanié, off. du Venezula"
L1912-01597,LEAL,merite_agricole,France,chevalier,1640,"ur, off. de l'Instruction publique, chev. du Mérite agricole, Médaille"
L1912-01599,LECA,ouissam_alaouite,Morocco,,117,"cipalité de Kairouan. 1898. ETUDES : collège Alaoui. Fond, et prés, du"
L1912-01599,LECA,legion_honneur,France,officier,487,"(Edmond). 6 avril 1.S60, Paris, off. de la. Légion d'honneur, off. d'"
L1912-01599,LECA,palmes_academiques,France,officier,512,"Paris, off. de la. Légion d'honneur, off. d'Académie, chev. du Mérite"
L1912-01599,LECA,merite_agricole,France,chevalier,531,"Légion d'honneur, off. d'Académie, chev. du Mérite agricole, chevalie"
L1912-01599,LECA,couronne_italie,Italy,chevalier,564,"e, chev. du Mérite agricole, chevalier de la Couronne d'Italie, comm."
L1912-01599,LECA,medjidie,Ottoman Empire,commandeur,594,"hevalier de la Couronne d'Italie, comm. du ■ Medjidié, gr. off. du Nic"
L1912-01599,LECA,nichan_iftikhar,Tunisia,grand_officier,616,"e d'Italie, comm. du ■ Medjidié, gr. off. du Nichan - Iftikhar. Direct"
L1912-01600,LEFEBVRE,palmes_academiques,France,officier,55,"Louis-Georges), 29 avril 1863, Paris, off. d'Académie, off. du Nichan-"
L1912-01600,LEFEBVRE,nichan_iftikhar,Tunisia,officier,73,"avril 1863, Paris, off. d'Académie, off. du Nichan-Iftikhar. Professe"
L1912-01601,LÉGER,merite_agricole,France,chevalier,46,"ÉGER (Bernard), 1871, off. d'Acad., chev. du Mérite agricole, Méd. d'h"
L1912-01601,LÉGER,nichan_iftikhar,Tunisia,officier,99,"gricole, Méd. d'honn. des épidémies, off. du Nichan-Iftikhar. commis a"
L1912-01601,LÉGER,croix_rouge,international,,926,ociétés de bienfaisance. Dipl. d'honn. de la Croix-Rouge; dipl. d'honn
L1912-01604,LEJOSNE,palmes_academiques,France,officier,75,"t. 1857, Fleurbaix (Pasde-Calais), off. de l'Instruction publique,gran"
L1912-01604,LEJOSNE,nichan_iftikhar,Tunisia,grand_officier,114,"de l'Instruction publique,grand officier du Nichan - Iftikhar. Direct"
L1912-01605,LELU,palmes_academiques,France,officier,61,"tor), 8 mars 1865, Samois (S.-et-M.), off. d'Académie, off. du Nichan-"
L1912-01605,LELU,nichan_iftikhar,Tunisia,officier,79,"Samois (S.-et-M.), off. d'Académie, off. du Nichan-Iftikhar. Professe"
L1912-01607,LEMANSKI,palmes_academiques,France,officier,81,"6 oct. 1862, Rive-de-Gier (Loire), off. de l'Instruction publique, com"
L1912-01607,LEMANSKI,nichan_iftikhar,Tunisia,commandeur,112,"e), off. de l'Instruction publique, comm. du Nichan - Iftikhar, Médail"
L1912-01610,LEPINEY,palmes_academiques,France,officier,54,"Charles-Pierre), 3.1 mni 1854, Alger, off. d'Académie, off. du Mérite,"
L1912-01610,LEPINEY,medaille_coloniale,France,,2259,") à l'Exposition universelle de Liège, 1905; Médaille d'or (collaborat"
L1912-01612,LESCAR,nichan_iftikhar,Tunisia,officier,70,"de M'hamed), 5 juillet 1872, Sousse. off. du Nichan-Iftiïdiar. Fabrica"
L1912-01614,LESCURE,palmes_academiques,France,officier,56,"ul), 21. déc. 1869, Mauriac (Cantal), off. d'Académie, comm. du Nichan"
L1912-01614,LESCURE,nichan_iftikhar,Tunisia,commandeur,75,"Mauriac (Cantal), off. d'Académie, comm. du Nichan-Iftikhar. Sous-dir"
L1912-01615,LESSEPS,palmes_academiques,France,,668,"3 avril 1875, Quimper (Finislère),ofticier d'Académie. Chef du bureau"
L1912-01616,LETOURNEUR,merite_agricole,France,officier,103,"d), off. de l'Instruction niiblinuo. nff. du Mérite agricole, commalid"
L1912-01616,LETOURNEUR,nichan_iftikhar,Tunisia,commandeur,138,". nff. du Mérite agricole, commalid e u r du Nichai! - Iftikhar, Médai"
L1912-01619,LËVY,nichan_iftikhar,Tunisia,officier,73,"nyme .1. Véhel). 4 août 1881, Tunis, off. du Nichan-Iftikhar. Composit"
L1912-01619,LËVY,ouissam_alaouite,Morocco,,197,"UDE : école de l'Alliance Israélite, collège Alaoui. Prés, de la Socié"
L1912-01620,LEYGONIE,palmes_academiques,France,officier,64,"isL 2?. sent 18 48, Mausac (Corrèze), off. d'Académie, off. du NichanI"
L1912-01621,LIBY,merite_agricole,France,chevalier,71,"), 4 avril 187.6, Montmédy (Meuse), chev. du Mérite agricole, off. du"
L1912-01621,LIBY,nichan_iftikhar,Tunisia,officier,96,"y (Meuse), chev. du Mérite agricole, off. du Nichan-Iftikhar. Propriét"
L1912-01623,LIËGEY,palmes_academiques,France,officier,46,"IËGEY (Edouard), 30 oct. -850, Nancy, off. d'Académie. Ancien médecin-"
L1912-01626,LIOTIER,palmes_academiques,France,officier,65,"), 29 juin 1.866, Avignon (Vaucluse), off. d'Académie, oli. ""du Nichan"
L1912-01626,LIOTIER,nichan_iftikhar,Tunisia,officier,84,"vignon (Vaucluse), off. d'Académie, oli. ""du Nichan-Iftikhar. Substitu"
L1912-01628,LIVET,palmes_academiques,France,officier,51,"(Henri), 24 avril 1871, Lyon (Rhône), off. d'Académie, chev. du Mérite"
L1912-01628,LIVET,merite_agricole,France,chevalier,70,"871, Lyon (Rhône), off. d'Académie, chev. du Mérite agricole, off. du"
L1912-01628,LIVET,nichan_iftikhar,Tunisia,officier,113,"u Mérite agricole, off. du Cambodge, off. du Nichari-Iflikhar.Contrôle"
L1912-01629,LOCHE,merite_agricole,France,chevalier,59,"DE), 21 juin 1845, Meylan (Isère), chev. du Mérite agricole, off. du"
L1912-01629,LOCHE,nichan_iftikhar,Tunisia,officier,84,"n (Isère), chev. du Mérite agricole, off. du Nichan-Iftikhar. Colon, d"
L1912-01629,LOCHE,medaille_coloniale,France,,484,lle d'or au Concours agricole de Sfa.x 1904; Médaille de bronze à l'Ex
L1912-01630,LOCHE,palmes_academiques,France,officier,57,"n), 27 sept. 1.864, Pérols (Corrèze), off. d'Académie, off. du Nichan-"
L1912-01630,LOCHE,nichan_iftikhar,Tunisia,officier,75,", Pérols (Corrèze), off. d'Académie, off. du Nichan-Iftikhar. Receveur"
L1912-01631,LOCHET,medaille_militaire,France,,62,", 12 avril 1861. Fouilly-sur-Loire (Nièvre), Médaille militaire, off."
L1912-01631,LOCHET,nichan_iftikhar,Tunisia,officier,90,"-Loire (Nièvre), Médaille militaire, off. du Nichan-Iftikhar. Secrétai"
L1912-01632,LODS,palmes_academiques,France,officier,58,", 18 août 1S65, Hêricourl (H.-Saône), off. d'Académie, off. du Nichan-"
L1912-01632,LODS,nichan_iftikhar,Tunisia,officier,76,"ricourl (H.-Saône), off. d'Académie, off. du Nichan-Iftikhar. Directeu"
L1912-01633,LODS,palmes_academiques,France,officier,50,"(Louis), 20 août 1S65, Aibre (Doubs), off. d'Académie, off. du NichanU"
L1912-01633,LODS,nichan_iftikhar,Tunisia,officier,68,"S65, Aibre (Doubs), off. d'Académie, off. du NichanU'tikhar. Institute"
L1912-01633,LODS,ouissam_alaouite,Morocco,,265,primaire. SUCCES' : instituteur aux collèges Alaoui el Sadiki de Tunis
L1912-01634,LOGEROT,legion_honneur,France,grand_officier,72,"1825, Noyers (Loir-et-Cher), gr. off. de la Légion d'honneur. Général"
L1912-01635,LOGOTHETTI,palmes_academiques,France,,191,utriche). 1911. ETUDES : lycée de Moravie el Académie orientale à Vien
