entry_id,surname,forenames,community,community_group,confidence,evidence,competing_categories,birth_year,birth_place,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits,page_first
L1912-02334,SGARRINI,,european_italian,european,high,birth_italy,,1878,Palerme,medicine_health,1,0,1,94,0,369
L1912-02335,SICARD,François - Pascal - Fortuné,unknown,unknown,,birth_tunisia,,1842,Sousse,administration,2,0,1,293,0,369
L1912-02336,SICAULT,Firmin,european_french,european,high,birth_france,,1875,Lezay,education_science,2,0,1,693,0,369
L1912-02337,SICRE DE FONTBRUNE,Alphonse,european_french,european,high,birth_france,,1838,Brest,,0,0,0,283,0,369
L1912-02338,SICRE DE FONTBRUNE,Pierre,unknown,unknown,,,,1869,Saint-Denis,justice_law,0,0,0,275,0,369
L1912-02385,SIGNORETTY,Gustave,european_french,european,high,birth_france,,1846,Saint-Martin-de-la-Cluze,military,1,0,1,386,0,372
L1912-02387,SILVE,Léon,unknown,unknown,,,,1871,Montelan,transport_maritime,0,0,0,448,0,372
L1912-02388,SIMIER,Joseph-Pierre,unknown,unknown,,,,1869,Le Mans,industry_crafts,1,0,1,696,0,372
L1912-02389,SIMONNET,Alfred-Louis-Alexandre,unknown,unknown,,,,1864,,diplomacy,2,0,0,1257,1,372
L1912-02390,SINIGAGLIA,J.-R.,unknown,unknown,,birth_tunisia,,1845,Tunis,medicine_health,1,0,1,240,0,373
L1912-02391,SITBON,Moïse,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body;birth_tunisia,,1873,Tunis,commerce,1,0,1,598,1,373
L1912-02392,SIVAN,Edouard-Paul,european_french,european,high,birth_france,,1878,Sainl-Maximin,military,2,0,1,358,0,373
L1912-02397,SMADJA,Isaac,unknown,unknown,,,,1873,,administration,3,0,1,276,0,373
L1912-02398,SMAJA,Isaac,unknown,unknown,,birth_tunisia,,1882,Tunis,justice_law,0,0,0,208,0,373
L1912-02443,SOF,,unknown,unknown,,,,,,politics_native_admin,1,0,0,235,0,381
L1912-02444,SOGNO,Eugène,unknown,unknown,,,,1863,Les Allingos,engineering_architecture,0,0,0,583,0,381
L1912-02445,SOLAL,Eugène,european_french,european,high,birth_france,,1880,Marseille,administration,0,0,0,217,0,381
L1912-02452,SOTJBRANE,Antoine-Marie,unknown,unknown,,,,1872,,administration,2,0,1,265,0,381
L1912-02453,SOUCIET,M.-A.-Joseph,unknown,unknown,,,,1864,SOti Crézancy,agriculture,2,0,1,564,0,381
L1912-02454,SOUILHAG,Jules,unknown,unknown,,,,1856,,press_letters_arts,1,0,0,578,0,382
L1912-02461,SOULIER,Charles-François,european_french,european,high,birth_france,,1852,Paris,military,2,1,0,488,0,383
L1912-02462,SOULIVET,Auguste-Flaviers,unknown,unknown,,,,1847,Saintes,agriculture,2,0,1,775,0,383
L1912-02464,SOUTEYRAN,Albert-Henri,european_french,european,high,birth_france,,1858,Le l'uv,administration,1,0,0,397,0,384
L1912-02467,SPECIALE,Ernest,unknown,unknown,,,,,,medicine_health,1,0,1,106,0,384
L1912-02468,SPEZZAFUMO,U.,unknown,unknown,,birth_tunisia,,1873,St?I — STË La Marsa,medicine_health,1,0,1,215,1,384
L1912-02469,SPIRE,Maurice,unknown,unknown,,,,1855,Thionville,justice_law,3,1,1,496,0,385
L1912-02470,SPITZ,,unknown,unknown,,,,1853,,administration,2,0,0,279,0,385
L1912-02473,STAITY,S.,unknown,unknown,,,,1866,,industry_crafts,1,0,1,206,0,385
L1912-02474,STALIO,,unknown,unknown,,,,,,,0,0,0,123,0,385
L1912-02475,STALLA-BOURDILLON,Camille-Laurent-Gustave-Léon,european_french,european,high,birth_france,,1879,Marseille,justice_law,1,0,1,504,0,385
L1912-02476,STEFANINI,Giuseppe,european_italian,european,high,birth_italy,,1862,Livourne,,0,0,0,348,0,385
L1912-02477,STELLA-COSTA,,unknown,unknown,,,,1876,Bertrange,press_letters_arts,0,0,0,545,3,385
L1912-02478,STOFATI,Jacques-François,european_french,european,high,birth_france,,1857,Bocognano,religion,0,0,0,206,0,386
L1912-02479,STOLL,Jacques-Marie-Alphonse,unknown,unknown,,birth_tunisia,,1880,La Goulette,administration,1,0,1,440,1,386
L1912-02480,STRESINO,Aureliû,unknown,unknown,,birth_tunisia,,1879,La Goulette,medicine_health,0,0,0,213,0,386
L1912-02481,STRESINO,Charles-Pascal,european_italian,european,high,italian_institution;birth_tunisia,,1843,Tunis,medicine_health,2,0,1,659,0,386
L1912-02482,STUREL,François,european_french,european,high,birth_france,,1886,Toulouse,press_letters_arts,0,0,0,435,0,386
L1912-02483,SUCH,Antonin,european_french,european,high,birth_france,,1874,Agde,medicine_health,0,0,0,236,0,386
L1912-02485,SURDON,Rômi-Elie,european_french,european,high,islamic_school;birth_france,tunisian_muslim,1868,S'- Etienne-de-Sainl-Geoirs,,2,0,1,769,0,386
L1912-02487,SUSINI,Jean-Paul,unknown,unknown,,,,1852,,justice_law,2,0,1,350,0,387
L1912-02488,SUSINI,Paul,european_french,european,high,birth_france,,1870,Ciamamiacci,,1,0,1,299,0,387
L1912-02500,TABONE,Salvator,european_italian,european,high,italian_institution;birth_tunisia,,1865,Tunis,industry_crafts,1,0,0,245,1,389
L1912-02503,TAHAR,,tunisian_muslim,tunisian,low,islamic_school;birth_algeria,tunisian_muslim;european_french,1842,Tébessa,,2,0,1,546,0,390
L1912-02504,TAHAR-BEY,,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia;honorific,,1875,La Marsa,,1,1,0,444,0,390
L1912-02506,TAIEB,,unknown,unknown,,birth_tunisia,,1863,Tunis,commerce,0,0,0,73,0,390
L1912-02507,TAILLARD,Eugène-Marino,tunisian_muslim,tunisian,low,muslim_office;birth_france,tunisian_muslim;european_french,1869,Saint-Pierre-d'Allevard,administration,2,0,0,924,1,390
L1912-02513,TAPIA,Sion,unknown,unknown,,,,1876,,,0,0,0,187,0,390
L1912-02518,TAUCHON,Charles,european_french,european,high,birth_france,,1843,Paris,administration,6,1,1,737,0,392
L1912-02520,TAUPERT,Alcide,unknown,unknown,,,,1861,Royan,industry_crafts,1,0,1,193,0,392
L1912-02521,TAVERNE,,unknown,unknown,,,,,,military,0,0,0,265,0,392
L1912-02522,TAVOLA,Carlo,european_italian,european,high,birth_italy,,1873,Milan,medicine_health,0,0,0,139,0,392
L1912-02523,TAYEB,Nyssem,unknown,unknown,,birth_tunisia,,1880,Tunis,justice_law,0,0,0,439,1,392
L1912-02539,TERRAILLON,Maxime-Jea.n-Margueritc-Louis,unknown,unknown,,,,1869,Cra,,2,0,1,696,0,394
L1912-02542,TERRYN,Paul-Jean-Alberf,european_french,european,high,birth_france,,1883,Tourcoing,press_letters_arts,1,0,1,358,0,394
L1912-02543,TERTULLIEN,,unknown,unknown,,,,,,diplomacy,0,0,0,247,0,394
L1912-02545,TESTAPERRATA VIANI,,european_italian,european,high,italian_institution,,,,military,1,0,0,1958,0,395
L1912-02547,TEULIÉRE,Baptiste,european_french,european,high,birth_france,,1851,Meaux,,1,0,1,202,0,395
L1912-02550,THELLER,Victor-Joseph,unknown,unknown,,,,1861,Alcer,administration,5,1,1,304,0,396
L1912-02551,THERMES,Jules-Léon-Pierre,european_french,european,high,birth_france,,1863,Albi,industry_crafts,1,0,1,437,0,396
L1912-02553,THIBAUDET,Camille,unknown,unknown,,,,1851,Hermé,military,1,0,1,589,2,396
L1912-02555,THOMAS,Ferdinand,european_french,european,high,birth_france,,1855,La Roche-de-Gluri,industry_crafts,3,1,1,6535,1,396
L1912-02556,THOMAS,Philippe,unknown,unknown,,,,,,engineering_architecture,3,1,0,9385,1,398
L1912-02558,THORRAND,François-E.,european_french,european,high,member_of:french_settler_body;birth_france,,1863,S'- Nizier-de-Pariset,industry_crafts,0,0,0,227,0,400
L1912-02562,TIBI,Samuel,unknown,unknown,,,,,,justice_law,0,0,0,113,0,401
L1912-02564,TIPHAINE,Lambert,european_french,european,high,birth_france,,1859,Lyon,,2,1,1,405,0,402
L1912-02567,TIRET,Eugène,european_italian,european,high,italian_institution,,1883,Tabarca,,0,0,0,301,0,402
L1912-02568,TIXADOR,François,unknown,unknown,,,,1884,Trôvillah,commerce,0,0,0,254,0,402
L1912-02569,TIXIER,Louis-Jules,european_french,european,high,birth_france,,1870,Amberl,medicine_health,0,0,0,312,0,402
L1912-02571,TLILI,Mohamed,tunisian_muslim,tunisian,medium,islamic_school,,1880,,industry_crafts,1,0,1,252,0,402
L1912-02574,TOUCON,Jacques-Marie,unknown,unknown,,,,1848,Galéchan,justice_law,2,0,1,1283,1,402
L1912-02579,TOURNIER,Jean-Joseph,unknown,unknown,,,,1842,Bonneville,agriculture,0,0,0,278,0,403
L1912-02585,TREMSAL,Paul,european_french,european,high,birth_france,,1872,SaintDié',,1,0,0,805,0,406
L1912-02587,TRIBAUDEAU,Jules,unknown,unknown,,,,1806,,medicine_health,1,0,1,413,0,406
L1912-02595,TRIDON,Henri,european_french,european,high,birth_france,,1886,Paris,press_letters_arts,3,0,1,593,0,408
L1912-02596,TRIOLO,,european_italian,european,high,birth_italy,,1871,Castelvetrano,medicine_health,0,0,0,486,0,408
L1912-02597,TRIONFO,César,european_italian,european,high,italian_institution;birth_italy,,1855,Livoume,commerce,2,0,1,523,3,408
L1912-02599,TROJANI,Jean-Simon,unknown,unknown,,,,1853,,military,2,0,1,648,0,408
L1912-02600,TROUILLET,Alexis,european_french,european,high,birth_france,,1865,Grenoble,medicine_health,4,1,1,710,2,408
L1912-02602,TULLIER,Louis-Agna.n,european_french,european,high,birth_france,,1866,Toulouse,medicine_health,2,0,1,697,0,409
L1912-02603,TUNIS,,tunisian_jewish,tunisian,medium,member_of:jewish_body,,,,military,0,0,0,306,0,409
L1912-02612,TUSSAC,Emile,european_french,european,high,birth_france,,1862,Vaison,engineering_architecture,3,0,1,275,0,414
L1912-02615,USANNAZ-JORIS,Marcel,european_french,european,high,birth_france,,1878,Saint-Julien,justice_law,2,0,1,1075,1,416
L1912-02618,UZAN,Clément,european_italian,european,high,italian_institution;birth_tunisia,,1862,Sousse,medicine_health,2,0,1,464,0,417
L1912-02619,UZAN,,unknown,unknown,,birth_tunisia,,1889,Sousse,administration,0,0,0,364,0,417
L1912-02620,UZAN,Michel-Micaël,tunisian_muslim,tunisian,low,muslim_office;jewish_institution;birth_tunisia,tunisian_muslim;tunisian_jewish,1881,Tunis,engineering_architecture,1,0,1,1356,1,417
L1912-02621,VACHEROT,Pierre-Charles,unknown,unknown,,,,,,education_science,3,0,1,281,0,418
L1912-02622,VAIARELLO,Michel,european_italian,european,high,birth_italy,,1846,Favignana,commerce,0,0,0,382,0,418
L1912-02623,VAISSIË,Louis-Raymond,european_french,european,high,birth_france,,1866,La-CImpelle-Marival,justice_law,1,0,0,517,1,418
L1912-02624,VALENSI,Albert,tunisian_jewish,tunisian,high,jewish_institution;birth_tunisia,,1875,Tunis,medicine_health,1,0,1,588,0,418
L1912-02625,VALENSI,Alfred,unknown,unknown,,,,1878,,justice_law,1,0,1,1341,2,418
L1912-02626,VALENSI,Gabriel,unknown,unknown,,birth_tunisia,,1845,Tunis,military,9,1,1,1031,1,419
L1912-02627,VALENSI,Joseph,european_italian,european,high,italian_institution;birth_tunisia,,1856,Tunis,,4,0,1,2407,1,419
L1912-02628,VALENSI,Joseph,unknown,unknown,,,,,,diplomacy,3,0,1,434,1,420
L1912-02629,VALENSI,Moïse,unknown,unknown,,,,1825,,military,1,0,1,183,0,420
L1912-02630,VALENSI,Raoul,unknown,unknown,,birth_tunisia,,1865,Tunis,justice_law,2,0,1,441,0,420
L1912-02631,VALENSI,Robert,unknown,unknown,,birth_tunisia,,1884,Tunis,medicine_health,1,0,1,476,0,420
L1912-02632,VALENSI,Rodolphe,unknown,unknown,,birth_tunisia,,1881,Tunis,press_letters_arts,2,0,1,932,0,420
L1912-02633,VALENSI,Théodore,unknown,unknown,,birth_tunisia,,1886,Tunis,justice_law,1,0,1,795,0,420
L1912-02634,VALENTIN,Louis,european_other,european,high,birth_belgium,,1879,Mons,industry_crafts,1,0,1,1770,2,420
L1912-02635,VALENTINI,Jean-Baptiste,european_french,european,high,birth_france,,1862,"Cor lé""",administration,2,0,1,212,0,421
L1912-02636,VALÉRY-MAYET,,unknown,unknown,,,,,,education_science,0,0,0,510,1,421
L1912-02637,VALITON,Jules-Eugône,european_french,european,high,birth_france,,1870,Boudeval,administration,1,0,1,350,0,421
L1912-02638,VALLETTA,Joseph,european_maltese,european,high,birth_malta,,1880,Malte,medicine_health,0,0,0,415,0,421
L1912-02639,VALOIS,Jean-Francois-Henrî DE,european_french,european,high,birth_france,,1879,Lunel,administration,1,0,1,409,0,421
L1912-02641,VANNEY,Jean-Baptiste,european_french,european,high,birth_france,,1875,Saint-Chamond,,1,0,0,384,0,422
L1912-02642,VAQUIË,Paul-Louis,european_french,european,high,birth_france,,1877,Louben,justice_law,0,0,0,261,0,422
L1912-02643,VAQUIER,,unknown,unknown,,,,,,medicine_health,1,0,1,620,1,422
L1912-02644,VARATASSI,Alexandre,unknown,unknown,,,,1864,Chalcis,diplomacy,2,0,0,559,0,422
L1912-02645,VASSEL,Marie-Joseph-Eusôbe,european_french,european,high,birth_france,,1844,Forceville,,3,0,1,1945,2,422
L1912-02646,VEIGY,Paul-Emile DE,european_french,european,medium,birth_algeria,,1869,Alger,justice_law,0,0,0,199,0,423
L1912-02647,VENDEL,Georges,tunisian_muslim,tunisian,medium,islamic_school,,1867,Anc,industry_crafts,3,0,1,2040,0,423
L1912-02649,VENTRE,Joseph-Auguste,unknown,unknown,,birth_tunisia,,1845,Tunis,,1,1,0,1959,3,423
L1912-02650,VERDELET,Henry,unknown,unknown,,,,,,,0,0,0,76,0,424
L1912-02651,VERDIER,,european_french,european,high,birth_france,,1884,Paris,press_letters_arts,0,0,0,390,1,424
L1912-02652,VERRIER,Jean-Marie-Joseph,unknown,unknown,,,,1865,Rougemont-le-Château,education_science,1,0,0,256,0,424
L1912-02654,VERSINI,Bernard,european_french,european,high,birth_france,,1879,Vico,justice_law,0,0,0,122,0,424
L1912-02655,VERSINI,Dominique-Séraphin,european_french,european,high,birth_france,,1863,Cristinacce,justice_law,2,0,1,589,0,424
L1912-02657,VEYRIER,Jean-Etienne,european_french,european,high,birth_france,,1855,Toulaud par Saint-Peray,education_science,2,0,1,2190,0,424
L1912-02658,VIALAR,Anne - Marguerite - Adélaïde-Emilie DE,unknown,unknown,,,,,,,0,0,0,515,0,425
L1912-02659,VIDAL,Martial-Camille,unknown,unknown,,,,1868,,,4,0,1,596,0,425
L1912-02660,VIEU,Léon-Antoine-Louis,european_french,european,high,birth_france,,1873,Saint-Martin-de-Londres,education_science,3,0,1,780,0,425
L1912-02661,VIGIER,Jean,unknown,unknown,,,,1859,Agris,,1,0,1,341,0,425
L1912-02663,VILLATTE,Pierre-Auguste,european_french,european,high,birth_france,,1850,La Rochelle,justice_law,2,0,1,936,0,426
L1912-02664,VILLATE,Louis-Edgard,european_french,european,high,birth_france,,1854,Saumur,military,2,0,1,2034,0,426
L1912-02665,VILLEJACQUES,Menilba,unknown,unknown,,,,,,,0,0,0,122,0,426
L1912-02667,VINCENSINI,Antoine,european_french,european,high,birth_france,,1855,Baslia,administration,4,1,1,609,0,427
L1912-02668,VINCENT,Claude,european_french,european,high,birth_france,,1871,Laives,military,2,0,1,393,0,427
L1912-02669,VINCENT,Henri-Marie,unknown,unknown,,,,1857,Pompey,education_science,1,0,1,399,0,427
L1912-02670,VINCENTI,,unknown,unknown,,,,,,military,3,1,0,475,1,427
L1912-02671,VIOLANTE,Gioacchino,unknown,unknown,,birth_tunisia,,1866,Mahdia,diplomacy,1,0,1,206,0,428
L1912-02672,VIQUIER,Ernest,unknown,unknown,,birth_tunisia,,1877,Ingénieur civil des Mines à Metlaoui,engineering_architecture,0,0,0,259,0,428
L1912-02673,VIRZI,Mineo-Paolo,european_italian,european,high,birth_italy,,1855,Trupani,military,1,0,1,1458,1,428
L1912-02675,VIVONA,Nicaise,tunisian_jewish,tunisian,low,jewish_institution;birth_italy;livorno_jewish_note,tunisian_jewish;european_italian,1864,Castelvetrano,industry_crafts,0,0,0,554,1,428
L1912-02678,VUILLAUME,Raymond,european_french,european,high,birth_france,,1857,Varnôville,education_science,4,1,1,628,0,429
L1912-02679,VULLIEN,Marie-André,european_french,european,high,birth_france,,1881,Epinal,,2,0,1,1102,1,429
L1912-02680,WARREN,,european_french,european,high,member_of:french_settler_body;birth_france,,1871,Rouen,agriculture,1,1,0,949,0,430
L1912-02681,WARREN,,european_french,european,high,birth_france,,1877,Nancy,agriculture,0,0,0,249,0,430
L1912-02682,WARTELLE,Eugène,european_french,european,high,birth_france,,1845,Lieusaint,agriculture,1,1,0,748,2,430
L1912-02683,WARZÉE,Charles,unknown,unknown,,,,1858,Civet,justice_law,1,0,0,425,0,430
L1912-02684,WARZÉE,Victor-Charles,european_french,european,high,birth_france,,1869,Wadelincourt,justice_law,1,0,1,321,0,430
L1912-02685,WATRIN,Ernest-Dominique,unknown,unknown,,,,1861,,,1,0,1,470,0,430
L1912-02686,WEBER,Jean-Frédéric,european_french,european,high,birth_france,,1858,Colmar,industry_crafts,3,0,1,727,0,430
L1912-02687,WEISSEN-SZUMLANSKI,Wilfrid,european_french,european,high,birth_france,,1882,Annecy,education_science,0,0,0,587,0,430
L1912-02688,WILLOT-BEAUCHEMIN,,european_french,european,high,birth_france,,1863,Verdun-sur-Meuse,engineering_architecture,3,0,1,619,0,431
L1912-02689,WISSEMANS,Maurice-Mario-Joseph,european_french,european,high,birth_france,,1855,Cbaumonl,medicine_health,3,1,1,969,0,431
L1912-02690,WITASSE,Pierre DE,european_french,european,high,birth_france,,1878,Senlis,,2,0,1,764,1,431
L1912-02693,YOUSSOUF-KHODJA,,unknown,unknown,,,,,,,0,0,0,160,0,432
L1912-02700,ZAKARIA,Mohsen,tunisian_muslim,tunisian,medium,islamic_school,,1876,,press_letters_arts,0,0,0,522,0,433
L1912-02701,ZAKARIA,Saïd,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1878,La Marsa,,1,0,1,288,0,433
L1912-02704,ZAMMIT,Jean-T.,european_maltese,european,high,birth_malta,,1867,Malte,medicine_health,0,0,0,171,0,434
L1912-02706,ZAOUCHE,Abdelaziz,unknown,unknown,,birth_tunisia,,1875,La ■Marsa,agriculture,2,0,1,511,0,434
L1912-02707,ZAOUCHE,Abdeljelil,tunisian_muslim,tunisian,medium,member_of:muslim_body;birth_tunisia,,1873,La Marsa,industry_crafts,2,1,1,895,2,434
L1912-02708,ZAOUCHE,Abdulhamid,unknown,unknown,,birth_tunisia,,1879,Tunis,,0,0,0,189,0,434
L1912-02709,ZAOUCHE,Sellam,unknown,unknown,,birth_tunisia,,1878,La Marsa,,1,0,1,491,1,434
L1912-02724,ZARRI,André-Baptiste,unknown,unknown,,,,1869,Digne,military,0,0,0,188,0,435
L1912-02725,ZARROUK,Abou Baker,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1862,Tunis,,3,0,1,491,0,435
L1912-02740,ZUMMO,Joseph,unknown,unknown,,,,1869,Païenne,,2,0,1,1022,0,436
L1912-02741,ZURETTI,Louis,unknown,unknown,,,,,,engineering_architecture,2,0,1,1164,0,436
L1912-02743,CAMPS,Damicn,european_french,european,high,birth_france,,1854,Béziers,engineering_architecture,0,0,0,438,0,437
L1912-02744,CAPELLANO,Halo,european_italian,european,high,italian_institution;member_of:italian_body;birth_tunisia,,1872,Tunis,military,3,0,1,1516,1,437
L1912-02745,CHOLET,,unknown,unknown,,,,1869,,medicine_health,2,0,1,2616,0,437
L1912-02746,DOMINICI,Jacques,unknown,unknown,,,,1885,,military,1,0,1,288,0,438
L1912-02747,DOUMET-ADANSON,Paul-Napoléon,european_french,european,high,birth_france,,1834,Guérel,education_science,2,1,0,1821,1,438
L1912-02748,EDDAOUNl DIACOMO,Hector,unknown,unknown,,,,1889,,military,1,0,1,229,1,438
L1912-02749,FELICI,Jean-Olivier,european_french,european,high,birth_france,,1862,Ajaccio,military,3,1,1,1260,0,439
L1912-02750,FUCHS,Edmond,european_french,european,high,birth_france,,1837,Strasbourg,education_science,1,1,0,2776,1,439
L1912-02753,KELLER,Paul-Adolphe,european_french,european,medium,birth_algeria,,1875,Oran,education_science,2,0,1,620,0,440
L1912-02754,LETOURNEUX,Arlistide-Horace,european_french,european,high,birth_france,,1820,Rennes,justice_law,4,1,0,2142,1,440
L1912-02755,LICARI,Emmanuel,unknown,unknown,,,,1869,Malle,commerce,1,0,1,135,0,440
L1912-02756,LICARI,Giuseppe,unknown,unknown,,,,1859,Malle,industry_crafts,2,0,1,1227,2,440
L1912-02759,MEDINA,Gabriel,european_other,european,high,birth_ottoman_empire,,1842,Smyrne,,0,0,0,3112,0,441
L1912-02762,MIFSUD,Joseph,unknown,unknown,,birth_tunisia,,1844,Tunis,finance_banking,0,0,0,203,0,442
L1912-02766,NAAMÉ,Chucri,unknown,unknown,,,,1869,Beyrouth,medicine_health,0,0,0,550,1,442
L1912-02767,NANI,Elconide,european_maltese,european,high,birth_malta,,1856,Malte,administration,0,0,0,270,0,442
L1912-02770,PATTI,Pietro,european_italian,european,medium,member_of:italian_body,,1855,Négociant en vins,commerce,0,0,0,751,1,442
L1912-02771,PISANI,François,unknown,unknown,,birth_tunisia,,1884,Tunis,engineering_architecture,0,0,0,254,0,443
L1912-02772,PONDEVAUX,Georges,european_french,european,high,birth_france,,1882,Lyon,press_letters_arts,1,0,1,292,0,443
L1912-02773,SAINSOUS,Marcelin,unknown,unknown,,,,,,commerce,1,0,1,183,0,443
L1912-02774,SALIBA,Joseph,unknown,unknown,,,,1839,Malle,,0,0,0,222,0,443
L1912-02775,TUOR,Florin,unknown,unknown,,,,1863,Sontoiz,commerce,1,0,1,274,1,443
L1912-02776,VUARNET,Lucien,unknown,unknown,,,,1870,Messiry,hospitality_services,1,0,1,871,1,443
L1912-02777,XERRI,,unknown,unknown,,,,,,religion,0,0,0,95,0,443
L1912-02778,XERRI,Carmel,unknown,unknown,,birth_tunisia,,1879,Tunis,administration,1,0,1,260,0,443
L1912-02779,XUËREB,Salvator,european_maltese,european,high,maltese_marker;member_of:maltese_body;birth_tunisia,,1859,Tunis,medicine_health,0,0,0,218,6,443
