entry_id,surname,forenames,community,community_group,confidence,evidence,competing_categories,birth_year,birth_place,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits,page_first
L1912-00973,DUPLA,Jean,unknown,unknown,,,,1878,Alais,justice_law,0,0,0,960,1,167
L1912-00974,DUPLAV,Jacques-Louis,european_french,european,high,birth_france,,1840,Saint-Etienne,engineering_architecture,2,0,1,668,0,168
L1912-00975,DUPONT,Pierre,european_french,european,high,birth_france,,1862,Vélines,,0,0,0,263,0,168
L1912-00976,DUPOUX,,european_french,european,medium,birth_algeria,,1865,Djeba,industry_crafts,3,0,1,619,0,168
L1912-00977,DUPRÊ,Emile,unknown,unknown,,,,1835,Meaux,administration,3,1,1,711,1,168
L1912-00978,DURAN,André,european_french,european,high,birth_france,,1877,Valence,justice_law,3,0,1,707,1,168
L1912-00979,DURAN,Vincent,unknown,unknown,,,,1865,Fa- vignana,commerce,0,0,0,105,1,168
L1912-00980,DUREL,Alphonse,unknown,unknown,,,,1856,,military,3,0,1,302,0,169
L1912-00981,DUREL,Auguste,unknown,unknown,,,,1851,,military,1,0,0,226,0,169
L1912-00982,DUREL,Joachim-Cliristian,european_french,european,high,birth_france,,1878,Toulouse,education_science,3,0,1,255,0,169
L1912-00983,DURIEUX,Eugène,european_french,european,high,birth_france,,1859,Verteillac,industry_crafts,0,0,0,129,0,169
L1912-00984,DURMEYER,Georges-Jacques,european_french,european,high,birth_france,,1827,Mulhouse,religion,1,0,1,232,0,169
L1912-00985,DURMEYER,Louis-Gustavc-Alexis,unknown,unknown,,,,1876,Nolre-Dame-de-Coiiimier,education_science,0,0,0,229,0,169
L1912-00986,DURMEYER,,european_french,european,high,birth_france,,1866,Lyon,justice_law,1,0,1,403,0,169
L1912-00987,DUSSOUILLEZ,Ferdinand-VictorLouis,european_french,european,high,birth_france,,1878,Paris,,1,0,1,1110,1,169
L1912-00988,DUVAL,Joseph,european_french,european,high,birth_france,,1860,Montpellier,education_science,3,0,1,320,0,169
L1912-00989,DUVAU,Albert,unknown,unknown,,,,1851,Soignolles,agriculture,2,0,1,1165,1,169
L1912-00999,EICHMULER,Georges,european_french,european,high,birth_france,,1866,Vienne,medicine_health,1,0,0,190,0,173
L1912-01000,EIGENSCHENCK,Henri- Kilien,european_french,european,high,birth_france,,1851,Monlargis,military,2,0,1,415,0,173
L1912-01001,EIGENSCHENCK,Charlotte,unknown,unknown,,,,,,military,2,0,1,1417,1,173
L1912-01012,EL ANNABI,Béchir,tunisian_muslim,tunisian,medium,islamic_school;nasab_particle,,1871,,administration,2,0,1,477,0,174
L1912-01013,EL ANNABI,Sadok,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia;nasab_particle,,1875,Tunis,administration,1,0,0,332,0,174
L1912-01029,ELES,Emilio,european_italian,european,high,italian_institution,,1874,Sinigaglia,diplomacy,0,0,0,369,0,175
L1912-01031,EL FOURATI,Mohammed,tunisian_muslim,tunisian,medium,nasab_particle,,,,politics_native_admin,3,1,1,261,0,175
L1912-01032,EL FOURTI,Béchir,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia;nasab_particle,,1884,Tunis,press_letters_arts,0,0,0,181,0,175
L1912-01046,EL KAROUI,Mohammed,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia;nasab_particle,,1847,Tunis,military,3,1,1,693,0,176
L1912-01049,EL-KHALSI,M'hamed,tunisian_muslim,tunisian,medium,birth_tunisia;nasab_particle,,1873,Tunis,commerce,0,0,0,127,0,176
L1912-01052,EL LEZZAM,Abderrahmane,tunisian_muslim,tunisian,medium,nasab_particle,,,,politics_native_admin,0,0,0,103,0,177
L1912-01065,ELZEAR,,unknown,unknown,,,,,,diplomacy,0,0,0,674,1,177
L1912-01066,EMONTS,Charles,european_french,european,high,birth_france,,1864,Paris,engineering_architecture,2,0,1,792,0,177
L1912-01072,ENDIGNOUX,Auguste-Philippe-Adolphe-Marie,european_italian,european,high,birth_italy,,1859,Rome,agriculture,3,0,1,870,0,177
L1912-01078,ENGERER,William,european_maltese,european,high,birth_malta,,1850,Malte,commerce,1,0,1,171,0,178
L1912-01079,ENNOURI,M'hamed,european_french,european,medium,birth_algeria,,1828,Bône,politics_native_admin,1,0,1,185,0,178
L1912-01081,ENRIQUEZ,Daniel,unknown,unknown,,birth_tunisia,,1886,Tunis,education_science,0,0,0,260,0,179
L1912-01082,ENRIQUEZ,Guillaume,unknown,unknown,,birth_tunisia,,1875,Tunis,justice_law,3,0,1,918,0,179
L1912-01091,Epargne Tunisienne,L',unknown,unknown,,,,,,,1,0,0,1757,0,181
L1912-01093,EPINAT,Alexandre,european_french,european,high,birth_france,,1850,Paris,industry_crafts,3,0,1,584,0,181
L1912-01094,EPINAT,Charles,unknown,unknown,,birth_tunisia,,1868,Mahdia,industry_crafts,3,0,1,741,0,181
L1912-01097,ERRAIS,,unknown,unknown,,,,,,,1,0,0,169,0,183
L1912-01098,ERRERA,Giuseppe,european_italian,european,medium,member_of:italian_body,,1859,Pantolleria,medicine_health,1,0,1,320,0,183
L1912-01099,ESCANO,Ernest,european_italian,european,medium,member_of:italian_body;birth_tunisia,,1860,Tunis,commerce,1,0,1,380,0,183
L1912-01101,ESPIAUT,Henri-Edmond,unknown,unknown,,,,1862,Nérac,,3,0,1,493,0,183
L1912-01102,ESPITALIER,Jules,european_french,european,high,birth_france,,1865,Marseille,,1,0,1,688,0,183
L1912-01104,ESSALMI,,tunisian_muslim,tunisian,high,muslim_office;islamic_school,,,,justice_law,0,0,0,196,0,183
L1912-01105,Essor,L',unknown,unknown,,,,,,,0,0,0,1195,0,183
L1912-01106,ESTIBAL,Jean-Romain.-Camille,european_french,european,high,birth_france,,1870,Agen,administration,2,0,1,764,0,183
L1912-01107,ESTRAGNAT,Jules,unknown,unknown,,,,1875,,,0,0,0,34,0,184
L1912-01108,ETTIJANNI,Mohamed Cherif,unknown,unknown,,,,1884,Publicisle et propriétaire,,0,0,0,557,1,184
L1912-01110,EXIGA-KAYSER,Charles-Jacques,european_french,european,medium,birth_algeria,,1859,Jemmapes,,2,0,1,1423,1,184
L1912-01111,EYMON,Louis,european_italian,european,high,italian_institution,,1840,,hospitality_services,2,1,0,1374,0,184
L1912-01112,FABRY,Paul-Auguste,european_french,european,high,birth_france,,1855,Marseille,justice_law,2,1,0,822,0,185
L1912-01113,FAGES DE LATOUR,Eugène DE,european_french,european,high,birth_france,,1862,Coutras,military,5,1,1,1015,3,185
L1912-01114,FAGOT,Charles-Louis,european_french,european,high,birth_france,,1862,Vertus,,1,0,0,337,1,185
L1912-01116,FARGEON,Jacques-Raoul,unknown,unknown,,birth_tunisia,,1889,Tunis,,1,0,1,726,0,186
L1912-01117,FARHAT,Chadly,tunisian_muslim,tunisian,high,muslim_office;islamic_school,,,,politics_native_admin,2,1,1,302,0,186
L1912-01119,FATH,Charles,european_french,european,low,member_of:french_settler_body,,1859,,administration,2,0,1,443,1,186
L1912-01121,FATTACIOLI,Jean-Martin,european_french,european,high,member_of:french_settler_body;birth_france,,1870,Baslelica,medicine_health,0,0,0,192,0,186
L1912-01122,FAUCHE,Antoine-Victor,european_french,european,high,birth_france,,1882,Grenoble,education_science,0,0,0,340,0,186
L1912-01124,FAURE-DÈRE,François,european_french,european,low,member_of:french_settler_body,,1877,Ba,politics_native_admin,1,0,0,387,0,186
L1912-01131,FËLICI,Noël,european_french,european,high,birth_france,,1878,Ajaccio,justice_law,1,0,1,221,0,187
L1912-01133,FENECH,,european_maltese,european,high,birth_malta,,1848,Malte,diplomacy,0,0,0,177,0,187
L1912-01143,FERRAND,Henri,european_french,european,high,birth_france,,1862,Clairvanx,,2,0,0,390,0,188
L1912-01144,FERRY,Jules-François-Camille,unknown,unknown,,,,,,justice_law,1,0,0,2183,0,188
L1912-01145,FERRY,Oscar-Joseph,unknown,unknown,,,,1706,,medicine_health,4,1,1,626,0,188
L1912-01147,FESLER,,unknown,unknown,,birth_tunisia,,1870,Tunis,,1,0,1,3008,2,188
L1912-01148,FESQUET,Adrien,european_french,european,high,birth_france,,1873,Croi,,1,0,1,465,0,189
L1912-01149,FESQUET,Mathilde,european_french,european,high,birth_france,,1873,Pantin,,0,0,0,331,0,189
L1912-01151,FEUILLE,Henri,unknown,unknown,,,,,,justice_law,3,0,1,191,0,189
L1912-01154,FIESCHI,Mariano,european_french,european,high,birth_france,,1865,Peheto-Bichisano,education_science,1,0,1,200,0,190
L1912-01155,FIGRE,Auguste,european_french,european,high,birth_france,,1857,Margny,administration,2,0,1,224,0,190
L1912-01157,FILIPFI,Antoine,european_french,european,high,birth_france,,1869,Baslia,administration,1,0,1,714,0,190
L1912-01160,FINOCCHI,Jules-Dominique,european_french,european,high,birth_france,,1884,Patriomonio,administration,0,0,0,343,0,191
L1912-01161,FINOCCHI,Louis,european_french,european,high,birth_france,,1882,Patrimonio,administration,1,0,1,580,0,191
L1912-01162,FINZI,Joseph,unknown,unknown,,,,1865,,finance_banking,1,0,1,135,0,191
L1912-01163,FISCHEL,Félix,european_french,european,medium,birth_algeria,,1868,Alger,industry_crafts,1,0,1,436,0,191
L1912-01164,FISGHEL,Maurice,european_french,european,medium,birth_algeria,,1873,Alger,commerce,2,0,1,369,0,192
L1912-01165,FITOUSSI,Elle,tunisian_jewish,tunisian,medium,member_of:jewish_body,,1872,,justice_law,3,1,1,911,2,192
L1912-01166,FLACK,Félix,unknown,unknown,,,,,,,0,0,0,865,0,192
L1912-01168,FLAMANT,Albert,european_other,european,high,birth_russia,,1875,Pinligorski,administration,1,0,1,435,0,192
L1912-01169,FLAMANT,,unknown,unknown,,,,,,,1,0,0,603,0,192
L1912-01170,FLEURETTE,,unknown,unknown,,,,1858,,,2,0,1,168,0,193
L1912-01171,FLEURY,,unknown,unknown,,,,1864,Gerclies,industry_crafts,4,1,1,1134,0,193
L1912-01172,FLOT,Louis,european_french,european,high,birth_france,,1861,Epinal,education_science,2,0,1,438,0,193
L1912-01181,FORETS,,unknown,unknown,,,,,,military,0,0,0,1893,0,194
L1912-01182,FORESTIER,Georges,european_french,european,high,birth_france,,1872,Bordeaux,commerce,3,0,1,879,0,194
L1912-01184,FORGEMOL DE BOSTQUÉNARD,Léonard-Léopold,unknown,unknown,,,,,,military,1,0,0,695,0,194
L1912-01185,FORTIN,Jules,european_french,european,high,birth_france,,1844,Le Mans,administration,1,0,0,264,0,196
L1912-01186,FOUCAUD,Léon,european_french,european,high,birth_france,,1880,Limoges,press_letters_arts,0,0,0,568,0,196
L1912-01187,FOUCHER,Louis-Emile,european_french,european,high,birth_france,,1853,Orléans,military,5,1,1,1527,1,196
L1912-01188,FOUESNEL,Julien,european_french,european,high,birth_france,,1840,Allaire,military,0,0,0,242,1,196
L1912-01189,FOULQUIER,Edisle,european_french,european,high,member_of:french_settler_body;birth_france,,1844,Saint-Marcel,medicine_health,1,0,0,213,0,196
L1912-01191,FOURNIER,,european_french,european,high,birth_france,,1854,Peyrieux,,1,1,0,353,1,196
L1912-01192,"• FRADET""",Martial,european_french,european,high,birth_france,,1867,Monsac,hospitality_services,0,0,0,331,0,196
L1912-01196,FRANK,Louis,unknown,unknown,,,,,,medicine_health,0,0,0,1339,0,197
L1912-01197,FRANZINI DTSSONCOURT,Fernand,european_french,european,high,birth_france,,1863,Virieu,agriculture,1,0,1,667,1,197
L1912-01198,FRÊMAUX,Paul,european_french,european,high,birth_france,,1858,Marseille,press_letters_arts,2,0,1,560,0,197
L1912-01199,FROMONT DE BOUAILLE,,european_french,european,high,birth_france,,1870,Alençon,agriculture,1,0,1,345,0,197
L1912-01201,FUNARO,Guillaume,tunisian_jewish,tunisian,low,jewish_institution;italian_institution,tunisian_jewish;european_italian,1842,Pitiglia,medicine_health,2,0,0,2165,0,198
L1912-01203,GABÈS,Oasis,unknown,unknown,,,,,,,0,0,0,1984,0,199
L1912-01204,GADRAT,Jean-Guillaume,european_french,european,high,birth_france,,1872,Foix,military,2,0,1,333,0,200
L1912-01208,GAGEY,René,european_other,european,high,birth_united_kingdom,,1875,Londres,education_science,3,0,1,583,0,200
L1912-01209,GAIJI,Mohamed,unknown,unknown,,birth_tunisia,,1818,Bardo,military,1,0,1,953,0,200
L1912-01210,GAILLARD,Jacques,unknown,unknown,,,,1876,,diplomacy,3,0,1,1170,0,200
L1912-01213,GALEA,William,unknown,unknown,,,,,,diplomacy,0,0,0,168,0,201
L1912-01215,GALLICO,Raffaelo,european_italian,european,high,birth_italy,,1880,Florence,press_letters_arts,1,0,0,751,1,201
L1912-01216,GALLINI,Jean-François,european_french,european,high,member_of:french_settler_body;birth_france,,1861,Ajaccio,justice_law,3,1,0,764,0,201
L1912-01217,GALLUT,Armand,european_french,european,high,birth_france,,1885,Auch,engineering_architecture,0,0,0,948,2,201
L1912-01219,GAMET,Lucien,european_french,european,high,birth_france,,1874,Givors,administration,1,0,1,602,0,202
L1912-01221,GANDOLFO,R.,unknown,unknown,,birth_tunisia,,1882,Tunis,medicine_health,0,0,0,673,0,202
L1912-01223,GANDOLPHE,,unknown,unknown,,,,1839,Tunie,military,3,0,1,1149,0,203
L1912-01224,GANDOLPHE,Alfred,unknown,unknown,,birth_tunisia,,1849,Tunis,justice_law,1,1,0,313,0,203
L1912-01225,GANDOLPHE,Georges - Edouard,unknown,unknown,,birth_tunisia,,1838,Tunis,administration,1,1,0,198,0,203
L1912-01226,GANDOLPHE,Pascal,unknown,unknown,,,,,,commerce,0,0,0,342,0,203
L1912-01227,GANDOLPHE,Pascal,unknown,unknown,,,,1814,Négociant,military,0,0,0,161,0,203
L1912-01228,GANDOLPHE,Thomas-Félix,unknown,unknown,,birth_tunisia,,1842,Tunis,politics_native_admin,0,0,0,602,0,203
L1912-01229,GANOUNA,Joseph-Cohen,tunisian_jewish,tunisian,high,jewish_institution;birth_tunisia,,1881,Sousse,,2,0,1,445,0,203
L1912-01232,GAROT,René,european_french,european,low,member_of:french_settler_body,,1706,,military,3,1,0,485,0,204
L1912-01233,GASTU,,european_french,european,medium,birth_algeria,,1859,Fort-Napoléon,,3,0,1,348,1,204
L1912-01234,GAU,Jules,european_italian,european,low,italian_institution;birth_france,european_italian;european_french,1841,Labrnguière,politics_native_admin,1,1,0,3835,0,204
L1912-01235,GAUDENS-RAVOTTI,,unknown,unknown,,,,1845,,industry_crafts,3,0,1,3267,1,205
L1912-01236,GAUDIANI,Antoine,european_french,european,high,birth_france,,1867,Ajaccio,justice_law,1,0,1,477,0,206
L1912-01237,GAUDIANI,Dominique,unknown,unknown,,,,1877,,military,2,0,1,242,0,206
L1912-01238,GAULT,,unknown,unknown,,,,,,military,0,0,0,307,0,206
L1912-01240,GAUTIER,Raymond,unknown,unknown,,,,1865,Villebon,justice_law,1,0,1,685,2,206
L1912-01241,GAVER,,european_french,european,high,birth_france,,1855,Marseille,medicine_health,0,0,0,696,0,206
L1912-01242,GAVER,,european_french,european,high,birth_france,,1797,Marseille,military,0,0,0,856,0,206
L1912-01243,GAVIOLI,Marc-Lucien,unknown,unknown,,,,,,medicine_health,1,0,1,435,1,206
L1912-01244,GAZANIOL,Jules-Etienne,european_french,european,high,birth_france,,1845,Toulouse,religion,0,0,0,199,0,207
L1912-01245,GELLÉ,Célestin,european_french,european,high,birth_france,,1868,Villeseneux,education_science,1,0,1,313,0,207
L1912-01246,GENET,,unknown,unknown,,,,1861,,justice_law,2,0,0,410,0,207
L1912-01247,GENILLON,François-Antoine,european_french,european,high,birth_france,,1861,Lyon-Guillotiôre,,2,0,1,349,0,207
L1912-01248,GENNATAS,Charles,unknown,unknown,,,,1872,Sainte-Thôcle,medicine_health,0,0,0,464,1,207
L1912-01249,GENTHON,Charles,european_french,european,high,birth_france,,1860,Génissieux,administration,2,0,0,447,0,207
L1912-01250,GENTIL,Maurice,european_french,european,high,birth_france,,1866,Paris,justice_law,0,0,0,368,0,207
L1912-01251,GENTILE,Raoul-Victor DE,unknown,unknown,,,,,,justice_law,0,0,0,191,1,207
L1912-01252,GEORGE,Paul-Antoine-Michel,european_french,european,high,birth_france,,1859,Paris,engineering_architecture,3,0,1,667,0,207
L1912-01253,GEPT,Louis,european_french,european,high,birth_france,,1869,Canx,,0,0,0,556,0,207
L1912-01255,GÉRARD,Gaston-Marie,european_french,european,high,birth_france,,1877,Delouze,education_science,0,0,0,444,0,208
L1912-01256,GÉRARD,Joseph,european_french,european,high,birth_france,,1801,Marseille,commerce,2,0,0,296,0,208
L1912-01257,GERINI,Dante,european_italian,european,high,italian_institution;member_of:italian_body;birth_italy,,1875,Gonnesa,mining,2,0,0,2030,1,208
L1912-01258,GERMONNEAU,Damase-François,unknown,unknown,,,,1870,La,politics_native_admin,1,0,0,329,0,208
L1912-01262,GHILEB,,tunisian_muslim,tunisian,high,muslim_office;birth_tunisia,,1884,Tunis,military,3,1,1,723,0,209
L1912-01266,GIGNAN,Clodomir-Ernest,european_french,european,high,birth_france,,1859,Portes,military,1,1,0,266,1,209
L1912-01267,GILBERT,André,unknown,unknown,,,,,,,4,1,1,1114,0,209
L1912-01268,GILBERT,Gabriel-Alphonse,european_french,european,high,birth_france,,1875,Moiitiiûrail,administration,2,0,1,451,0,209
L1912-01269,GILLY,Marie-Emmanuel-Pierre,european_french,european,high,birth_france,,1886,Montpellier,,0,0,0,545,0,209
L1912-01270,GILTAIRE,Edmond,unknown,unknown,,,,,,administration,0,0,0,82,0,209
L1912-01271,GIORGI,Charles,european_french,european,high,birth_france,,1858,Tasso,administration,1,0,1,259,0,209
L1912-01272,GIORGI,Pierre-Louis,unknown,unknown,,,,1846,,military,3,1,0,401,0,210
L1912-01273,GIRARD,Léon-Hippolvle-Adolphe,unknown,unknown,,,,1864,Tire-sur-la-Lys,administration,2,0,1,655,0,210
L1912-01274,GIRAUD,Charles-Hippolyte,european_french,european,high,birth_france,,1860,Paris,agriculture,3,0,1,609,0,210
L1912-01275,GIROU,Henry-Maurice,european_french,european,high,birth_france,,1873,Paris,education_science,1,0,0,621,0,210
L1912-01276,GIROUD,Joseph,european_french,european,high,member_of:french_settler_body;birth_france,,1867,Lyon,engineering_architecture,1,0,0,735,1,210
L1912-01277,GIROZ,Charles,unknown,unknown,,,,1879,Ronchamp,engineering_architecture,1,0,1,582,0,210
L1912-01278,GISTUCCI,Alexandre-Valère,european_french,european,high,birth_france,,1874,Bastilica,,2,0,1,617,0,210
L1912-01279,GLANDUT,Séraphin,european_french,european,high,birth_france,,1863,Theys,industry_crafts,1,0,1,259,0,211
L1912-01281,GLUCK,André-Robert,european_french,european,high,birth_france,,1882,Paris,,0,0,0,742,0,211
L1912-01282,GOBILLOT,Jacques-Philippe-Lucien,unknown,unknown,,,,1859,,,2,0,1,595,1,211
L1912-01283,GOIN,Georges,unknown,unknown,,,,1906,,transport_maritime,2,0,1,247,0,211
L1912-01284,GONNOT,Marie,unknown,unknown,,,,1859,Vitryen-Charolais :s,,2,0,1,415,0,211
L1912-01285,GORDON,Gerlrude,unknown,unknown,,,,,,medicine_health,0,0,0,327,0,211
L1912-01287,GORSSE,Louis,european_french,european,high,birth_france,,1865,Cordes,commerce,1,0,1,175,0,211
L1912-01291,GOUNOT,André,european_italian,european,high,member_of:french_settler_body;birth_italy,,1878,Palerme,agriculture,1,0,0,974,0,212
L1912-01294,GOUTTENOIRE,Jean,unknown,unknown,,,,1879,,military,0,0,0,135,1,212
L1912-01296,GOUVET,Ernesf-Alexis-Laurent,european_french,european,medium,birth_algeria,,1860,Constantine,engineering_architecture,4,0,1,531,0,212
L1912-01297,GOYET,Joseph-Antoine,european_french,european,high,birth_france,,1873,Nîmes,administration,0,0,0,409,0,212
L1912-01298,GOZLAN,A.,tunisian_jewish,tunisian,high,jewish_institution,,1866,Industriel,industry_crafts,6,0,1,668,0,212
L1912-01301,GRASSET,Alfred-Louis-Benjamin,european_french,european,high,birth_france,,1866,Périgueux,,2,0,1,497,0,213
L1912-01302,GRÉBAUVAL,Lôonidas-Adolphe,unknown,unknown,,,,1856,Baillolet,justice_law,1,0,0,279,0,213
L1912-01306,GRENOUILLEAU,Marc,unknown,unknown,,,,1865,Loches,justice_law,1,0,0,267,0,213
L1912-01307,GRENY,Hilaire-Albert,european_french,european,high,birth_france,,1867,Limoges,engineering_architecture,1,0,1,600,0,213
L1912-01308,GRÉSILLON,Emile-Albert,unknown,unknown,,,,1865,Essonnes,press_letters_arts,0,0,0,588,0,213
L1912-01309,GRESSE,Paul,unknown,unknown,,,,1868,Châ,education_science,3,0,1,820,1,214
L1912-01310,GREZEL,,unknown,unknown,,,,1866,,administration,2,0,1,190,0,214
L1912-01313,GROSRENAUD,François-Joseph,european_french,european,high,birth_france,,1871,Seloncourt,education_science,2,0,1,247,0,214
L1912-01314,GROSS,André,european_french,european,high,birth_france,,1871,Ernolsheim,administration,1,0,1,208,0,214
L1912-01315,GRUNDLER,Frédéric-Jules,european_french,european,high,birth_france,,1864,Sainte - Marie - aux - Mines,education_science,1,0,1,355,0,214
L1912-01318,GUEDJ,Félix,unknown,unknown,,birth_tunisia,,1885,Sousse,justice_law,0,0,0,191,0,214
L1912-01319,GUËGAN,Jules-Fortuné,unknown,unknown,,,,1855,Sainl-Germam-en-Layc,medicine_health,3,1,1,2039,1,214
L1912-01320,GUELLATY,,european_french,european,medium,birth_algeria,,1880,Boghari,justice_law,0,0,0,396,1,215
L1912-01321,GUELLATY,Omar,tunisian_muslim,tunisian,low,member_of:muslim_body;birth_algeria,tunisian_muslim;european_french,1852,Alger,,3,1,1,659,0,215
L1912-01323,GUÊNARD,Albert,european_french,european,medium,birth_algeria,,1880,Oran,administration,0,0,0,754,2,215
L1912-01324,GUÉNARD,Ernest,unknown,unknown,,,,,,administration,3,1,1,1083,0,216
L1912-01325,GUÉNIER,Henri-Eugène,unknown,unknown,,birth_tunisia,,1859,Tunis,,1,0,0,2792,2,216
L1912-01326,GUENIN,Jean-Regis,unknown,unknown,,,,1866,Fay-le-Froid,,1,0,1,171,0,216
L1912-01327,GUËRARD,Horace-Napoléon,european_french,european,high,birth_france,,1860,Ajacio,finance_banking,0,0,0,91,0,216
L1912-01331,GUEYDAN,Adrien,european_french,european,high,birth_france,,1857,Corps,justice_law,4,1,0,573,0,217
L1912-01332,GUEZ,Victor,unknown,unknown,,,,1877,Sta,commerce,0,0,0,125,0,217
L1912-01333,GUILHON,Clém'-Jules,unknown,unknown,,,,1876,,,2,0,1,476,0,217
L1912-01334,GUILLEMART,Robert,unknown,unknown,,,,1868,,military,2,1,0,372,0,217
L1912-01335,GUILLOCHON,Lucien,european_french,european,high,birth_france,,1871,Paris,military,2,0,1,625,1,217
L1912-01336,GUILLON,Paul-Marie,unknown,unknown,,,,1875,Senseii-Léharl,education_science,0,0,0,252,0,217
L1912-01337,GUILLOT,,unknown,unknown,,,,,,,2,1,0,203,0,217
L1912-01338,GUIOT,Charles,unknown,unknown,,,,1866,Halle,justice_law,1,0,0,437,0,217
L1912-01339,GUITAT,Daniel,european_french,european,medium,birth_algeria,,1868,Bône,commerce,0,0,0,531,0,217
L1912-01340,GUNG'L,J.-N.,european_french,european,high,birth_france,,1852,Versailles,justice_law,3,0,1,945,1,217
L1912-01341,GUTTIERES,,european_italian,european,high,italian_institution,,1844,,administration,3,0,1,195,0,218
L1912-01342,GUTTIERES,Ernest,tunisian_jewish,tunisian,high,jewish_institution;birth_tunisia,,1880,Tunis,justice_law,0,0,0,260,1,218
L1912-01343,GUY,Raphaël,european_french,european,high,birth_france,,1869,Rennes,military,2,0,1,607,0,218
L1912-01344,GUYON,Louis,european_french,european,high,birth_france,,1778,Saint-Nazaire,finance_banking,0,0,0,175,0,218
L1912-01345,GUYS,,unknown,unknown,,,,,,military,0,0,0,271,1,218
L1912-01346,HAAK,Gérard Van Den,european_other,european,high,birth_netherlands,,1862,Harlem,religion,0,0,0,114,0,219
L1912-01349,HACKSPILL,Henri-Albert,unknown,unknown,,,,1878,Aumale,,1,0,1,371,0,219
L1912-01350,HADDAD,Nissim,unknown,unknown,,birth_tunisia,,1868,Tunis,commerce,0,0,0,425,0,219
L1912-01354,HADJOUJ,Younès,tunisian_muslim,tunisian,high,muslim_office;islamic_school;birth_tunisia,,1860,Tunis,politics_native_admin,2,0,1,283,0,220
L1912-01360,HALFON,Albert,tunisian_jewish,tunisian,high,jewish_institution,,,,medicine_health,0,0,0,222,0,220
L1912-01361,HALFON,Alb.ert-L.,unknown,unknown,,birth_tunisia,,1880,Tunis,commerce,0,0,0,289,0,220
L1912-01362,HALFON,Joseph,unknown,unknown,,,,1887,Monaslir,,0,0,0,135,0,220
L1912-01383,HANOUN,Léon,european_french,european,medium,birth_algeria,,1856,Alger,finance_banking,2,0,1,296,0,222
L1912-01384,HANRIOT,Eugène-Nicolas,european_french,european,high,birth_france,,1856,Corny,military,3,1,1,1473,1,222
L1912-01390,HARTMAYÉR,Jacob-Emile,unknown,unknown,,,,1834,,military,4,1,0,1718,1,224
L1912-01391,HASSAN,Mehmed,tunisian_jewish,tunisian,high,jewish_institution,,,,medicine_health,0,0,0,525,0,224
L1912-01392,HASSID,Moïse,tunisian_jewish,tunisian,high,jewish_institution,,1879,,,0,0,0,176,0,224
L1912-01393,HASSID,Victor,tunisian_jewish,tunisian,high,jewish_institution,,1876,,finance_banking,0,0,0,201,0,224
L1912-01394,HAUT,Paul DE,european_french,european,high,birth_france,,1882,Paris,administration,1,0,1,242,0,225
L1912-01395,HAYAT,Israël-Eugène,tunisian_jewish,tunisian,high,jewish_institution;birth_tunisia,,1879,Tunis,medicine_health,0,0,0,811,0,225
L1912-01396,HAYDAR,Rachid,unknown,unknown,,birth_tunisia,,1873,La Marsa,military,1,1,0,393,0,225
L1912-01398,HEBRARD,Gabriel,european_french,european,high,birth_france,,1870,Agen,administration,1,0,1,144,0,225
L1912-01403,HENRY,Albert-Lucien,european_french,european,high,birth_france,,1874,Charmois-l'Orgueilleux,medicine_health,1,0,1,972,1,225
L1912-01404,HENRY,,european_french,european,high,birth_france,,1850,Nancy,,0,0,0,167,1,225
L1912-01405,HENRY,Eugène,unknown,unknown,,,,,,medicine_health,1,1,0,136,0,226
L1912-01406,HENRY,Eugène-Jean-Baplisle,european_french,european,medium,birth_algeria,,1881,Arzew,medicine_health,1,0,1,314,0,226
L1912-01407,HERCULAIS,Louis-Alexandre,european_french,european,high,birth_france,,1754,Grenoble,,1,1,0,2207,1,226
L1912-01409,HERSON,Louis-Charles,tunisian_muslim,tunisian,high,muslim_office;birth_algeria,european_french,1843,Alger,military,5,1,1,4121,0,226
L1912-01411,HILSGHER,François,unknown,unknown,,,,1803,Olmitz,,0,0,0,343,1,227
L1912-01413,HJALMAR,Sigurd,unknown,unknown,,,,1865,Christiania,diplomacy,1,0,1,292,0,228
L1912-01420,HOQUETIS,Marie-Henri-Albert,european_french,european,high,birth_france,,1870,Mazères,religion,1,0,1,375,0,229
L1912-01423,HOUDE,Gaston,european_french,european,high,birth_france,,1866,Jestieux,agriculture,0,0,0,569,0,229
L1912-01426,HOURTICOT,Marius,european_french,european,high,birth_france,,1882,Lyon,,0,0,0,203,0,230
L1912-01427,HSIN,,tunisian_muslim,tunisian,medium,islamic_school,,1875,Kerkennah,,1,0,1,356,0,230
L1912-01428,HUARD,Ferdinand-Isidore,european_french,european,high,member_of:jewish_body;birth_france,tunisian_jewish,1854,Landes,administration,2,0,1,1436,0,230
L1912-01429,HUC,Albert-Victor-Isidore,unknown,unknown,,birth_tunisia,,1848,Tunis,,0,0,0,709,1,230
L1912-01431,HUGUENET,Louis-Michel,european_french,european,high,birth_france,,1852,Paris,,2,1,1,670,0,231
L1912-01435,HUMBERT,Charles,unknown,unknown,,,,1862,,administration,3,0,1,523,0,232
L1912-01436,HURSTEL,,european_french,european,high,birth_france,,1846,Strasbourg,military,1,1,0,864,0,232
