entry_id,surname,forenames,gender,gender_confidence,gender_evidence,community,community_group,birth_year,occupation_primary,n_decorations,n_chars,n_portraits,page_first
L1912-00989,DUVAU,Albert,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1851,agriculture,2,1165,1,169
L1912-00999,EICHMULER,Georges,MALE,medium,masculine_forename,european_french,european,1866,medicine_health,1,190,0,173
L1912-01000,EIGENSCHENCK,Henri- Kilien,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1851,military,2,415,0,173
L1912-01001,EIGENSCHENCK,Charlotte,FEMALE,high,feminine_occupation;feminine_forename,tunisian_muslim,tunisian,,military,2,1417,1,173
L1912-01012,EL ANNABI,Béchir,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1871,administration,2,477,0,174
L1912-01013,EL ANNABI,Sadok,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1875,administration,1,332,0,174
L1912-01029,ELES,Emilio,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1874,diplomacy,0,369,0,175
L1912-01031,EL FOURATI,Mohammed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,,politics_native_admin,3,261,0,175
L1912-01032,EL FOURTI,Béchir,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1884,press_letters_arts,0,181,0,175
L1912-01046,EL KAROUI,Mohammed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1847,military,3,693,0,176
L1912-01049,EL-KHALSI,M'hamed,UNKNOWN,,,tunisian_muslim,tunisian,1873,commerce,0,127,0,176
L1912-01052,EL LEZZAM,Abderrahmane,MALE,medium,masculine_forename,tunisian_muslim,tunisian,,politics_native_admin,0,103,0,177
L1912-01065,ELZEAR,,UNKNOWN,,,unknown,unknown,,diplomacy,0,674,1,177
L1912-01066,EMONTS,Charles,MALE,medium,masculine_forename,european_french,european,1864,engineering_architecture,2,792,0,177
L1912-01072,ENDIGNOUX,Auguste-Philippe-Adolphe-Marie,MALE,medium,masculine_forename,european_italian,european,1859,agriculture,3,870,0,177
L1912-01078,ENGERER,William,MALE,medium,masculine_forename,european_maltese,european,1850,commerce,1,171,0,178
L1912-01079,ENNOURI,M'hamed,UNKNOWN,,,european_french,european,1828,politics_native_admin,1,185,0,178
L1912-01081,ENRIQUEZ,Daniel,MALE,medium,masculine_forename,unknown,unknown,1886,education_science,0,260,0,179
L1912-01082,ENRIQUEZ,Guillaume,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1875,justice_law,3,918,0,179
L1912-01091,Epargne Tunisienne,L',UNKNOWN,,,unknown,unknown,,,1,1757,0,181
L1912-01093,EPINAT,Alexandre,MALE,medium,masculine_forename,european_french,european,1850,industry_crafts,3,584,0,181
L1912-01094,EPINAT,Charles,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1868,industry_crafts,3,741,0,181
L1912-01097,ERRAIS,,UNKNOWN,,,unknown,unknown,,,1,169,0,183
L1912-01098,ERRERA,Giuseppe,MALE,medium,masculine_forename,european_italian,european,1859,medicine_health,1,320,0,183
L1912-01099,ESCANO,Ernest,MALE,medium,masculine_forename,european_italian,european,1860,commerce,1,380,0,183
L1912-01101,ESPIAUT,Henri-Edmond,MALE,medium,masculine_forename,unknown,unknown,1862,,3,493,0,183
L1912-01102,ESPITALIER,Jules,MALE,medium,masculine_forename,european_french,european,1865,,1,688,0,183
L1912-01104,ESSALMI,,UNKNOWN,,,tunisian_muslim,tunisian,,justice_law,0,196,0,183
L1912-01105,Essor,L',UNKNOWN,,,unknown,unknown,,,0,1195,0,183
L1912-01106,ESTIBAL,Jean-Romain.-Camille,MALE,medium,masculine_forename,european_french,european,1870,administration,2,764,0,183
L1912-01107,ESTRAGNAT,Jules,MALE,medium,masculine_forename,unknown,unknown,1875,,0,34,0,184
L1912-01108,ETTIJANNI,Mohamed Cherif,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1884,,0,557,1,184
L1912-01110,EXIGA-KAYSER,Charles-Jacques,MALE,medium,masculine_forename,european_maltese,european,1859,,2,1423,1,184
L1912-01111,EYMON,Louis,MALE,medium,masculine_forename,european_italian,european,1840,hospitality_services,2,1374,0,184
L1912-01112,FABRY,Paul-Auguste,MALE,medium,masculine_forename,european_french,european,1855,justice_law,2,822,0,185
L1912-01113,FAGES DE LATOUR,Eugène DE,MALE,medium,masculine_forename,european_french,european,1862,military,5,1015,3,185
L1912-01114,FAGOT,Charles-Louis,MALE,medium,masculine_forename,european_french,european,1862,,1,337,1,185
L1912-01116,FARGEON,Jacques-Raoul,MALE,medium,masculine_forename,unknown,unknown,1889,,1,726,0,186
L1912-01117,FARHAT,Chadly,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,,politics_native_admin,2,302,0,186
L1912-01119,FATH,Charles,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1859,administration,2,443,1,186
L1912-01121,FATTACIOLI,Jean-Martin,MALE,medium,masculine_forename,european_french,european,1870,medicine_health,0,192,0,186
L1912-01122,FAUCHE,Antoine-Victor,MALE,medium,masculine_forename,european_french,european,1882,education_science,0,340,0,186
L1912-01124,FAURE-DÈRE,François,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1877,politics_native_admin,1,387,0,186
L1912-01131,FËLICI,Noël,MALE,medium,masculine_forename,european_french,european,1878,justice_law,1,221,0,187
L1912-01133,FENECH,,MALE,medium,masculine_occupation,european_maltese,european,1848,diplomacy,0,177,0,187
L1912-01143,FERRAND,Henri,MALE,medium,masculine_forename,european_french,european,1862,,2,390,0,188
L1912-01144,FERRY,Jules-François-Camille,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,justice_law,1,2183,0,188
L1912-01145,FERRY,Oscar-Joseph,MALE,medium,masculine_forename,unknown,unknown,1706,medicine_health,4,626,0,188
L1912-01147,FESLER,,UNKNOWN,,,unknown,unknown,1870,,1,3008,2,188
L1912-01148,FESQUET,Adrien,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1873,,1,465,0,189
L1912-01149,FESQUET,Mathilde,FEMALE,high,feminine_occupation;feminine_forename,european_french,european,1873,,0,331,0,189
L1912-01151,FEUILLE,Henri,MALE,medium,masculine_forename,unknown,unknown,,justice_law,3,191,0,189
L1912-01154,FIESCHI,Mariano,MALE,medium,masculine_forename,european_french,european,1865,education_science,1,200,0,190
L1912-01155,FIGRE,Auguste,MALE,medium,masculine_forename,european_french,european,1857,administration,2,224,0,190
L1912-01157,FILIPFI,Antoine,MALE,medium,masculine_forename,european_french,european,1869,administration,1,714,0,190
L1912-01160,FINOCCHI,Jules-Dominique,MALE,medium,masculine_forename,european_french,european,1884,administration,0,343,0,191
L1912-01161,FINOCCHI,Louis,MALE,medium,masculine_forename,european_french,european,1882,administration,1,580,0,191
L1912-01162,FINZI,Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1865,finance_banking,1,135,0,191
L1912-01163,FISCHEL,Félix,MALE,medium,masculine_forename,european_french,european,1868,industry_crafts,1,436,0,191
L1912-01164,FISGHEL,Maurice,MALE,medium,masculine_forename,european_french,european,1873,commerce,2,369,0,192
L1912-01165,FITOUSSI,Elle,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1872,justice_law,3,911,2,192
L1912-01166,FLACK,Félix,MALE,medium,masculine_forename,unknown,unknown,,,0,865,0,192
L1912-01168,FLAMANT,Albert,MALE,medium,masculine_forename,european_other,european,1875,administration,1,435,0,192
L1912-01169,FLAMANT,,FEMALE,high,nee_participle;feminine_occupation,unknown,unknown,,,1,603,0,192
L1912-01170,FLEURETTE,,UNKNOWN,,,unknown,unknown,1858,,2,168,0,193
L1912-01171,FLEURY,,UNKNOWN,,,unknown,unknown,1864,industry_crafts,4,1134,0,193
L1912-01172,FLOT,Louis,MALE,medium,masculine_forename,european_french,european,1861,education_science,2,438,0,193
L1912-01181,FORETS,,UNKNOWN,,,unknown,unknown,,military,0,1893,0,194
L1912-01182,FORESTIER,Georges,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1872,commerce,3,879,0,194
L1912-01184,FORGEMOL DE BOSTQUÉNARD,Léonard-Léopold,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,military,1,695,0,194
L1912-01185,FORTIN,Jules,MALE,medium,masculine_forename,european_french,european,1844,administration,1,264,0,196
L1912-01186,FOUCAUD,Léon,MALE,medium,masculine_forename,european_french,european,1880,press_letters_arts,0,568,0,196
L1912-01187,FOUCHER,Louis-Emile,MALE,medium,masculine_forename,european_french,european,1853,military,5,1527,1,196
L1912-01188,FOUESNEL,Julien,MALE,medium,masculine_forename,european_french,european,1840,military,0,242,1,196
L1912-01189,FOULQUIER,Edisle,MALE,medium,masculine_occupation,european_french,european,1844,medicine_health,1,213,0,196
L1912-01191,FOURNIER,,UNKNOWN,,,european_french,european,1854,,1,353,1,196
L1912-01192,"• FRADET""",Martial,MALE,medium,masculine_forename,european_french,european,1867,hospitality_services,0,331,0,196
L1912-01196,FRANK,Louis,MALE,medium,masculine_forename,unknown,unknown,,medicine_health,0,1339,0,197
L1912-01197,FRANZINI DTSSONCOURT,Fernand,MALE,medium,masculine_forename,european_french,european,1863,agriculture,1,667,1,197
L1912-01198,FRÊMAUX,Paul,MALE,medium,masculine_forename,european_french,european,1858,press_letters_arts,2,560,0,197
L1912-01199,FROMONT DE BOUAILLE,,UNKNOWN,,,european_french,european,1870,agriculture,1,345,0,197
L1912-01201,FUNARO,Guillaume,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1842,medicine_health,2,2165,0,198
L1912-01203,GABÈS,Oasis,UNKNOWN,,,unknown,unknown,,,0,1984,0,199
L1912-01204,GADRAT,Jean-Guillaume,MALE,medium,masculine_forename,european_french,european,1872,military,2,333,0,200
L1912-01208,GAGEY,René,MALE,medium,masculine_forename,european_other,european,1875,education_science,3,583,0,200
L1912-01209,GAIJI,Mohamed,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1818,military,1,953,0,200
L1912-01210,GAILLARD,Jacques,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1876,diplomacy,3,1170,0,200
L1912-01213,GALEA,William,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,diplomacy,0,168,0,201
L1912-01215,GALLICO,Raffaelo,UNKNOWN,,,european_italian,european,1880,press_letters_arts,1,751,1,201
L1912-01216,GALLINI,Jean-François,MALE,medium,masculine_forename,european_french,european,1861,justice_law,3,764,0,201
L1912-01217,GALLUT,Armand,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1885,engineering_architecture,0,948,2,201
L1912-01219,GAMET,Lucien,MALE,medium,masculine_forename,european_french,european,1874,administration,1,602,0,202
L1912-01221,GANDOLFO,R.,UNKNOWN,,,unknown,unknown,1882,medicine_health,0,673,0,202
L1912-01223,GANDOLPHE,,UNKNOWN,,,unknown,unknown,1839,military,3,1149,0,203
L1912-01224,GANDOLPHE,Alfred,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1849,justice_law,1,313,0,203
L1912-01225,GANDOLPHE,Georges - Edouard,MALE,medium,masculine_forename,unknown,unknown,1838,administration,1,198,0,203
L1912-01226,GANDOLPHE,Pascal,MALE,medium,masculine_forename,unknown,unknown,,commerce,0,342,0,203
L1912-01227,GANDOLPHE,Pascal,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1814,military,0,161,0,203
L1912-01228,GANDOLPHE,Thomas-Félix,MALE,medium,masculine_forename,unknown,unknown,1842,politics_native_admin,0,602,0,203
L1912-01229,GANOUNA,Joseph-Cohen,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1881,,2,445,0,203
L1912-01232,GAROT,René,MALE,medium,masculine_forename,european_french,european,1706,military,3,485,0,204
L1912-01233,GASTU,,UNKNOWN,,,european_french,european,1859,,3,348,1,204
L1912-01234,GAU,Jules,MALE,medium,masculine_forename,european_italian,european,1841,politics_native_admin,1,3835,0,204
L1912-01235,GAUDENS-RAVOTTI,,UNKNOWN,,,unknown,unknown,1845,industry_crafts,3,3267,1,205
L1912-01236,GAUDIANI,Antoine,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1867,justice_law,1,477,0,206
L1912-01237,GAUDIANI,Dominique,MALE,medium,masculine_forename,unknown,unknown,1877,military,2,242,0,206
L1912-01238,GAULT,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,307,0,206
L1912-01240,GAUTIER,Raymond,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1865,justice_law,1,685,2,206
L1912-01241,GAVER,,UNKNOWN,,,european_french,european,1855,medicine_health,0,696,0,206
L1912-01242,GAVER,,UNKNOWN,,,european_french,european,1797,military,0,856,0,206
L1912-01243,GAVIOLI,Marc-Lucien,MALE,medium,masculine_forename,unknown,unknown,,medicine_health,1,435,1,206
L1912-01244,GAZANIOL,Jules-Etienne,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1845,religion,0,199,0,207
L1912-01245,GELLÉ,Célestin,MALE,medium,masculine_forename,european_french,european,1868,education_science,1,313,0,207
L1912-01246,GENET,,UNKNOWN,,,unknown,unknown,1861,justice_law,2,410,0,207
L1912-01247,GENILLON,François-Antoine,MALE,medium,masculine_forename,european_french,european,1861,,2,349,0,207
L1912-01248,GENNATAS,Charles,MALE,medium,masculine_forename,unknown,unknown,1872,medicine_health,0,464,1,207
L1912-01249,GENTHON,Charles,MALE,medium,masculine_forename,european_french,european,1860,administration,2,447,0,207
L1912-01250,GENTIL,Maurice,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1866,justice_law,0,368,0,207
L1912-01251,GENTILE,Raoul-Victor DE,MALE,medium,masculine_forename,unknown,unknown,,justice_law,0,191,1,207
L1912-01252,GEORGE,Paul-Antoine-Michel,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1859,engineering_architecture,3,667,0,207
L1912-01253,GEPT,Louis,MALE,medium,masculine_forename,european_french,european,1869,,0,556,0,207
L1912-01255,GÉRARD,Gaston-Marie,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1877,education_science,0,444,0,208
L1912-01256,GÉRARD,Joseph,MALE,medium,masculine_forename,european_french,european,1801,commerce,2,296,0,208
L1912-01257,GERINI,Dante,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1875,mining,2,2030,1,208
L1912-01258,GERMONNEAU,Damase-François,MALE,medium,masculine_forename,unknown,unknown,1870,politics_native_admin,1,329,0,208
L1912-01262,GHILEB,,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1884,military,3,723,0,209
L1912-01266,GIGNAN,Clodomir-Ernest,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1859,military,1,266,1,209
L1912-01267,GILBERT,André,MALE,medium,masculine_forename,unknown,unknown,,,4,1114,0,209
L1912-01268,GILBERT,Gabriel-Alphonse,MALE,medium,masculine_forename,european_french,european,1875,administration,2,451,0,209
L1912-01269,GILLY,Marie-Emmanuel-Pierre,MALE,medium,masculine_forename,european_french,european,1886,,0,545,0,209
L1912-01270,GILTAIRE,Edmond,MALE,medium,masculine_forename,unknown,unknown,,administration,0,82,0,209
L1912-01271,GIORGI,Charles,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1858,administration,1,259,0,209
L1912-01272,GIORGI,Pierre-Louis,MALE,medium,masculine_forename,unknown,unknown,1846,military,3,401,0,210
L1912-01273,GIRARD,Léon-Hippolvle-Adolphe,MALE,medium,masculine_forename,unknown,unknown,1864,administration,2,655,0,210
L1912-01274,GIRAUD,Charles-Hippolyte,MALE,medium,masculine_forename,european_french,european,1860,agriculture,3,609,0,210
L1912-01275,GIROU,Henry-Maurice,MALE,medium,masculine_forename,european_french,european,1873,education_science,1,621,0,210
L1912-01276,GIROUD,Joseph,MALE,medium,masculine_forename,european_french,european,1867,engineering_architecture,1,735,1,210
L1912-01277,GIROZ,Charles,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1879,engineering_architecture,1,582,0,210
L1912-01278,GISTUCCI,Alexandre-Valère,MALE,medium,masculine_forename,european_french,european,1874,,2,617,0,210
L1912-01279,GLANDUT,Séraphin,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1863,industry_crafts,1,259,0,211
L1912-01281,GLUCK,André-Robert,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1882,,0,742,0,211
L1912-01282,GOBILLOT,Jacques-Philippe-Lucien,MALE,medium,masculine_forename,unknown,unknown,1859,,2,595,1,211
L1912-01283,GOIN,Georges,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1906,transport_maritime,2,247,0,211
L1912-01284,GONNOT,Marie,FEMALE,high,feminine_occupation;feminine_forename,unknown,unknown,1859,,2,415,0,211
L1912-01285,GORDON,Gerlrude,UNKNOWN,,,tunisian_muslim,tunisian,,medicine_health,0,327,0,211
L1912-01287,GORSSE,Louis,MALE,medium,masculine_forename,european_french,european,1865,commerce,1,175,0,211
L1912-01291,GOUNOT,André,MALE,medium,masculine_forename,european_italian,european,1878,agriculture,1,974,0,212
L1912-01294,GOUTTENOIRE,Jean,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1879,military,0,135,1,212
L1912-01296,GOUVET,Ernesf-Alexis-Laurent,MALE,medium,masculine_forename,european_french,european,1860,engineering_architecture,4,531,0,212
L1912-01297,GOYET,Joseph-Antoine,MALE,medium,masculine_forename,european_french,european,1873,administration,0,409,0,212
L1912-01298,GOZLAN,A.,UNKNOWN,,,tunisian_jewish,tunisian,1866,industry_crafts,6,668,0,212
L1912-01301,GRASSET,Alfred-Louis-Benjamin,MALE,medium,masculine_forename,european_french,european,1866,,2,497,0,213
L1912-01302,GRÉBAUVAL,Lôonidas-Adolphe,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1856,justice_law,1,279,0,213
L1912-01306,GRENOUILLEAU,Marc,MALE,medium,masculine_forename,unknown,unknown,1865,justice_law,1,267,0,213
L1912-01307,GRENY,Hilaire-Albert,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1867,engineering_architecture,1,600,0,213
L1912-01308,GRÉSILLON,Emile-Albert,MALE,medium,masculine_forename,unknown,unknown,1865,press_letters_arts,0,588,0,213
L1912-01309,GRESSE,Paul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1868,education_science,3,820,1,214
L1912-01310,GREZEL,,UNKNOWN,,,unknown,unknown,1866,administration,2,190,0,214
L1912-01313,GROSRENAUD,François-Joseph,MALE,medium,masculine_forename,european_french,european,1871,education_science,2,247,0,214
L1912-01314,GROSS,André,MALE,medium,masculine_forename,european_french,european,1871,administration,1,208,0,214
L1912-01315,GRUNDLER,Frédéric-Jules,MALE,medium,masculine_forename,european_french,european,1864,education_science,1,355,0,214
L1912-01318,GUEDJ,Félix,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1885,justice_law,0,191,0,214
L1912-01319,GUËGAN,Jules-Fortuné,MALE,medium,masculine_forename,unknown,unknown,1855,medicine_health,3,2039,1,214
L1912-01320,GUELLATY,,MALE,medium,masculine_occupation,european_french,european,1880,justice_law,0,396,1,215
L1912-01321,GUELLATY,Omar,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1852,,3,659,0,215
L1912-01323,GUÊNARD,Albert,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1880,administration,0,754,2,215
L1912-01324,GUÉNARD,Ernest,MALE,medium,masculine_forename,unknown,unknown,,administration,3,1083,0,216
L1912-01325,GUÉNIER,Henri-Eugène,MALE,medium,masculine_forename,unknown,unknown,1859,,1,2792,2,216
L1912-01326,GUENIN,Jean-Regis,MALE,medium,masculine_forename,unknown,unknown,1866,,1,171,0,216
L1912-01327,GUËRARD,Horace-Napoléon,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1860,finance_banking,0,91,0,216
L1912-01331,GUEYDAN,Adrien,MALE,medium,masculine_forename,european_french,european,1857,justice_law,4,573,0,217
L1912-01332,GUEZ,Victor,MALE,medium,masculine_forename,unknown,unknown,1877,commerce,0,125,0,217
L1912-01333,GUILHON,Clém'-Jules,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1876,,2,476,0,217
L1912-01334,GUILLEMART,Robert,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1868,military,2,372,0,217
L1912-01335,GUILLOCHON,Lucien,MALE,medium,masculine_forename,european_french,european,1871,military,2,625,1,217
L1912-01336,GUILLON,Paul-Marie,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1875,education_science,0,252,0,217
L1912-01337,GUILLOT,,FEMALE,high,civil_title;feminine_occupation,unknown,unknown,,,2,203,0,217
L1912-01338,GUIOT,Charles,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1866,justice_law,1,437,0,217
L1912-01339,GUITAT,Daniel,MALE,medium,masculine_forename,european_french,european,1868,commerce,0,531,0,217
L1912-01340,GUNG'L,J.-N.,MALE,medium,masculine_occupation,european_french,european,1852,justice_law,3,945,1,217
L1912-01341,GUTTIERES,,UNKNOWN,,,european_italian,european,1844,administration,3,195,0,218
L1912-01342,GUTTIERES,Ernest,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1880,justice_law,0,260,1,218
L1912-01343,GUY,Raphaël,MALE,medium,masculine_forename,european_french,european,1869,military,2,607,0,218
L1912-01344,GUYON,Louis,MALE,medium,masculine_forename,european_french,european,1778,finance_banking,0,175,0,218
L1912-01345,GUYS,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,271,1,218
L1912-01346,HAAK,Gérard Van Den,MALE,medium,masculine_occupation;masculine_forename,european_other,european,1862,religion,0,114,0,219
L1912-01349,HACKSPILL,Henri-Albert,MALE,medium,masculine_forename,unknown,unknown,1878,,1,371,0,219
L1912-01350,HADDAD,Nissim,MALE,medium,masculine_forename,unknown,unknown,1868,commerce,0,425,0,219
L1912-01354,HADJOUJ,Younès,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1860,politics_native_admin,2,283,0,220
L1912-01360,HALFON,Albert,MALE,medium,masculine_forename,tunisian_jewish,tunisian,,medicine_health,0,222,0,220
L1912-01361,HALFON,Alb.ert-L.,UNKNOWN,,,unknown,unknown,1880,commerce,0,289,0,220
L1912-01362,HALFON,Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1887,,0,135,0,220
L1912-01383,HANOUN,Léon,MALE,medium,masculine_forename,european_french,european,1856,finance_banking,2,296,0,222
L1912-01384,HANRIOT,Eugène-Nicolas,MALE,medium,masculine_forename,european_french,european,1856,military,3,1473,1,222
L1912-01390,HARTMAYÉR,Jacob-Emile,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1834,military,4,1718,1,224
L1912-01391,HASSAN,Mehmed,MALE,medium,masculine_forename,tunisian_jewish,tunisian,,medicine_health,0,525,0,224
L1912-01392,HASSID,Moïse,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1879,,0,176,0,224
L1912-01393,HASSID,Victor,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1876,finance_banking,0,201,0,224
L1912-01394,HAUT,Paul DE,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1882,administration,1,242,0,225
L1912-01395,HAYAT,Israël-Eugène,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1879,medicine_health,0,811,0,225
L1912-01396,HAYDAR,Rachid,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1873,military,1,393,0,225
L1912-01398,HEBRARD,Gabriel,MALE,medium,masculine_forename,european_french,european,1870,administration,1,144,0,225
L1912-01403,HENRY,Albert-Lucien,MALE,medium,masculine_forename,european_french,european,1874,medicine_health,1,972,1,225
L1912-01404,HENRY,,UNKNOWN,,,european_french,european,1850,,0,167,1,225
L1912-01405,HENRY,Eugène,MALE,medium,masculine_forename,unknown,unknown,,medicine_health,1,136,0,226
L1912-01406,HENRY,Eugène-Jean-Baplisle,MALE,medium,masculine_forename,european_french,european,1881,medicine_health,1,314,0,226
L1912-01407,HERCULAIS,Louis-Alexandre,MALE,medium,masculine_forename,european_french,european,1754,,1,2207,1,226
L1912-01409,HERSON,Louis-Charles,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1843,military,5,4121,0,226
L1912-01411,HILSGHER,François,MALE,medium,masculine_forename,unknown,unknown,1803,,0,343,1,227
L1912-01413,HJALMAR,Sigurd,MALE,medium,masculine_occupation,unknown,unknown,1865,diplomacy,1,292,0,228
L1912-01420,HOQUETIS,Marie-Henri-Albert,MALE,medium,masculine_forename,european_french,european,1870,religion,1,375,0,229
L1912-01423,HOUDE,Gaston,MALE,medium,masculine_forename,european_french,european,1866,agriculture,0,569,0,229
L1912-01426,HOURTICOT,Marius,MALE,medium,masculine_forename,european_french,european,1882,,0,203,0,230
L1912-01427,HSIN,,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1875,,1,356,0,230
L1912-01428,HUARD,Ferdinand-Isidore,MALE,medium,masculine_forename,european_french,european,1854,administration,2,1436,0,230
L1912-01429,HUC,Albert-Victor-Isidore,MALE,medium,masculine_forename,unknown,unknown,1848,,0,709,1,230
L1912-01431,HUGUENET,Louis-Michel,MALE,medium,masculine_forename,european_french,european,1852,,2,670,0,231
L1912-01435,HUMBERT,Charles,MALE,medium,masculine_forename,unknown,unknown,1862,administration,3,523,0,232
L1912-01436,HURSTEL,,MALE,medium,masculine_occupation,european_french,european,1846,military,1,864,0,232
L1912-01439,IGOLEN,Charles,MALE,medium,masculine_forename,european_french,european,1867,,2,2720,0,233
L1912-01443,IMBERT,Marie-Antoine-Paul,MALE,medium,masculine_forename,unknown,unknown,,justice_law,5,1132,1,235
L1912-01451,INERNY,Mac,UNKNOWN,,,unknown,unknown,,,0,710,0,236
L1912-01456,INGRAND,Gérard,MALE,medium,masculine_forename,european_french,european,1872,justice_law,2,357,0,237
L1912-01463,INVERSIN,Louis,MALE,medium,masculine_forename,european_french,european,1875,,2,1086,0,242
L1912-01464,INVERSIN,H.,UNKNOWN,,,unknown,unknown,,industry_crafts,1,441,0,242
L1912-01465,ISAAC,Maurice-Jean-Victor,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1606,,1,448,0,242
L1912-01466,ISNACK,Victor,MALE,medium,masculine_forename,european_french,european,1870,agriculture,2,542,0,242
L1912-01470,JACQUIER,,UNKNOWN,,,european_french,european,1857,military,3,631,0,244
L1912-01471,JACQUIER,Eugène,MALE,medium,masculine_forename,european_french,european,1861,finance_banking,2,577,0,244
L1912-01472,JAEGGY,Ernest,MALE,medium,masculine_forename,european_other,european,1878,medicine_health,0,249,0,244
L1912-01475,JAULMES,Henri,MALE,medium,masculine_forename,european_french,european,1867,education_science,2,286,0,244
L1912-01476,JEANGOLAS,Louis,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1858,administration,3,294,0,244
L1912-01477,JOUBERT,Jules-Frédéric,MALE,medium,masculine_forename,european_maltese,european,1859,military,1,948,0,244
L1912-01480,JOYEUX,Emile,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1872,,0,325,0,245
L1912-01481,JULIEN,Cyprien-Edouard-Paul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1872,industry_crafts,0,946,0,245
L1912-01482,JUNÈS,Sauveur,MALE,medium,masculine_forename,european_maltese,european,1871,commerce,0,461,0,245
L1912-01485,KADDOUR,Mohamed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1882,administration,1,121,0,247
L1912-01502,KËRAMBRIEG,,UNKNOWN,,,european_french,european,1868,military,2,855,1,248
L1912-01506,KHAIRALLAH,Ben Moslefa,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1867,administration,3,486,0,249
L1912-01513,KHAZNADAR,Mustapha,MALE,medium,masculine_forename,unknown,unknown,,,0,454,0,249
