entry_id,surname,forenames,gender,gender_confidence,gender_evidence,community,community_group,birth_year,occupation_primary,n_decorations,n_chars,n_portraits,page_first
L1912-02482,STUREL,François,MALE,medium,masculine_forename,european_french,european,1886,press_letters_arts,0,435,0,386
L1912-02483,SUCH,Antonin,MALE,medium,masculine_forename,european_french,european,1874,medicine_health,0,236,0,386
L1912-02485,SURDON,Rômi-Elie,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1868,,2,769,0,386
L1912-02487,SUSINI,Jean-Paul,MALE,medium,masculine_forename,unknown,unknown,1852,justice_law,2,350,0,387
L1912-02488,SUSINI,Paul,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1870,,1,299,0,387
L1912-02500,TABONE,Salvator,MALE,medium,masculine_forename,european_italian,european,1865,industry_crafts,1,245,1,389
L1912-02503,TAHAR,,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1842,,2,546,0,390
L1912-02504,TAHAR-BEY,,UNKNOWN,,,tunisian_muslim,tunisian,1875,,1,444,0,390
L1912-02506,TAIEB,,UNKNOWN,,,unknown,unknown,1863,commerce,0,73,0,390
L1912-02507,TAILLARD,Eugène-Marino,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1869,administration,2,924,1,390
L1912-02513,TAPIA,Sion,UNKNOWN,,,unknown,unknown,1876,,0,187,0,390
L1912-02518,TAUCHON,Charles,MALE,medium,masculine_forename,european_french,european,1843,administration,6,737,0,392
L1912-02520,TAUPERT,Alcide,MALE,medium,masculine_forename,unknown,unknown,1861,industry_crafts,1,193,0,392
L1912-02521,TAVERNE,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,265,0,392
L1912-02522,TAVOLA,Carlo,MALE,medium,masculine_forename,european_italian,european,1873,medicine_health,0,139,0,392
L1912-02523,TAYEB,Nyssem,MALE,medium,masculine_occupation,unknown,unknown,1880,justice_law,0,439,1,392
L1912-02539,TERRAILLON,Maxime-Jea.n-Margueritc-Louis,MALE,medium,masculine_forename,unknown,unknown,1869,,2,696,0,394
L1912-02542,TERRYN,Paul-Jean-Alberf,MALE,medium,masculine_forename,european_french,european,1883,press_letters_arts,1,358,0,394
L1912-02543,TERTULLIEN,,UNKNOWN,,,unknown,unknown,,diplomacy,0,247,0,394
L1912-02545,TESTAPERRATA VIANI,,UNKNOWN,,,european_italian,european,,military,1,1958,0,395
L1912-02547,TEULIÉRE,Baptiste,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1851,,1,202,0,395
L1912-02550,THELLER,Victor-Joseph,MALE,medium,masculine_forename,unknown,unknown,1861,administration,5,304,0,396
L1912-02551,THERMES,Jules-Léon-Pierre,MALE,medium,masculine_forename,european_french,european,1863,industry_crafts,1,437,0,396
L1912-02553,THIBAUDET,Camille,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1851,military,1,589,2,396
L1912-02555,THOMAS,Ferdinand,MALE,medium,masculine_forename,european_french,european,1855,industry_crafts,3,6535,1,396
L1912-02556,THOMAS,Philippe,MALE,medium,masculine_forename,unknown,unknown,,engineering_architecture,3,9385,1,398
L1912-02558,THORRAND,François-E.,MALE,medium,masculine_forename,european_french,european,1863,industry_crafts,0,227,0,400
L1912-02562,TIBI,Samuel,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,justice_law,0,113,0,401
L1912-02564,TIPHAINE,Lambert,UNKNOWN,,,european_french,european,1859,,2,405,0,402
L1912-02567,TIRET,Eugène,MALE,medium,masculine_forename,european_italian,european,1883,,0,301,0,402
L1912-02568,TIXADOR,François,MALE,medium,masculine_forename,unknown,unknown,1884,commerce,0,254,0,402
L1912-02569,TIXIER,Louis-Jules,MALE,medium,masculine_forename,european_french,european,1870,medicine_health,0,312,0,402
L1912-02571,TLILI,Mohamed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1880,industry_crafts,1,252,0,402
L1912-02574,TOUCON,Jacques-Marie,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1848,justice_law,2,1283,1,402
L1912-02579,TOURNIER,Jean-Joseph,MALE,medium,masculine_forename,unknown,unknown,1842,agriculture,0,278,0,403
L1912-02585,TREMSAL,Paul,MALE,medium,masculine_forename,european_french,european,1872,,1,805,0,406
L1912-02587,TRIBAUDEAU,Jules,MALE,medium,masculine_forename,unknown,unknown,1806,medicine_health,1,413,0,406
L1912-02595,TRIDON,Henri,MALE,medium,masculine_forename,european_french,european,1886,press_letters_arts,3,593,0,408
L1912-02596,TRIOLO,,UNKNOWN,,,european_italian,european,1871,medicine_health,0,486,0,408
L1912-02597,TRIONFO,César,MALE,medium,masculine_forename,european_italian,european,1855,commerce,2,523,3,408
L1912-02599,TROJANI,Jean-Simon,MALE,medium,masculine_forename,unknown,unknown,1853,military,2,648,0,408
L1912-02600,TROUILLET,Alexis,MALE,medium,masculine_forename,european_french,european,1865,medicine_health,4,710,2,408
L1912-02602,TULLIER,Louis-Agna.n,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1866,medicine_health,2,697,0,409
L1912-02603,TUNIS,,UNKNOWN,,,tunisian_jewish,tunisian,,military,0,306,0,409
L1912-02612,TUSSAC,Emile,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1862,engineering_architecture,3,275,0,414
L1912-02615,USANNAZ-JORIS,Marcel,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1878,justice_law,2,1075,1,416
L1912-02618,UZAN,Clément,MALE,medium,masculine_forename,european_italian,european,1862,medicine_health,2,464,0,417
L1912-02619,UZAN,,UNKNOWN,,,unknown,unknown,1889,administration,0,364,0,417
L1912-02620,UZAN,Michel-Micaël,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1881,engineering_architecture,1,1356,1,417
L1912-02621,VACHEROT,Pierre-Charles,MALE,medium,masculine_forename,unknown,unknown,,education_science,3,281,0,418
L1912-02622,VAIARELLO,Michel,MALE,medium,masculine_forename,european_italian,european,1846,commerce,0,382,0,418
L1912-02623,VAISSIË,Louis-Raymond,MALE,medium,masculine_forename,european_french,european,1866,justice_law,1,517,1,418
L1912-02624,VALENSI,Albert,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1875,medicine_health,1,588,0,418
L1912-02625,VALENSI,Alfred,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1878,justice_law,1,1341,2,418
L1912-02626,VALENSI,Gabriel,MALE,medium,masculine_forename,unknown,unknown,1845,military,9,1031,1,419
L1912-02627,VALENSI,Joseph,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1856,,4,2407,1,419
L1912-02628,VALENSI,Joseph,MALE,medium,masculine_forename,unknown,unknown,,diplomacy,3,434,1,420
L1912-02629,VALENSI,Moïse,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1825,military,1,183,0,420
L1912-02630,VALENSI,Raoul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1865,justice_law,2,441,0,420
L1912-02631,VALENSI,Robert,MALE,medium,masculine_forename,unknown,unknown,1884,medicine_health,1,476,0,420
L1912-02632,VALENSI,Rodolphe,MALE,medium,masculine_forename,unknown,unknown,1881,press_letters_arts,2,932,0,420
L1912-02633,VALENSI,Théodore,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1886,justice_law,1,795,0,420
L1912-02634,VALENTIN,Louis,MALE,medium,masculine_forename,european_other,european,1879,industry_crafts,1,1770,2,420
L1912-02635,VALENTINI,Jean-Baptiste,MALE,medium,masculine_forename,european_french,european,1862,administration,2,212,0,421
L1912-02636,VALÉRY-MAYET,,UNKNOWN,,,unknown,unknown,,education_science,0,510,1,421
L1912-02637,VALITON,Jules-Eugône,MALE,medium,masculine_forename,european_french,european,1870,administration,1,350,0,421
L1912-02638,VALLETTA,Joseph,MALE,medium,masculine_occupation;masculine_forename,european_maltese,european,1880,medicine_health,0,415,0,421
L1912-02639,VALOIS,Jean-Francois-Henrî DE,MALE,medium,masculine_forename,european_french,european,1879,administration,1,409,0,421
L1912-02641,VANNEY,Jean-Baptiste,MALE,medium,masculine_forename,european_french,european,1875,,1,384,0,422
L1912-02642,VAQUIË,Paul-Louis,MALE,medium,masculine_forename,european_french,european,1877,justice_law,0,261,0,422
L1912-02643,VAQUIER,,UNKNOWN,,,tunisian_muslim,tunisian,,medicine_health,1,620,1,422
L1912-02644,VARATASSI,Alexandre,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1864,diplomacy,2,559,0,422
L1912-02645,VASSEL,Marie-Joseph-Eusôbe,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1844,,3,1945,2,422
L1912-02646,VEIGY,Paul-Emile DE,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1869,justice_law,0,199,0,423
L1912-02647,VENDEL,Georges,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1867,industry_crafts,3,2040,0,423
L1912-02649,VENTRE,Joseph-Auguste,MALE,medium,masculine_forename,unknown,unknown,1845,,1,1959,3,423
L1912-02650,VERDELET,Henry,MALE,medium,masculine_forename,unknown,unknown,,,0,76,0,424
L1912-02651,VERDIER,,UNKNOWN,,,european_french,european,1884,press_letters_arts,0,390,1,424
L1912-02652,VERRIER,Jean-Marie-Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1865,education_science,1,256,0,424
L1912-02654,VERSINI,Bernard,MALE,medium,masculine_forename,european_french,european,1879,justice_law,0,122,0,424
L1912-02655,VERSINI,Dominique-Séraphin,MALE,medium,masculine_forename,european_french,european,1863,justice_law,2,589,0,424
L1912-02657,VEYRIER,Jean-Etienne,MALE,medium,masculine_forename,european_french,european,1855,education_science,2,2190,0,424
L1912-02658,VIALAR,Anne - Marguerite - Adélaïde-Emilie DE,FEMALE,high,nee_participle;feminine_occupation;feminine_forename,unknown,unknown,,,0,515,0,425
L1912-02659,VIDAL,Martial-Camille,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1868,,4,596,0,425
L1912-02660,VIEU,Léon-Antoine-Louis,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1873,education_science,3,780,0,425
L1912-02661,VIGIER,Jean,MALE,medium,masculine_forename,unknown,unknown,1859,,1,341,0,425
L1912-02663,VILLATTE,Pierre-Auguste,MALE,medium,masculine_forename,european_french,european,1850,justice_law,2,936,0,426
L1912-02664,VILLATE,Louis-Edgard,MALE,medium,masculine_forename,european_french,european,1854,military,2,2034,0,426
L1912-02665,VILLEJACQUES,Menilba,UNKNOWN,,,unknown,unknown,,,0,122,0,426
L1912-02667,VINCENSINI,Antoine,MALE,medium,masculine_forename,european_french,european,1855,administration,4,609,0,427
L1912-02668,VINCENT,Claude,MALE,medium,masculine_forename,european_french,european,1871,military,2,393,0,427
L1912-02669,VINCENT,Henri-Marie,MALE,medium,masculine_forename,unknown,unknown,1857,education_science,1,399,0,427
L1912-02670,VINCENTI,,UNKNOWN,,,unknown,unknown,,military,3,475,1,427
L1912-02671,VIOLANTE,Gioacchino,MALE,medium,masculine_forename,unknown,unknown,1866,diplomacy,1,206,0,428
L1912-02672,VIQUIER,Ernest,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1877,engineering_architecture,0,259,0,428
L1912-02673,VIRZI,Mineo-Paolo,MALE,medium,masculine_forename,european_italian,european,1855,military,1,1458,1,428
L1912-02675,VIVONA,Nicaise,UNKNOWN,,,tunisian_jewish,tunisian,1864,industry_crafts,0,554,1,428
L1912-02678,VUILLAUME,Raymond,MALE,medium,masculine_forename,european_french,european,1857,education_science,4,628,0,429
L1912-02679,VULLIEN,Marie-André,MALE,medium,masculine_forename,european_french,european,1881,,2,1102,1,429
L1912-02680,WARREN,,UNKNOWN,,,european_french,european,1871,agriculture,1,949,0,430
L1912-02681,WARREN,,UNKNOWN,,,european_french,european,1877,agriculture,0,249,0,430
L1912-02682,WARTELLE,Eugène,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1845,agriculture,1,748,2,430
L1912-02683,WARZÉE,Charles,MALE,medium,masculine_forename,unknown,unknown,1858,justice_law,1,425,0,430
L1912-02684,WARZÉE,Victor-Charles,MALE,medium,masculine_forename,european_french,european,1869,justice_law,1,321,0,430
L1912-02685,WATRIN,Ernest-Dominique,MALE,medium,masculine_forename,unknown,unknown,1861,,1,470,0,430
L1912-02686,WEBER,Jean-Frédéric,MALE,medium,masculine_forename,european_french,european,1858,industry_crafts,3,727,0,430
L1912-02687,WEISSEN-SZUMLANSKI,Wilfrid,MALE,medium,masculine_forename,european_french,european,1882,education_science,0,587,0,430
L1912-02688,WILLOT-BEAUCHEMIN,,MALE,medium,masculine_occupation,european_french,european,1863,engineering_architecture,3,619,0,431
L1912-02689,WISSEMANS,Maurice-Mario-Joseph,MALE,medium,masculine_forename,european_french,european,1855,medicine_health,3,969,0,431
L1912-02690,WITASSE,Pierre DE,MALE,medium,masculine_forename,european_french,european,1878,,2,764,1,431
L1912-02693,YOUSSOUF-KHODJA,,UNKNOWN,,,unknown,unknown,,,0,160,0,432
L1912-02700,ZAKARIA,Mohsen,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1876,press_letters_arts,0,522,0,433
L1912-02701,ZAKARIA,Saïd,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1878,,1,288,0,433
L1912-02704,ZAMMIT,Jean-T.,MALE,medium,masculine_forename,european_maltese,european,1867,medicine_health,0,171,0,434
L1912-02706,ZAOUCHE,Abdelaziz,MALE,medium,masculine_forename,unknown,unknown,1875,agriculture,2,511,0,434
L1912-02707,ZAOUCHE,Abdeljelil,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1873,industry_crafts,2,895,2,434
L1912-02708,ZAOUCHE,Abdulhamid,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1879,,0,189,0,434
L1912-02709,ZAOUCHE,Sellam,MALE,medium,masculine_forename,unknown,unknown,1878,,1,491,1,434
L1912-02724,ZARRI,André-Baptiste,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1869,military,0,188,0,435
L1912-02725,ZARROUK,Abou Baker,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1862,,3,491,0,435
L1912-02740,ZUMMO,Joseph,MALE,medium,masculine_forename,unknown,unknown,1869,,2,1022,0,436
L1912-02741,ZURETTI,Louis,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,,engineering_architecture,9,62481,20,436
